Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
79500,2025-05-28 02:05:00,0.098047,11.094169,7.845068,-0.002 1 + 1.014 omega + -0.001 theta omega + -0.019 omega^2,-0.004 1 + 0.001 theta + 0.029 omega + -0.002 theta omega + -0.042 omega^2,-3.7206973547e-03,5.4108521806e-04,2.9211581218e-02,-8.6676055055e-06,-1.7407164900e-03,-4.2333831931e-02
79501,2025-05-28 02:10:00,nan,nan,nan,-0.031 1 + 0.001 theta + 1.210 omega + -0.003 theta omega + -0.338 omega^2,-0.062 1 + 0.002 theta + 0.425 omega + -0.006 theta omega + -0.679 omega^2,-6.2496203360e-02,1.6414658897e-03,4.2538077184e-01,-7.5534753942e-06,-6.4477382246e-03,-6.7867043328e-01
79502,2025-05-28 02:15:00,0.112761,6.753507,4.776116,-0.003 1 + 1.019 omega + -0.001 theta omega + -0.019 omega^2,-0.006 1 + 0.042 omega + -0.001 theta omega + -0.048 omega^2,-5.7534671809e-03,2.6652055662e-04,4.1591106916e-02,-1.2980450306e-06,-1.0640523389e-03,-4.7944025524e-02
79503,2025-05-28 02:20:00,0.029621,2.653094,1.876138,-0.008 1 + 1.058 omega + -0.104 omega^2,-0.016 1 + 0.117 omega + -0.001 theta omega + -0.206 omega^2,-1.5740515576e-02,1.9571951559e-04,1.1727185449e-01,-5.6673450943e-07,-8.4648328367e-04,-2.0587914316e-01
79504,2025-05-28 02:25:00,nan,nan,nan,0.014 1 + 0.868 omega + 0.002 theta omega + 0.252 omega^2,0.028 1 + -0.259 omega + 0.003 theta omega + 0.503 omega^2,2.7576158144e-02,-2.9891902935e-04,-2.5900048181e-01,-4.6352286579e-06,2.9777255303e-03,5.0275002806e-01
79505,2025-05-28 02:30:00,nan,nan,nan,-0.001 theta + 1.010 omega + 0.002 theta omega + -0.012 omega^2,-0.002 theta + 0.022 omega + 0.003 theta omega + -0.024 omega^2,7.4919315801e-05,-1.5402062185e-03,2.1646330932e-02,-1.4200000489e-04,3.3473233404e-03,-2.3698809514e-02
79506,2025-05-28 02:35:00,0.073353,9.157722,6.475695,1.016 omega + -0.001 theta omega + -0.007 omega^2,-0.001 1 + 0.036 omega + -0.003 theta omega + -0.029 omega^2,-7.1814675064e-04,-1.9367246624e-04,3.6069137339e-02,1.9165196762e-05,-2.8124578475e-03,-2.8730928179e-02
79507,2025-05-28 02:40:00,0.029668,2.527462,1.787308,0.004 1 + 0.916 omega + -0.003 theta omega + 0.384 omega^2,0.007 1 + 0.001 theta + -0.167 omega + -0.005 theta omega + 0.766 omega^2,7.3499805659e-03,7.6512921938e-04,-1.6650009641e-01,5.7460892610e-06,-5.3268874204e-03,7.6555603899e-01
79508,2025-05-28 02:45:00,0.037328,1.930051,1.365007,0.022 1 + 0.878 omega + 0.001 theta omega + 0.172 omega^2,0.043 1 + -0.001 theta + -0.246 omega + 0.002 theta omega + 0.351 omega^2,4.2977132885e-02,-5.7682357874e-04,-2.4550976481e-01,1.5631417814e-06,1.6114269760e-03,3.5126333200e-01
79509,2025-05-28 02:50:00,0.027171,2.352283,1.663426,0.003 1 + 0.945 omega + -0.002 theta omega + 0.234 omega^2,0.006 1 + -0.110 omega + -0.003 theta omega + 0.475 omega^2,6.1582894526e-03,4.9571018453e-04,-1.1006354328e-01,2.8203659088e-06,-3.2819485825e-03,4.7457778209e-01
