Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
39500,2025-01-08 17:55:00,nan,nan,nan,0.001 1 + 1.013 omega + -0.002 theta omega + -0.064 omega^2,0.003 1 + 0.027 omega + -0.005 theta omega + -0.132 omega^2,2.9744819747e-03,-3.7760048276e-04,2.6957104765e-02,-2.4035259764e-05,-4.6050510036e-03,-1.3222741698e-01
39501,2025-01-08 18:00:00,0.027996,1.795057,1.269451,0.001 1 + 0.997 omega + -0.076 omega^2,0.001 1 + -0.006 omega + -0.145 omega^2,9.3287855889e-04,-4.3826191579e-04,-5.8911428008e-03,6.2308077590e-05,-2.6252225004e-04,-1.4530242181e-01
39502,2025-01-08 18:05:00,0.022626,1.221757,0.864060,-0.001 1 + 1.005 omega + -0.001 theta omega + 0.046 omega^2,-0.001 1 + 0.012 omega + -0.001 theta omega + 0.093 omega^2,-1.1756592113e-03,-2.5616947941e-04,1.1901750600e-02,-5.9451660057e-07,-1.3557521577e-03,9.3397885072e-02
39503,2025-01-08 18:10:00,0.051322,5.547762,3.923028,1.005 omega + 0.002 theta omega + -0.032 omega^2,0.012 omega + 0.003 theta omega + -0.049 omega^2,3.3137891245e-05,-6.4174446896e-06,1.1638813070e-02,-1.3511333649e-05,3.3079738230e-03,-4.9257671166e-02
39504,2025-01-08 18:15:00,0.051037,6.061203,4.286070,0.002 1 + 1.007 omega + -0.027 omega^2,0.004 1 + 0.001 theta + 0.014 omega + 0.001 theta omega + -0.056 omega^2,4.0351802328e-03,5.1555750719e-04,1.3844865037e-02,2.3565536051e-05,9.1301963054e-04,-5.5726638038e-02
39505,2025-01-08 18:20:00,0.220639,32.116279,22.710175,-0.004 1 + 0.995 omega + 0.134 omega^2,-0.009 1 + -0.011 omega + 0.001 theta omega + 0.270 omega^2,-8.7645136253e-03,-1.9470168525e-04,-1.0500486981e-02,7.3926549782e-06,7.0485698883e-04,2.6973945987e-01
39506,2025-01-08 18:25:00,0.020247,0.509839,0.360795,-0.009 1 + -0.001 theta + 0.953 omega + -0.003 theta omega + 0.031 omega^2,-0.019 1 + -0.001 theta + -0.094 omega + -0.005 theta omega + 0.057 omega^2,-1.8505651177e-02,-1.2835580327e-03,-9.4470330312e-02,-1.1652697252e-05,-5.1885526888e-03,5.6873120381e-02
39507,2025-01-08 18:30:00,0.025901,1.054114,0.745596,-0.001 1 + 1.061 omega + 0.001 theta omega + -0.359 omega^2,-0.002 1 + -0.001 theta + 0.123 omega + 0.003 theta omega + -0.716 omega^2,-1.5169387498e-03,-6.4972364106e-04,1.2273751186e-01,8.4977586812e-06,2.7797298784e-03,-7.1596255992e-01
39508,2025-01-08 18:35:00,0.017586,1.610666,1.138981,-0.012 1 + 1.083 omega + -0.001 theta omega + -0.125 omega^2,-0.025 1 + 0.001 theta + 0.169 omega + -0.002 theta omega + -0.254 omega^2,-2.4781026587e-02,6.6256529606e-04,1.6909981268e-01,-4.5486790291e-06,-2.1471540505e-03,-2.5369064841e-01
39509,2025-01-08 18:40:00,0.020917,1.893725,1.339148,-0.014 1 + 1.205 omega + -0.001 theta omega + -0.740 omega^2,-0.027 1 + 0.405 omega + -0.002 theta omega + -1.454 omega^2,-2.7331298191e-02,1.5692412145e-04,4.0517017940e-01,4.1461820742e-06,-2.1562343703e-03,-1.4541869597e+00
39510,2025-01-08 18:45:00,0.017998,1.140592,0.806621,0.001 1 + 0.963 omega + -0.001 theta omega + 0.205 omega^2,0.003 1 + -0.071 omega + -0.003 theta omega + 0.411 omega^2,2.5580994569e-03,4.0409450480e-04,-7.0941646145e-02,1.5423187233e-06,-2.9842777733e-03,4.1075016817e-01
39511,2025-01-08 18:50:00,0.020396,0.609764,0.431410,0.998 omega + -0.011 omega^2,-0.003 omega + -0.027 omega^2,4.7790892651e-04,-3.6277826146e-05,-3.3732190432e-03,-1.7281541150e-05,4.4915524889e-04,-2.7452230212e-02
39512,2025-01-08 18:55:00,0.008784,0.305081,0.215814,1.006 omega + 0.002 theta omega + 0.054 omega^2,0.013 omega + 0.003 theta omega + 0.112 omega^2,2.7266711905e-04,-2.3933639518e-04,1.3128655438e-02,-1.0813251081e-04,3.0642065524e-03,1.1239139792e-01
39513,2025-01-08 19:00:00,0.021289,0.561781,0.397524,-0.003 1 + 0.973 omega + -0.001 theta omega + -0.033 omega^2,-0.006 1 + -0.051 omega + -0.002 theta omega + -0.065 omega^2,-6.1137750340e-03,-3.2756141838e-04,-5.0720238076e-02,-2.0581665803e-06,-1.8253236809e-03,-6.5396331517e-02
39514,2025-01-08 19:05:00,0.017406,1.282789,0.907153,0.001 1 + 0.982 omega + 0.001 theta omega + 0.068 omega^2,0.002 1 + -0.034 omega + 0.002 theta omega + 0.141 omega^2,2.3248705724e-03,-1.2229440886e-04,-3.4123878364e-02,-6.7046535506e-06,1.7506148837e-03,1.4127097142e-01
39515,2025-01-08 19:10:00,0.044099,2.349243,1.661458,-0.001 1 + 1.009 omega + 0.002 theta omega + 0.055 omega^2,-0.002 1 + 0.019 omega + 0.004 theta omega + 0.112 omega^2,-2.1881200009e-03,-1.3515075951e-04,1.9116416669e-02,7.1432507217e-05,4.3942233778e-03,1.1194475113e-01
39516,2025-01-08 19:15:00,0.092578,4.802388,3.396432,1.006 omega + -0.039 omega^2,0.013 omega + -0.084 omega^2,5.6153959026e-05,-2.7022002854e-04,1.2838012443e-02,3.3133041791e-05,4.7168710568e-04,-8.3839095093e-02
39517,2025-01-08 19:20:00,0.036177,3.732073,2.639098,-0.004 1 + 1.041 omega + -0.001 theta omega + -0.092 omega^2,-0.009 1 + 0.087 omega + -0.001 theta omega + -0.200 omega^2,-9.0021997969e-03,2.5589981632e-04,8.6820242753e-02,7.4230312019e-07,-1.3987892028e-03,-2.0035577154e-01
39518,2025-01-08 19:25:00,0.011636,0.606034,0.428610,0.011 1 + 0.882 omega + 0.309 omega^2,0.022 1 + -0.246 omega + -0.001 theta omega + 0.643 omega^2,2.2212699072e-02,1.8892850016e-04,-2.4551282864e-01,-8.9342921429e-07,-5.8216632054e-04,6.4251746109e-01
39519,2025-01-08 19:30:00,0.012056,1.147766,0.811638,-0.011 1 + 1.125 omega + -0.373 omega^2,-0.022 1 + 0.262 omega + -0.001 theta omega + -0.770 omega^2,-2.2460534196e-02,1.7293738206e-04,2.6172138258e-01,2.6906234988e-07,-9.8433826537e-04,-7.7047999890e-01
39520,2025-01-08 19:35:00,0.012530,0.767287,0.542626,-0.015 1 + 1.132 omega + -0.002 theta omega + -0.285 omega^2,-0.029 1 + 0.001 theta + 0.261 omega + -0.004 theta omega + -0.565 omega^2,-2.9099585633e-02,7.0980658196e-04,2.6118866265e-01,-3.7715899006e-06,-3.5238052518e-03,-5.6461855418e-01
39521,2025-01-08 19:40:00,0.015208,0.331203,0.234443,1.002 omega + -0.021 omega^2,0.004 omega + -0.051 omega^2,-2.3794376934e-04,-2.0692360667e-04,4.4859177513e-03,3.3287152788e-06,1.5999145930e-04,-5.1035713105e-02
39522,2025-01-08 19:45:00,0.047841,2.042378,1.444576,0.999 omega + 0.024 omega^2,-0.001 1 + -0.002 omega + 0.045 omega^2,-8.3015864080e-04,3.0518144289e-04,-2.1077730716e-03,4.6824346358e-05,-3.8666729483e-04,4.5095264680e-02
39523,2025-01-08 19:50:00,0.024576,0.717072,0.507344,0.001 1 + 1.002 omega + -0.029 omega^2,0.002 1 + 0.004 omega + -0.001 theta omega + -0.064 omega^2,2.2425148904e-03,-2.2077065112e-05,4.4785168498e-03,-1.7884104504e-05,-5.4768564367e-04,-6.3510420161e-02
39524,2025-01-08 19:55:00,0.153376,20.627557,14.586288,0.002 1 + 1.009 omega + -0.002 theta omega + -0.040 omega^2,0.004 1 + 0.019 omega + -0.004 theta omega + -0.083 omega^2,4.2042839218e-03,3.5202134977e-04,1.9423395671e-02,1.5824566877e-05,-3.8289700476e-03,-8.2995193455e-02
