Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
23000,2024-11-07 22:40:00,0.136494,6.111990,4.322907,0.999 omega + -0.014 omega^2,-0.001 1 + 0.002 omega + -0.027 omega^2,-6.5293141216e-04,3.0475269191e-04,2.0935452022e-03,-2.1898518925e-05,1.9255580875e-04,-2.7499769804e-02
23001,2024-11-07 22:45:00,0.069250,5.140675,3.635336,0.002 1 + 1.007 omega + 0.001 theta omega + -0.085 omega^2,0.003 1 + -0.001 theta + 0.015 omega + 0.001 theta omega + -0.173 omega^2,3.0481849098e-03,-8.7565876793e-04,1.5212346770e-02,3.9481176217e-05,1.0470842066e-03,-1.7284910975e-01
23002,2024-11-07 22:50:00,nan,nan,nan,-0.004 1 + 1.061 omega + -0.002 theta omega + -0.155 omega^2,-0.009 1 + 0.129 omega + -0.005 theta omega + -0.326 omega^2,-8.6643039065e-03,2.4969082243e-04,1.2900063642e-01,1.3935111423e-05,-4.8675576306e-03,-3.2617707257e-01
23003,2024-11-07 22:55:00,0.010196,0.527775,0.373263,0.003 1 + 0.945 omega + 0.169 omega^2,0.005 1 + -0.099 omega + -0.001 theta omega + 0.312 omega^2,4.9122699420e-03,3.4089656059e-04,-9.8515043546e-02,-4.5155398288e-06,-6.3977944769e-04,3.1155013068e-01
23004,2024-11-07 23:00:00,0.012305,0.346810,0.245386,-0.001 1 + 1.005 omega + 0.001 omega^2,-0.002 1 + 0.009 omega + 0.009 omega^2,-1.7910668396e-03,1.1783622977e-04,8.7574379361e-03,-9.9694208737e-07,-4.9347309612e-04,9.0766562451e-03
23005,2024-11-07 23:05:00,0.011571,0.479919,0.339453,-0.002 1 + 1.029 omega + -0.099 omega^2,-0.003 1 + 0.053 omega + -0.178 omega^2,-3.2477505729e-03,-1.0604675868e-04,5.2709638750e-02,1.1232058323e-06,3.2642234760e-04,-1.7821976165e-01
23006,2024-11-07 23:10:00,0.029143,0.686970,0.486198,0.002 1 + 0.956 omega + 0.167 omega^2,0.004 1 + -0.084 omega + 0.325 omega^2,3.5660324288e-03,2.3643425898e-04,-8.3943221194e-02,-7.1220732525e-06,3.9341164546e-05,3.2545901626e-01
23007,2024-11-07 23:15:00,0.022425,0.958776,0.678143,0.007 1 + 0.925 omega + 0.001 theta omega + 0.198 omega^2,0.014 1 + -0.157 omega + 0.001 theta omega + 0.419 omega^2,1.4470149065e-02,-1.6485166084e-04,-1.5734245743e-01,-7.0254699199e-07,1.0605555345e-03,4.1897039161e-01
23008,2024-11-07 23:20:00,0.102298,5.834739,4.126417,0.002 1 + 0.981 omega + 0.001 theta omega + 0.034 omega^2,0.003 1 + -0.030 omega + 0.001 theta omega + 0.053 omega^2,2.5586639696e-03,-1.9029521731e-04,-2.9607621685e-02,3.0050322606e-06,1.2301016741e-03,5.3175721091e-02
23009,2024-11-07 23:25:00,nan,nan,nan,-0.003 1 + 1.017 omega + -0.006 omega^2,-0.007 1 + 0.038 omega + -0.001 theta omega + -0.022 omega^2,-6.6615585688e-03,3.5629401778e-04,3.8432663060e-02,-6.4822759433e-06,-8.3549222860e-04,-2.2368892489e-02
