Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
35000,2024-12-24 02:05:00,0.064771,2.862269,2.024448,-0.001 1 + 1.007 omega + 0.002 theta omega + -0.014 omega^2,-0.002 1 + 0.015 omega + 0.003 theta omega + -0.033 omega^2,-2.0615062866e-03,-4.5648210087e-04,1.4671792423e-02,4.5307527346e-05,3.2601213012e-03,-3.2725180903e-02
35001,2024-12-24 02:10:00,0.041938,4.174458,2.951937,1.013 omega + 0.001 theta omega + -0.127 omega^2,0.001 1 + 0.029 omega + 0.002 theta omega + -0.253 omega^2,7.8685839275e-04,-2.6112892698e-04,2.8586296019e-02,-2.5054867960e-06,2.3646927550e-03,-2.5319993001e-01
35002,2024-12-24 02:15:00,0.015193,0.455259,0.322096,0.002 1 + 0.983 omega + 0.001 theta omega + 0.029 omega^2,0.004 1 + -0.035 omega + 0.001 theta omega + 0.066 omega^2,3.6849892611e-03,-1.8219178887e-04,-3.4624243402e-02,-4.9405627885e-07,1.0507993721e-03,6.5601580961e-02
35003,2024-12-24 02:20:00,0.043586,1.382982,0.978402,-0.001 1 + 0.997 omega + -0.008 omega^2,-0.002 1 + -0.003 omega + -0.010 omega^2,-2.2198221834e-03,-6.8050278353e-05,-2.9309398439e-03,1.4706345818e-06,4.3141964092e-04,-9.5237124995e-03
35004,2024-12-24 02:25:00,0.084959,1.807484,1.279495,0.002 1 + 1.003 omega + 0.001 theta omega + -0.120 omega^2,0.003 1 + 0.007 omega + 0.002 theta omega + -0.239 omega^2,3.1848291832e-03,-4.2747620475e-04,7.4386111030e-03,5.2735463433e-06,2.2266500002e-03,-2.3854959625e-01
35005,2024-12-24 02:30:00,0.032272,1.081451,0.765042,0.999 omega + -0.019 omega^2,0.001 theta omega + -0.034 omega^2,3.2973760177e-04,-3.3180226370e-04,-4.1456290733e-04,-4.5260743817e-06,5.6722644954e-04,-3.3886490610e-02
35006,2024-12-24 02:35:00,0.088280,3.928021,2.778232,-0.001 1 + 1.000 omega,-0.002 1 + -0.001 theta + 0.002 omega + 0.001 theta omega + -0.003 omega^2,-1.9762081538e-03,-8.6262724484e-04,2.3146265548e-03,-4.5263329264e-05,6.4896243722e-04,-2.9293148144e-03
35007,2024-12-24 02:40:00,0.050392,7.053527,4.987724,0.999 omega + 0.001 theta omega + -0.038 omega^2,0.001 1 + 0.002 theta omega + -0.092 omega^2,6.0471902321e-04,-1.1184032604e-04,-1.3488148126e-04,-6.7961188678e-06,2.4161465869e-03,-9.2060142367e-02
35008,2024-12-24 02:45:00,0.044202,1.571001,1.111305,-0.006 1 + 1.042 omega + -0.002 theta omega + -0.056 omega^2,-0.012 1 + 0.001 theta + 0.081 omega + -0.003 theta omega + -0.106 omega^2,-1.1690800582e-02,9.1783785754e-04,8.1189636612e-02,-1.9265575396e-05,-3.2555683455e-03,-1.0561805521e-01
35009,2024-12-24 02:50:00,0.323780,20.012410,14.152763,0.001 1 + 1.005 omega + -0.001 omega^2,0.001 1 + -0.001 theta + 0.012 omega + 0.001 theta omega + -0.008 omega^2,1.1082195089e-03,-5.3449556692e-04,1.2073107685e-02,1.4256065583e-05,7.6500398979e-04,-8.2944882705e-03
