Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
36000,2024-12-27 13:50:00,0.119977,9.616469,6.800399,-0.001 1 + 1.003 omega + 0.010 omega^2,-0.001 1 + 0.008 omega + 0.021 omega^2,-1.1340305961e-03,-1.8637692193e-04,7.8170840426e-03,-7.5901154540e-06,2.5689209370e-05,2.0636936048e-02
36001,2024-12-27 13:55:00,0.078205,7.305389,5.165986,1.000 omega + 0.013 omega^2,0.001 1 + 0.001 omega + -0.001 theta omega + 0.025 omega^2,1.0816949104e-03,2.1825980167e-04,1.2028610377e-03,1.0434054802e-05,-9.3106243013e-04,2.4665886760e-02
36002,2024-12-27 14:00:00,0.026485,3.110452,2.199502,0.015 1 + 0.001 theta + 1.078 omega + 0.002 theta omega + 0.096 omega^2,0.030 1 + 0.001 theta + 0.151 omega + 0.003 theta omega + 0.182 omega^2,3.0396023232e-02,1.2250652414e-03,1.5098363555e-01,9.4490600915e-06,3.3763597428e-03,1.8158581882e-01
36003,2024-12-27 14:05:00,nan,nan,nan,0.998 omega + -0.002 theta omega + 0.136 omega^2,0.001 1 + -0.001 theta + -0.003 omega + -0.004 theta omega + 0.272 omega^2,5.7071751919e-04,-7.3837534200e-04,-3.3216964861e-03,6.4184049202e-05,-3.7458419849e-03,2.7221146783e-01
36004,2024-12-27 14:10:00,0.078545,5.751898,4.067585,-0.004 1 + 0.969 omega + -0.001 theta omega + -0.032 omega^2,-0.006 1 + -0.054 omega + -0.002 theta omega + -0.055 omega^2,-6.1217048568e-03,-2.7680806686e-04,-5.4310912991e-02,-1.1746702490e-07,-2.1210235707e-03,-5.4958128815e-02
36005,2024-12-27 14:15:00,0.051994,1.155341,0.817776,0.001 1 + -0.001 theta + 0.993 omega + 0.003 theta omega + 0.103 omega^2,0.002 1 + -0.001 theta + -0.012 omega + 0.005 theta omega + 0.206 omega^2,1.9323432724e-03,-1.2230399584e-03,-1.2140553169e-02,-2.5638610212e-04,5.4479379044e-03,2.0614433569e-01
36006,2024-12-27 14:20:00,nan,nan,nan,1.007 omega + 0.003 theta omega + -0.105 omega^2,-0.001 theta + 0.014 omega + 0.006 theta omega + -0.228 omega^2,4.2068525756e-04,-8.2032094926e-04,1.4138674673e-02,-1.0529647131e-04,5.7719666333e-03,-2.2840154040e-01
36007,2024-12-27 14:25:00,0.061205,1.784185,1.262351,1.002 omega + 0.069 omega^2,-0.001 1 + 0.001 theta + 0.002 omega + 0.143 omega^2,-7.3288246634e-04,8.3966817729e-04,2.1980354624e-03,5.8636725316e-05,2.6499060532e-04,1.4251486503e-01
36008,2024-12-27 14:30:00,1.748347,105.623056,74.697010,0.002 1 + 1.021 omega + 0.001 theta omega + -0.042 omega^2,0.004 1 + 0.046 omega + 0.002 theta omega + -0.077 omega^2,3.6847358545e-03,-3.3751191748e-04,4.6057890278e-02,-2.0094421881e-05,2.4350888113e-03,-7.7094739960e-02
36009,2024-12-27 14:35:00,0.121996,2.487641,1.761142,0.001 1 + 1.009 omega + -0.100 omega^2,0.003 1 + 0.020 omega + -0.001 theta omega + -0.199 omega^2,2.6500404492e-03,-2.8319747931e-04,2.0209494368e-02,2.7881886915e-06,-8.2073996389e-04,-1.9949912187e-01
36010,2024-12-27 14:40:00,0.020953,0.423139,0.299571,0.002 1 + 1.004 omega + -0.024 omega^2,0.004 1 + -0.001 theta + 0.008 omega + -0.001 theta omega + -0.045 omega^2,4.1919290709e-03,-7.8415314116e-04,7.9556493418e-03,2.8039952510e-05,-5.1964857587e-04,-4.5007300986e-02
36011,2024-12-27 14:45:00,0.033684,1.756078,1.241963,0.997 omega + 0.024 omega^2,-0.001 1 + -0.005 omega + -0.001 theta omega + 0.056 omega^2,-6.1616095663e-04,-9.5454943637e-05,-4.9132978789e-03,1.6587443076e-05,-6.4580615894e-04,5.5792821147e-02
36012,2024-12-27 14:50:00,0.201871,6.497462,4.596616,0.989 omega + -0.002 theta omega + -0.047 omega^2,-0.020 omega + -0.005 theta omega + -0.095 omega^2,-1.8642440374e-04,4.0989768515e-04,-1.9880146216e-02,8.2477233685e-05,-4.6754028996e-03,-9.4898471575e-02
36013,2024-12-27 14:55:00,0.080422,2.001027,1.416082,-0.001 theta + 1.002 omega + 0.002 theta omega + 0.081 omega^2,-0.001 theta + 0.005 omega + 0.004 theta omega + 0.167 omega^2,3.0589649468e-04,-1.4035141335e-03,4.6657743446e-03,-1.8849178803e-05,3.8622304349e-03,1.6703192373e-01
36014,2024-12-27 15:00:00,0.032930,0.831739,0.588589,-0.003 1 + 1.007 omega + -0.001 theta omega + 0.081 omega^2,-0.005 1 + -0.001 theta + 0.015 omega + -0.001 theta omega + 0.166 omega^2,-5.2427905361e-03,-6.2477984955e-04,1.5410331126e-02,-1.0146322165e-05,-1.3033573933e-03,1.6646861797e-01
36015,2024-12-27 15:05:00,0.229068,5.538329,3.919538,-0.008 1 + -0.001 theta + 0.937 omega + -0.009 theta omega + 0.015 omega^2,-0.015 1 + -0.002 theta + -0.125 omega + -0.018 theta omega + 0.041 omega^2,-1.5198783023e-02,-1.8635388166e-03,-1.2461275548e-01,3.7608052750e-05,-1.8482416126e-02,4.0539131728e-02
36016,2024-12-27 15:10:00,nan,nan,nan,0.011 1 + 1.100 omega + 0.001 theta omega + 0.221 omega^2,0.022 1 + 0.205 omega + 0.002 theta omega + 0.449 omega^2,2.2140823379e-02,4.9364044055e-04,2.0453819027e-01,3.2544767899e-06,2.2570463529e-03,4.4896430665e-01
