Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
23500,2024-11-09 16:35:00,0.028997,4.312136,3.049209,-0.010 1 + 1.112 omega + -0.285 omega^2,-0.020 1 + 0.225 omega + -0.001 theta omega + -0.569 omega^2,-1.9621112674e-02,-7.3460182400e-05,2.2526277202e-01,3.1888387921e-06,-5.8749635077e-04,-5.6893784513e-01
23501,2024-11-09 16:40:00,0.045333,5.961480,4.215525,0.981 omega + -0.001 theta omega + 0.090 omega^2,-0.001 1 + -0.035 omega + -0.001 theta omega + 0.178 omega^2,-6.9951175466e-04,3.4535135326e-04,-3.5431298264e-02,-1.0909122040e-06,-1.4564554363e-03,1.7777968236e-01
23502,2024-11-09 16:45:00,0.073426,9.490049,6.710679,-0.028 1 + 0.001 theta + 1.254 omega + -0.005 theta omega + -0.418 omega^2,-0.058 1 + 0.001 theta + 0.520 omega + -0.011 theta omega + -0.865 omega^2,-5.7743308478e-02,1.4642337530e-03,5.2002477500e-01,4.9095927511e-06,-1.1079946636e-02,-8.6510500834e-01
23503,2024-11-09 16:50:00,0.049363,3.724398,2.633778,0.001 1 + 0.978 omega + 0.001 theta omega + 0.074 omega^2,0.003 1 + -0.044 omega + 0.001 theta omega + 0.152 omega^2,2.5162901676e-03,6.0208514396e-05,-4.4161439886e-02,-1.0299433053e-05,1.1697313299e-03,1.5231094564e-01
23504,2024-11-09 16:55:00,0.055704,3.366201,2.380590,0.996 omega + -0.001 theta omega + 0.018 omega^2,0.001 1 + -0.009 omega + -0.002 theta omega + 0.035 omega^2,7.7671173130e-04,2.1544398771e-04,-8.5648611179e-03,4.1490228529e-05,-1.8310118885e-03,3.5000241261e-02
23505,2024-11-09 17:00:00,0.055458,3.399215,2.403928,0.001 1 + 0.999 omega + -0.048 omega^2,0.002 1 + -0.002 omega + -0.094 omega^2,1.5263144062e-03,-2.1738727083e-04,-2.0829453835e-03,-2.0932651564e-05,3.1397054074e-04,-9.3895750951e-02
23506,2024-11-09 17:05:00,0.052078,2.725584,1.927631,1.003 omega + 0.001 theta omega + -0.018 omega^2,0.001 1 + 0.009 omega + 0.002 theta omega + -0.044 omega^2,6.5262612201e-04,3.2442893980e-04,8.8912686106e-03,2.0231173422e-05,1.6699658897e-03,-4.4484761336e-02
23507,2024-11-09 17:10:00,0.019131,0.406090,0.287468,0.001 1 + 1.009 omega + 0.001 theta omega + 0.006 omega^2,0.003 1 + 0.020 omega + 0.001 theta omega + -0.001 omega^2,3.3334916621e-03,4.6011618727e-04,2.0205492248e-02,1.9924479226e-05,1.2988210225e-03,-7.0203933877e-04
23508,2024-11-09 17:15:00,0.015269,1.841277,1.302024,-0.028 1 + 1.298 omega + -0.772 omega^2,-0.057 1 + 0.605 omega + -1.562 omega^2,-5.6876826382e-02,-3.8273659139e-05,6.0485048264e-01,6.2928429192e-07,-1.2856914727e-04,-1.5620979688e+00
23509,2024-11-09 17:20:00,0.041806,3.443911,2.435392,-0.015 1 + 1.117 omega + -0.001 theta omega + -0.164 omega^2,-0.031 1 + 0.237 omega + -0.003 theta omega + -0.331 omega^2,-3.1098472461e-02,4.1733204993e-04,2.3677111353e-01,7.6494539554e-07,-2.7938836073e-03,-3.3136927274e-01
23510,2024-11-09 17:25:00,0.492224,7.807454,5.531664,1.004 omega + 0.001 theta omega + -0.015 omega^2,0.010 omega + 0.002 theta omega + -0.049 omega^2,2.3389133838e-04,-8.8069467506e-05,9.5178443306e-03,-1.3073071756e-05,1.9297185559e-03,-4.9013582772e-02
23511,2024-11-09 17:30:00,0.072688,5.240403,3.705881,0.993 omega + 0.015 omega^2,-0.009 omega + 0.018 omega^2,3.0906600899e-04,-6.8037258130e-06,-8.9232642482e-03,-3.0946858612e-07,3.8069186164e-04,1.7742579347e-02
