Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
31000,2024-12-05 20:50:00,0.040384,4.837405,3.420681,1.005 omega + -0.001 theta omega + 0.018 omega^2,-0.001 1 + 0.012 omega + -0.001 theta omega + 0.028 omega^2,-5.2123091014e-04,5.3383154190e-05,1.1500506760e-02,4.5064913677e-06,-1.3875486334e-03,2.7662403210e-02
31001,2024-12-05 20:55:00,0.062851,2.809804,1.987328,-0.001 1 + 1.005 omega + -0.001 theta omega + -0.021 omega^2,-0.003 1 + 0.001 theta + 0.016 omega + -0.002 theta omega + -0.054 omega^2,-3.2084002638e-03,7.8387161248e-04,1.5800153270e-02,-4.2787881808e-05,-1.8926898300e-03,-5.3754754486e-02
31002,2024-12-05 21:00:00,0.047567,3.015232,2.132356,0.001 1 + 1.007 omega + -0.065 omega^2,0.003 1 + 0.015 omega + -0.143 omega^2,2.7515317954e-03,-4.8637044097e-04,1.4778922632e-02,1.7415992031e-05,2.3310387796e-04,-1.4280894815e-01
31003,2024-12-05 21:05:00,nan,nan,nan,-0.001 1 + 1.031 omega + -0.001 theta omega + -0.079 omega^2,-0.003 1 + 0.066 omega + -0.003 theta omega + -0.167 omega^2,-2.8425016922e-03,3.2973954648e-04,6.5531652512e-02,-1.1067575767e-05,-2.5034739677e-03,-1.6740057722e-01
31004,2024-12-05 21:10:00,0.054849,2.748011,1.943524,1.000 omega + 0.001 theta omega + -0.067 omega^2,-0.001 1 + 0.003 omega + 0.002 theta omega + -0.117 omega^2,-7.4481971920e-04,-1.2188456312e-04,2.5222658759e-03,-5.9557410301e-06,1.5827302471e-03,-1.1742003152e-01
31005,2024-12-05 21:15:00,nan,nan,nan,-0.004 1 + -0.001 theta + 0.964 omega + -0.002 theta omega + -0.063 omega^2,-0.009 1 + -0.001 theta + -0.073 omega + -0.005 theta omega + -0.132 omega^2,-8.9616714458e-03,-1.1250086004e-03,-7.2556568840e-02,-2.7048962770e-05,-4.8029500103e-03,-1.3240687980e-01
31006,2024-12-05 21:20:00,0.029192,1.510941,1.068596,1.000 omega + 0.001 theta omega + 0.015 omega^2,0.001 omega + 0.001 theta omega + 0.027 omega^2,6.6577561767e-05,-2.4457077908e-04,8.9201149573e-04,-4.2426913027e-05,1.1838468171e-03,2.7154755756e-02
31007,2024-12-05 21:25:00,nan,nan,nan,0.001 1 + 1.005 omega + -0.086 omega^2,0.001 1 + -0.001 theta + 0.011 omega + -0.171 omega^2,1.1704612594e-03,-9.4440091161e-04,1.1183880432e-02,-5.6950578691e-05,4.5946084295e-04,-1.7119835543e-01
31008,2024-12-05 21:30:00,0.156643,4.375337,3.095813,0.001 1 + 0.970 omega + 0.004 theta omega + 0.029 omega^2,0.002 1 + 0.001 theta + -0.060 omega + 0.007 theta omega + 0.062 omega^2,2.2129642940e-03,6.6728627030e-04,-5.9621785114e-02,-1.0679395809e-04,7.1281998062e-03,6.1858657232e-02
31009,2024-12-05 21:35:00,nan,nan,nan,-0.001 1 + 1.002 omega + -0.002 theta omega + 0.108 omega^2,-0.002 1 + -0.001 theta + 0.006 omega + -0.003 theta omega + 0.210 omega^2,-2.4365153762e-03,-7.2727024022e-04,5.5028421378e-03,-2.3572593733e-05,-3.4300801712e-03,2.1048246979e-01
31010,2024-12-05 21:40:00,0.047946,6.025709,4.260954,-0.001 1 + 0.988 omega + 0.115 omega^2,-0.001 1 + -0.022 omega + 0.219 omega^2,-1.2746130707e-03,2.9722048232e-04,-2.1569882309e-02,-1.1299040057e-05,-3.7527544390e-04,2.1879178636e-01
31011,2024-12-05 21:45:00,0.033175,1.036656,0.733402,0.001 1 + 1.007 omega + -0.062 omega^2,0.003 1 + 0.013 omega + -0.120 omega^2,2.5437525940e-03,-4.8216382860e-04,1.3430681753e-02,1.3607375170e-05,-6.8738994409e-05,-1.2027684087e-01
31012,2024-12-05 21:50:00,0.030279,4.365472,3.086929,0.001 1 + 1.024 omega + 0.002 theta omega + -0.011 omega^2,0.002 1 + 0.048 omega + 0.003 theta omega + -0.021 omega^2,2.2660015456e-03,-1.1571967143e-04,4.8129764404e-02,-1.0884401828e-05,3.0067775329e-03,-2.1377345773e-02
31013,2024-12-05 21:55:00,0.067392,2.509810,1.775344,1.014 omega + -0.078 omega^2,-0.001 theta + 0.028 omega + -0.161 omega^2,2.7075495228e-04,-5.7910511424e-04,2.8164854778e-02,2.6462323939e-05,-3.7879186675e-04,-1.6095336812e-01
31014,2024-12-05 22:00:00,nan,nan,nan,-0.012 1 + -0.001 theta + 0.905 omega + -0.007 theta omega + -0.084 omega^2,-0.024 1 + -0.003 theta + -0.196 omega + -0.015 theta omega + -0.183 omega^2,-2.4385499277e-02,-2.8615616478e-03,-1.9602629138e-01,-6.5831507998e-05,-1.5473860404e-02,-1.8298971870e-01
31015,2024-12-05 22:05:00,0.090927,4.919363,3.479109,1.006 omega + -0.038 omega^2,-0.001 theta + 0.014 omega + -0.088 omega^2,7.0227581542e-05,-5.3798847307e-04,1.4165712765e-02,6.1390967093e-05,-3.5297909816e-04,-8.7703179934e-02
31016,2024-12-05 22:10:00,0.033341,1.786988,1.263811,0.984 omega + -0.001 theta omega + 0.098 omega^2,-0.031 omega + -0.002 theta omega + 0.193 omega^2,2.9795865082e-04,2.3878362812e-04,-3.1343347969e-02,1.2899155777e-06,-1.5794075985e-03,1.9344375733e-01
