Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
102500,2025-08-16 03:50:00,0.036964,3.470037,2.453826,-0.002 1 + 1.037 omega + -0.001 theta omega + -0.127 omega^2,-0.005 1 + 0.078 omega + -0.001 theta omega + -0.260 omega^2,-4.8968433741e-03,2.5464787022e-04,7.8044422219e-02,-4.6947483087e-06,-1.1227696055e-03,-2.5994669313e-01
102501,2025-08-16 03:55:00,0.036576,1.926305,1.362349,-0.001 1 + 0.989 omega + 0.001 theta omega + 0.253 omega^2,-0.002 1 + 0.001 theta + -0.021 omega + 0.003 theta omega + 0.508 omega^2,-1.7468099680e-03,9.3452624665e-04,-2.0839166580e-02,-1.3509713102e-04,2.6757381555e-03,5.0829964680e-01
102502,2025-08-16 04:00:00,0.031866,1.782752,1.260798,0.001 1 + 0.995 omega,0.002 1 + -0.001 theta + -0.008 omega + -0.001 omega^2,2.0168656971e-03,-5.4772689116e-04,-8.0018604324e-03,3.3015882743e-05,4.1994999313e-04,-5.3725570731e-04
102503,2025-08-16 04:05:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.004 omega + -0.002 theta omega + -0.154 omega^2,0.001 1 + -0.002 theta + 0.009 omega + -0.004 theta omega + -0.318 omega^2,1.0462971915e-03,-1.6155232821e-03,8.7602020135e-03,-1.5945535591e-04,-4.0504164343e-03,-3.1787683943e-01
102504,2025-08-16 04:10:00,0.074437,5.542297,3.919349,0.997 omega + 0.002 theta omega + -0.228 omega^2,-0.001 1 + -0.004 omega + 0.003 theta omega + -0.454 omega^2,-7.9901790669e-04,-4.5847460907e-04,-4.3321461011e-03,-2.1406859509e-05,3.4681556263e-03,-4.5358251543e-01
102505,2025-08-16 04:15:00,0.026850,1.348321,0.953596,1.005 omega + -0.001 theta omega + 0.016 omega^2,0.010 omega + -0.002 theta omega + 0.019 omega^2,-2.2210934275e-04,-2.8504283622e-04,9.6161160922e-03,1.0537893341e-05,-1.6857292731e-03,1.9317914636e-02
102506,2025-08-16 04:20:00,0.058917,2.018877,1.428169,-0.006 1 + -0.001 theta + 0.959 omega + -0.004 theta omega + -0.003 omega^2,-0.012 1 + -0.002 theta + -0.084 omega + -0.008 theta omega + -0.010 omega^2,-1.1957268515e-02,-2.1023486572e-03,-8.3559336036e-02,-8.1200272837e-05,-8.3412467458e-03,-1.0492219388e-02
102507,2025-08-16 04:25:00,0.026734,0.617582,0.437105,-0.001 1 + 1.002 omega + -0.002 theta omega + 0.080 omega^2,-0.001 1 + 0.005 omega + -0.004 theta omega + 0.141 omega^2,-1.3276883199e-03,-4.2127006763e-04,5.3322709527e-03,3.9555818586e-06,-3.9232926026e-03,1.4082359817e-01
102508,2025-08-16 04:30:00,0.038251,1.327582,0.939132,0.001 1 + 0.001 theta + 1.004 omega + 0.002 theta omega + -0.056 omega^2,0.002 1 + 0.001 theta + 0.008 omega + 0.003 theta omega + -0.100 omega^2,1.8191192458e-03,1.2784014131e-03,7.7140557008e-03,1.6454783533e-04,2.9345548168e-03,-1.0000526999e-01
102509,2025-08-16 04:35:00,0.079010,5.352637,3.785298,0.999 omega + -0.001 theta omega + 0.004 omega^2,-0.001 1 + -0.001 omega + -0.003 theta omega + -0.003 omega^2,-5.8187624401e-04,2.6812265679e-05,-1.1891369408e-03,8.4165902804e-05,-2.6217407987e-03,-3.4567684781e-03
102510,2025-08-16 04:40:00,nan,nan,nan,0.997 omega + 0.003 theta omega + -0.131 omega^2,0.001 1 + -0.006 omega + 0.007 theta omega + -0.268 omega^2,9.5299434197e-04,-2.1495432153e-04,-5.7825306425e-03,-7.5752953456e-05,6.5234447620e-03,-2.6828980683e-01
102511,2025-08-16 04:45:00,nan,nan,nan,0.007 1 + 1.055 omega + 0.003 theta omega + 0.001 omega^2,0.014 1 + 0.001 theta + 0.117 omega + 0.007 theta omega + 0.016 omega^2,1.3677718017e-02,8.1164524114e-04,1.1682397409e-01,2.4622100268e-07,6.5038143221e-03,1.5634990354e-02
102512,2025-08-16 04:50:00,0.059292,5.627809,3.979683,0.001 1 + 1.006 omega + 0.001 theta omega + -0.035 omega^2,0.003 1 + 0.016 omega + 0.002 theta omega + -0.046 omega^2,2.9977186186e-03,3.6184336217e-04,1.5929475894e-02,6.5331888398e-06,1.5445170838e-03,-4.6132898229e-02
102513,2025-08-16 04:55:00,0.054541,6.883854,4.867773,0.002 1 + 1.031 omega + 0.067 omega^2,0.005 1 + 0.074 omega + 0.001 theta omega + 0.172 omega^2,5.4773948662e-03,-5.2086480592e-05,7.3707472059e-02,-3.7567161726e-06,7.8006910734e-04,1.7183308364e-01
102514,2025-08-16 05:00:00,0.061458,1.817827,1.286132,-0.001 1 + 1.010 omega + 0.002 theta omega + 0.082 omega^2,-0.003 1 + 0.019 omega + 0.003 theta omega + 0.159 omega^2,-2.9134806878e-03,-1.4648196986e-04,1.8852574521e-02,2.1277048568e-05,2.9483397647e-03,1.5889112963e-01
102515,2025-08-16 05:05:00,0.112305,5.999750,4.243207,-0.001 1 + 1.004 omega + -0.013 omega^2,-0.001 1 + 0.010 omega + -0.034 omega^2,-1.2520108569e-03,-2.1195992640e-04,9.7119954662e-03,3.8374011300e-05,-1.7652690496e-04,-3.3964876877e-02
102516,2025-08-16 05:10:00,0.039203,1.252479,0.886070,1.001 omega + -0.001 theta omega + -0.024 omega^2,0.001 1 + 0.004 omega + -0.002 theta omega + -0.054 omega^2,7.8212905542e-04,2.3595648648e-04,3.5786669443e-03,-5.9388244063e-05,-1.8834653655e-03,-5.3866099990e-02
102517,2025-08-16 05:15:00,0.048775,2.138767,1.512730,0.001 theta + 0.989 omega + -0.004 theta omega + -0.045 omega^2,0.001 1 + 0.001 theta + -0.020 omega + -0.008 theta omega + -0.064 omega^2,7.0235244755e-04,1.0022951870e-03,-1.9761407929e-02,3.3579679465e-04,-7.7057209528e-03,-6.3559888092e-02
102518,2025-08-16 05:20:00,0.039330,2.500523,1.768356,0.001 1 + 1.034 omega + -0.001 theta omega + -0.249 omega^2,0.002 1 + -0.001 theta + 0.070 omega + -0.002 theta omega + -0.492 omega^2,1.8147406358e-03,-7.7947671013e-04,6.9520419842e-02,4.1806537943e-05,-1.6650357119e-03,-4.9215615158e-01
102519,2025-08-16 05:25:00,0.089289,4.447457,3.145461,0.001 1 + 1.010 omega + -0.001 theta omega + 0.022 omega^2,0.001 1 + -0.001 theta + 0.023 omega + -0.003 theta omega + 0.054 omega^2,1.1072366378e-03,-6.1233434576e-04,2.2536199008e-02,7.8234858747e-06,-2.8647686916e-03,5.4389549197e-02
102520,2025-08-16 05:30:00,0.015977,1.274386,0.901198,0.026 1 + 1.248 omega + 0.001 theta omega + 0.580 omega^2,0.051 1 + 0.493 omega + 0.001 theta omega + 1.151 omega^2,5.1265007156e-02,1.1929105746e-04,4.9304060751e-01,-1.5834122696e-06,1.0844629399e-03,1.1506718242e+00
102521,2025-08-16 05:35:00,0.136795,4.624917,3.271740,-0.006 1 + 0.958 omega + -0.003 theta omega + 0.001 omega^2,-0.011 1 + -0.001 theta + -0.083 omega + -0.007 theta omega + -0.001 omega^2,-1.0838035445e-02,-5.8426841129e-04,-8.2820581661e-02,2.3051820948e-05,-6.7719292984e-03,-1.0770484222e-03
102522,2025-08-16 05:40:00,0.014737,0.300725,0.212900,-0.001 1 + 0.993 omega + -0.026 omega^2,-0.001 1 + -0.007 omega + -0.031 omega^2,-1.1402458976e-03,-1.9859138003e-05,-7.3974374487e-03,3.4812958976e-07,6.4582341916e-05,-3.0861396661e-02
102523,2025-08-16 05:45:00,nan,nan,nan,-0.001 1 + -0.001 theta + 0.993 omega + -0.004 theta omega + 0.117 omega^2,-0.003 1 + -0.001 theta + -0.015 omega + -0.008 theta omega + 0.234 omega^2,-2.9517362703e-03,-1.0533806639e-03,-1.4729547831e-02,-4.7192024238e-05,-8.1130151178e-03,2.3393914231e-01
102524,2025-08-16 05:50:00,0.037717,4.489853,3.174918,-0.002 1 + 0.962 omega + 0.001 theta omega + -0.245 omega^2,-0.003 1 + -0.071 omega + 0.002 theta omega + -0.473 omega^2,-2.7744602358e-03,1.5892039788e-04,-7.0892841389e-02,-1.4888523253e-06,2.0973429615e-03,-4.7311909850e-01
102525,2025-08-16 05:55:00,nan,nan,nan,0.009 1 + 1.077 omega + 0.141 omega^2,0.017 1 + 0.153 omega + 0.001 theta omega + 0.280 omega^2,1.7180155043e-02,6.4489333537e-06,1.5336293069e-01,-2.5898420299e-06,8.9370472448e-04,2.8041065117e-01
102526,2025-08-16 06:00:00,0.024730,0.993525,0.702746,-0.004 1 + 0.978 omega + -0.001 theta omega + 0.020 omega^2,-0.010 1 + -0.001 theta + -0.058 omega + -0.003 theta omega + 0.020 omega^2,-9.5556003217e-03,-8.0841784005e-04,-5.7797151080e-02,3.7565041797e-06,-3.4455182878e-03,2.0322589691e-02
102527,2025-08-16 06:05:00,0.032165,4.102932,2.901300,0.001 1 + 1.048 omega + -0.002 theta omega + 0.315 omega^2,0.002 1 + 0.098 omega + -0.003 theta omega + 0.633 omega^2,2.1510736110e-03,-4.2631863941e-04,9.8212050639e-02,-1.9857916073e-06,-3.1220268742e-03,6.3257668476e-01
102528,2025-08-16 06:10:00,0.023522,0.711027,0.503047,-0.004 1 + -0.001 theta + 0.986 omega + -0.002 theta omega + 0.049 omega^2,-0.008 1 + -0.002 theta + -0.028 omega + -0.004 theta omega + 0.101 omega^2,-8.1474303009e-03,-2.2502991555e-03,-2.8104881346e-02,-1.2765461319e-04,-4.0833950662e-03,1.0112459066e-01
102529,2025-08-16 06:15:00,0.007818,0.344340,0.243548,-0.001 1 + 0.999 omega + 0.001 theta omega + -0.064 omega^2,-0.001 1 + 0.001 omega + 0.001 theta omega + -0.114 omega^2,-8.8090315747e-04,-2.0906653961e-04,9.4062154264e-04,-9.1971602351e-06,1.1152736160e-03,-1.1370710665e-01
102530,2025-08-16 06:20:00,0.020950,2.282913,1.614331,0.995 omega + 0.001 theta omega + -0.042 omega^2,0.001 1 + -0.007 omega + 0.002 theta omega + -0.078 omega^2,6.1974575298e-04,3.3198234558e-04,-6.5165186365e-03,-1.7747621754e-06,1.9935882921e-03,-7.7865609592e-02
102531,2025-08-16 06:25:00,0.027737,4.186582,2.960425,-0.010 1 + 0.909 omega + -0.205 omega^2,-0.020 1 + -0.189 omega + 0.001 theta omega + -0.427 omega^2,-1.9784809825e-02,1.8755759291e-04,-1.8877947082e-01,7.8469339609e-07,5.6641244009e-04,-4.2655124736e-01
102532,2025-08-16 06:30:00,nan,nan,nan,-0.006 1 + 0.960 omega + -0.002 theta omega + -0.035 omega^2,-0.011 1 + -0.001 theta + -0.072 omega + -0.003 theta omega + -0.056 omega^2,-1.1453157480e-02,-7.7498505911e-04,-7.2241269571e-02,-1.1646495645e-05,-2.8456122702e-03,-5.6071667186e-02
102533,2025-08-16 06:35:00,0.008712,0.833601,0.589477,-0.005 1 + 0.889 omega + 0.002 theta omega + -0.500 omega^2,-0.010 1 + 0.001 theta + -0.219 omega + 0.005 theta omega + -0.986 omega^2,-9.6678726181e-03,7.3496671570e-04,-2.1870091109e-01,-1.1593127468e-06,4.6377210866e-03,-9.8582017751e-01
