Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
55500,2025-03-05 09:45:00,0.079911,2.189606,1.549316,-0.001 1 + 0.984 omega + 0.001 theta omega + 0.205 omega^2,-0.001 1 + 0.001 theta + -0.029 omega + 0.001 theta omega + 0.408 omega^2,-1.2231322627e-03,9.9715507234e-04,-2.8551496187e-02,-1.1840394811e-04,1.1940719266e-03,4.0781989010e-01
55501,2025-03-05 09:50:00,0.029013,0.881684,0.623782,0.001 1 + 0.990 omega + 0.002 theta omega + -0.050 omega^2,0.002 1 + -0.001 theta + -0.019 omega + 0.005 theta omega + -0.111 omega^2,1.8731163302e-03,-7.5034010140e-04,-1.9487794963e-02,3.8384976300e-05,4.7222646686e-03,-1.1148718808e-01
55502,2025-03-05 09:55:00,0.032657,1.501254,1.061798,0.001 1 + 0.001 theta + 1.014 omega + 0.003 theta omega + 0.096 omega^2,0.003 1 + 0.002 theta + 0.029 omega + 0.006 theta omega + 0.199 omega^2,2.7251034441e-03,1.7041706796e-03,2.8624561229e-02,2.1307510345e-04,6.0201767858e-03,1.9920898618e-01
55503,2025-03-05 10:00:00,0.224718,5.672289,4.014061,0.998 omega + -0.002 theta omega + 0.050 omega^2,-0.001 1 + -0.001 theta + -0.002 omega + -0.003 theta omega + 0.063 omega^2,-5.3068267708e-04,-5.2454584298e-04,-1.7494295870e-03,-9.4685677888e-05,-2.6934202944e-03,6.2755395037e-02
55504,2025-03-05 10:05:00,0.034503,3.754596,2.655013,1.024 omega + -0.002 theta omega + -0.061 omega^2,-0.001 1 + 0.050 omega + -0.004 theta omega + -0.135 omega^2,-5.4501866403e-04,-2.2661277873e-04,4.9837103458e-02,2.3616428048e-05,-3.8343381502e-03,-1.3506370743e-01
55505,2025-03-05 10:10:00,0.014254,0.833840,0.589700,-0.002 1 + 0.001 theta + 0.978 omega + -0.003 theta omega + 0.262 omega^2,-0.004 1 + 0.001 theta + -0.043 omega + -0.006 theta omega + 0.517 omega^2,-3.5725974758e-03,1.2703613515e-03,-4.2810746193e-02,-3.3584762352e-05,-5.9848389941e-03,5.1739791690e-01
55506,2025-03-05 10:15:00,0.024431,1.132396,0.800911,1.000 omega + 0.044 omega^2,0.082 omega^2,2.2882691463e-04,1.4721743292e-04,-3.9613807834e-04,-5.9224393606e-05,-3.7645146821e-04,8.1711960096e-02
55507,2025-03-05 10:20:00,0.025494,0.892077,0.631051,0.001 1 + 0.969 omega + 0.002 theta omega + 0.091 omega^2,0.003 1 + -0.060 omega + 0.004 theta omega + 0.186 omega^2,2.9353540815e-03,-2.0215180343e-05,-5.9758883768e-02,-1.7043401940e-05,3.5173796754e-03,1.8611209762e-01
55508,2025-03-05 10:25:00,0.038614,2.091051,1.478849,0.001 1 + 0.999 omega + 0.001 theta omega + -0.066 omega^2,0.002 1 + -0.001 theta + 0.002 omega + 0.001 theta omega + -0.148 omega^2,2.3258488937e-03,-5.3841711287e-04,1.5042993073e-03,2.3931906896e-05,1.3538891662e-03,-1.4818959519e-01
55509,2025-03-05 10:30:00,0.085707,6.469033,4.574699,1.015 omega + -0.003 theta omega + 0.040 omega^2,0.032 omega + -0.005 theta omega + 0.080 omega^2,4.2539461854e-04,-4.1961536076e-04,3.1800572378e-02,3.2335074019e-05,-5.4758333375e-03,8.0228731435e-02
