Combo_Index,Model,Sigma,Degree,Tau,Lr,N_Tau,Measurement_Noise,N_Reparam_Samples,Mean_RMSE_Omega,Mean_Loss,Num_Success,Num_Total
38,integrator,0,2,1.0e-05,1.0e-01,50,1.0e-03,15,0.016409,-8846.989615,220,300
