Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
9000,2024-09-15 09:20:00,0.041583,5.427412,3.837872,-0.006 1 + 0.001 theta + 1.059 omega + -0.004 theta omega + -0.081 omega^2,-0.014 1 + 0.001 theta + 0.128 omega + -0.009 theta omega + -0.174 omega^2,-1.4015275772e-02,1.2035885410e-03,1.2769704939e-01,-1.7516449563e-05,-8.5742562055e-03,-1.7406066354e-01
9001,2024-09-15 09:25:00,nan,nan,nan,-0.001 1 + 1.009 omega + 0.003 theta omega + 0.116 omega^2,-0.002 1 + 0.001 theta + 0.018 omega + 0.005 theta omega + 0.244 omega^2,-1.9055832905e-03,8.1950469913e-04,1.8390629656e-02,3.2722415479e-04,4.8516543528e-03,2.4402095179e-01
9002,2024-09-15 09:30:00,0.017279,1.648750,1.165907,0.005 1 + 0.898 omega + -0.003 theta omega + 0.566 omega^2,0.010 1 + 0.001 theta + -0.208 omega + -0.005 theta omega + 1.159 omega^2,9.5502036824e-03,5.1433848236e-04,-2.0837860837e-01,5.0712405532e-06,-5.4854926739e-03,1.1586287079e+00
9003,2024-09-15 09:35:00,0.019508,0.759095,0.536938,-0.001 1 + 0.997 omega + 0.017 omega^2,-0.002 1 + -0.005 omega + 0.036 omega^2,-1.5357998744e-03,2.7441981040e-04,-5.1911604528e-03,-7.4594667814e-06,-2.9054552122e-04,3.5641386397e-02
9004,2024-09-15 09:40:00,0.031371,2.876206,2.033906,-0.001 1 + 0.971 omega + -0.001 theta omega + -0.186 omega^2,-0.001 1 + -0.054 omega + -0.002 theta omega + -0.363 omega^2,-7.7079647232e-04,1.9889021674e-04,-5.4094243040e-02,1.9860192572e-05,-1.5302991654e-03,-3.6270798652e-01
9005,2024-09-15 09:45:00,0.058674,7.405130,5.236382,1.000 omega + -0.001 theta omega + 0.028 omega^2,0.001 omega + -0.001 theta omega + 0.058 omega^2,-2.0073697097e-04,1.1685162535e-04,9.3181717347e-04,-2.1868072823e-06,-1.1263161990e-03,5.7591556583e-02
9006,2024-09-15 09:50:00,0.035643,2.356107,1.666210,-0.001 1 + 1.027 omega + -0.112 omega^2,-0.003 1 + 0.059 omega + -0.001 theta omega + -0.232 omega^2,-2.9046557033e-03,-8.5410356836e-05,5.8908050735e-02,5.3063667314e-06,-6.5120754211e-04,-2.3232156124e-01
9007,2024-09-15 09:55:00,0.185475,6.892220,4.875300,0.999 omega + 0.001 theta omega + -0.016 omega^2,-0.002 omega + 0.002 theta omega + -0.029 omega^2,4.9238296920e-04,-1.7521011976e-04,-1.9928494327e-03,-1.3030047081e-06,1.7791752939e-03,-2.8740067221e-02
9008,2024-09-15 10:00:00,nan,nan,nan,0.005 1 + 0.924 omega + 0.001 theta omega + 0.252 omega^2,0.010 1 + -0.141 omega + 0.001 theta omega + 0.498 omega^2,9.5610771211e-03,-1.0368487399e-04,-1.4117082237e-01,-3.6823541182e-06,1.4727801391e-03,4.9775810092e-01
9009,2024-09-15 10:05:00,0.012227,0.256980,0.181918,-0.001 1 + 0.993 omega + 0.001 theta omega + -0.059 omega^2,-0.002 1 + -0.013 omega + 0.001 theta omega + -0.114 omega^2,-1.9371291032e-03,1.8305842155e-05,-1.2875302220e-02,2.4312664085e-05,1.4204403431e-03,-1.1359282366e-01
