Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
67000,2025-04-14 13:40:00,0.018980,0.944353,0.667894,0.001 1 + 0.979 omega + -0.002 theta omega + 0.248 omega^2,0.001 1 + -0.039 omega + -0.005 theta omega + 0.494 omega^2,1.0938356792e-03,1.5802738914e-04,-3.9310089555e-02,1.2166188980e-05,-4.8778768597e-03,4.9378158041e-01
67001,2025-04-14 13:45:00,nan,nan,nan,-0.006 1 + 0.001 theta + 1.067 omega + -0.003 theta omega + -0.182 omega^2,-0.012 1 + 0.001 theta + 0.141 omega + -0.006 theta omega + -0.379 omega^2,-1.1586748831e-02,1.2773132568e-03,1.4058702697e-01,-3.3373193671e-05,-6.0164187297e-03,-3.7923717402e-01
67002,2025-04-14 13:50:00,0.211676,10.489351,7.418601,0.002 1 + 0.989 omega + 0.002 theta omega + -0.030 omega^2,0.004 1 + -0.001 theta + -0.022 omega + 0.005 theta omega + -0.061 omega^2,3.8561169264e-03,-7.9585566198e-04,-2.2114393453e-02,1.5108140626e-05,5.1251591837e-03,-6.0787898375e-02
67003,2025-04-14 13:55:00,0.066257,6.363201,4.499707,0.003 1 + 0.955 omega + 0.001 theta omega + 0.145 omega^2,0.007 1 + -0.088 omega + 0.002 theta omega + 0.294 omega^2,6.5365881306e-03,-2.2709253444e-04,-8.8279165627e-02,-3.9828753049e-06,2.1602031622e-03,2.9423956637e-01
67004,2025-04-14 14:00:00,0.035171,1.151709,0.814761,-0.005 1 + 0.949 omega + -0.001 theta omega + -0.122 omega^2,-0.011 1 + -0.099 omega + -0.001 theta omega + -0.239 omega^2,-1.0528061351e-02,-2.8518213875e-04,-9.9233124759e-02,-1.5531374326e-06,-1.2071553079e-03,-2.3930754733e-01
67005,2025-04-14 14:05:00,0.082247,3.218687,2.276699,-0.001 1 + 0.998 omega + 0.004 omega^2,-0.001 1 + -0.003 omega + 0.001 theta omega + 0.014 omega^2,-1.2381596539e-03,-4.0207223660e-04,-3.0824155225e-03,1.2492185131e-04,9.4788395116e-04,1.4487195393e-02
67006,2025-04-14 14:10:00,0.032489,0.900525,0.637181,0.002 1 + 0.977 omega + 0.001 theta omega + 0.066 omega^2,0.005 1 + -0.001 theta + -0.040 omega + 0.001 theta omega + 0.115 omega^2,4.5428538868e-03,-5.9211825627e-04,-4.0252645506e-02,1.9591491428e-05,1.1050453418e-03,1.1496045278e-01
67007,2025-04-14 14:15:00,0.057151,1.297974,0.918696,-0.006 1 + 0.001 theta + 1.052 omega + -0.003 theta omega + -0.164 omega^2,-0.012 1 + 0.003 theta + 0.105 omega + -0.007 theta omega + -0.324 omega^2,-1.1729136841e-02,2.9027314942e-03,1.0511992515e-01,-1.3510984273e-04,-6.9164015906e-03,-3.2443472481e-01
67008,2025-04-14 14:20:00,nan,nan,nan,-0.002 1 + -0.001 theta + 0.996 omega + -0.001 theta omega + -0.036 omega^2,-0.004 1 + -0.001 theta + -0.008 omega + -0.002 theta omega + -0.074 omega^2,-3.5118470862e-03,-1.3915142514e-03,-7.9843949672e-03,-6.3500064588e-05,-2.4407110596e-03,-7.4106432500e-02
67009,2025-04-14 14:25:00,nan,nan,nan,0.001 1 + 0.991 omega + 0.002 theta omega + 0.170 omega^2,0.002 1 + -0.001 theta + -0.017 omega + 0.003 theta omega + 0.346 omega^2,2.2182714852e-03,-6.4819053175e-04,-1.6696065024e-02,-1.7234971443e-04,3.1158623690e-03,3.4578074966e-01
