Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
12500,2024-09-27 13:45:00,0.062940,3.966850,2.805340,0.987 omega + -0.098 omega^2,-0.023 omega + -0.187 omega^2,2.7574927185e-04,1.7909195346e-04,-2.2551579259e-02,9.3663252351e-06,1.2726104477e-04,-1.8673035738e-01
12501,2024-09-27 13:50:00,0.102780,6.743956,4.769251,1.000 omega + -0.001 theta omega + 0.022 omega^2,0.001 1 + 0.002 omega + -0.001 theta omega + 0.059 omega^2,5.6879560312e-04,2.3932105642e-04,2.1972427941e-03,1.8365819591e-05,-1.1557155435e-03,5.9130033486e-02
12502,2024-09-27 13:55:00,nan,nan,nan,0.981 omega + -0.001 theta omega + -0.068 omega^2,-0.032 omega + -0.002 theta omega + -0.121 omega^2,-4.0048482168e-04,2.1133618356e-04,-3.1772980328e-02,2.0686795185e-05,-2.3480830102e-03,-1.2075121211e-01
12503,2024-09-27 14:00:00,0.044787,1.514785,1.071583,-0.006 1 + 0.973 omega + -0.001 theta omega + 0.050 omega^2,-0.013 1 + -0.054 omega + -0.002 theta omega + 0.094 omega^2,-1.2671845067e-02,-4.0702078743e-04,-5.3948825870e-02,6.4425717458e-06,-2.2590164558e-03,9.4405294662e-02
12504,2024-09-27 14:05:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.012 omega + -0.002 theta omega + 0.072 omega^2,0.001 1 + -0.001 theta + 0.026 omega + -0.003 theta omega + 0.151 omega^2,1.0700831228e-03,-1.4250363036e-03,2.6227520564e-02,1.1567795158e-04,-3.3261761927e-03,1.5116340707e-01
12505,2024-09-27 14:10:00,nan,nan,nan,-0.001 1 + -0.001 theta + 0.993 omega + 0.001 theta omega + -0.133 omega^2,-0.002 1 + -0.001 theta + -0.013 omega + 0.001 theta omega + -0.257 omega^2,-2.0855706370e-03,-1.4257917984e-03,-1.2596140219e-02,-9.3203928604e-05,1.2253618773e-03,-2.5717295596e-01
12506,2024-09-27 14:15:00,nan,nan,nan,0.001 1 + 1.002 omega + -0.001 theta omega + -0.136 omega^2,0.002 1 + -0.001 theta + 0.005 omega + -0.001 theta omega + -0.277 omega^2,1.7330200013e-03,-6.7532419385e-04,4.7009974114e-03,-5.4321371603e-05,-8.5859978746e-04,-2.7742907250e-01
12507,2024-09-27 14:20:00,0.021013,0.493217,0.349074,0.001 1 + 0.995 omega + -0.015 omega^2,0.003 1 + -0.008 omega + 0.001 theta omega + -0.021 omega^2,2.5169479687e-03,-1.5814149649e-04,-8.4347280206e-03,-4.7492983569e-06,5.1220546474e-04,-2.0568602264e-02
12508,2024-09-27 14:25:00,0.212609,11.117674,7.862820,0.001 1 + 0.001 theta + 0.994 omega + -0.003 theta omega + -0.037 omega^2,0.002 1 + 0.001 theta + -0.011 omega + -0.005 theta omega + -0.082 omega^2,2.0068468381e-03,1.0216313010e-03,-1.0875515785e-02,1.5600855265e-04,-5.2072610766e-03,-8.1707849601e-02
12509,2024-09-27 14:30:00,0.061160,6.875726,4.862065,-0.003 1 + 1.002 omega + -0.001 theta omega + 0.084 omega^2,-0.005 1 + 0.001 theta + 0.004 omega + -0.003 theta omega + 0.168 omega^2,-5.4908301487e-03,6.4139059181e-04,3.5264453485e-03,-7.3299411922e-06,-2.6173574698e-03,1.6775115395e-01
12510,2024-09-27 14:35:00,0.032274,1.225418,0.866802,-0.001 1 + 1.015 omega + 0.001 theta omega + 0.083 omega^2,-0.003 1 + 0.032 omega + 0.001 theta omega + 0.170 omega^2,-2.6222156529e-03,-3.2318131935e-04,3.1515899820e-02,-8.7749100151e-06,1.1114022462e-03,1.6984410339e-01
12511,2024-09-27 14:40:00,nan,nan,nan,-0.001 1 + 0.997 omega + -0.001 theta omega + -0.004 omega^2,-0.001 1 + -0.005 omega + -0.001 theta omega + -0.014 omega^2,-1.0530431545e-03,-2.7738357330e-04,-5.4961910155e-03,-1.6025333128e-05,-1.1061849791e-03,-1.4191858592e-02
12512,2024-09-27 14:45:00,0.018266,0.403438,0.285566,-0.001 1 + 0.988 omega + -0.001 theta omega + -0.012 omega^2,-0.003 1 + -0.026 omega + -0.002 theta omega + -0.029 omega^2,-3.0691759365e-03,-1.9695145516e-04,-2.5601129885e-02,2.7436107460e-06,-1.5505874974e-03,-2.9239915863e-02
12513,2024-09-27 14:50:00,0.016878,0.398373,0.281945,-0.001 1 + 1.000 omega + -0.001 theta omega + 0.042 omega^2,-0.001 1 + 0.001 omega + -0.001 theta omega + 0.069 omega^2,-8.7863638137e-04,-2.6307251627e-04,7.5686528100e-04,-1.7803438876e-07,-1.3502205812e-03,6.9395453861e-02
12514,2024-09-27 14:55:00,0.031229,1.216753,0.860658,1.010 omega + 0.001 theta omega + -0.071 omega^2,0.001 1 + 0.019 omega + 0.002 theta omega + -0.133 omega^2,7.6458862998e-04,-4.1575122077e-04,1.9480060320e-02,-1.5366536526e-06,2.4050909103e-03,-1.3321574329e-01
12515,2024-09-27 15:00:00,nan,nan,nan,1.001 omega + 0.003 theta omega + -0.208 omega^2,-0.001 1 + -0.001 theta + 0.004 omega + 0.006 theta omega + -0.405 omega^2,-5.0115777088e-04,-6.0945559607e-04,3.9963140282e-03,-5.5410821462e-05,5.8786636545e-03,-4.0513037682e-01
12516,2024-09-27 15:05:00,0.032089,1.112015,0.786641,0.001 1 + 0.990 omega + 0.001 theta omega + 0.018 omega^2,0.003 1 + -0.019 omega + 0.002 theta omega + 0.031 omega^2,2.6718803637e-03,-2.7880183655e-04,-1.8919166041e-02,-9.1529160448e-06,1.9157437458e-03,3.1285040797e-02
12517,2024-09-27 15:10:00,0.081154,3.778566,2.672466,-0.003 1 + 0.956 omega + -0.007 theta omega + 0.005 omega^2,-0.005 1 + -0.001 theta + -0.085 omega + -0.013 theta omega + 0.012 omega^2,-5.2484439706e-03,-6.0266233075e-04,-8.5131141282e-02,3.2124186181e-05,-1.3124757349e-02,1.2214217315e-02
12518,2024-09-27 15:15:00,0.028684,0.759162,0.537192,0.002 1 + 0.998 omega + -0.001 theta omega + -0.045 omega^2,0.003 1 + 0.001 theta + -0.005 omega + -0.001 theta omega + -0.097 omega^2,3.1421863395e-03,8.7967792217e-04,-4.6124285897e-03,7.1494321632e-05,-1.0947060444e-03,-9.7019324487e-02
12519,2024-09-27 15:20:00,0.013114,0.534662,0.378177,-0.005 1 + 1.068 omega + -0.227 omega^2,-0.011 1 + 0.140 omega + -0.455 omega^2,-1.0937884978e-02,-2.5928600956e-05,1.3973943859e-01,3.6720640935e-07,1.6552939836e-04,-4.5499089708e-01
