Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
74500,2025-05-10 17:05:00,0.058217,0.722123,0.512275,-0.001 1 + -0.001 theta + 1.014 omega + 0.005 theta omega + -0.066 omega^2,-0.001 1 + -0.001 theta + 0.028 omega + 0.009 theta omega + -0.137 omega^2,-9.7856806188e-04,-1.0067897982e-03,2.8123333268e-02,-1.8971550234e-05,8.9923923740e-03,-1.3730695507e-01
74501,2025-05-10 17:10:00,0.044053,4.439508,3.139361,-0.001 1 + 0.997 omega + -0.001 theta omega + 0.029 omega^2,-0.003 1 + 0.001 theta + -0.006 omega + -0.001 theta omega + 0.064 omega^2,-2.5093477243e-03,5.4798901143e-04,-6.0650836659e-03,-1.8157401702e-05,-1.1310850798e-03,6.4493087985e-02
74502,2025-05-10 17:15:00,0.065443,3.508900,2.481599,-0.001 1 + 1.007 omega + -0.001 theta omega + 0.055 omega^2,-0.003 1 + -0.001 theta + 0.014 omega + -0.001 theta omega + 0.105 omega^2,-2.7042050237e-03,-5.3921936488e-04,1.3859821551e-02,-9.3244817265e-06,-1.2664823392e-03,1.0463198463e-01
74503,2025-05-10 17:20:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.016 omega + 0.002 theta omega + -0.091 omega^2,0.001 1 + -0.001 theta + 0.032 omega + 0.005 theta omega + -0.184 omega^2,9.9322180860e-04,-1.2178022891e-03,3.2308165414e-02,3.0276037008e-05,4.6118362176e-03,-1.8400322809e-01
74504,2025-05-10 17:25:00,0.105294,9.117779,6.447673,0.001 1 + 1.006 omega + -0.001 theta omega + 0.037 omega^2,0.001 1 + 0.014 omega + -0.002 theta omega + 0.072 omega^2,1.0232097171e-03,-3.8071731612e-04,1.4046993685e-02,2.3102340744e-05,-2.4464149960e-03,7.1541594259e-02
74505,2025-05-10 17:30:00,0.063600,1.999346,1.414466,0.002 1 + 0.999 omega + -0.101 omega^2,0.004 1 + -0.001 theta + -0.001 omega + -0.200 omega^2,4.3328332712e-03,-8.7364593275e-04,-5.4327822763e-04,-1.3407207049e-05,2.4957329528e-04,-2.0042288844e-01
74506,2025-05-10 17:35:00,0.007871,0.645573,0.456523,-0.001 1 + 1.010 omega + -0.001 theta omega + -0.001 omega^2,-0.003 1 + 0.029 omega + -0.001 theta omega + -0.025 omega^2,-2.7728787833e-03,1.2087991356e-04,2.9446139016e-02,-8.5377873297e-08,-1.0473139784e-03,-2.5244366597e-02
74507,2025-05-10 17:40:00,0.040401,2.123875,1.502078,1.003 omega + 0.010 omega^2,0.007 omega + 0.023 omega^2,-2.1995263166e-05,-2.0134851639e-04,6.5661694767e-03,-2.8273966104e-06,-4.1689972936e-04,2.3067948615e-02
74508,2025-05-10 17:45:00,0.525916,25.941332,18.347061,0.002 1 + 0.001 theta + 0.998 omega + -0.076 omega^2,0.005 1 + 0.001 theta + -0.004 omega + -0.158 omega^2,4.9296729844e-03,1.2718444619e-03,-4.4470460057e-03,9.3825412378e-05,-3.5017128387e-04,-1.5836087515e-01
74509,2025-05-10 17:50:00,0.050232,4.756773,3.363734,-0.001 1 + 1.002 omega + 0.018 omega^2,-0.002 1 + 0.005 omega + -0.001 theta omega + 0.023 omega^2,-1.9441310456e-03,2.2512023466e-04,5.2991761738e-03,-3.8657037306e-06,-5.8673929549e-04,2.2922470723e-02
74510,2025-05-10 17:55:00,0.041487,3.469071,2.453179,0.997 omega + 0.002 theta omega + -0.100 omega^2,-0.005 omega + 0.004 theta omega + -0.199 omega^2,2.4124528330e-04,-2.7832872789e-04,-5.2252612191e-03,-4.8064777977e-05,3.6964059258e-03,-1.9929579771e-01
74511,2025-05-10 18:00:00,0.097754,3.627902,2.566245,0.001 1 + 1.003 omega + -0.001 theta omega + -0.060 omega^2,0.002 1 + -0.001 theta + 0.006 omega + -0.001 theta omega + -0.113 omega^2,2.1926707775e-03,-6.2425518372e-04,5.8967912095e-03,-3.7395864975e-04,-1.3076344228e-03,-1.1266108256e-01
74512,2025-05-10 18:05:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.000 omega + 0.002 theta omega + -0.108 omega^2,0.003 1 + -0.001 theta + 0.001 omega + 0.004 theta omega + -0.211 omega^2,2.8251982662e-03,-1.4008844198e-03,1.1065600329e-03,-4.5972861809e-04,3.5725768237e-03,-2.1090193945e-01
74513,2025-05-10 18:10:00,0.025687,0.900340,0.636896,0.991 omega + 0.039 omega^2,0.001 theta + -0.016 omega + -0.001 theta omega + 0.073 omega^2,1.6275757825e-04,7.1527848403e-04,-1.5891909769e-02,3.8328994849e-05,-8.3735126782e-04,7.2724852830e-02
74514,2025-05-10 18:15:00,0.201163,8.131198,5.751384,0.006 1 + -0.001 theta + 0.966 omega + 0.004 theta omega + -0.075 omega^2,0.011 1 + -0.002 theta + -0.067 omega + 0.007 theta omega + -0.143 omega^2,1.1403569411e-02,-1.6793268590e-03,-6.7041790252e-02,5.1388262697e-05,7.4434584468e-03,-1.4283308681e-01
74515,2025-05-10 18:20:00,nan,nan,nan,0.012 1 + -0.001 theta + 0.920 omega + 0.005 theta omega + 0.099 omega^2,0.025 1 + -0.003 theta + -0.165 omega + 0.010 theta omega + 0.214 omega^2,2.5045889168e-02,-2.5695068047e-03,-1.6527105798e-01,5.3380327353e-05,9.6739770597e-03,2.1377818277e-01
74516,2025-05-10 18:25:00,nan,nan,nan,0.002 1 + 1.007 omega + -0.035 omega^2,0.003 1 + -0.001 theta + 0.014 omega + -0.001 theta omega + -0.069 omega^2,3.1152735556e-03,-9.1146878397e-04,1.3715871487e-02,-2.1145797099e-05,-1.0042248468e-03,-6.9111466883e-02
74517,2025-05-10 18:30:00,0.012246,0.239841,0.169814,-0.052 1 + -0.002 theta + 0.756 omega + -0.007 theta omega + -0.087 omega^2,-0.104 1 + -0.004 theta + -0.486 omega + -0.013 theta omega + -0.166 omega^2,-1.0429317879e-01,-3.6987954531e-03,-4.8594849631e-01,-1.8880268907e-05,-1.3074321801e-02,-1.6592723390e-01
74518,2025-05-10 18:35:00,0.022831,0.855591,0.605210,0.002 1 + 0.995 omega + -0.044 omega^2,0.005 1 + -0.011 omega + 0.001 theta omega + -0.090 omega^2,4.5601844654e-03,-1.8609063122e-04,-1.0510065950e-02,-1.7967204241e-05,8.4556925277e-04,-9.0242214152e-02
74519,2025-05-10 18:40:00,0.076869,3.554992,2.514347,-0.002 1 + 1.018 omega + -0.002 theta omega + -0.025 omega^2,-0.004 1 + 0.001 theta + 0.037 omega + -0.004 theta omega + -0.047 omega^2,-4.3325077981e-03,1.0180977619e-03,3.6941797537e-02,-5.2476340338e-05,-3.7265525366e-03,-4.6639710855e-02
74520,2025-05-10 18:45:00,0.015382,0.694443,0.491166,-0.002 1 + 1.006 omega + 0.029 omega^2,-0.003 1 + 0.001 theta + 0.012 omega + -0.001 theta omega + 0.061 omega^2,-3.2475843970e-03,5.0030046579e-04,1.1991803738e-02,-2.3394833653e-05,-5.0278426008e-04,6.0644775810e-02
