Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
85000,2025-06-16 04:55:00,0.051169,2.312841,1.635826,0.002 1 + 0.992 omega + -0.005 omega^2,0.003 1 + -0.012 omega + 0.001 theta omega + -0.020 omega^2,3.2411418667e-03,-4.7938713035e-04,-1.1595908561e-02,1.5281758881e-05,8.2932302004e-04,-1.9679801365e-02
85001,2025-06-16 05:00:00,0.035883,3.669369,2.594760,-0.001 1 + 1.009 omega + -0.031 omega^2,-0.003 1 + 0.021 omega + -0.073 omega^2,-2.8650567138e-03,2.1781160342e-04,2.1057456892e-02,-3.9791795209e-06,-3.6487121336e-04,-7.2790824987e-02
85002,2025-06-16 05:05:00,0.096621,3.503650,2.478397,0.003 1 + 0.985 omega + 0.001 theta omega + -0.026 omega^2,0.006 1 + -0.035 omega + 0.002 theta omega + -0.044 omega^2,5.8468728767e-03,-2.9360600378e-04,-3.4520359351e-02,-4.7133830722e-06,2.0217918560e-03,-4.4387019118e-02
85003,2025-06-16 05:10:00,nan,nan,nan,0.001 1 + 0.978 omega + 0.007 theta omega + 0.271 omega^2,0.003 1 + -0.001 theta + -0.042 omega + 0.014 theta omega + 0.511 omega^2,2.5362439338e-03,-9.4168356755e-04,-4.2145485407e-02,-2.0509786759e-04,1.3713496095e-02,5.1145098668e-01
85004,2025-06-16 05:15:00,0.016024,0.643259,0.454994,0.005 1 + 0.963 omega + 0.001 theta omega + 0.054 omega^2,0.009 1 + -0.074 omega + 0.002 theta omega + 0.113 omega^2,9.3550418602e-03,-4.2318670944e-04,-7.4391108998e-02,1.7592198245e-06,2.2467092959e-03,1.1328257686e-01
85005,2025-06-16 05:20:00,0.017521,0.511695,0.362035,-0.001 1 + 1.003 omega + 0.006 omega^2,-0.002 1 + 0.005 omega + 0.005 omega^2,-2.2632414285e-03,-3.5580587196e-04,5.3073758960e-03,-8.1012984951e-06,3.6549482430e-04,4.5088580743e-03
85006,2025-06-16 05:25:00,0.012065,0.245760,0.173988,0.997 omega + 0.013 omega^2,-0.004 omega + 0.027 omega^2,1.6175596854e-04,9.5652505450e-05,-3.6014550630e-03,-4.3556109292e-06,-1.6773783770e-04,2.7137476851e-02
85007,2025-06-16 05:30:00,nan,nan,nan,0.001 1 + 0.995 omega + 0.093 omega^2,0.002 1 + -0.001 theta + -0.007 omega + -0.001 theta omega + 0.182 omega^2,1.8122299200e-03,-5.0204328635e-04,-6.6304463717e-03,1.7307897648e-05,-8.9786463315e-04,1.8228234496e-01
85008,2025-06-16 05:35:00,0.018896,0.425390,0.301093,-0.001 1 + 0.999 omega + -0.001 theta omega + 0.140 omega^2,-0.002 1 + -0.001 theta + -0.001 omega + -0.002 theta omega + 0.261 omega^2,-2.4397369870e-03,-5.8307739494e-04,-6.2016844738e-04,-2.1526613719e-05,-2.1533149731e-03,2.6057079261e-01
85009,2025-06-16 05:40:00,0.008083,0.149773,0.106060,0.003 1 + 0.968 omega + 0.040 omega^2,0.006 1 + -0.060 omega + 0.001 theta omega + 0.082 omega^2,6.4208263670e-03,1.2408589239e-04,-5.9580241024e-02,-8.8880370583e-06,7.9827262228e-04,8.2271911183e-02
85010,2025-06-16 05:45:00,0.042910,1.094345,0.774414,-0.001 1 + 1.006 omega + 0.001 theta omega + 0.024 omega^2,-0.002 1 + -0.001 theta + 0.013 omega + 0.003 theta omega + 0.043 omega^2,-1.6835515833e-03,-5.6565914870e-04,1.2806265403e-02,1.8498570686e-05,2.7644563925e-03,4.2697095804e-02
85011,2025-06-16 05:50:00,0.027549,0.694979,0.491810,-0.002 1 + 0.001 theta + 1.015 omega + -0.001 theta omega + -0.027 omega^2,-0.005 1 + 0.001 theta + 0.029 omega + -0.002 theta omega + -0.050 omega^2,-4.5871862739e-03,1.0989879784e-03,2.8520774088e-02,-5.6120157231e-05,-2.2947313854e-03,-5.0474786642e-02
85012,2025-06-16 05:55:00,0.084087,1.459178,1.033506,-0.001 1 + 1.010 omega + 0.002 theta omega + -0.005 omega^2,-0.001 1 + -0.001 theta + 0.020 omega + 0.004 theta omega + -0.009 omega^2,-1.1210247369e-03,-7.1799675397e-04,2.0163715150e-02,-1.3132201541e-05,3.6249448375e-03,-9.2381743767e-03
85013,2025-06-16 06:00:00,0.016157,0.497513,0.351980,0.003 1 + 0.970 omega + 0.070 omega^2,0.004 1 + -0.050 omega + 0.127 omega^2,3.9563583254e-03,-3.9402181534e-06,-5.0304895668e-02,-1.6934281972e-06,2.7947197279e-04,1.2730454780e-01
85014,2025-06-16 06:05:00,0.099249,1.800701,1.275220,0.001 1 + 1.013 omega + -0.003 theta omega + -0.066 omega^2,0.001 1 + 0.026 omega + -0.005 theta omega + -0.141 omega^2,1.4360418884e-03,-3.9378319180e-04,2.5848418297e-02,5.2440842760e-06,-5.3304222464e-03,-1.4133854901e-01
85015,2025-06-16 06:10:00,nan,nan,nan,-0.007 1 + -0.001 theta + 0.936 omega + -0.005 theta omega + -0.110 omega^2,-0.014 1 + -0.002 theta + -0.124 omega + -0.009 theta omega + -0.216 omega^2,-1.4376271686e-02,-1.9022033000e-03,-1.2433214414e-01,-5.4576269530e-05,-8.8426326035e-03,-2.1582962849e-01
