Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
39000,2025-01-07 00:10:00,0.016808,0.615726,0.435546,0.005 1 + 0.001 theta + 1.057 omega + 0.005 theta omega + 0.185 omega^2,0.010 1 + 0.002 theta + 0.114 omega + 0.009 theta omega + 0.348 omega^2,9.9149870229e-03,1.6077406402e-03,1.1398162740e-01,6.5646005530e-05,8.9898950602e-03,3.4793385787e-01
39001,2025-01-07 00:15:00,0.200131,12.520118,8.854191,1.009 omega + 0.002 theta omega,-0.001 theta + 0.020 omega + 0.004 theta omega + -0.017 omega^2,4.4378236123e-04,-7.7202145237e-04,1.9807538939e-02,7.6404183969e-06,4.1856926330e-03,-1.7063380981e-02
39002,2025-01-07 00:20:00,nan,nan,nan,0.001 1 + -0.001 theta + 0.999 omega + 0.001 theta omega + -0.058 omega^2,0.001 1 + -0.002 theta + -0.001 omega + 0.001 theta omega + -0.109 omega^2,1.0257313120e-03,-2.0534061108e-03,-9.3494745114e-04,4.6878096366e-04,1.2348972084e-03,-1.0947918648e-01
39003,2025-01-07 00:25:00,0.027198,2.561508,1.811361,-0.001 1 + 1.025 omega + 0.001 theta omega + -0.156 omega^2,-0.001 1 + 0.049 omega + 0.001 theta omega + -0.300 omega^2,-1.2153450757e-03,-1.5146387604e-04,4.9249117617e-02,-9.7729911551e-07,1.3239562718e-03,-2.9956492410e-01
39004,2025-01-07 00:30:00,0.048253,2.498351,1.766930,1.001 omega + 0.001 theta omega + 0.065 omega^2,-0.001 1 + 0.001 omega + 0.003 theta omega + 0.120 omega^2,-6.6265000750e-04,2.1861102393e-04,9.3012894205e-04,-6.6219007467e-05,2.9490925909e-03,1.1994893436e-01
39005,2025-01-07 00:35:00,0.020981,1.056352,0.747101,0.001 1 + 0.996 omega + 0.036 omega^2,0.001 1 + -0.007 omega + 0.077 omega^2,1.0563511056e-03,-1.7480817798e-04,-6.9055684273e-03,7.3397362926e-06,-3.4776248159e-04,7.7441699378e-02
39006,2025-01-07 00:40:00,nan,nan,nan,0.004 1 + -0.002 theta + 0.975 omega + 0.012 theta omega + -0.082 omega^2,0.008 1 + -0.005 theta + -0.049 omega + 0.025 theta omega + -0.168 omega^2,7.7027806052e-03,-4.7718396435e-03,-4.8971721462e-02,4.7981527265e-04,2.5120717476e-02,-1.6839121618e-01
39007,2025-01-07 00:45:00,nan,nan,nan,-0.003 theta + 1.017 omega + -0.014 theta omega + 0.039 omega^2,-0.001 1 + -0.005 theta + 0.036 omega + -0.028 theta omega + 0.095 omega^2,-9.2229122274e-04,-5.0872176450e-03,3.6096886352e-02,-4.6584485687e-04,-2.8188620058e-02,9.5340433703e-02
39008,2025-01-07 00:50:00,0.069269,2.254761,1.595109,0.001 1 + 0.996 omega + 0.001 theta omega + -0.019 omega^2,0.003 1 + -0.007 omega + 0.002 theta omega + -0.036 omega^2,2.6737720697e-03,-3.9019229124e-04,-6.6146948258e-03,5.1985974915e-06,1.5553783063e-03,-3.6129389950e-02
39009,2025-01-07 00:55:00,0.052865,4.505687,3.186221,-0.001 1 + 1.040 omega + 0.001 theta omega + -0.216 omega^2,-0.003 1 + 0.084 omega + 0.002 theta omega + -0.438 omega^2,-3.0024984814e-03,-3.4728792881e-04,8.3569194166e-02,1.2193746204e-06,2.4688650176e-03,-4.3775255488e-01
39010,2025-01-07 01:00:00,0.017105,0.858166,0.606936,0.001 1 + 0.985 omega + 0.066 omega^2,-0.020 omega + 0.106 omega^2,4.2088385639e-04,8.3938137153e-05,-2.0243114559e-02,-4.3417071793e-07,-4.5822919842e-04,1.0602158978e-01
39011,2025-01-07 01:05:00,0.016319,0.310751,0.220037,0.001 1 + 0.978 omega + 0.001 theta omega + 0.061 omega^2,0.002 1 + -0.044 omega + 0.001 theta omega + 0.134 omega^2,1.8552549554e-03,8.2766930043e-05,-4.3713952217e-02,-7.4982544081e-06,1.1592886317e-03,1.3411131376e-01
39012,2025-01-07 01:10:00,0.016739,1.198307,0.847414,0.001 1 + 1.033 omega + 0.135 omega^2,0.003 1 + 0.068 omega + 0.001 theta omega + 0.274 omega^2,2.6218312499e-03,-1.7187190389e-04,6.8414863914e-02,-6.8314011452e-06,5.0912797219e-04,2.7392334172e-01
39013,2025-01-07 01:15:00,0.019378,1.790324,1.266025,0.999 omega + 0.001 theta omega + -0.042 omega^2,0.001 theta omega + -0.083 omega^2,4.8709079950e-04,9.1939650392e-05,1.2281193277e-04,1.0597324572e-06,1.0563826194e-03,-8.3308964301e-02
39014,2025-01-07 01:20:00,0.028297,0.969056,0.685518,0.001 1 + 1.012 omega + -0.034 omega^2,0.002 1 + -0.001 theta + 0.024 omega + -0.001 theta omega + -0.067 omega^2,1.6987801221e-03,-5.4329600260e-04,2.4420916262e-02,2.1268487936e-05,-7.7957283991e-04,-6.6565481278e-02
39015,2025-01-07 01:25:00,0.038044,2.728392,1.929452,-0.005 1 + 1.058 omega + -0.001 theta omega + -0.183 omega^2,-0.010 1 + 0.121 omega + -0.002 theta omega + -0.367 omega^2,-1.0093535830e-02,2.5966997982e-04,1.2102981709e-01,1.8050084299e-06,-2.1188494325e-03,-3.6675287300e-01
39016,2025-01-07 01:30:00,0.017170,0.639223,0.452162,0.979 omega + -0.001 theta omega + 0.138 omega^2,0.001 1 + -0.038 omega + -0.002 theta omega + 0.269 omega^2,8.2525640610e-04,3.1794568151e-04,-3.7766637669e-02,-4.6581394452e-06,-1.9178343768e-03,2.6882749674e-01
39017,2025-01-07 01:35:00,0.025010,0.507355,0.359190,0.009 1 + -0.001 theta + 0.945 omega + 0.006 theta omega + -0.272 omega^2,0.018 1 + -0.002 theta + -0.107 omega + 0.011 theta omega + -0.560 omega^2,1.8275597145e-02,-2.0859743254e-03,-1.0718221277e-01,-1.2831855284e-05,1.1355170693e-02,-5.6029129582e-01
39018,2025-01-07 01:40:00,0.057299,4.156058,2.939056,0.001 1 + 0.990 omega + 0.001 theta omega + 0.017 omega^2,0.001 1 + -0.017 omega + 0.002 theta omega + 0.029 omega^2,8.5334013550e-04,1.0308010272e-05,-1.6618953904e-02,-8.2166568391e-06,1.5674497817e-03,2.9216804775e-02
39019,2025-01-07 01:45:00,0.022870,0.936643,0.662504,-0.001 1 + 0.998 omega + -0.025 omega^2,-0.001 1 + -0.002 omega + 0.001 theta omega + -0.064 omega^2,-1.4182661359e-03,-1.9585462107e-04,-2.3653689677e-03,-4.6364770145e-06,7.2248614555e-04,-6.4429682387e-02
39020,2025-01-07 01:50:00,0.013422,0.397708,0.281382,0.001 1 + 0.996 omega + -0.006 omega^2,0.002 1 + -0.007 omega + 0.001 theta omega + -0.006 omega^2,1.5423879626e-03,-1.1032305784e-04,-7.1715546030e-03,-2.9759226098e-07,6.0615666031e-04,-5.8787897288e-03
39021,2025-01-07 01:55:00,0.055328,5.183251,3.665320,-0.001 1 + 1.001 omega + -0.001 theta omega + 0.031 omega^2,-0.001 1 + 0.004 omega + -0.001 theta omega + 0.053 omega^2,-1.1223400782e-03,2.0895608786e-04,4.1906595337e-03,-5.8964614931e-06,-1.2324436224e-03,5.2837480137e-02
39022,2025-01-07 02:00:00,0.019575,0.453786,0.321173,0.001 1 + 0.983 omega + 0.001 theta omega + 0.029 omega^2,0.002 1 + -0.031 omega + 0.001 theta omega + 0.063 omega^2,1.8001149985e-03,1.3900005763e-04,-3.1071522765e-02,-1.3511741787e-05,1.2748040578e-03,6.2758484675e-02
39023,2025-01-07 02:05:00,0.031676,3.984629,2.817647,1.020 omega + -0.001 theta omega + 0.176 omega^2,0.042 omega + -0.002 theta omega + 0.372 omega^2,-2.6264704164e-04,-3.4471399293e-04,4.2028309350e-02,-7.1625766851e-06,-1.7915098805e-03,3.7159013812e-01
39024,2025-01-07 02:10:00,nan,nan,nan,1.019 omega + 0.001 theta omega + -0.123 omega^2,0.001 1 + -0.001 theta + 0.039 omega + 0.002 theta omega + -0.242 omega^2,8.9490799222e-04,-6.5039541881e-04,3.8695401370e-02,1.4489464464e-05,2.1973408420e-03,-2.4249805238e-01
