Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
73000,2025-05-05 12:00:00,0.065605,3.356674,2.373980,-0.001 1 + 1.015 omega + 0.002 theta omega + 0.078 omega^2,-0.003 1 + 0.031 omega + 0.004 theta omega + 0.151 omega^2,-2.5967626151e-03,5.8524992817e-05,3.1014156887e-02,3.2113302070e-05,3.5796762807e-03,1.5112196049e-01
73001,2025-05-05 12:05:00,0.045806,2.245291,1.587991,0.001 1 + 0.996 omega + 0.032 omega^2,0.001 1 + -0.007 omega + 0.065 omega^2,1.0082401597e-03,-3.4378509162e-04,-6.5535888914e-03,1.8370284733e-05,-2.5265303688e-04,6.4878703862e-02
73002,2025-05-05 12:10:00,0.098402,4.442635,3.142188,0.001 1 + 0.984 omega + -0.001 theta omega + -0.086 omega^2,0.003 1 + 0.001 theta + -0.030 omega + -0.003 theta omega + -0.173 omega^2,2.7393662587e-03,9.2330868064e-04,-3.0429204653e-02,7.1914723368e-05,-2.9877205662e-03,-1.7326797174e-01
73003,2025-05-05 12:15:00,nan,nan,nan,-0.003 1 + 1.004 omega + 0.131 omega^2,-0.006 1 + 0.010 omega + 0.265 omega^2,-6.1544228441e-03,1.9372697117e-04,9.8002993177e-03,1.0289702646e-04,-1.9340070473e-04,2.6462692294e-01
73004,2025-05-05 12:20:00,0.048150,1.532370,1.084084,0.988 omega + -0.002 theta omega + 0.041 omega^2,-0.001 1 + 0.001 theta + -0.024 omega + -0.005 theta omega + 0.073 omega^2,-7.7821181136e-04,7.6559142627e-04,-2.3610437192e-02,1.8666498625e-04,-5.0930614861e-03,7.2626303827e-02
73005,2025-05-05 12:25:00,0.340174,21.306563,15.067935,-0.001 1 + -0.001 theta + 1.006 omega + -0.009 theta omega + 0.056 omega^2,-0.003 1 + -0.003 theta + 0.016 omega + -0.018 theta omega + 0.127 omega^2,-2.7222264502e-03,-2.5694346128e-03,1.5547339017e-02,9.3108811723e-05,-1.8496720112e-02,1.2732921360e-01
73006,2025-05-05 12:30:00,0.175192,6.955454,4.919809,-0.003 1 + 0.973 omega + -0.001 theta omega + -0.016 omega^2,-0.005 1 + -0.049 omega + -0.002 theta omega + -0.025 omega^2,-5.3125009329e-03,-1.5213393903e-04,-4.9459408337e-02,5.5997030980e-06,-2.3344169576e-03,-2.5373818238e-02
73007,2025-05-05 12:35:00,nan,nan,nan,0.001 1 + 1.011 omega + -0.001 theta omega + -0.044 omega^2,0.002 1 + 0.022 omega + -0.001 theta omega + -0.088 omega^2,1.6429818038e-03,6.5831750213e-05,2.2148176341e-02,-3.0453291453e-05,-1.4892012019e-03,-8.8397092609e-02
73008,2025-05-05 12:40:00,0.115063,6.145569,4.346335,0.995 omega + -0.001 theta omega + -0.014 omega^2,0.001 1 + 0.001 theta + -0.009 omega + -0.001 theta omega + -0.033 omega^2,7.1853512337e-04,7.6561107161e-04,-9.1775048907e-03,7.8523933476e-05,-1.2215533355e-03,-3.2923684557e-02
73009,2025-05-05 12:45:00,0.241597,16.227696,11.475985,-0.002 1 + 1.010 omega + 0.014 omega^2,-0.003 1 + -0.001 theta + 0.022 omega + 0.001 theta omega + 0.037 omega^2,-2.9006133130e-03,-6.1907505520e-04,2.2228664483e-02,-2.3018260444e-05,1.0248537060e-03,3.7106369161e-02
73010,2025-05-05 12:50:00,0.087374,2.614436,1.849717,0.003 1 + 0.002 theta + 1.018 omega + 0.005 theta omega + -0.036 omega^2,0.006 1 + 0.004 theta + 0.040 omega + 0.001 theta^2 + 0.009 theta omega + -0.066 omega^2,5.6370895269e-03,3.8723849791e-03,3.9983233986e-02,5.0922837100e-04,9.4990670350e-03,-6.6359498243e-02
73011,2025-05-05 12:55:00,0.057380,4.047252,2.862127,-0.001 1 + 0.996 omega + 0.002 theta omega + -0.065 omega^2,-0.001 1 + -0.005 omega + 0.004 theta omega + -0.142 omega^2,-1.1305579307e-03,-2.2250339234e-04,-4.8559394251e-03,-4.3788314269e-05,4.2413229326e-03,-1.4184278590e-01
73012,2025-05-05 13:00:00,0.091025,4.272729,3.021961,-0.001 1 + 0.983 omega + -0.063 omega^2,-0.001 1 + -0.036 omega + -0.126 omega^2,-1.4269509187e-03,-1.1908267947e-04,-3.5867289697e-02,-3.4040270948e-06,-4.1482822705e-04,-1.2597806358e-01
73013,2025-05-05 13:05:00,nan,nan,nan,-0.001 theta + 0.995 omega + -0.008 theta omega + 0.003 omega^2,-0.001 theta + -0.009 omega + -0.016 theta omega,2.0074719491e-04,-1.4844890467e-03,-8.6021487397e-03,-1.2805079236e-04,-1.5722501836e-02,3.3488001317e-05
73014,2025-05-05 13:10:00,0.075922,2.176750,1.540131,0.001 1 + 0.997 omega + 0.002 theta omega + -0.056 omega^2,0.002 1 + -0.001 theta + -0.004 omega + 0.004 theta omega + -0.106 omega^2,2.2092587243e-03,-7.1859989208e-04,-3.9637593017e-03,-5.4247679093e-05,3.5834991099e-03,-1.0557973357e-01
73015,2025-05-05 13:15:00,0.037489,0.851596,0.602753,-0.002 1 + -0.001 theta + 0.993 omega + -0.001 theta omega + 0.048 omega^2,-0.004 1 + -0.002 theta + -0.013 omega + -0.003 theta omega + 0.101 omega^2,-4.1421661294e-03,-1.8341655189e-03,-1.3485005827e-02,-8.6234659316e-05,-3.0449563760e-03,1.0111570383e-01
73016,2025-05-05 13:20:00,0.135792,7.608729,5.381041,-0.002 1 + 0.986 omega + -0.001 theta omega + -0.011 omega^2,-0.004 1 + -0.025 omega + -0.001 theta omega + -0.018 omega^2,-4.1209429375e-03,-2.7629200018e-04,-2.5471561201e-02,-1.6235330230e-06,-1.1998210626e-03,-1.8292302578e-02
73017,2025-05-05 13:25:00,nan,nan,nan,-0.001 1 + 1.020 omega + -0.003 theta omega + 0.168 omega^2,-0.003 1 + -0.001 theta + 0.041 omega + -0.005 theta omega + 0.331 omega^2,-2.6609395209e-03,-8.3970515959e-04,4.0631726402e-02,5.5749707167e-06,-5.4775586707e-03,3.3147105345e-01
73018,2025-05-05 13:30:00,0.126476,4.949542,3.500997,-0.005 1 + 0.973 omega + -0.001 theta omega + -0.008 omega^2,-0.010 1 + -0.052 omega + -0.002 theta omega + -0.009 omega^2,-9.9068093395e-03,-4.2029898066e-04,-5.2024219918e-02,6.3041205384e-06,-2.2793656262e-03,-8.5553050792e-03
