Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
35500,2024-12-25 19:45:00,0.444295,25.539766,18.062074,1.010 omega + 0.002 theta omega + -0.108 omega^2,0.020 omega + 0.004 theta omega + -0.214 omega^2,4.0646182966e-04,7.9600232979e-05,2.0247304103e-02,2.7306581349e-06,4.3714864769e-03,-2.1363605566e-01
35501,2024-12-25 19:50:00,nan,nan,nan,0.002 1 + 1.007 omega + -0.120 omega^2,0.003 1 + 0.013 omega + -0.232 omega^2,3.3724086232e-03,1.8596622228e-04,1.3295836764e-02,2.1076984288e-05,-2.0650587855e-04,-2.3236487067e-01
35502,2024-12-25 19:55:00,2.900512,207.213624,146.536512,-0.006 1 + 1.020 omega + -0.001 theta omega + 0.062 omega^2,-0.012 1 + 0.043 omega + -0.002 theta omega + 0.118 omega^2,-1.1582290392e-02,2.2281670041e-04,4.3063880535e-02,3.4639611166e-06,-1.8729714584e-03,1.1753924001e-01
35503,2024-12-25 20:00:00,0.018678,0.455376,0.322270,-0.001 1 + 0.998 omega + -0.001 theta omega + 0.042 omega^2,-0.002 1 + -0.003 omega + -0.003 theta omega + 0.083 omega^2,-1.9955952579e-03,-2.5605149708e-04,-3.2617755589e-03,9.5837178696e-06,-2.9649763299e-03,8.2656435913e-02
35504,2024-12-25 20:05:00,0.030908,3.735281,2.641333,-0.001 1 + 0.947 omega + -0.268 omega^2,-0.002 1 + -0.099 omega + -0.506 omega^2,-1.7235073305e-03,3.6611158962e-04,-9.8885796341e-02,1.0847501815e-05,-8.8306311332e-05,-5.0623781499e-01
35505,2024-12-25 20:10:00,0.088166,3.557974,2.516640,-0.001 1 + 0.988 omega + -0.001 theta omega + -0.018 omega^2,-0.003 1 + -0.022 omega + -0.001 theta omega + -0.025 omega^2,-2.5948220142e-03,-1.2005385561e-04,-2.1662078283e-02,4.7870507379e-06,-1.4101621261e-03,-2.4682872507e-02
35506,2024-12-25 20:15:00,0.010729,0.343330,0.242890,0.001 1 + 1.011 omega + -0.038 omega^2,0.002 1 + 0.023 omega + -0.074 omega^2,1.7706667685e-03,-2.5775285707e-04,2.2894529754e-02,6.3608467429e-06,-3.8180865562e-04,-7.3827027187e-02
35507,2024-12-25 20:20:00,0.013660,0.468888,0.331695,0.004 1 + 0.972 omega + 0.001 theta omega + 0.014 omega^2,0.009 1 + -0.001 theta + -0.056 omega + 0.002 theta omega + 0.040 omega^2,8.8315270307e-03,-6.4341850742e-04,-5.6193690677e-02,9.3939055679e-06,2.4274125771e-03,3.9628929686e-02
35508,2024-12-25 20:25:00,0.043943,1.149836,0.813650,0.001 1 + 0.983 omega + 0.001 theta omega + 0.046 omega^2,0.002 1 + -0.031 omega + 0.002 theta omega + 0.086 omega^2,1.5614465148e-03,1.1310521642e-04,-3.1241527611e-02,-2.2233500733e-05,2.1179341547e-03,8.5698583998e-02
35509,2024-12-25 20:30:00,0.030307,3.960238,2.800393,0.002 1 + 1.006 omega + 0.002 theta omega + -0.082 omega^2,0.004 1 + 0.015 omega + 0.004 theta omega + -0.145 omega^2,3.8817983864e-03,4.8747031965e-04,1.5371840558e-02,-2.9006388126e-06,3.9325557537e-03,-1.4468218921e-01
35510,2024-12-25 20:35:00,nan,nan,nan,-0.007 1 + 0.943 omega + -0.002 theta omega + -0.095 omega^2,-0.014 1 + -0.001 theta + -0.118 omega + -0.005 theta omega + -0.196 omega^2,-1.3974881679e-02,-7.3333108953e-04,-1.1765147925e-01,1.1197927145e-06,-4.7251744672e-03,-1.9617789192e-01
35511,2024-12-25 20:40:00,0.005942,0.209233,0.148010,-0.003 1 + 1.051 omega + 0.001 theta omega + -0.195 omega^2,-0.007 1 + 0.110 omega + 0.002 theta omega + -0.409 omega^2,-6.6070687043e-03,-2.2934085586e-04,1.0991093373e-01,-1.2375497948e-06,1.5273562421e-03,-4.0870655605e-01
35512,2024-12-25 20:45:00,0.020307,0.500200,0.353986,0.001 1 + 0.995 omega + 0.007 omega^2,0.001 1 + -0.009 omega + 0.006 omega^2,1.4511212812e-03,-6.5732649232e-05,-9.0076666524e-03,-5.8984361758e-06,2.0602146057e-04,5.7833580639e-03
35513,2024-12-25 20:50:00,0.018816,1.441975,1.019717,0.001 1 + 1.003 omega + -0.051 omega^2,0.003 1 + 0.005 omega + -0.096 omega^2,2.6890929111e-03,-5.9272074560e-05,5.4347204578e-03,3.9806484520e-06,2.3111188503e-04,-9.6116592972e-02
35514,2024-12-25 20:55:00,0.014549,0.439847,0.311189,0.005 1 + 0.960 omega + 0.001 theta omega + 0.066 omega^2,0.011 1 + -0.001 theta + -0.083 omega + 0.003 theta omega + 0.142 omega^2,1.0757409954e-02,-6.3297068858e-04,-8.3026428744e-02,6.4935497449e-06,2.5822695126e-03,1.4155625550e-01
35515,2024-12-25 21:00:00,0.027320,0.973026,0.688304,-0.003 1 + 0.978 omega + -0.047 omega^2,-0.005 1 + -0.044 omega + -0.094 omega^2,-5.4872115081e-03,-7.2986760510e-05,-4.3805316399e-02,6.3583296597e-07,-3.6482258032e-04,-9.4215978036e-02
35516,2024-12-25 21:05:00,0.033175,1.336720,0.945495,0.001 1 + 1.004 omega + 0.001 theta omega + -0.074 omega^2,0.002 1 + 0.009 omega + 0.003 theta omega + -0.143 omega^2,2.2504596317e-03,-3.9250118186e-04,8.8602410563e-03,-2.6263522036e-06,2.6561526220e-03,-1.4274941831e-01
35517,2024-12-25 21:10:00,0.096961,2.523015,1.785358,0.006 1 + 0.962 omega + 0.002 theta omega,0.011 1 + -0.073 omega + 0.004 theta omega + -0.005 omega^2,1.1251300618e-02,-1.7975750440e-04,-7.3202630911e-02,-3.6784850055e-05,3.9461716787e-03,-4.5865631501e-03
35518,2024-12-25 21:15:00,0.012838,0.288719,0.204357,-0.002 1 + 0.999 omega + 0.029 omega^2,-0.004 1 + 0.053 omega^2,-3.5017692906e-03,-4.8485171599e-04,-1.4511065048e-04,-5.2503310683e-06,-3.3975144914e-04,5.2951491410e-02
35519,2024-12-25 21:20:00,0.013152,0.411506,0.291127,-0.016 1 + 1.165 omega + -0.001 theta omega + -0.396 omega^2,-0.032 1 + 0.328 omega + -0.001 theta omega + -0.781 omega^2,-3.1975748467e-02,5.3126264193e-05,3.2814493246e-01,2.1192447358e-06,-1.0654733889e-03,-7.8079378432e-01
35520,2024-12-25 21:25:00,0.092545,12.240626,8.655677,-0.009 1 + 1.068 omega + -0.001 theta omega + -0.118 omega^2,-0.017 1 + 0.001 theta + 0.137 omega + -0.003 theta omega + -0.237 omega^2,-1.7409608476e-02,7.6933594990e-04,1.3719956171e-01,-6.8724589276e-06,-2.7872215087e-03,-2.3701850560e-01
35521,2024-12-25 21:30:00,0.049842,1.523720,1.078009,0.004 1 + 0.975 omega + 0.001 theta omega + 0.014 omega^2,0.008 1 + -0.050 omega + 0.002 theta omega + 0.031 omega^2,7.5286880898e-03,-1.4227006890e-04,-5.0284920646e-02,-1.0482627005e-05,1.5065740740e-03,3.0534178290e-02
