Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
89000,2025-06-30 02:45:00,0.066779,2.023957,1.431933,1.007 omega + -0.001 theta omega + 0.073 omega^2,0.015 omega + -0.001 theta omega + 0.151 omega^2,2.9915727939e-04,2.8314331488e-04,1.4713638345e-02,-1.3910386573e-04,-1.1806447443e-03,1.5073289848e-01
89001,2025-06-30 02:50:00,0.013071,0.672662,0.475734,0.987 omega + 0.145 omega^2,-0.022 omega + 0.291 omega^2,3.5176389882e-04,2.5379856767e-04,-2.2465407949e-02,-2.9040486904e-05,-2.8540238527e-04,2.9140564299e-01
89002,2025-06-30 02:55:00,0.030675,1.409818,0.997128,1.014 omega + -0.001 theta omega + -0.067 omega^2,-0.001 1 + 0.031 omega + -0.001 theta omega + -0.143 omega^2,-1.1903594783e-03,3.2373030129e-04,3.1298025829e-02,-1.1743182771e-05,-1.4774213834e-03,-1.4296319019e-01
89003,2025-06-30 03:00:00,0.009771,0.188276,0.133311,1.024 omega + 0.083 omega^2,0.001 1 + 0.053 omega + 0.178 omega^2,1.3631825508e-03,-2.1534049704e-04,5.3347184339e-02,-2.6359315873e-06,-2.2436764976e-04,1.7769947081e-01
89004,2025-06-30 03:05:00,0.064845,2.342539,1.657060,-0.001 1 + 0.987 omega + -0.001 theta omega + -0.011 omega^2,-0.001 1 + -0.027 omega + -0.003 theta omega + -0.024 omega^2,-1.4147984375e-03,-1.2813690459e-05,-2.6943294841e-02,2.5698721618e-05,-3.0451189412e-03,-2.3891536420e-02
89005,2025-06-30 03:10:00,0.068327,2.695895,1.906898,-0.002 1 + 0.001 theta + 1.005 omega + 0.035 omega^2,-0.003 1 + 0.001 theta + 0.010 omega + -0.001 theta omega + 0.061 omega^2,-3.2099889866e-03,1.0101093201e-03,9.6845107675e-03,-8.8679986885e-05,-7.7898164253e-04,6.0719715151e-02
89006,2025-06-30 03:15:00,0.007070,0.876003,0.619448,0.004 1 + 1.034 omega + 0.001 theta omega + 0.049 omega^2,0.007 1 + 0.059 omega + 0.003 theta omega + 0.062 omega^2,6.8418541749e-03,3.3629279934e-04,5.9364709203e-02,1.2533352236e-06,2.5076134961e-03,6.2411268080e-02
89007,2025-06-30 03:20:00,0.038970,2.007861,1.420040,0.001 1 + 1.026 omega + 0.002 theta omega + 0.115 omega^2,0.003 1 + 0.001 theta + 0.052 omega + 0.004 theta omega + 0.218 omega^2,2.7974835355e-03,7.7099430307e-04,5.2105761938e-02,4.4989285181e-05,4.2201261607e-03,2.1751985016e-01
89008,2025-06-30 03:25:00,0.023129,2.163639,1.530011,-0.010 1 + 1.147 omega + -0.489 omega^2,-0.020 1 + 0.298 omega + -0.001 theta omega + -0.992 omega^2,-2.0415081375e-02,-5.5909346749e-06,2.9834315290e-01,1.2842004937e-06,-7.4098254680e-04,-9.9220341539e-01
89009,2025-06-30 03:30:00,0.025265,1.047496,0.740907,0.001 1 + 0.999 omega + 0.009 omega^2,0.001 1 + 0.001 omega + 0.013 omega^2,1.3056189869e-03,-1.2911132123e-04,7.0410594432e-04,3.8785755269e-06,-2.5445337473e-04,1.3443098559e-02
89010,2025-06-30 03:35:00,0.036656,2.543650,1.798819,0.002 1 + 0.975 omega + 0.002 theta omega + 0.039 omega^2,0.005 1 + -0.049 omega + 0.003 theta omega + 0.082 omega^2,4.5122764086e-03,-4.0902737861e-04,-4.9039532591e-02,1.2833461707e-06,3.4626683961e-03,8.2138689920e-02
89011,2025-06-30 03:40:00,0.027226,1.889925,1.336518,-0.001 1 + 0.996 omega + -0.020 omega^2,-0.002 1 + -0.007 omega + -0.001 theta omega + -0.057 omega^2,-1.6409224692e-03,-2.4284479704e-04,-7.3129761616e-03,-1.0749170177e-06,-6.7762959603e-04,-5.6972058911e-02
89012,2025-06-30 03:45:00,0.096214,9.929634,7.021641,-0.001 1 + 0.984 omega + 0.002 theta omega + 0.126 omega^2,-0.002 1 + -0.032 omega + 0.003 theta omega + 0.250 omega^2,-1.8257983912e-03,-2.3478679090e-04,-3.2259569780e-02,6.9444385409e-06,3.0856281268e-03,2.4974269756e-01
89013,2025-06-30 03:50:00,0.024438,0.928146,0.656526,-0.001 1 + 0.996 omega + 0.014 omega^2,-0.002 1 + -0.009 omega + -0.001 theta omega + 0.019 omega^2,-1.6684597485e-03,-7.9218320730e-05,-8.6110379002e-03,6.0919454072e-06,-7.7978651485e-04,1.9011040226e-02
89014,2025-06-30 03:55:00,nan,nan,nan,0.002 1 + 1.000 omega + -0.048 omega^2,0.005 1 + -0.001 omega + -0.104 omega^2,4.6334372360e-03,-4.1150529703e-05,-1.1234153050e-03,-2.0656509340e-05,1.5562764441e-04,-1.0386270690e-01
89015,2025-06-30 04:00:00,0.008411,0.322904,0.228405,-0.008 1 + 0.915 omega + -0.223 omega^2,-0.015 1 + -0.161 omega + -0.001 theta omega + -0.430 omega^2,-1.5440183878e-02,-1.4360260757e-04,-1.6138937075e-01,-2.1123712418e-07,-6.5229907426e-04,-4.3032136284e-01
89016,2025-06-30 04:05:00,0.014258,0.380701,0.269385,1.003 omega + 0.010 omega^2,0.001 1 + 0.007 omega + 0.024 omega^2,8.3728511107e-04,-2.0096795914e-05,6.9505782362e-03,-3.1618354737e-05,-1.5787900430e-04,2.3884998708e-02
89017,2025-06-30 04:10:00,0.009062,0.165687,0.117333,0.004 1 + 1.028 omega + 0.037 omega^2,0.008 1 + 0.060 omega + 0.001 theta omega + 0.079 omega^2,8.0269956583e-03,1.2462494962e-04,6.0221572790e-02,5.0656133369e-08,8.2617248824e-04,7.9461145802e-02
89018,2025-06-30 04:15:00,0.088703,12.800924,9.051838,1.002 omega + 0.003 theta omega + -0.098 omega^2,0.001 1 + 0.001 theta + 0.007 omega + 0.006 theta omega + -0.190 omega^2,8.5011946651e-04,5.0554394333e-04,6.7847864211e-03,-4.6675795642e-06,5.5151322030e-03,-1.8989027731e-01
