Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
58500,2025-03-15 20:45:00,0.103376,2.086689,1.477322,-0.026 1 + -0.002 theta + 0.841 omega + -0.009 theta omega + -0.026 omega^2,-0.052 1 + -0.004 theta + -0.316 omega + -0.018 theta omega + -0.047 omega^2,-5.1986864121e-02,-3.7795929637e-03,-3.1575085974e-01,-4.1448774344e-05,-1.8096242202e-02,-4.7326256190e-02
58501,2025-03-15 20:50:00,0.137804,7.236336,5.117790,-0.002 1 + -0.001 theta + 0.998 omega + -0.001 theta omega + -0.039 omega^2,-0.004 1 + -0.001 theta + -0.003 omega + -0.002 theta omega + -0.071 omega^2,-3.5981081308e-03,-1.4728375505e-03,-2.7226050640e-03,-7.4304315967e-05,-1.6156423706e-03,-7.1261954169e-02
58502,2025-03-15 20:55:00,0.083834,9.614016,6.798394,0.999 omega + 0.001 theta omega + -0.102 omega^2,0.001 omega + 0.003 theta omega + -0.194 omega^2,-4.5307127961e-04,-1.5572195544e-04,1.2022640645e-03,-1.4560616191e-05,2.9121098840e-03,-1.9362628263e-01
58503,2025-03-15 21:00:00,0.082608,2.335193,1.652264,-0.001 theta + 1.002 omega + 0.038 omega^2,-0.001 1 + -0.002 theta + 0.005 omega + 0.001 theta omega + 0.076 omega^2,-6.2897272017e-04,-1.7292541472e-03,4.7516975938e-03,1.8331640342e-04,6.0364393894e-04,7.6038074107e-02
58504,2025-03-15 21:05:00,nan,nan,nan,-0.002 1 + 0.992 omega + -0.054 omega^2,-0.003 1 + -0.014 omega + -0.106 omega^2,-3.2599748445e-03,-3.0387499529e-04,-1.4311093383e-02,-6.5592164188e-06,3.7154100687e-04,-1.0639169142e-01
58505,2025-03-15 21:10:00,nan,nan,nan,0.002 1 + -0.001 theta + 1.004 omega + -0.002 theta omega + -0.183 omega^2,0.005 1 + -0.003 theta + 0.010 omega + -0.001 theta^2 + -0.003 theta omega + -0.365 omega^2,4.6031222205e-03,-2.6614867781e-03,1.0234527496e-02,-5.1019141602e-04,-3.2273735611e-03,-3.6502902121e-01
58506,2025-03-15 21:15:00,nan,nan,nan,0.002 1 + 1.001 omega + -0.080 omega^2,0.004 1 + 0.003 omega + -0.151 omega^2,3.8018866252e-03,-4.0171046596e-04,2.5292164724e-03,-3.4669377048e-05,-6.4150331191e-05,-1.5117436296e-01
58507,2025-03-15 21:20:00,0.035520,1.325409,0.937542,-0.003 1 + 0.001 theta + 1.001 omega + -0.001 theta omega + 0.034 omega^2,-0.006 1 + 0.002 theta + 0.001 omega + -0.002 theta omega + 0.077 omega^2,-5.8885115817e-03,2.0941624433e-03,1.4245651308e-03,-1.7453656694e-04,-1.7388576547e-03,7.7084843427e-02
58508,2025-03-15 21:25:00,0.032431,1.255631,0.888162,0.001 1 + 0.998 omega + -0.001 theta omega + -0.045 omega^2,0.002 1 + -0.001 theta + -0.003 omega + -0.002 theta omega + -0.088 omega^2,2.2648534756e-03,-7.6689493331e-04,-2.6299361194e-03,-3.0139023626e-04,-1.7704951357e-03,-8.8002872880e-02
58509,2025-03-15 21:30:00,0.046864,1.214167,0.859185,-0.003 1 + -0.001 theta + 0.974 omega + -0.008 theta omega + 0.011 omega^2,-0.006 1 + -0.002 theta + -0.051 omega + -0.017 theta omega + 0.025 omega^2,-6.2964891195e-03,-1.9111037717e-03,-5.0733356024e-02,7.3363375224e-05,-1.6588669559e-02,2.5220093923e-02
