const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std
0.004710,0.008832,0.000527,0.000617,0.046212,0.075763,0.000043,0.000100,0.002573,0.003356,0.175667,0.208575
