Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
48500,2025-02-09 01:20:00,0.062150,2.921280,2.066124,0.001 1 + 0.988 omega + 0.001 theta omega + 0.075 omega^2,0.002 1 + -0.001 theta + -0.021 omega + 0.002 theta omega + 0.155 omega^2,2.3184387104e-03,-5.0225046387e-04,-2.1168836671e-02,1.1997950039e-05,1.7940084403e-03,1.5494147886e-01
48501,2025-02-09 01:25:00,0.053895,3.769439,2.665669,1.011 omega + 0.013 omega^2,-0.001 1 + 0.024 omega + 0.001 theta omega + 0.032 omega^2,-5.6955305711e-04,-4.2229043636e-04,2.3851973847e-02,-2.1046544536e-05,8.8355251576e-04,3.2324564424e-02
48502,2025-02-09 01:30:00,nan,nan,nan,-0.001 1 + 1.004 omega + 0.002 theta omega + 0.041 omega^2,-0.002 1 + 0.001 theta + 0.008 omega + 0.003 theta omega + 0.088 omega^2,-1.5383355545e-03,7.9836575611e-04,7.8413853063e-03,2.9629035625e-04,3.1200183302e-03,8.7742327485e-02
48503,2025-02-09 01:35:00,0.070256,9.900681,7.001015,1.001 omega + -0.001 theta omega + 0.047 omega^2,0.006 omega + -0.002 theta omega + 0.078 omega^2,-4.5049891317e-04,4.6844960622e-05,5.7123268126e-03,6.1230817295e-06,-1.9982288588e-03,7.8430137609e-02
48504,2025-02-09 01:40:00,nan,nan,nan,0.004 1 + 0.946 omega + 0.004 theta omega + 0.093 omega^2,0.007 1 + -0.104 omega + 0.008 theta omega + 0.191 omega^2,7.4633754244e-03,-3.0562436937e-04,-1.0434912329e-01,-4.1474710940e-05,8.2862624408e-03,1.9080165478e-01
48505,2025-02-09 01:45:00,0.049585,1.677444,1.186650,0.003 1 + 1.006 omega + -0.001 theta omega + -0.091 omega^2,0.006 1 + 0.013 omega + -0.001 theta omega + -0.181 omega^2,5.7887626629e-03,3.5951335904e-04,1.2808289173e-02,-4.1882776899e-05,-1.4587274062e-03,-1.8099762975e-01
48506,2025-02-09 01:50:00,nan,nan,nan,-0.001 theta + 1.007 omega + -0.006 theta omega + -0.027 omega^2,0.001 1 + -0.003 theta + 0.015 omega + -0.013 theta omega + -0.050 omega^2,7.9239802249e-04,-2.8773223378e-03,1.5467098755e-02,7.0220713889e-06,-1.2599026990e-02,-4.9651430357e-02
48507,2025-02-09 01:55:00,0.053726,2.674300,1.891397,-0.003 1 + 0.970 omega + -0.002 theta omega + 0.040 omega^2,-0.006 1 + 0.001 theta + -0.058 omega + -0.004 theta omega + 0.081 omega^2,-6.3300136698e-03,5.1756160653e-04,-5.8271286048e-02,5.1997817930e-05,-3.6678684071e-03,8.0584013488e-02
48508,2025-02-09 02:00:00,0.028817,3.162442,2.236277,-0.001 1 + 1.002 omega + -0.001 theta omega + 0.074 omega^2,-0.002 1 + 0.012 omega + -0.002 theta omega + 0.128 omega^2,-1.8948742859e-03,1.2657255779e-04,1.2097700018e-02,3.0719992404e-06,-2.0856606711e-03,1.2792669777e-01
48509,2025-02-09 02:05:00,0.066791,4.997667,3.534200,-0.002 1 + 1.010 omega + -0.001 theta omega + -0.004 omega^2,-0.004 1 + 0.023 omega + -0.001 theta omega + -0.009 omega^2,-3.5318367949e-03,3.7976762668e-04,2.3051002748e-02,-9.8773292764e-06,-1.2933244186e-03,-9.3116188493e-03
48510,2025-02-09 02:10:00,0.065470,2.745708,1.942060,0.001 1 + 0.001 theta + 0.994 omega + 0.001 theta omega + -0.123 omega^2,0.002 1 + 0.001 theta + -0.013 omega + 0.003 theta omega + -0.246 omega^2,1.6486651841e-03,1.0616448296e-03,-1.3076969448e-02,-2.7976567045e-04,3.1897404267e-03,-2.4626240944e-01
48511,2025-02-09 02:15:00,nan,nan,nan,1.002 omega + -0.001 theta omega + 0.111 omega^2,0.001 1 + 0.004 omega + -0.003 theta omega + 0.223 omega^2,9.0088943931e-04,-4.1447602354e-04,4.2030485818e-03,1.8492636447e-05,-2.5575196439e-03,2.2325356285e-01
48512,2025-02-09 02:20:00,nan,nan,nan,-0.005 1 + 0.001 theta + 1.022 omega + -0.001 theta omega + -0.004 omega^2,-0.011 1 + 0.001 theta + 0.049 omega + -0.002 theta omega + -0.013 omega^2,-1.0721214132e-02,1.1789707189e-03,4.8780382393e-02,-3.2290431828e-05,-2.1969297223e-03,-1.2514568564e-02
48513,2025-02-09 02:25:00,0.351786,22.053556,15.596203,-0.003 1 + 0.964 omega + -0.010 theta omega + 0.068 omega^2,-0.005 1 + -0.071 omega + -0.020 theta omega + 0.137 omega^2,-5.0564005477e-03,-4.8623122106e-04,-7.1076202795e-02,1.4886620795e-04,-2.0232065603e-02,1.3667777135e-01
48514,2025-02-09 02:30:00,0.116778,3.043695,2.153801,-0.003 1 + 1.005 omega + 0.001 theta omega + 0.071 omega^2,-0.005 1 + -0.001 theta + 0.010 omega + 0.001 theta omega + 0.139 omega^2,-5.4708551797e-03,-5.1713914389e-04,1.0470820206e-02,4.5326970172e-06,1.3271892341e-03,1.3893443338e-01
48515,2025-02-09 02:35:00,0.026826,0.710866,0.503016,0.001 1 + 0.990 omega + 0.020 omega^2,0.001 1 + -0.016 omega + 0.036 omega^2,6.8324766371e-04,1.1547873395e-04,-1.6034742334e-02,-4.7110793148e-06,2.5092432847e-04,3.6027632851e-02
48516,2025-02-09 02:40:00,0.019669,1.254398,0.887102,1.033 omega + -0.001 theta omega + -0.071 omega^2,-0.001 1 + 0.068 omega + -0.002 theta omega + -0.143 omega^2,-1.0048591322e-03,-2.8602702579e-04,6.7838961825e-02,1.2317974010e-05,-2.4355991238e-03,-1.4279525822e-01
