Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
38000,2025-01-03 12:35:00,0.061007,1.504248,1.064538,0.001 1 + 0.998 omega + -0.001 theta omega + 0.026 omega^2,0.002 1 + -0.001 omega + -0.002 theta omega + 0.051 omega^2,2.1029442669e-03,1.1098509954e-04,-1.3485521600e-03,-2.9700890418e-04,-2.2207444959e-03,5.1093603552e-02
38001,2025-01-03 12:40:00,0.083410,2.376926,1.681775,0.001 1 + 0.994 omega + 0.001 theta omega + 0.030 omega^2,0.001 1 + -0.010 omega + 0.002 theta omega + 0.053 omega^2,1.2048905435e-03,4.7278479911e-04,-9.5550006505e-03,-1.2296052407e-04,1.8980375117e-03,5.2909063331e-02
38002,2025-01-03 12:45:00,0.041833,1.407173,0.995461,0.002 1 + -0.001 theta + 0.997 omega + 0.001 theta omega + -0.031 omega^2,0.004 1 + -0.003 theta + -0.005 omega + 0.003 theta omega + -0.058 omega^2,4.1943060669e-03,-2.6970288905e-03,-5.4930367000e-03,3.1565318249e-04,2.6383283557e-03,-5.7697658002e-02
38003,2025-01-03 12:50:00,0.046946,2.726850,1.928460,-0.001 1 + 0.999 omega + -0.001 theta omega + 0.097 omega^2,-0.002 1 + 0.001 omega + -0.003 theta omega + 0.187 omega^2,-1.7397724349e-03,-3.0949104043e-04,5.9161996727e-04,-1.1613680096e-06,-2.8490464653e-03,1.8701129733e-01
38004,2025-01-03 12:55:00,0.116690,12.190414,8.620319,0.001 1 + 0.996 omega + 0.001 theta omega + -0.141 omega^2,0.002 1 + 0.001 theta + -0.004 omega + 0.002 theta omega + -0.258 omega^2,2.1238341462e-03,5.0896406629e-04,-3.7707068928e-03,2.7274572121e-05,1.7387539096e-03,-2.5763430752e-01
38005,2025-01-03 13:00:00,0.025388,0.807211,0.571067,-0.004 1 + 0.960 omega + -0.103 omega^2,-0.009 1 + -0.087 omega + -0.230 omega^2,-8.8640249054e-03,-3.0169488219e-05,-8.6616663977e-02,1.5137875631e-07,-3.9032755615e-05,-2.2962349679e-01
38006,2025-01-03 13:05:00,0.020367,3.037788,2.148089,0.990 omega + 0.001 theta omega + -0.069 omega^2,0.001 1 + -0.022 omega + 0.001 theta omega + -0.146 omega^2,8.4001080685e-04,2.1806034262e-04,-2.2156385873e-02,2.6010898739e-07,1.1490551821e-03,-1.4640987366e-01
38007,2025-01-03 13:10:00,0.087341,12.720719,8.995119,0.009 1 + 1.060 omega + 0.002 theta omega + 0.058 omega^2,0.019 1 + 0.001 theta + 0.134 omega + 0.004 theta omega + 0.136 omega^2,1.9269196483e-02,7.2900184756e-04,1.3360265055e-01,3.6703524917e-06,3.6346337487e-03,1.3643371736e-01
38008,2025-01-03 13:15:00,0.094500,3.598661,2.545515,-0.001 1 + 0.995 omega + 0.015 omega^2,-0.001 1 + -0.009 omega + -0.001 theta omega + 0.040 omega^2,-1.4541075720e-03,1.0852265698e-04,-9.4116277207e-03,1.9738545371e-05,-6.7183439947e-04,3.9537299413e-02
38009,2025-01-03 13:20:00,0.112584,4.430921,3.134146,-0.002 1 + 1.005 omega + -0.002 theta omega + 0.105 omega^2,-0.003 1 + -0.001 theta + 0.011 omega + -0.004 theta omega + 0.218 omega^2,-3.3224665916e-03,-6.3261415898e-04,1.1444490399e-02,-5.3272617261e-06,-3.5955994522e-03,2.1819907489e-01
