Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
79860,2025-05-29 08:05:00,0.005290,0.230553,0.163069,-0.4909,1876,0,1.00000omega,-0.005371 + -0.05443theta + 0.00125omega + 0.00043theta^2 + -0.00101theta omega + 0.00106omega^2
79861,2025-05-29 08:10:00,0.005912,0.100388,0.071108,-1.6542,1519,0,1.00000omega,-0.005601 + -0.56376theta + -0.12363omega + 0.00363theta^2 + -0.00518theta omega + -0.00185omega^2
79862,2025-05-29 08:15:00,0.055575,0.649631,0.461036,174.4372,25,5,1.00000omega,-0.000911 + -0.00127theta + -0.01150omega + -0.00169theta^2 + -0.00233theta omega + -0.00476omega^2
79863,2025-05-29 08:20:00,0.004593,0.019295,0.014025,-0.3824,1029,0,1.00000omega,0.048711 + -0.54996theta + 0.02385omega + 0.07237theta^2 + 0.01917theta omega + -0.01123omega^2
79864,2025-05-29 08:25:00,0.035618,0.360150,0.255907,111.9583,73,5,1.00000omega,0.003671 + -0.00081theta + -0.00173omega + -0.00003theta^2 + -0.00212theta omega + -0.00091omega^2
79865,2025-05-29 08:30:00,0.008811,0.841494,0.595059,-647.3478,2823,0,1.00000omega,-0.000591 + -0.00003theta + -0.00144omega + -0.00018theta^2 + 0.00016theta omega + -0.00137omega^2
79866,2025-05-29 08:35:00,nan,nan,nan,42.5210,78,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
79867,2025-05-29 08:40:00,0.020370,0.435155,0.308038,127.2786,1507,0,1.00000omega,0.013491 + -0.44403theta + 0.00323omega + 0.00010theta^2 + 0.10779theta omega + -0.00018omega^2
79868,2025-05-29 08:45:00,0.006430,0.438956,0.310422,-349.8510,2541,0,1.00000omega,0.155421 + -0.12001theta + 0.00138omega + 0.00023theta^2 + 0.01146theta omega + -0.00094omega^2
79869,2025-05-29 08:50:00,0.005237,0.124215,0.087911,-0.1513,2382,0,1.00000omega,0.000781 + 0.00063theta + -0.00042omega + 0.00005theta^2 + 0.00013theta omega + 0.00464omega^2
79870,2025-05-29 08:55:00,0.010662,0.424949,0.300579,-3303.7561,1503,0,1.00000omega,0.009441 + -2.64652theta + 0.00362omega + 0.00386theta^2 + -0.01432theta omega + 0.01183omega^2
79871,2025-05-29 09:00:00,0.005753,0.161805,0.114486,1.9766,1619,0,1.00000omega,-0.008851 + -0.05041theta + 0.00010omega + 0.00015theta^2 + 0.00006theta omega + -0.00189omega^2
79872,2025-05-29 09:05:00,nan,nan,nan,-827365696939768061625019677016064.0000,2764,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
79873,2025-05-29 09:10:00,0.037718,0.620578,0.439625,224.0280,63,5,1.00000omega,-0.002401 + -0.00054theta + -0.00104omega + 0.00037theta^2 + 0.00203theta omega + 0.00008omega^2
79874,2025-05-29 09:15:00,nan,nan,nan,241.4139,18,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
79875,2025-05-29 09:20:00,0.040457,0.264936,0.189510,84.8301,56,5,1.00000omega,-0.032481 + -0.16660theta + 0.00437omega + -0.00298theta^2 + 0.16192theta omega + -0.00171omega^2
79876,2025-05-29 09:25:00,0.064057,0.956226,0.677669,-2330.5168,369,0,1.00000omega,0.000341 + -0.00099theta + -0.00028omega + -0.00016theta^2 + 0.00048theta omega + -0.00021omega^2
79877,2025-05-29 09:30:00,0.004754,0.234927,0.166152,0.6764,1909,0,1.00000omega,-0.000311 + 0.00017theta + -0.00145omega + -0.00001theta^2 + -0.00077theta omega + 0.00101omega^2
79878,2025-05-29 09:35:00,0.004765,0.102344,0.072447,-0.9158,1747,0,1.00000omega,0.000601 + -0.00174theta + 0.00165omega + -0.00045theta^2 + 0.00103theta omega + 0.00080omega^2
79879,2025-05-29 09:40:00,0.012716,0.090245,0.064443,-1058.0304,968,0,1.00000omega,-0.004161 + -0.00107theta + 0.00117omega + -0.01819theta^2 + -0.00129theta omega + -0.00141omega^2
79880,2025-05-29 09:45:00,0.007396,0.324133,0.229256,-9.5087,1108,0,1.00000omega,-0.006261 + -0.00381theta + -0.01105omega + -0.00131theta^2 + -0.00156theta omega + 0.01017omega^2
79881,2025-05-29 09:50:00,0.006352,0.104601,0.074100,-0.1127,1090,0,1.00000omega,-0.003031 + -0.00212theta + 0.00205omega + -0.00044theta^2 + 0.00693theta omega + 0.00355omega^2
79882,2025-05-29 09:55:00,0.017381,2.168974,1.533745,-57610.9883,2336,0,1.00000omega,0.000661 + -0.00025theta + 0.00092omega + 0.00023theta^2 + -0.00019theta omega + -0.00013omega^2
79883,2025-05-29 10:00:00,0.008544,0.333402,0.235828,-84.4110,2550,0,1.00000omega,-0.000481 + 0.00071theta + -0.00302omega + 0.00005theta^2 + 0.00002theta omega + 0.00029omega^2
79884,2025-05-29 10:05:00,0.020989,0.361550,0.256085,-81570936.0000,1606,0,1.00000omega,-0.005081 + -0.00006theta + -0.00018omega + -0.00000theta^2 + -0.00001theta omega + 0.00006omega^2
79885,2025-05-29 10:10:00,0.048260,0.333455,0.238245,226.0363,39,5,1.00000omega,-0.001571 + 0.00166theta + 0.02097omega + 0.00845theta^2 + -0.00914theta omega + -0.00935omega^2
79886,2025-05-29 10:15:00,0.005083,0.200285,0.141669,-0.2969,1362,0,1.00000omega,-0.007281 + -0.00015theta + -0.01409omega + -0.00019theta^2 + -0.00071theta omega + 0.00172omega^2
