Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
57640,2025-03-12 20:25:00,0.006336,0.078932,0.055993,-1.8147,2730,2,1.00000omega,-0.001121 + -0.00036theta + 0.00053omega + 0.00001theta^2 + -0.00026theta omega + 0.00031omega^2
57641,2025-03-12 20:30:00,0.041166,1.875027,1.326164,797.5385,52,5,1.00000omega,-0.002691 + -0.00074theta + 0.00049omega + 0.00006theta^2 + 0.00067theta omega + 0.00076omega^2
57642,2025-03-12 20:35:00,0.015477,0.467438,0.330709,-575735988224.0000,2037,0,1.00000omega,0.019291 + -0.00784theta + 0.00358omega + 0.73543theta^2 + -0.19506theta omega + 0.00267omega^2
57643,2025-03-12 20:40:00,nan,nan,nan,63.4424,105,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
57644,2025-03-12 20:45:00,0.033618,0.562992,0.398805,97.3937,46,5,1.00000omega,-0.006021 + -0.05115theta + -0.00139omega + -0.00044theta^2 + -0.00043theta omega + 0.00318omega^2
57645,2025-03-12 20:50:00,nan,nan,nan,-120511499899016188698558464.0000,1815,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
57646,2025-03-12 20:55:00,0.011097,0.421891,0.298425,-139.6595,1801,0,1.00000omega,-0.015531 + -0.04943theta + -0.01992omega + 0.02493theta^2 + 0.00215theta omega + 0.00045omega^2
57647,2025-03-12 21:00:00,0.006818,0.178332,0.126192,-194.3436,1095,0,1.00000omega,0.007081 + -0.00179theta + 0.00082omega + -0.00252theta^2 + -0.00064theta omega + 0.00647omega^2
57648,2025-03-12 21:05:00,nan,nan,nan,45.0792,36,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
57649,2025-03-12 21:10:00,0.004980,0.020671,0.015035,-0.6966,1855,0,1.00000omega,-0.004551 + 0.00044theta + -0.00835omega + -0.00829theta^2 + -0.00324theta omega + 0.02408omega^2
57650,2025-03-12 21:15:00,0.004901,0.038674,0.027566,-0.6824,1263,0,1.00000omega,-0.000801 + 0.00123theta + -0.00478omega + 0.00157theta^2 + -0.00094theta omega + 0.00133omega^2
57651,2025-03-12 21:20:00,nan,nan,nan,-1866818.7500,2092,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
57652,2025-03-12 21:25:00,0.014127,0.062459,0.045281,-1666.2125,1458,1,1.00000omega,-0.001501 + 0.00017theta + 0.00077omega + -0.00006theta^2 + 0.00122theta omega + 0.00203omega^2
57653,2025-03-12 21:30:00,0.005309,0.047475,0.033779,-0.9562,1425,0,1.00000omega,0.007061 + -0.11367theta + -0.00401omega + 0.00082theta^2 + -0.00013theta omega + 0.00444omega^2
57654,2025-03-12 21:35:00,0.007375,0.225015,0.159195,1.2185,2038,0,1.00000omega,-0.003661 + -0.00079theta + -0.00114omega + -0.00007theta^2 + 0.00021theta omega + 0.00010omega^2
57655,2025-03-12 21:40:00,0.010023,0.516536,0.365315,-17695.6758,1635,0,1.00000omega,-0.009941 + -0.47957theta + -0.00401omega + -0.00595theta^2 + 0.01301theta omega + -0.01757omega^2
57656,2025-03-12 21:45:00,0.007243,0.182995,0.129498,-2.2352,2209,0,1.00000omega,0.000901 + -0.00040theta + -0.00388omega + 0.00005theta^2 + 0.00198theta omega + -0.00075omega^2
57657,2025-03-12 21:50:00,0.023475,0.350294,0.248251,-19389.9922,980,0,1.00000omega,-0.010521 + 0.00667theta + 0.00559omega + 0.00024theta^2 + -0.00055theta omega + -0.02454omega^2
57658,2025-03-12 21:55:00,0.004437,0.114054,0.080709,-2.0161,2563,0,1.00000omega,-0.000161 + -0.00003theta + -0.00310omega + -0.00002theta^2 + -0.00053theta omega + -0.00176omega^2
57659,2025-03-12 22:00:00,0.006706,0.198887,0.140714,10.0921,1410,0,1.00000omega,-0.000651 + 0.00031theta + 0.00142omega + 0.00006theta^2 + -0.00028theta omega + 0.00017omega^2
57660,2025-03-12 22:05:00,nan,nan,nan,44.2479,77,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
57661,2025-03-12 22:10:00,0.004857,0.084910,0.060138,0.7456,3899,0,1.00000omega,0.002691 + -0.03809theta + 0.31843omega + 0.02367theta^2 + -0.00181theta omega + -0.00874omega^2
57662,2025-03-12 22:15:00,0.003945,0.115622,0.081805,-3.0915,1833,0,1.00000omega,0.000411 + 0.00062theta + -0.00446omega + 0.00096theta^2 + 0.00053theta omega + -0.00097omega^2
57663,2025-03-12 22:20:00,nan,nan,nan,75.1310,37,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
57664,2025-03-12 22:25:00,0.005885,0.142542,0.100878,-1.7414,1492,0,1.00000omega,0.004281 + 0.00024theta + -0.00046omega + 0.00087theta^2 + -0.00075theta omega + -0.00036omega^2
57665,2025-03-12 22:30:00,0.006965,0.259376,0.183473,-1.4795,2829,0,1.00000omega,-0.001491 + -0.00177theta + 0.00245omega + -0.00654theta^2 + -0.00007theta omega + 0.00255omega^2
