Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
96580,2025-07-26 11:55:00,0.007863,0.205551,0.145453,-31696.9805,3543,0,1.00000omega,0.004511 + -0.00002theta + 0.00233omega + 0.00000theta^2 + -0.00005theta omega + -0.00015omega^2
96581,2025-07-26 12:00:00,nan,nan,nan,10923.7441,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
96582,2025-07-26 12:05:00,0.005413,0.121656,0.086109,0.0260,1508,0,1.00000omega,0.000081 + -0.00153theta + -0.00023omega + 0.00168theta^2 + 0.00290theta omega + 0.00061omega^2
96583,2025-07-26 12:10:00,0.004114,0.045853,0.032553,-0.2110,1451,0,1.00000omega,-0.001591 + -0.00282theta + -0.00756omega + 0.00018theta^2 + -0.00273theta omega + -0.00240omega^2
96584,2025-07-26 12:15:00,nan,nan,nan,-1660464234762573185024.0000,1012,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
96585,2025-07-26 12:20:00,nan,nan,nan,119.3525,79,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
96586,2025-07-26 12:25:00,nan,nan,nan,168.9657,26,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
96587,2025-07-26 12:30:00,0.004742,0.044701,0.031786,-1.1376,1203,0,1.00000omega,0.023081 + -0.51315theta + -0.05327omega + -0.00164theta^2 + 0.05144theta omega + -0.00579omega^2
96588,2025-07-26 12:35:00,4.529985,131.076309,92.740288,-512268307986605146112.0000,2150,0,1.00000omega,-0.004271 + -0.00070theta + -0.00007omega + 0.00000theta^2 + 0.00000theta omega + 0.00000omega^2
96589,2025-07-26 12:40:00,0.050542,1.162299,0.822646,-4316941824.0000,1808,0,1.00000omega,-0.003301 + -0.02974theta + 0.01025omega + -0.01034theta^2 + 0.00224theta omega + -0.00670omega^2
96590,2025-07-26 12:45:00,0.004209,0.094688,0.067021,-4.1589,1383,0,1.00000omega,0.000501 + 0.00342theta + -0.00127omega + -0.00154theta^2 + 0.00211theta omega + 0.00326omega^2
96591,2025-07-26 12:50:00,0.004652,0.021666,0.015669,-1.6165,1586,0,1.00000omega,-0.038901 + -0.41435theta + 0.00483omega + 0.00363theta^2 + -0.00388theta omega + -0.03223omega^2
96592,2025-07-26 12:55:00,0.010554,1.109251,0.784394,-3331707331674112.0000,2897,0,1.00000omega,0.001551 + 0.00039theta + -0.00376omega + -0.00026theta^2 + 0.00025theta omega + 0.00060omega^2
96593,2025-07-26 13:00:00,0.007908,0.297253,0.210264,0.2039,2194,0,1.00000omega,0.009671 + -0.00536theta + 0.00493omega + -0.00005theta^2 + -0.00012theta omega + -0.00019omega^2
96594,2025-07-26 13:05:00,0.004414,0.075830,0.053711,1.5323,1290,0,1.00000omega,0.000511 + 0.00023theta + 0.00013omega + -0.00017theta^2 + -0.00038theta omega + -0.00040omega^2
96595,2025-07-26 13:10:00,0.031255,0.659680,0.466987,95.2406,34,5,1.00000omega,-0.009141 + -0.01993theta + 0.01146omega + -0.00350theta^2 + -0.00026theta omega + -0.00203omega^2
96596,2025-07-26 13:15:00,0.014378,0.109644,0.078194,8.0061,1291,0,1.00000omega,-0.000401 + -0.00088theta + 0.00093omega + 0.00010theta^2 + 0.00027theta omega + 0.00061omega^2
96597,2025-07-26 13:20:00,0.004232,0.157764,0.111596,-0.9809,2128,0,1.00000omega,0.005981 + -0.00001theta + 0.00049omega + 0.00054theta^2 + 0.00130theta omega + 0.00647omega^2
96598,2025-07-26 13:25:00,0.051533,1.421664,1.005929,-549.1917,412,0,1.00000omega,0.000341 + -0.00522theta + 0.01187omega + -0.00585theta^2 + -0.08476theta omega + 0.00298omega^2
96599,2025-07-26 13:30:00,0.007464,0.572377,0.404766,-69871048.0000,2217,0,1.00000omega,-0.001971 + -0.00071theta + 0.00040omega + 0.00006theta^2 + 0.00097theta omega + -0.00190omega^2
96600,2025-07-26 13:35:00,0.003816,0.124257,0.087904,0.1330,1540,0,1.00000omega,0.001971 + 0.00008theta + -0.00115omega + -0.00017theta^2 + -0.00066theta omega + 0.00283omega^2
96601,2025-07-26 13:40:00,0.008093,0.579701,0.409951,-1601126224706222151434240.0000,2678,1,1.00000omega,0.002951 + -0.00288theta + -0.00092omega + -0.00022theta^2 + -0.00064theta omega + -0.00052omega^2
96602,2025-07-26 13:45:00,0.003434,0.017188,0.012394,-0.8791,1885,0,1.00000omega,0.001781 + 0.00053theta + -0.00048omega + -0.00425theta^2 + 0.00282theta omega + 0.00166omega^2
96603,2025-07-26 13:50:00,nan,nan,nan,510.7964,29,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
96604,2025-07-26 13:55:00,0.037143,0.610109,0.432211,412.8570,186,5,1.00000omega,-0.000061 + 0.07909theta + -0.00179omega + -0.00008theta^2 + 0.00028theta omega + 0.00006omega^2
96605,2025-07-26 14:00:00,0.004575,0.051254,0.036386,0.5102,2238,1,1.00000omega,-0.001611 + -0.00458theta + 0.00076omega + -0.00017theta^2 + -0.00078theta omega + -0.00084omega^2
96606,2025-07-26 14:05:00,0.037994,0.466899,0.331239,66.6623,118,5,1.00000omega,-0.115591 + -0.00053theta + 0.00347omega + -0.00296theta^2 + -0.00072theta omega + -0.01082omega^2
96607,2025-07-26 14:10:00,0.005018,0.041397,0.029487,-1.0872,1699,0,1.00000omega,-0.001361 + -0.00056theta + -0.00222omega + 0.00142theta^2 + 0.00114theta omega + -0.00236omega^2
96608,2025-07-26 14:15:00,0.004599,0.071350,0.050557,-1.2370,1113,0,1.00000omega,-0.002441 + -0.00033theta + 0.00522omega + -0.00237theta^2 + 0.00411theta omega + 0.00051omega^2
96609,2025-07-26 14:20:00,nan,nan,nan,645.3591,31,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
