Chunk_Index,Chunk_Start_Time,RMSE_Omega,RMSE_Theta,RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega
51480,2025-02-19 09:45:00,0.004207,0.062095,0.044009,-0.9377,913,0,1.00000omega,0.002701 + -0.00533theta + -0.00414omega + 0.00047theta^2 + -0.00583theta omega + -0.00321omega^2
51481,2025-02-19 09:50:00,nan,nan,nan,18.8201,334,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51482,2025-02-19 09:55:00,0.004111,0.039460,0.028054,-1.6268,867,0,1.00000omega,-0.002521 + -0.03590theta + -0.00068omega + 0.00047theta^2 + -0.00082theta omega + 0.00009omega^2
51483,2025-02-19 10:00:00,0.004085,0.102335,0.072419,-1.6907,1739,0,1.00000omega,0.006621 + -0.00082theta + 0.00070omega + 0.00227theta^2 + -0.00108theta omega + 0.00379omega^2
51484,2025-02-19 10:05:00,0.003847,0.102292,0.072382,0.0212,1537,0,1.00000omega,0.002131 + 0.00084theta + -0.00256omega + 0.00004theta^2 + 0.00017theta omega + 0.00008omega^2
51485,2025-02-19 10:10:00,0.006986,0.079439,0.056388,-122553.6797,2347,0,1.00000omega,0.001771 + -0.00044theta + -0.00191omega + -0.00004theta^2 + 0.00048theta omega + -0.00068omega^2
51486,2025-02-19 10:15:00,nan,nan,nan,499.7181,21,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51487,2025-02-19 10:20:00,0.009020,1.080636,0.764152,-18927579037696.0000,2033,0,1.00000omega,0.003631 + -0.00179theta + 0.02212omega + -0.00018theta^2 + -0.00059theta omega + 0.00013omega^2
51488,2025-02-19 10:25:00,nan,nan,nan,12200.9785,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51489,2025-02-19 10:30:00,nan,nan,nan,1445.9688,30,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51490,2025-02-19 10:35:00,0.043611,1.360802,0.962726,637.3487,32,5,1.00000omega,-0.001231 + -0.00035theta + -0.00417omega + -0.00023theta^2 + -0.00001theta omega + -0.00280omega^2
51491,2025-02-19 10:40:00,0.016711,0.151152,0.107532,-1069.7960,622,0,1.00000omega,0.001021 + -0.00062theta + 0.00172omega + -0.00028theta^2 + -0.00079theta omega + -0.00269omega^2
51492,2025-02-19 10:45:00,0.008529,0.505868,0.357754,-1251.0557,1911,0,1.00000omega,0.000281 + 0.00013theta + -0.00031omega + -0.00005theta^2 + -0.00011theta omega + 0.00453omega^2
51493,2025-02-19 10:50:00,0.004392,0.182269,0.128921,-49.8849,2018,0,1.00000omega,-0.000011 + 0.00088theta + -0.00009omega + 0.00007theta^2 + 0.00008theta omega + -0.00017omega^2
51494,2025-02-19 10:55:00,0.003788,0.038295,0.027211,-1.5740,1090,0,1.00000omega,0.007211 + -0.36946theta + 0.00488omega + 0.00242theta^2 + 0.00280theta omega + 0.00692omega^2
51495,2025-02-19 11:00:00,0.006111,0.296275,0.209543,5.3669,1718,0,1.00000omega,0.000281 + -0.00007theta + -0.00004omega + 0.00004theta^2 + 0.00004theta omega + -0.00051omega^2
51496,2025-02-19 11:05:00,0.004512,0.160044,0.113213,0.3398,2213,0,1.00000omega,-0.006071 + -0.00011theta + -0.00462omega + -0.00014theta^2 + -0.00043theta omega + -0.00118omega^2
51497,2025-02-19 11:10:00,0.004342,0.078533,0.055616,-0.1133,2207,0,1.00000omega,-0.001551 + -0.00245theta + 0.00893omega + 0.00070theta^2 + -0.00108theta omega + -0.00298omega^2
51498,2025-02-19 11:15:00,0.003733,0.051851,0.036759,-1.8808,1433,0,1.00000omega,0.000741 + -0.00034theta + -0.01567omega + -0.00095theta^2 + 0.00049theta omega + 0.00016omega^2
51499,2025-02-19 11:20:00,nan,nan,nan,367.3997,31,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51500,2025-02-19 11:25:00,0.005564,0.185007,0.130878,0.6293,1731,0,1.00000omega,-0.002051 + -0.00022theta + -0.00320omega + -0.00033theta^2 + 0.00027theta omega + -0.00769omega^2
51501,2025-02-19 11:30:00,0.004545,0.137017,0.096939,-5.7341,1248,0,1.00000omega,-0.002231 + -0.00253theta + 0.00224omega + 0.00112theta^2 + -0.00000theta omega + -0.00124omega^2
51502,2025-02-19 11:35:00,nan,nan,nan,22908.6309,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51503,2025-02-19 11:40:00,0.005370,0.246174,0.174113,8.5316,2400,0,1.00000omega,0.003071 + -0.00010theta + -0.00015omega + 0.00000theta^2 + 0.00000theta omega + -0.00028omega^2
51504,2025-02-19 11:45:00,0.031307,0.326646,0.232032,284.4807,1379,0,1.00000omega,-0.002381 + 0.00016theta + 0.00382omega + 0.00003theta^2 + -0.00001theta omega + -0.00079omega^2
51505,2025-02-19 11:50:00,nan,nan,nan,-13599089666274512562550734848.0000,2744,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51506,2025-02-19 11:55:00,0.004801,0.365649,0.258575,-1033489984.0000,1855,0,1.00000omega,-0.008521 + -0.00028theta + 0.00535omega + 0.00041theta^2 + 0.00004theta omega + -0.00114omega^2
51507,2025-02-19 12:00:00,0.061399,0.689408,0.489415,452.3302,82,5,1.00000omega,-0.000101 + -0.00106theta + 0.00180omega + 0.00001theta^2 + -0.00024theta omega + 0.00100omega^2
51508,2025-02-19 12:05:00,nan,nan,nan,113.4069,38,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51509,2025-02-19 12:10:00,nan,nan,nan,-1387173092051213224348076199641088.0000,1544,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51510,2025-02-19 12:15:00,0.005121,0.129665,0.091758,-2.6006,1372,0,1.00000omega,-0.000251 + -0.01749theta + -0.00082omega + 0.00011theta^2 + 0.00394theta omega + 0.00051omega^2
51511,2025-02-19 12:20:00,0.004486,0.277564,0.196293,-121.4798,2395,0,1.00000omega,0.002131 + 0.00039theta + -0.00306omega + -0.00009theta^2 + -0.00073theta omega + 0.00013omega^2
51512,2025-02-19 12:25:00,0.004423,0.060371,0.042803,-1.7333,1387,0,1.00000omega,-0.000671 + 0.00275theta + -0.00328omega + 0.00245theta^2 + -0.00016theta omega + -0.00204omega^2
51513,2025-02-19 12:30:00,0.030526,0.355258,0.252131,-203224.2031,1439,0,1.00000omega,0.001811 + -0.00015theta + -0.00449omega + 0.00002theta^2 + -0.00004theta omega + 0.00007omega^2
51514,2025-02-19 12:35:00,0.004332,0.059550,0.042219,-0.3691,1084,0,1.00000omega,-0.000481 + 0.00042theta + -0.00147omega + -0.00021theta^2 + -0.00008theta omega + -0.00214omega^2
51515,2025-02-19 12:40:00,0.026078,0.193785,0.138262,96.0960,115,5,1.00000omega,-0.001781 + -0.00009theta + -0.00020omega + -0.00003theta^2 + -0.00045theta omega + -0.00005omega^2
51516,2025-02-19 12:45:00,0.008565,0.367616,0.260014,-19137.4688,1511,0,1.00000omega,0.002391 + 0.00068theta + 0.04138omega + -0.00013theta^2 + 0.00025theta omega + -0.00003omega^2
51517,2025-02-19 12:50:00,0.004039,0.111047,0.078574,1.4226,2584,0,1.00000omega,0.002681 + 0.00010theta + -0.00261omega + 0.00007theta^2 + 0.00024theta omega + -0.00047omega^2
51518,2025-02-19 12:55:00,nan,nan,nan,2211.4495,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51519,2025-02-19 13:00:00,0.007833,0.725686,0.513167,-2505629.7500,2396,0,1.00000omega,-0.002791 + -0.00016theta + 0.00008omega + -0.00002theta^2 + 0.00009theta omega + 0.00030omega^2
51520,2025-02-19 13:05:00,0.005351,0.066006,0.046826,-0.9808,1519,0,1.00000omega,0.015811 + -0.31403theta + 0.00349omega + -0.00039theta^2 + 0.04831theta omega + 0.00377omega^2
51521,2025-02-19 13:10:00,0.004483,0.156353,0.110603,-19.4288,2328,0,1.00000omega,-0.002381 + -0.00065theta + 0.00150omega + -0.00008theta^2 + -0.00013theta omega + -0.00025omega^2
51522,2025-02-19 13:15:00,0.003533,0.035568,0.025274,-2.8538,953,0,1.00000omega,0.001721 + -0.00678theta + -0.00082omega + 0.00710theta^2 + 0.00741theta omega + 0.00103omega^2
51523,2025-02-19 13:20:00,0.003690,0.083293,0.058955,-1.3124,1192,0,1.00000omega,0.000391 + -0.00069theta + 0.00471omega + 0.00122theta^2 + 0.00077theta omega + 0.00102omega^2
51524,2025-02-19 13:25:00,0.010907,0.112932,0.080226,4.9627,84,5,1.00000omega,0.007241 + -0.36251theta + -0.00107omega + -0.00096theta^2 + -0.00178theta omega + 0.00718omega^2
51525,2025-02-19 13:30:00,0.004991,0.038256,0.027280,-1.5105,1651,0,1.00000omega,0.006201 + 0.00052theta + 0.00377omega + 0.00136theta^2 + -0.00243theta omega + -0.00600omega^2
51526,2025-02-19 13:35:00,0.040269,0.880025,0.622923,-80627.5234,1416,0,1.00000omega,-0.006871 + -1.69264theta + -0.01196omega + -0.01495theta^2 + 0.01159theta omega + -0.02181omega^2
51527,2025-02-19 13:40:00,0.004287,0.061349,0.043486,-2.2440,1280,0,1.00000omega,-0.006581 + -1.78821theta + 0.00212omega + -0.01507theta^2 + 0.00518theta omega + -0.01069omega^2
51528,2025-02-19 13:45:00,nan,nan,nan,89.2131,38,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51529,2025-02-19 13:50:00,0.018498,0.523318,0.370273,-18107.6562,1451,0,1.00000omega,0.006171 + -0.00287theta + 0.00114omega + -0.00061theta^2 + -0.00353theta omega + 0.00183omega^2
51530,2025-02-19 13:55:00,nan,nan,nan,-763968052420249911296.0000,1664,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51531,2025-02-19 14:00:00,nan,nan,nan,3384.4482,16,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51532,2025-02-19 14:05:00,0.003838,0.065074,0.046094,-1.3047,1501,0,1.00000omega,0.000081 + -0.00103theta + -0.00286omega + -0.00059theta^2 + 0.00020theta omega + -0.00046omega^2
51533,2025-02-19 14:10:00,0.004323,0.089111,0.063085,-0.4616,2408,0,1.00000omega,-0.005441 + -0.00395theta + 0.00005omega + -0.00000theta^2 + 0.00215theta omega + 0.01184omega^2
51534,2025-02-19 14:15:00,0.004416,0.105243,0.074484,-1.7381,1126,0,1.00000omega,-0.007771 + -0.21653theta + 0.02037omega + -0.00471theta^2 + -0.00968theta omega + 0.00499omega^2
51535,2025-02-19 14:20:00,0.003596,0.094881,0.067139,-1.5153,1653,0,1.00000omega,-0.009261 + -0.01567theta + -0.00013omega + 0.00148theta^2 + -0.00119theta omega + -0.01024omega^2
51536,2025-02-19 14:25:00,0.136475,2.289326,1.621672,-945358406418432.0000,1091,5,1.00000omega,-0.754481 + -2.47572theta + 0.01917omega + 1.07769theta^2 + -0.04512theta omega + 0.00510omega^2
51537,2025-02-19 14:30:00,nan,nan,nan,49.4755,44,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51538,2025-02-19 14:35:00,nan,nan,nan,95.8886,42,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51539,2025-02-19 14:40:00,0.005168,0.062009,0.043999,0.2955,1650,0,1.00000omega,0.002791 + -0.19557theta + 0.00240omega + 0.00012theta^2 + 0.00031theta omega + -0.01896omega^2
51540,2025-02-19 14:45:00,0.040177,0.374068,0.266028,151.2083,406,0,1.00000omega,0.003591 + -0.00628theta + 0.00056omega + 0.00029theta^2 + -0.00075theta omega + 0.01109omega^2
51541,2025-02-19 14:50:00,0.003896,0.091311,0.064625,-1.1143,1701,0,1.00000omega,0.001711 + -0.00083theta + 0.00594omega + -0.00017theta^2 + -0.00109theta omega + 0.00294omega^2
51542,2025-02-19 14:55:00,0.006966,0.316766,0.224041,-1.5271,1556,0,1.00000omega,0.001521 + 0.00011theta + 0.00298omega + 0.00010theta^2 + -0.00019theta omega + 0.00642omega^2
51543,2025-02-19 15:00:00,0.004239,0.050812,0.036055,-1.9178,1016,0,1.00000omega,0.026261 + -1.13836theta + 0.00376omega + -0.57418theta^2 + -0.90196theta omega + 0.05840omega^2
51544,2025-02-19 15:05:00,nan,nan,nan,71.0007,29,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51545,2025-02-19 15:10:00,nan,nan,nan,70.3495,55,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51546,2025-02-19 15:15:00,nan,nan,nan,87.5986,23,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51547,2025-02-19 15:20:00,nan,nan,nan,277.9804,29,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51548,2025-02-19 15:25:00,0.004332,0.100070,0.070827,-0.6773,1871,0,1.00000omega,0.004781 + -0.30873theta + 0.00320omega + 0.00067theta^2 + 0.00652theta omega + 0.01156omega^2
51549,2025-02-19 15:30:00,0.894328,11.455117,8.124640,-997225594880.0000,696,0,1.00000omega,-0.018171 + -0.22650theta + 0.00519omega + 0.00003theta^2 + 0.00047theta omega + 0.00003omega^2
51550,2025-02-19 15:35:00,0.004038,0.072928,0.051647,-1.0972,1184,0,1.00000omega,0.007101 + 0.00090theta + -0.00439omega + -0.00093theta^2 + -0.00130theta omega + 0.00438omega^2
51551,2025-02-19 15:40:00,0.004307,0.072885,0.051628,-3.5966,1163,0,1.00000omega,0.173621 + -2.63389theta + 0.04142omega + -0.59867theta^2 + -0.30915theta omega + -0.02518omega^2
51552,2025-02-19 15:45:00,0.014305,0.135314,0.096215,17.3501,181,5,1.00000omega,-0.011631 + -0.22417theta + -0.01128omega + 0.00069theta^2 + -0.00296theta omega + -0.00445omega^2
51553,2025-02-19 15:50:00,0.026696,0.145467,0.104578,44.3256,71,5,1.00000omega,0.002001 + -0.06246theta + 0.00558omega + -0.00938theta^2 + 0.00458theta omega + -0.00071omega^2
51554,2025-02-19 15:55:00,0.003834,0.026339,0.018821,-0.4964,929,0,1.00000omega,-0.005711 + -0.00118theta + -0.00082omega + 0.00001theta^2 + 0.00208theta omega + -0.00138omega^2
51555,2025-02-19 16:00:00,0.047818,0.936449,0.663032,-5143.2798,1593,0,1.00000omega,0.001691 + 0.00030theta + -0.00057omega + 0.00109theta^2 + -0.00025theta omega + -0.00120omega^2
51556,2025-02-19 16:05:00,0.004085,0.142111,0.100529,-3.4401,1449,0,1.00000omega,0.000541 + 0.00098theta + 0.00278omega + 0.00021theta^2 + 0.00013theta omega + 0.00004omega^2
51557,2025-02-19 16:10:00,0.006496,0.341892,0.241797,-0.5463,1892,0,1.00000omega,-0.001221 + 0.00007theta + 0.00148omega + -0.00020theta^2 + -0.00090theta omega + -0.00082omega^2
51558,2025-02-19 16:15:00,0.010610,0.243339,0.172230,-5652.5610,567,0,1.00000omega,0.000011 + -0.00123theta + 0.00120omega + 0.00136theta^2 + -0.00022theta omega + 0.00111omega^2
51559,2025-02-19 16:20:00,nan,nan,nan,31.5152,108,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
51560,2025-02-19 16:25:00,nan,nan,nan,25.8680,33,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2
