Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
99000,2025-08-03 22:35:00,0.004120,0.073640,0.052152,0.001 1 + 1.008 omega + -0.038 omega^2 + 0.018 theta omega^2 + -0.429 omega^3,0.001 1 + -0.001 theta + 0.018 omega + -0.053 omega^2 + 0.039 theta omega^2 + -0.969 omega^3,1.4655392892e-03,-8.5191240261e-04,1.7988155812e-02,6.2053989668e-05,4.5636093924e-04,-5.3276663656e-02,-7.6284584244e-08,-4.3751776382e-04,3.8539400689e-02,-9.6860179987e-01
99001,2025-08-03 22:40:00,nan,nan,nan,-0.002 1 + 0.001 theta + 1.005 omega + -0.014 theta omega + -0.033 omega^2 + 0.001 theta^2 omega + 0.008 theta omega^2 + 2.126 omega^3,-0.004 1 + 0.001 theta + 0.009 omega + -0.026 theta omega + -0.027 omega^2 + 0.002 theta^2 omega + 0.014 theta omega^2 + 4.065 omega^3,-3.5971547605e-03,1.2927547423e-03,9.0950334354e-03,-9.1539395623e-06,-2.6353835031e-02,-2.6783956399e-02,-7.0529952012e-06,2.1395995839e-03,1.3808929441e-02,4.0650352315e+00
99002,2025-08-03 22:45:00,0.034950,2.146963,1.518333,-0.106 1 + -0.012 theta + -0.816 omega + -0.163 theta omega + -8.300 omega^2 + -0.003 theta^2 omega + -0.519 theta omega^2 + -4.706 omega^3,-0.214 1 + -0.024 theta + -3.666 omega + -0.001 theta^2 + -0.329 theta omega + -16.750 omega^2 + -0.006 theta^2 omega + -1.050 theta omega^2 + -9.321 omega^3,-2.1433566447e-01,-2.4252959863e-02,-3.6661911274e+00,-7.7842290308e-04,-3.2865196596e-01,-1.6749509785e+01,-7.1707460929e-06,-5.8377950083e-03,-1.0496177921e+00,-9.3212234784e+00
99003,2025-08-03 22:50:00,0.032995,1.414581,1.000532,-0.002 theta + 0.995 omega + 0.001 theta^2 + 0.007 theta omega + 0.476 omega^2 + -0.001 theta^2 omega + -0.232 theta omega^2 + -1.692 omega^3,0.001 1 + -0.003 theta + -0.009 omega + 0.002 theta^2 + 0.014 theta omega + 0.922 omega^2 + -0.003 theta^2 omega + -0.454 theta omega^2 + -3.510 omega^3,5.5656219593e-04,-2.9624458977e-03,-9.1864449363e-03,2.4253712600e-03,1.4485364517e-02,9.2241267346e-01,-4.7041324939e-04,-2.9837062452e-03,-4.5408977682e-01,-3.5098635611e+00
99004,2025-08-03 22:55:00,nan,nan,nan,0.004 1 + 0.002 theta + 1.000 omega + 0.002 theta omega + -0.478 omega^2 + -0.157 theta omega^2 + 0.853 omega^3,0.009 1 + 0.004 theta + -0.003 omega + 0.003 theta omega + -0.977 omega^2 + -0.319 theta omega^2 + 2.080 omega^3,9.0894287772e-03,4.4361652255e-03,-3.2317664608e-03,9.6853331365e-05,3.0208691119e-03,-9.7691197039e-01,-1.1093684394e-04,4.2575392124e-04,-3.1869961022e-01,2.0803616689e+00
99005,2025-08-03 23:00:00,0.043875,2.434621,1.721817,-0.001 theta + 1.036 omega + 0.004 theta omega + -0.069 omega^2 + 0.006 theta omega^2 + -0.970 omega^3,-0.002 theta + 0.071 omega + 0.008 theta omega + -0.175 omega^2 + 0.011 theta omega^2 + -1.911 omega^3,9.2333043014e-05,-1.5174468960e-03,7.0888986622e-02,-1.9314079234e-04,8.2342355591e-03,-1.7469290183e-01,-5.2893643769e-06,1.3932312474e-04,1.0863549346e-02,-1.9111270598e+00
99006,2025-08-03 23:05:00,0.077671,11.735425,8.298380,-0.003 theta + 0.998 omega + -0.005 theta omega + 0.421 omega^2 + -0.043 theta omega^2 + 2.429 omega^3,0.001 1 + -0.006 theta + -0.002 omega + 0.001 theta^2 + -0.011 theta omega + 0.866 omega^2 + 0.001 theta^2 omega + -0.088 theta omega^2 + 4.995 omega^3,8.1588323640e-04,-6.2327304089e-03,-2.3942792641e-03,8.7819482682e-04,-1.0894314131e-02,8.6569824813e-01,-3.0793661363e-05,6.4532325468e-04,-8.7963112242e-02,4.9945013947e+00
99007,2025-08-03 23:10:00,0.063407,8.799948,6.222664,-0.002 theta + 1.008 omega + -0.004 theta omega + -0.642 omega^2 + -0.002 theta^2 omega + -0.014 theta omega^2 + -3.567 omega^3,-0.001 1 + -0.004 theta + 0.015 omega + -0.001 theta^2 + -0.009 theta omega + -1.271 omega^2 + -0.004 theta^2 omega + -0.035 theta omega^2 + -6.921 omega^3,-7.4495555823e-04,-3.7249035338e-03,1.5129914228e-02,-7.6058383222e-04,-9.0218811174e-03,-1.2707008613e+00,-1.9173304148e-05,-4.0973744972e-03,-3.4559190318e-02,-6.9209979106e+00
99008,2025-08-03 23:15:00,0.016552,0.390638,0.276471,0.015 1 + 0.001 theta + 1.444 omega + 0.034 theta omega + 3.975 omega^2 + 0.001 theta^2 omega + 0.147 theta omega^2 + 11.758 omega^3,0.029 1 + 0.003 theta + 0.880 omega + 0.067 theta omega + 7.880 omega^2 + 0.001 theta^2 omega + 0.288 theta omega^2 + 23.403 omega^3,2.9240388904e-02,2.7879174529e-03,8.8043918586e-01,5.1120037075e-05,6.7493242162e-02,7.8802942650e+00,-9.9292363071e-07,1.2982170215e-03,2.8777059849e-01,2.3403212755e+01
99009,2025-08-03 23:20:00,0.032134,2.101018,1.485818,-0.001 1 + 1.006 omega + 0.001 theta omega + -0.029 omega^2 + -0.022 theta omega^2 + -0.587 omega^3,-0.001 1 + 0.001 theta + 0.013 omega + 0.001 theta omega + -0.011 omega^2 + -0.049 theta omega^2 + -0.946 omega^3,-1.4342702233e-03,9.5990529347e-04,1.3327439249e-02,-8.9493707733e-05,1.2162331096e-03,-1.1091946225e-02,-1.7351353857e-05,-2.1549597228e-04,-4.9059241006e-02,-9.4555626780e-01
99010,2025-08-03 23:25:00,0.028596,4.396413,3.108800,0.001 theta + 0.934 omega + 0.016 theta omega + -1.478 omega^2 + 0.089 theta omega^2 + -7.012 omega^3,0.002 1 + 0.001 theta + -0.081 omega + 0.029 theta omega + -2.460 omega^2 + -0.001 theta^2 omega + 0.166 theta omega^2 + -12.415 omega^3,1.7748500253e-03,9.1750601978e-04,-8.1328409513e-02,-6.6641170879e-05,2.9463717556e-02,-2.4597787517e+00,4.2380591030e-07,-5.6725558291e-04,1.6607821741e-01,-1.2414887208e+01
99011,2025-08-03 23:30:00,nan,nan,nan,0.297 1 + -0.002 theta + 4.974 omega + -0.009 theta omega + 17.207 omega^2 + -0.002 theta omega^2 + 23.922 omega^3,0.593 1 + -0.003 theta + 7.939 omega + -0.018 theta omega + 34.452 omega^2 + -0.007 theta omega^2 + 48.072 omega^3,5.9289472562e-01,-3.4411528905e-03,7.9394616850e+00,-4.1994307846e-05,-1.7928266054e-02,3.4451743744e+01,7.2375314084e-08,-2.1263524637e-04,-7.0262027219e-03,4.8071944144e+01
99012,2025-08-03 23:35:00,0.015140,2.096928,1.482791,0.049 1 + 1.762 omega + 0.002 theta omega + 3.834 omega^2 + 0.007 theta omega^2 + 6.065 omega^3,0.107 1 + 0.001 theta + 1.602 omega + 0.005 theta omega + 7.946 omega^2 + 0.016 theta omega^2 + 12.466 omega^3,1.0658685850e-01,9.9296858490e-04,1.6016465430e+00,1.9510499929e-05,4.5360024931e-03,7.9456511712e+00,2.1741803524e-07,-2.2578043820e-05,1.5569954003e-02,1.2465513357e+01
99013,2025-08-03 23:40:00,0.011914,0.286130,0.202500,-0.010 1 + -0.003 theta + 0.922 omega + -0.012 theta omega + -0.069 omega^2 + -0.005 theta omega^2 + 0.267 omega^3,-0.020 1 + -0.005 theta + -0.153 omega + -0.023 theta omega + -0.110 omega^2 + -0.001 theta^2 omega + -0.009 theta omega^2 + 0.685 omega^3,-2.0157077478e-02,-4.9195689403e-03,-1.5274498623e-01,-4.0472390147e-04,-2.2710392966e-02,-1.1013900425e-01,-1.1359764267e-05,-8.7574104632e-04,-8.9771362341e-03,6.8473925906e-01
99014,2025-08-03 23:45:00,0.013740,0.615163,0.435095,0.999 omega + -0.025 theta omega + 0.337 omega^2 + -0.009 theta^2 omega + 0.305 theta omega^2 + -2.500 omega^3,-0.001 omega + 0.001 theta^2 + -0.047 theta omega + 0.564 omega^2 + -0.017 theta^2 omega + 0.577 theta omega^2 + -3.864 omega^3,-3.5733469327e-04,-1.6353179105e-04,-9.5636528553e-04,5.1795496392e-04,-4.6930008666e-02,5.6420322802e-01,7.0297819201e-05,-1.6777733550e-02,5.7678173135e-01,-3.8638675664e+00
99015,2025-08-03 23:50:00,nan,nan,nan,-0.030 1 + 1.791 omega + -0.011 theta omega + -6.540 omega^2 + 0.096 theta omega^2 + 15.557 omega^3,-0.062 1 + 0.001 theta + 1.635 omega + -0.022 theta omega + -13.546 omega^2 + -0.001 theta^2 omega + 0.197 theta omega^2 + 32.422 omega^3,-6.1616025726e-02,7.9310249237e-04,1.6351008596e+00,1.2943219260e-05,-2.2419404350e-02,-1.3545933119e+01,1.0289122767e-06,-5.8770246472e-04,1.9700754095e-01,3.2421705685e+01
99016,2025-08-03 23:55:00,0.004581,0.092551,0.065523,-0.001 theta + 1.079 omega + -0.005 theta omega + 0.399 omega^2 + -0.001 theta omega^2 + 0.023 omega^3,-0.003 theta + 0.155 omega + -0.012 theta omega + 0.698 omega^2 + -0.004 theta omega^2 + -0.356 omega^3,2.5714583275e-04,-2.7550703360e-03,1.5533390963e-01,-1.1897291960e-04,-1.1526516010e-02,6.9816553314e-01,-1.3029931357e-06,-3.2860132637e-04,-3.5112621193e-03,-3.5620090502e-01
