Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
58000,2025-03-14 03:05:00,nan,nan,nan,-0.001 theta + 1.005 omega + 0.005 theta omega + 0.011 omega^2 + -0.001 theta^2 omega + 0.043 theta omega^2 + -0.494 omega^3,0.001 1 + -0.002 theta + 0.009 omega + 0.009 theta omega + 0.012 omega^2 + -0.002 theta^2 omega + 0.080 theta omega^2 + -0.863 omega^3,8.8204959143e-04,-1.7246526219e-03,8.8981609512e-03,6.2002318804e-05,9.3468434662e-03,1.2424114317e-02,1.2522680157e-05,-2.3165164890e-03,7.9698117576e-02,-8.6311888870e-01
58001,2025-03-14 03:10:00,0.171508,9.533797,6.742504,-0.010 1 + -0.001 theta + 0.970 omega + 0.002 theta omega + 0.233 omega^2 + -0.007 theta omega^2 + -0.116 omega^3,-0.020 1 + -0.001 theta + -0.056 omega + 0.005 theta omega + 0.455 omega^2 + -0.015 theta omega^2 + -0.205 omega^3,-2.0218553991e-02,-1.0674592342e-03,-5.5509551192e-02,1.1583410573e-04,4.5650463478e-03,4.5547744017e-01,-1.9002231497e-06,-7.5872953551e-05,-1.4630110066e-02,-2.0474660134e-01
58002,2025-03-14 03:15:00,0.181779,19.892164,14.066471,0.003 1 + -0.001 theta + 1.008 omega + -0.001 theta omega + -0.210 omega^2 + -0.016 theta omega^2 + -0.480 omega^3,0.005 1 + -0.002 theta + 0.014 omega + -0.002 theta omega + -0.407 omega^2 + -0.001 theta^2 omega + -0.033 theta omega^2 + -0.877 omega^3,4.9685614932e-03,-1.6491857405e-03,1.4165586146e-02,-4.6050283922e-04,-2.2508537520e-03,-4.0660844265e-01,-1.4303443397e-05,-6.3102255446e-04,-3.2811772638e-02,-8.7741692517e-01
58003,2025-03-14 03:20:00,nan,nan,nan,0.045 1 + 0.002 theta + 1.435 omega + 0.033 theta omega + 0.824 omega^2 + 0.001 theta^2 omega + 0.024 theta omega^2 + 0.946 omega^3,0.090 1 + 0.005 theta + 0.868 omega + 0.066 theta omega + 1.608 omega^2 + 0.001 theta^2 omega + 0.046 theta omega^2 + 1.849 omega^3,8.9966419032e-02,4.7404755941e-03,8.6824737325e-01,-1.4230462516e-04,6.5629943971e-02,1.6084835090e+00,-7.1699852510e-06,1.2147288718e-03,4.5720696560e-02,1.8489837314e+00
58004,2025-03-14 03:25:00,0.145231,20.364287,14.400091,0.002 1 + -0.001 theta + 1.010 omega + 0.004 theta omega + -0.095 omega^2 + -0.001 theta^2 omega + 0.054 theta omega^2 + -1.674 omega^3,0.004 1 + -0.002 theta + 0.023 omega + 0.007 theta omega + -0.200 omega^2 + -0.002 theta^2 omega + 0.111 theta omega^2 + -3.417 omega^3,3.5750348908e-03,-1.9867003288e-03,2.3282483449e-02,1.6896995809e-04,7.3299979821e-03,-1.9998170464e-01,1.9127850254e-06,-1.5137853753e-03,1.1134784708e-01,-3.4172618007e+00
58005,2025-03-14 03:30:00,0.019712,2.169361,1.534033,-0.093 1 + 0.001 theta + 1.410 omega + -0.006 theta omega + -0.417 omega^2 + 0.005 theta omega^2 + -0.017 omega^3,-0.173 1 + 0.002 theta + 0.737 omega + -0.011 theta omega + -0.654 omega^2 + 0.009 theta omega^2 + -0.157 omega^3,-1.7309477883e-01,2.3207854485e-03,7.3703201918e-01,7.0954767819e-06,-1.0980877120e-02,-6.5377385272e-01,-1.0882645930e-07,1.8614422907e-05,9.0572504668e-03,-1.5745395811e-01
58006,2025-03-14 03:35:00,nan,nan,nan,-0.018 1 + 1.302 omega + -0.013 theta omega + -1.172 omega^2 + 0.082 theta omega^2 + -0.765 omega^3,-0.035 1 + 0.001 theta + 0.593 omega + -0.025 theta omega + -2.288 omega^2 + -0.001 theta^2 omega + 0.159 theta omega^2 + -1.490 omega^3,-3.5355289189e-02,7.9923564253e-04,5.9263874089e-01,7.3322643679e-05,-2.5237612699e-02,-2.2883687304e+00,4.5202467787e-07,-6.7413843107e-04,1.5860866801e-01,-1.4898600772e+00
58007,2025-03-14 03:40:00,0.076995,5.610210,3.967391,-0.004 1 + 1.023 omega + -0.003 theta omega + 0.245 omega^2 + -0.002 theta^2 omega + 0.001 theta omega^2 + -1.450 omega^3,-0.008 1 + 0.046 omega + 0.001 theta^2 + -0.007 theta omega + 0.481 omega^2 + -0.003 theta^2 omega + 0.001 theta omega^2 + -2.900 omega^3,-8.0683800016e-03,4.1002223864e-04,4.6199541154e-02,5.3934075141e-04,-6.5245472342e-03,4.8134596458e-01,-3.5645358254e-05,-3.2571817699e-03,1.0983695769e-03,-2.9000943675e+00
58008,2025-03-14 03:45:00,0.060769,8.435343,5.964843,-0.001 1 + 0.002 theta + 0.825 omega + 0.001 theta omega + 1.946 omega^2 + 0.001 theta^2 omega + -0.089 theta omega^2 + -3.520 omega^3,-0.003 1 + 0.003 theta + -0.336 omega + 0.001 theta omega + 3.814 omega^2 + 0.001 theta^2 omega + -0.176 theta omega^2 + -6.934 omega^3,-2.7415872527e-03,3.2143194274e-03,-3.3642676150e-01,-2.2989387484e-04,8.1494307524e-04,3.8142770437e+00,2.3675079633e-06,1.1969182412e-03,-1.7610706203e-01,-6.9344601094e+00
58009,2025-03-14 03:50:00,0.048401,6.107385,4.318709,0.039 1 + -0.006 theta + 0.711 omega + 0.029 theta omega + 0.108 omega^2 + -0.001 theta^2 omega + -0.012 theta omega^2 + 1.919 omega^3,0.078 1 + -0.012 theta + -0.571 omega + 0.001 theta^2 + 0.058 theta omega + 0.134 omega^2 + -0.001 theta^2 omega + -0.022 theta omega^2 + 4.101 omega^3,7.7872279080e-02,-1.2424261116e-02,-5.7087786022e-01,6.4926239799e-04,5.8137140467e-02,1.3421443642e-01,-1.1117082685e-05,-1.4893099396e-03,-2.2297602585e-02,4.1014300038e+00
