Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
56500,2025-03-08 21:20:00,0.144504,17.009857,12.028219,0.001 theta + 1.016 omega + 0.070 omega^2 + -0.027 theta omega^2 + -0.831 omega^3,0.002 theta + 0.031 omega + 0.001 theta omega + 0.138 omega^2 + -0.001 theta^2 omega + -0.055 theta omega^2 + -1.612 omega^3,2.5842631766e-04,2.3720052883e-03,3.0936416111e-02,-4.1185825727e-04,1.3279623606e-03,1.3826558062e-01,-1.6466022933e-05,-6.9614262732e-04,-5.4813618244e-02,-1.6115588287e+00
56501,2025-03-08 21:25:00,0.294104,16.201552,11.458114,-0.003 1 + 0.904 omega + -0.496 omega^2 + -0.008 theta omega^2 + -0.253 omega^3,-0.006 1 + -0.192 omega + -1.018 omega^2 + -0.017 theta omega^2 + -0.537 omega^3,-6.1661990684e-03,-3.4952459152e-05,-1.9236579293e-01,-1.4032703126e-05,4.4329981750e-04,-1.0178630932e+00,-3.6921631211e-07,8.8674885024e-05,-1.6668886164e-02,-5.3717268406e-01
56502,2025-03-08 21:30:00,nan,nan,nan,-0.001 1 + -0.001 theta + 1.004 omega + 0.001 theta omega + 0.051 omega^2 + -0.009 theta omega^2 + 0.512 omega^3,-0.003 1 + -0.002 theta + 0.009 omega + 0.002 theta omega + 0.101 omega^2 + -0.019 theta omega^2 + 1.036 omega^3,-2.8517723373e-03,-1.7826130195e-03,8.7882742770e-03,1.8622984515e-04,1.9876484852e-03,1.0064857815e-01,7.3003503760e-07,-4.7482832790e-04,-1.8768168363e-02,1.0359569766e+00
56503,2025-03-08 21:35:00,nan,nan,nan,-0.046 1 + 0.006 theta + 1.257 omega + -0.020 theta omega + -0.662 omega^2 + 0.014 theta omega^2 + 1.215 omega^3,-0.095 1 + 0.012 theta + 0.525 omega + -0.041 theta omega + -1.345 omega^2 + 0.001 theta^2 omega + 0.029 theta omega^2 + 2.481 omega^3,-9.5390588052e-02,1.2100402616e-02,5.2547270610e-01,-4.4333609256e-04,-4.1172669308e-02,-1.3452872724e+00,4.9478431241e-06,7.5482439809e-04,2.9291410905e-02,2.4807467867e+00
56504,2025-03-08 21:40:00,0.198789,5.308900,3.756590,-0.006 1 + -0.004 theta + 0.987 omega + -0.001 theta^2 + -0.008 theta omega + 0.041 omega^2 + -0.001 theta^2 omega + 0.015 theta omega^2 + -0.455 omega^3,-0.012 1 + -0.008 theta + -0.024 omega + -0.001 theta^2 + -0.017 theta omega + 0.087 omega^2 + -0.001 theta^2 omega + 0.033 theta omega^2 + -0.964 omega^3,-1.1985380910e-02,-7.5930023434e-03,-2.3927965175e-02,-1.3471062407e-03,-1.6876856338e-02,8.7283254662e-02,-8.3699989437e-05,-1.1492603280e-03,3.3312308674e-02,-9.6427543245e-01
56505,2025-03-08 21:45:00,0.065104,7.546704,5.336524,-0.009 1 + 1.179 omega + -0.002 theta omega + -0.913 omega^2 + 0.018 theta omega^2 + 1.006 omega^3,-0.019 1 + 0.388 omega + -0.004 theta omega + -1.961 omega^2 + 0.038 theta omega^2 + 2.236 omega^3,-1.9394677782e-02,-3.0006969697e-04,3.8825970457e-01,2.0434345317e-05,-3.9700364898e-03,-1.9612671421e+00,3.0042790421e-07,-2.1403022471e-04,3.8462805465e-02,2.2358251116e+00
56506,2025-03-08 21:50:00,nan,nan,nan,0.013 1 + -0.001 theta + 0.849 omega + 0.014 theta omega + 0.192 omega^2 + -0.010 theta omega^2 + 0.215 omega^3,0.027 1 + -0.002 theta + -0.305 omega + 0.029 theta omega + 0.370 omega^2 + -0.001 theta^2 omega + -0.021 theta omega^2 + 0.470 omega^3,2.6656390673e-02,-2.1013118323e-03,-3.0505159771e-01,4.6169429766e-06,2.9173700553e-02,3.7021511566e-01,1.1843241926e-06,-6.4321335494e-04,-2.0593908735e-02,4.6992914775e-01
56507,2025-03-08 21:55:00,0.138270,5.323815,3.765775,0.001 1 + -0.003 theta + 1.010 omega + 0.001 theta^2 + 0.002 theta omega + 0.248 omega^2 + -0.040 theta omega^2 + -0.370 omega^3,0.002 1 + -0.005 theta + 0.019 omega + 0.001 theta^2 + 0.006 theta omega + 0.492 omega^2 + -0.001 theta^2 omega + -0.079 theta omega^2 + -0.802 omega^3,1.8183369930e-03,-5.1734248919e-03,1.8985320194e-02,1.4647286852e-03,5.8039472567e-03,4.9236364978e-01,-9.5387390230e-05,-6.7055353831e-04,-7.9296174204e-02,-8.0228033197e-01
56508,2025-03-08 22:00:00,0.039657,3.365653,2.380041,-0.001 theta + 1.013 omega + 0.014 theta omega + -0.069 omega^2 + -0.017 theta omega^2 + -0.492 omega^3,-0.002 theta + 0.027 omega + 0.028 theta omega + -0.130 omega^2 + -0.001 theta^2 omega + -0.035 theta omega^2 + -0.975 omega^3,3.6933058819e-04,-2.2514733864e-03,2.7105261536e-02,4.8412018666e-05,2.7780289406e-02,-1.2959721781e-01,1.0708065086e-06,-8.2979790434e-04,-3.4879575649e-02,-9.7452392037e-01
56509,2025-03-08 22:05:00,nan,nan,nan,-0.002 theta + 1.011 omega + 0.017 theta omega + -0.152 omega^2 + -0.056 theta omega^2 + 1.198 omega^3,0.001 1 + -0.004 theta + 0.024 omega + 0.032 theta omega + -0.310 omega^2 + -0.107 theta omega^2 + 2.377 omega^3,8.0113081036e-04,-4.2853830344e-03,2.4223465818e-02,2.1226768849e-04,3.2093210836e-02,-3.0950576309e-01,-3.2418471532e-06,-4.0179476910e-04,-1.0739353769e-01,2.3765315373e+00
56510,2025-03-08 22:10:00,0.272621,35.024713,24.766962,-0.010 1 + 0.002 theta + 0.937 omega + -0.005 theta omega + 1.030 omega^2 + -0.019 theta omega^2 + -2.225 omega^3,-0.020 1 + 0.003 theta + -0.122 omega + -0.010 theta omega + 2.000 omega^2 + -0.038 theta omega^2 + -4.294 omega^3,-2.0199118590e-02,3.3475430221e-03,-1.2200650862e-01,-1.0940742876e-04,-9.7754926236e-03,2.0003304927e+00,6.1794296500e-07,4.4841129225e-04,-3.8473027159e-02,-4.2943431176e+00
56511,2025-03-08 22:15:00,0.025512,2.976994,2.105130,-0.031 1 + 1.512 omega + -0.006 theta omega + -2.428 omega^2 + 0.031 theta omega^2 + 3.160 omega^3,-0.061 1 + 0.988 omega + -0.012 theta omega + -4.582 omega^2 + 0.066 theta omega^2 + 5.686 omega^3,-6.0564882166e-02,-2.6693363127e-05,9.8834036982e-01,4.4375011773e-05,-1.2322436572e-02,-4.5816748335e+00,1.4660299132e-07,-2.6781411114e-04,6.5996871099e-02,5.6856735324e+00
56512,2025-03-08 22:20:00,1.344555,35.847989,25.366180,-0.039 1 + 0.002 theta + 1.430 omega + -0.021 theta omega + -0.811 omega^2 + 0.067 theta omega^2 + -2.090 omega^3,-0.080 1 + 0.003 theta + 0.880 omega + -0.043 theta omega + -1.704 omega^2 + 0.134 theta omega^2 + -4.034 omega^3,-7.9905707670e-02,3.1824708321e-03,8.7988164450e-01,2.9171337246e-05,-4.3241411490e-02,-1.7039193462e+00,-5.7335466870e-07,-1.1924475675e-05,1.3412128974e-01,-4.0344141750e+00
56513,2025-03-08 22:25:00,0.435990,44.595744,31.535460,-0.003 1 + 0.001 theta + 0.996 omega + -0.015 theta omega + 0.966 omega^2 + 0.066 theta omega^2 + -5.373 omega^3,-0.005 1 + 0.002 theta + -0.005 omega + -0.030 theta omega + 1.969 omega^2 + 0.135 theta omega^2 + -11.005 omega^3,-5.3956222073e-03,1.9535510322e-03,-4.9595237872e-03,-2.4244736959e-05,-2.9996720965e-02,1.9690066516e+00,8.1608643326e-07,-1.3304576307e-04,1.3530138903e-01,-1.1005399173e+01
56514,2025-03-08 22:30:00,0.079074,9.307467,6.581610,0.021 1 + -0.002 theta + 0.686 omega + 0.032 theta omega + 1.033 omega^2 + -0.001 theta^2 omega + -0.083 theta omega^2 + 0.450 omega^3,0.042 1 + -0.004 theta + -0.631 omega + 0.065 theta omega + 2.100 omega^2 + -0.001 theta^2 omega + -0.169 theta omega^2 + 0.856 omega^3,4.1675162240e-02,-4.3639228557e-03,-6.3115483152e-01,6.5583809522e-05,6.5274343818e-02,2.0995986607e+00,2.3103940812e-06,-1.4012876668e-03,-1.6884819451e-01,8.5564841570e-01
56515,2025-03-08 22:35:00,0.021476,1.253773,0.886681,-0.063 1 + 0.001 theta + 2.080 omega + -0.013 theta omega + -5.950 omega^2 + 0.042 theta omega^2 + 10.719 omega^3,-0.131 1 + 0.002 theta + 2.233 omega + -0.028 theta omega + -12.283 omega^2 + 0.087 theta omega^2 + 22.079 omega^3,-1.3135865394e-01,1.8898698171e-03,2.2328539287e+00,1.6574870762e-05,-2.7505894002e-02,-1.2283266844e+01,-2.3994978966e-07,-1.2302162366e-05,8.6576531135e-02,2.2078537141e+01
