Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
95000,2025-07-21 00:05:00,nan,nan,nan,0.001 1 + 0.999 omega + 0.009 theta omega + -0.263 omega^2 + 0.002 theta^2 omega + -0.100 theta omega^2 + 1.782 omega^3,0.002 1 + 0.001 omega + 0.017 theta omega + -0.480 omega^2 + 0.004 theta^2 omega + -0.184 theta omega^2 + 2.975 omega^3,1.9020916507e-03,4.2422731147e-04,1.4366756628e-03,-2.6181872489e-04,1.7408554265e-02,-4.7986157280e-01,-6.2392105768e-05,4.2373127102e-03,-1.8361080910e-01,2.9747620064e+00
95001,2025-07-21 00:10:00,nan,nan,nan,0.016 1 + -0.002 theta + 0.767 omega + 0.031 theta omega + 0.695 omega^2 + -0.001 theta^2 omega + -0.077 theta omega^2 + 1.035 omega^3,0.029 1 + -0.004 theta + -0.428 omega + 0.058 theta omega + 1.261 omega^2 + -0.002 theta^2 omega + -0.146 theta omega^2 + 2.099 omega^3,2.8674147241e-02,-4.4664249414e-03,-4.2801773228e-01,1.3432712113e-04,5.8185513000e-02,1.2606132579e+00,1.7164924811e-06,-1.5164476220e-03,-1.4645449100e-01,2.0986443800e+00
95002,2025-07-21 00:15:00,0.059295,4.413466,3.121074,0.031 1 + -0.003 theta + 0.470 omega + 0.042 theta omega + 2.349 omega^2 + -0.158 theta omega^2 + -0.209 omega^3,0.060 1 + -0.006 theta + -1.044 omega + 0.083 theta omega + 4.679 omega^2 + -0.001 theta^2 omega + -0.313 theta omega^2 + -0.514 omega^3,5.9694067462e-02,-5.6708941901e-03,-1.0443275407e+00,1.1144086073e-04,8.2838643905e-02,4.6793056346e+00,-6.9010525306e-08,-8.2580586842e-04,-3.1327305442e-01,-5.1417568664e-01
95003,2025-07-21 00:20:00,0.028606,3.087893,2.183564,-0.036 1 + 0.002 theta + 1.628 omega + -0.030 theta omega + -2.894 omega^2 + 0.097 theta omega^2 + 3.166 omega^3,-0.074 1 + 0.004 theta + 1.300 omega + -0.062 theta omega + -6.130 omega^2 + 0.198 theta omega^2 + 7.254 omega^3,-7.4296472599e-02,3.5006095705e-03,1.2997970904e+00,1.4731398471e-05,-6.1809434198e-02,-6.1302310724e+00,-7.8176851846e-07,3.1466473021e-04,1.9801709441e-01,7.2544994065e+00
95004,2025-07-21 00:25:00,0.014109,0.917306,0.648710,0.007 1 + 0.003 theta + 0.557 omega + -0.021 theta omega + 5.266 omega^2 + 0.001 theta^2 omega + -0.034 theta omega^2 + -16.616 omega^3,0.015 1 + 0.007 theta + -0.924 omega + -0.001 theta^2 + -0.039 theta omega + 10.909 omega^2 + 0.003 theta^2 omega + -0.078 theta omega^2 + -34.330 omega^3,1.4877192204e-02,6.6330212241e-03,-9.2371549630e-01,-5.0553889190e-04,-3.9149171999e-02,1.0908797730e+01,8.6260275702e-06,2.5461997005e-03,-7.7845113557e-02,-3.4329869459e+01
95005,2025-07-21 00:30:00,nan,nan,nan,0.001 1 + 0.001 theta + 0.992 omega + 0.001 theta omega + -0.125 omega^2 + -0.091 theta omega^2 + 1.205 omega^3,0.002 1 + 0.001 theta + -0.014 omega + -0.001 theta^2 + 0.002 theta omega + -0.257 omega^2 + 0.001 theta^2 omega + -0.181 theta omega^2 + 2.310 omega^3,2.1169026717e-03,1.2710137599e-03,-1.3582929475e-02,-6.1800700862e-04,1.7209631814e-03,-2.5685109885e-01,-1.6215904875e-04,5.9483318929e-04,-1.8056628122e-01,2.3100193099e+00
95006,2025-07-21 00:35:00,0.025150,3.939897,2.785985,0.067 1 + 0.001 theta + -0.727 omega + -0.016 theta omega + 14.267 omega^2 + 0.047 theta omega^2 + -37.942 omega^3,0.134 1 + 0.003 theta + -3.470 omega + -0.033 theta omega + 28.809 omega^2 + 0.095 theta omega^2 + -76.852 omega^3,1.3396687907e-01,2.6294955485e-03,-3.4699875669e+00,-1.5103136324e-05,-3.3334196265e-02,2.8808929775e+01,9.3948535249e-10,1.3112858125e-04,9.5367330985e-02,-7.6851990618e+01
95007,2025-07-21 00:40:00,0.687614,64.293993,45.465318,-0.063 1 + 0.006 theta + 1.331 omega + -0.051 theta omega + 2.663 omega^2 + 0.001 theta^2 omega + 0.086 theta omega^2 + -14.376 omega^3,-0.128 1 + 0.013 theta + 0.705 omega + -0.103 theta omega + 5.149 omega^2 + 0.001 theta^2 omega + 0.177 theta omega^2 + -28.556 omega^3,-1.2839286802e-01,1.2519700827e-02,7.0497854315e-01,-2.7924643151e-04,-1.0317631008e-01,5.1491097719e+00,1.9935889428e-06,1.2551843188e-03,1.7726756096e-01,-2.8555756711e+01
95008,2025-07-21 00:45:00,0.006546,0.196726,0.139183,-0.001 1 + 0.991 omega + -0.003 theta omega + -0.130 omega^2 + 0.005 theta omega^2 + -1.320 omega^3,-0.002 1 + -0.001 theta + -0.015 omega + -0.006 theta omega + -0.313 omega^2 + 0.007 theta omega^2 + -2.693 omega^3,-1.5052356410e-03,-5.4144299067e-04,-1.5392166696e-02,-1.8154040284e-05,-5.7362733658e-03,-3.1284978290e-01,-2.5395736299e-07,-2.3617582276e-04,7.2041554265e-03,-2.6932705669e+00
95009,2025-07-21 00:50:00,0.047363,4.330789,3.062514,-0.002 1 + -0.001 theta + 1.084 omega + 0.013 theta omega + -0.789 omega^2 + 0.001 theta omega^2 + 0.565 omega^3,-0.003 1 + -0.002 theta + 0.173 omega + 0.026 theta omega + -1.621 omega^2 + -0.001 theta^2 omega + -0.001 theta omega^2 + 1.381 omega^3,-3.3047328637e-03,-1.8254552387e-03,1.7326059217e-01,-1.9755605846e-05,2.5956528301e-02,-1.6208160859e+00,1.8301095572e-06,-6.2978287441e-04,-1.0287570204e-03,1.3812276354e+00
