Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
73000,2025-05-05 12:00:00,nan,nan,nan,0.001 1 + -0.001 theta + 0.988 omega + 0.011 theta omega + -0.137 omega^2 + 0.001 theta^2 omega + -0.022 theta omega^2 + 1.341 omega^3,0.003 1 + -0.002 theta + -0.024 omega + 0.023 theta omega + -0.278 omega^2 + 0.002 theta^2 omega + -0.043 theta omega^2 + 2.647 omega^3,2.6555875537e-03,-1.8740296503e-03,-2.3647678545e-02,-4.5384746171e-04,2.2844967097e-02,-2.7824610263e-01,-2.3850987901e-05,2.0685851796e-03,-4.3025461765e-02,2.6466853825e+00
73001,2025-05-05 12:05:00,0.033722,1.306190,0.923924,0.998 omega + 0.004 theta omega + 0.044 omega^2 + -0.026 theta omega^2 + 0.419 omega^3,-0.005 omega + 0.008 theta omega + 0.088 omega^2 + -0.001 theta^2 omega + -0.057 theta omega^2 + 0.937 omega^3,1.5479154551e-04,-3.9537878707e-04,-4.6501474896e-03,1.0078102435e-04,7.8859672515e-03,8.7887355549e-02,-5.1951134502e-06,-8.0333140735e-04,-5.6540347873e-02,9.3677614687e-01
73002,2025-05-05 12:10:00,0.097666,4.390519,3.105334,-0.003 1 + -0.001 theta + 0.998 omega + 0.002 theta omega + -0.018 omega^2 + 0.006 theta omega^2 + -0.805 omega^3,-0.006 1 + -0.003 theta + 0.001 omega + 0.004 theta omega + -0.015 omega^2 + 0.014 theta omega^2 + -1.726 omega^3,-5.6742321384e-03,-2.8825101519e-03,1.3105272250e-03,-4.4484229610e-04,3.7963783764e-03,-1.5387335284e-02,-2.0432142459e-05,3.7419384288e-04,1.4367097849e-02,-1.7258166664e+00
73003,2025-05-05 12:15:00,nan,nan,nan,-0.006 1 + 0.002 theta + 1.016 omega + 0.001 theta^2 + 0.002 theta omega + 0.528 omega^2 + 0.055 theta omega^2 + 0.078 omega^3,-0.012 1 + 0.004 theta + 0.034 omega + 0.001 theta^2 + 0.005 theta omega + 1.033 omega^2 + 0.110 theta omega^2 + -0.036 omega^3,-1.1629415146e-02,3.8808110581e-03,3.4002735849e-02,1.1558985685e-03,4.7263133370e-03,1.0331029923e+00,6.1538831612e-05,1.1907760444e-04,1.0971162525e-01,-3.5829856916e-02
73004,2025-05-05 12:20:00,0.050099,1.475799,1.044149,-0.003 1 + -0.002 theta + 0.925 omega + -0.040 theta omega + -0.427 omega^2 + -0.004 theta^2 omega + -0.094 theta omega^2 + -3.023 omega^3,-0.005 1 + -0.003 theta + -0.142 omega + -0.001 theta^2 + -0.075 theta omega + -0.884 omega^2 + -0.008 theta^2 omega + -0.192 theta omega^2 + -5.437 omega^3,-4.7474316437e-03,-2.9007671871e-03,-1.4175199296e-01,-6.6647055430e-04,-7.5011138835e-02,-8.8358707087e-01,-5.8117978887e-05,-7.8178741830e-03,-1.9155213483e-01,-5.4368150075e+00
73005,2025-05-05 12:25:00,0.169870,9.135580,6.460947,-0.002 1 + -0.003 theta + 1.012 omega + 0.001 theta omega + 0.006 omega^2 + -0.003 theta^2 omega + 0.140 theta omega^2 + -0.745 omega^3,-0.003 1 + -0.005 theta + 0.027 omega + -0.001 theta^2 + 0.003 theta omega + 0.027 omega^2 + -0.006 theta^2 omega + 0.276 theta omega^2 + -1.444 omega^3,-3.2805037601e-03,-5.0083321817e-03,2.7229942573e-02,-5.1317120288e-04,2.7669163004e-03,2.6783212349e-02,2.2288764833e-05,-5.9766965803e-03,2.7601312891e-01,-1.4436052999e+00
73006,2025-05-05 12:30:00,0.090424,5.981345,4.229933,-0.022 1 + 0.001 theta + 0.509 omega + -0.025 theta omega + -1.940 omega^2 + -0.100 theta omega^2 + -0.303 omega^3,-0.043 1 + 0.001 theta + -0.966 omega + -0.049 theta omega + -3.854 omega^2 + -0.200 theta omega^2 + -0.636 omega^3,-4.2893967714e-02,1.3957047800e-03,-9.6574897002e-01,2.9321685605e-04,-4.9040009407e-02,-3.8542703694e+00,6.0519209438e-06,-3.5579270853e-05,-1.9974668723e-01,-6.3554847720e-01
73007,2025-05-05 12:35:00,0.090274,3.833273,2.711285,-0.001 1 + -0.001 theta + 1.008 omega + -0.005 theta omega + 0.297 omega^2 + -0.011 theta omega^2 + -0.862 omega^3,-0.002 1 + -0.002 theta + 0.018 omega + -0.011 theta omega + 0.589 omega^2 + 0.001 theta^2 omega + -0.022 theta omega^2 + -1.711 omega^3,-2.4920787041e-03,-1.6752366930e-03,1.7753297901e-02,3.9796589720e-04,-1.0957322686e-02,5.8862610776e-01,-2.0776745066e-05,7.1806759012e-04,-2.1769621201e-02,-1.7111910504e+00
73008,2025-05-05 12:40:00,nan,nan,nan,0.001 1 + 0.001 theta + 1.024 omega + 0.008 theta omega + 0.121 omega^2 + 0.014 theta omega^2 + 0.274 omega^3,0.002 1 + 0.001 theta + 0.052 omega + 0.015 theta omega + 0.233 omega^2 + 0.001 theta^2 omega + 0.026 theta omega^2 + 0.466 omega^3,2.4803686028e-03,1.2269114907e-03,5.2119506445e-02,8.2858719929e-05,1.5417193117e-02,2.3313799072e-01,-1.8444005820e-06,9.3115832001e-04,2.6471431264e-02,4.6637815991e-01
73009,2025-05-05 12:45:00,nan,nan,nan,-0.001 1 + -0.002 theta + 1.013 omega + 0.021 theta omega + -0.399 omega^2 + 0.001 theta^2 omega + -0.022 theta omega^2 + 1.344 omega^3,-0.002 1 + -0.005 theta + 0.028 omega + -0.001 theta^2 + 0.042 theta omega + -0.780 omega^2 + 0.002 theta^2 omega + -0.043 theta omega^2 + 2.693 omega^3,-2.0886579396e-03,-4.8696035538e-03,2.8388282852e-02,-6.2919111470e-04,4.1891065594e-02,-7.8019249971e-01,-1.9062399725e-05,1.8803585302e-03,-4.3162355528e-02,2.6929483898e+00
