Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
84000,2025-06-12 17:35:00,nan,nan,nan,-0.001 theta + 1.088 omega + -0.016 theta omega + 1.551 omega^2 + -0.056 theta omega^2 + 6.623 omega^3,-0.002 theta + 0.179 omega + -0.032 theta omega + 3.128 omega^2 + -0.001 theta^2 omega + -0.117 theta omega^2 + 13.455 omega^3,-6.9782991289e-05,-1.7377662041e-03,1.7859114640e-01,-2.5613862164e-05,-3.2089770334e-02,3.1277916451e+00,5.6119677298e-07,-5.5096269923e-04,-1.1687535496e-01,1.3455065194e+01
84001,2025-06-12 17:40:00,0.038277,2.347180,1.659927,0.001 1 + -0.001 theta + 1.033 omega + 0.003 theta omega + -0.105 omega^2 + 0.004 theta omega^2 + -0.564 omega^3,0.001 1 + -0.002 theta + 0.065 omega + 0.006 theta omega + -0.186 omega^2 + 0.009 theta omega^2 + -1.210 omega^3,1.2403037489e-03,-1.5671119362e-03,6.4631717318e-02,7.4827484575e-05,5.6563719278e-03,-1.8558111837e-01,-3.5973476674e-07,-3.4247069748e-04,9.3285172831e-03,-1.2101591412e+00
84002,2025-06-12 17:45:00,0.026549,2.258126,1.596846,0.974 omega + 0.007 theta omega + -0.144 omega^2 + -0.056 theta omega^2 + 2.516 omega^3,0.001 1 + -0.053 omega + 0.015 theta omega + -0.318 omega^2 + -0.117 theta omega^2 + 5.262 omega^3,5.0298748352e-04,2.2966022921e-04,-5.3237462166e-02,-7.1670292721e-05,1.5321805639e-02,-3.1840405897e-01,2.7944287758e-07,4.2724744466e-04,-1.1707280874e-01,5.2615655689e+00
84003,2025-06-12 17:50:00,0.109265,8.202681,5.800686,0.011 1 + -0.002 theta + 1.034 omega + -0.001 theta^2 + -0.006 theta omega + -0.649 omega^2 + -0.001 theta^2 omega + -0.031 theta omega^2 + -1.372 omega^3,0.023 1 + -0.005 theta + 0.067 omega + -0.001 theta^2 + -0.011 theta omega + -1.299 omega^2 + -0.002 theta^2 omega + -0.063 theta omega^2 + -2.696 omega^3,2.2846270481e-02,-4.7883243122e-03,6.6817884897e-02,-1.0092095397e-03,-1.1108425389e-02,-1.2992472878e+00,-3.1473522656e-05,-2.3050897708e-03,-6.2958645214e-02,-2.6962597040e+00
84004,2025-06-12 17:55:00,0.058674,2.309022,1.633252,-0.001 1 + -0.001 theta + 1.040 omega + 0.002 theta omega + -0.066 omega^2 + 0.002 theta omega^2 + -0.681 omega^3,-0.002 1 + -0.002 theta + 0.092 omega + 0.003 theta omega + -0.179 omega^2 + 0.005 theta omega^2 + -1.175 omega^3,-1.8017572229e-03,-2.2996560677e-03,9.1768693730e-02,3.4725960594e-04,3.3414654433e-03,-1.7850458149e-01,-1.1680081476e-05,-4.6029404154e-04,4.5806222448e-03,-1.1753625312e+00
84005,2025-06-12 18:00:00,0.034304,1.412617,0.999165,-0.001 1 + 0.971 omega + 0.003 theta omega + 0.282 omega^2 + 0.001 theta^2 omega + 0.071 theta omega^2 + 4.334 omega^3,-0.001 1 + 0.001 theta + -0.054 omega + 0.008 theta omega + 0.552 omega^2 + 0.003 theta^2 omega + 0.149 theta omega^2 + 9.367 omega^3,-1.2071061859e-03,9.8615350172e-04,-5.4071505139e-02,2.6200869439e-04,8.3456721920e-03,5.5152956210e-01,-2.3549580673e-06,3.1864826464e-03,1.4889974043e-01,9.3669781319e+00
84006,2025-06-12 18:05:00,0.007557,0.331193,0.234250,0.001 1 + 1.005 omega + 0.005 theta omega + -0.155 omega^2 + -0.001 theta^2 omega + 0.028 theta omega^2 + -0.674 omega^3,0.003 1 + 0.008 omega + 0.011 theta omega + -0.314 omega^2 + -0.001 theta^2 omega + 0.056 theta omega^2 + -1.291 omega^3,3.0576836921e-03,2.9720020688e-04,7.6449633408e-03,-1.7066386392e-04,1.0774831697e-02,-3.1427748312e-01,2.6961277809e-06,-1.3213720158e-03,5.6309165078e-02,-1.2912316418e+00
84007,2025-06-12 18:10:00,0.032215,3.434726,2.428825,-0.001 1 + -0.001 theta + 0.996 omega + -0.007 omega^2 + 0.004 theta omega^2,-0.002 1 + -0.001 theta + -0.010 omega + -0.004 omega^2 + 0.008 theta omega^2 + 0.072 omega^3,-2.1903913886e-03,-1.0180493224e-03,-9.7397953393e-03,-7.0914132188e-05,-2.4164930539e-04,-4.3896730056e-03,-1.6913624282e-06,3.3941070532e-05,7.7075158533e-03,7.2337626049e-02
84008,2025-06-12 18:15:00,0.028871,1.975067,1.396733,0.037 1 + -0.003 theta + 0.223 omega + 0.062 theta omega + 3.861 omega^2 + -0.001 theta^2 omega + -0.183 theta omega^2 + -2.689 omega^3,0.071 1 + -0.006 theta + -1.513 omega + 0.122 theta omega + 7.479 omega^2 + -0.002 theta^2 omega + -0.358 theta omega^2 + -4.884 omega^3,7.1447611285e-02,-6.4492807431e-03,-1.5134138754e+00,1.1844712002e-04,1.2198263662e-01,7.4785722830e+00,1.2733263031e-06,-2.3585791834e-03,-3.5838105324e-01,-4.8835439174e+00
84009,2025-06-12 18:20:00,0.021357,0.819984,0.580013,0.004 1 + 0.874 omega + 1.189 omega^2 + 0.007 theta omega^2 + -3.801 omega^3,0.008 1 + -0.228 omega + 2.149 omega^2 + 0.012 theta omega^2 + -6.862 omega^3,7.7086149221e-03,-1.8525444637e-05,-2.2812410190e-01,7.4544960043e-06,-4.4664859755e-04,2.1488809841e+00,-2.8900131038e-08,-7.9352090319e-05,1.2333730331e-02,-6.8623973739e+00
84010,2025-06-12 18:25:00,nan,nan,nan,-0.062 1 + 0.009 theta + 1.777 omega + -0.080 theta omega + -3.449 omega^2 + 0.002 theta^2 omega + 0.155 theta omega^2 + 6.265 omega^3,-0.123 1 + 0.018 theta + 1.547 omega + -0.001 theta^2 + -0.158 theta omega + -6.934 omega^2 + 0.004 theta^2 omega + 0.310 theta omega^2 + 12.707 omega^3,-1.2265929368e-01,1.8212337026e-02,1.5469879281e+00,-8.3721076001e-04,-1.5804920531e-01,-6.9339487321e+00,1.1882119449e-05,3.9607548415e-03,3.1019870045e-01,1.2706826658e+01
84011,2025-06-12 18:30:00,nan,nan,nan,-0.018 1 + 0.003 theta + 1.274 omega + -0.054 theta omega + -0.910 omega^2 + 0.001 theta^2 omega + 0.045 theta omega^2 + 5.928 omega^3,-0.035 1 + 0.006 theta + 0.548 omega + -0.108 theta omega + -1.821 omega^2 + 0.002 theta^2 omega + 0.093 theta omega^2 + 11.647 omega^3,-3.4981337965e-02,6.2011770526e-03,5.4818898847e-01,1.4487342227e-04,-1.0786274237e-01,-1.8208608840e+00,-7.6001503407e-06,1.9114406407e-03,9.3031878483e-02,1.1646742957e+01
84012,2025-06-12 18:35:00,0.049467,2.581201,1.825520,-0.007 1 + -0.001 theta + 1.079 omega + -0.001 theta omega + 0.155 omega^2 + -0.004 theta omega^2 + -1.330 omega^3,-0.014 1 + -0.001 theta + 0.154 omega + -0.001 theta omega + 0.324 omega^2 + -0.008 theta omega^2 + -2.655 omega^3,-1.3594662244e-02,-1.4938245075e-03,1.5428056845e-01,1.3058430275e-04,-8.9112800758e-04,3.2394766954e-01,-2.2957737992e-06,-7.5769284986e-05,-8.3873391881e-03,-2.6547012480e+00
84013,2025-06-12 18:40:00,0.304416,10.333981,7.310398,0.037 1 + 0.002 theta + 1.146 omega + 0.008 theta omega + -0.097 omega^2 + 0.004 theta omega^2 + -0.548 omega^3,0.066 1 + 0.004 theta + 0.222 omega + 0.014 theta omega + -0.409 omega^2 + 0.004 theta omega^2 + -1.309 omega^3,6.5770415465e-02,3.8321575992e-03,2.2248431036e-01,6.6612776982e-05,1.4109587691e-02,-4.0922430543e-01,3.1844454844e-07,1.6722484081e-04,4.3692172013e-03,-1.3086587065e+00
