Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
19000,2024-10-24 23:45:00,nan,nan,nan,-0.013 1 + 0.003 theta + 1.195 omega + -0.034 theta omega + -0.722 omega^2 + 0.001 theta^2 omega + 0.049 theta omega^2 + 1.434 omega^3,-0.026 1 + 0.006 theta + 0.381 omega + -0.066 theta omega + -1.389 omega^2 + 0.003 theta^2 omega + 0.095 theta omega^2 + 2.782 omega^3,-2.6477468641e-02,5.5064383729e-03,3.8133290802e-01,-2.1947419862e-04,-6.6452036999e-02,-1.3891482215e+00,-2.5294718444e-06,2.6425445071e-03,9.4741832590e-02,2.7823151360e+00
19001,2024-10-24 23:50:00,nan,nan,nan,-0.037 1 + 0.011 theta + 1.219 omega + -0.001 theta^2 + -0.060 theta omega + -0.543 omega^2 + 0.003 theta^2 omega + 0.045 theta omega^2 + 2.432 omega^3,-0.072 1 + 0.022 theta + 0.427 omega + -0.002 theta^2 + -0.117 theta omega + -1.056 omega^2 + 0.006 theta^2 omega + 0.089 theta omega^2 + 4.817 omega^3,-7.2251147513e-02,2.2277095744e-02,4.2695472977e-01,-1.8255831994e-03,-1.1671455765e-01,-1.0558880841e+00,4.1768898485e-05,6.1193874681e-03,8.8534317330e-02,4.8173719507e+00
19002,2024-10-24 23:55:00,nan,nan,nan,1.001 omega + 0.001 theta omega + -0.102 omega^2 + 0.001 theta^2 omega + -0.071 theta omega^2 + 2.739 omega^3,-0.001 theta + 0.001 omega + 0.001 theta omega + -0.183 omega^2 + 0.001 theta^2 omega + -0.138 theta omega^2 + 5.442 omega^3,-1.2267152342e-04,-7.7617142168e-04,5.7661366231e-04,8.5153348656e-05,8.5774104056e-04,-1.8273952615e-01,-4.6260342034e-06,1.0961093719e-03,-1.3767205615e-01,5.4422453679e+00
19003,2024-10-25 00:00:00,nan,nan,nan,-0.079 1 + 0.007 theta + 1.674 omega + -0.039 theta omega + -2.119 omega^2 + 0.001 theta^2 omega + 0.043 theta omega^2 + 2.984 omega^3,-0.156 1 + 0.014 theta + 1.338 omega + -0.077 theta omega + -4.212 omega^2 + 0.001 theta^2 omega + 0.085 theta omega^2 + 6.020 omega^3,-1.5636586558e-01,1.4105465111e-02,1.3376137529e+00,-3.4100460261e-04,-7.7044452768e-02,-4.2122384208e+00,2.0878381389e-06,1.0887187073e-03,8.5342000960e-02,6.0203201250e+00
19004,2024-10-25 00:05:00,nan,nan,nan,0.007 1 + 0.002 theta + 1.110 omega + 0.012 theta omega + 0.472 omega^2 + 0.021 theta omega^2 + 0.037 omega^3,0.013 1 + 0.003 theta + 0.207 omega + 0.022 theta omega + 0.862 omega^2 + 0.001 theta^2 omega + 0.037 theta omega^2 + -0.078 omega^3,1.3104802014e-02,3.1753916950e-03,2.0722667706e-01,3.7938926337e-05,2.1697169534e-02,8.6242306063e-01,-7.2717298119e-06,5.2958371958e-04,3.7158766164e-02,-7.7716105619e-02
19005,2024-10-25 00:10:00,nan,nan,nan,-0.001 1 + 0.993 omega + 0.018 theta omega + -0.052 omega^2 + 0.010 theta^2 omega + -0.184 theta omega^2 + 1.237 omega^3,-0.002 1 + -0.012 omega + 0.035 theta omega + -0.111 omega^2 + -0.001 theta^3 + 0.020 theta^2 omega + -0.365 theta omega^2 + 2.366 omega^3,-1.6485994166e-03,3.9509682752e-04,-1.1852495787e-02,-1.3060148919e-04,3.5088159216e-02,-1.1106921390e-01,-6.1407896935e-04,1.9769982633e-02,-3.6495607799e-01,2.3660415711e+00
19006,2024-10-25 00:15:00,nan,nan,nan,-0.002 1 + 0.994 omega + -0.001 theta omega + 0.136 omega^2 + -0.011 theta omega^2 + 0.093 omega^3,-0.005 1 + 0.001 theta + -0.013 omega + -0.002 theta omega + 0.265 omega^2 + -0.022 theta omega^2 + 0.281 omega^3,-4.6536276956e-03,7.0246539040e-04,-1.3482726603e-02,1.4592776606e-04,-2.1104879661e-03,2.6525171350e-01,-1.6375297062e-05,1.5384769678e-04,-2.2463363839e-02,2.8063420180e-01
19007,2024-10-25 00:20:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.068 omega + -0.008 theta omega + -0.434 omega^2 + 0.031 theta omega^2 + 0.487 omega^3,0.001 1 + -0.002 theta + 0.139 omega + -0.016 theta omega + -0.850 omega^2 + 0.060 theta omega^2 + 0.798 omega^3,9.6222950783e-04,-1.7986740080e-03,1.3897685485e-01,2.4128983764e-04,-1.5950237438e-02,-8.5003646140e-01,-8.3749764574e-06,4.4767354126e-04,6.0141350781e-02,7.9782244769e-01
19008,2024-10-25 00:25:00,0.050705,3.105761,2.196398,0.002 1 + -0.001 theta + 0.997 omega + -0.004 theta omega + -0.247 omega^2 + -0.020 theta omega^2 + -0.771 omega^3,0.004 1 + -0.002 theta + -0.010 omega + -0.009 theta omega + -0.558 omega^2 + -0.001 theta^2 omega + -0.047 theta omega^2 + -1.680 omega^3,4.1140858239e-03,-1.7963461952e-03,-9.7593250988e-03,-4.5119321575e-04,-9.0376898060e-03,-5.5797832557e-01,-2.2474936229e-05,-5.8426511245e-04,-4.6582547956e-02,-1.6795551837e+00
19009,2024-10-25 00:30:00,0.053568,1.362492,0.964172,-0.001 1 + -0.001 theta + 1.002 omega + 0.007 theta omega + -0.143 omega^2 + 0.001 theta^2 omega + -0.017 theta omega^2 + 0.281 omega^3,-0.001 1 + -0.001 theta + 0.004 omega + 0.013 theta omega + -0.272 omega^2 + 0.002 theta^2 omega + -0.031 theta omega^2 + 0.637 omega^3,-1.4346249990e-03,-1.1570815142e-03,4.2226334378e-03,-1.1156243755e-04,1.2825400642e-02,-2.7218925146e-01,-5.7897821018e-05,1.9747765841e-03,-3.0700641401e-02,6.3699600757e-01
19010,2024-10-25 00:35:00,nan,nan,nan,0.002 1 + -0.002 theta + 1.004 omega + -0.001 theta^2 + 0.004 theta omega + -0.141 omega^2 + -0.033 theta omega^2 + 0.594 omega^3,0.003 1 + -0.003 theta + 0.010 omega + -0.001 theta^2 + 0.007 theta omega + -0.258 omega^2 + -0.062 theta omega^2 + 1.114 omega^3,2.9574056956e-03,-3.0122558436e-03,1.0331514709e-02,-1.0112075116e-03,7.0960991215e-03,-2.5809163425e-01,-6.2544245875e-05,4.4574158963e-04,-6.2316005147e-02,1.1135749266e+00
19011,2024-10-25 00:40:00,nan,nan,nan,-0.002 1 + -0.001 theta + 1.006 omega + -0.002 theta omega + 0.127 omega^2 + -0.005 theta omega^2 + 0.741 omega^3,-0.004 1 + -0.002 theta + 0.014 omega + -0.005 theta omega + 0.244 omega^2 + -0.009 theta omega^2 + 1.398 omega^3,-3.5562186629e-03,-2.1352796408e-03,1.4241216557e-02,-1.3842634626e-04,-4.5207891994e-03,2.4394539996e-01,-2.0232534474e-06,-1.7226683456e-04,-8.6868337852e-03,1.3979574999e+00
19012,2024-10-25 00:45:00,nan,nan,nan,0.046 1 + 0.007 theta + 1.439 omega + 0.043 theta omega + 1.446 omega^2 + 0.001 theta^2 omega + 0.039 theta omega^2 + 3.515 omega^3,0.093 1 + 0.014 theta + 0.893 omega + 0.001 theta^2 + 0.089 theta omega + 2.948 omega^2 + 0.002 theta^2 omega + 0.078 theta omega^2 + 7.298 omega^3,9.3147467335e-02,1.4278695694e-02,8.9271142284e-01,6.3464461669e-04,8.8770526403e-02,2.9475914668e+00,8.6580426680e-06,2.0371553180e-03,7.7822519381e-02,7.2978889626e+00
19013,2024-10-25 00:50:00,1.883772,98.044315,69.340595,0.001 1 + 1.023 omega + 0.020 theta omega + -0.538 omega^2 + 0.002 theta^2 omega + -0.020 theta omega^2 + -1.602 omega^3,0.001 1 + 0.050 omega + 0.041 theta omega + -1.071 omega^2 + 0.003 theta^2 omega + -0.041 theta omega^2 + -3.154 omega^3,1.1340602478e-03,2.2064487289e-04,4.9710214008e-02,-2.4138332444e-04,4.0996066626e-02,-1.0707531796e+00,-2.1662888636e-05,3.0479746286e-03,-4.1454848913e-02,-3.1535338783e+00
19014,2024-10-25 00:55:00,0.093352,3.109850,2.199987,-0.052 1 + -0.015 theta + 0.589 omega + -0.001 theta^2 + -0.073 theta omega + -1.046 omega^2 + -0.003 theta^2 omega + -0.072 theta omega^2 + -2.638 omega^3,-0.104 1 + -0.030 theta + -0.826 omega + -0.003 theta^2 + -0.147 theta omega + -2.123 omega^2 + -0.006 theta^2 omega + -0.146 theta omega^2 + -5.317 omega^3,-1.0351531206e-01,-3.0234667339e-02,-8.2598577267e-01,-2.8882384734e-03,-1.4687898983e-01,-2.1226904446e+00,-8.9731857271e-05,-6.1381560564e-03,-1.4617261803e-01,-5.3165972812e+00
19015,2024-10-25 01:00:00,nan,nan,nan,0.115 1 + 0.001 theta + 2.492 omega + 0.004 theta omega + 6.784 omega^2 + -0.004 theta omega^2 + 10.696 omega^3,0.231 1 + 0.002 theta + 3.004 omega + 0.009 theta omega + 13.633 omega^2 + -0.006 theta omega^2 + 21.455 omega^3,2.3110208414e-01,2.2427192494e-03,3.0039910800e+00,3.5450720061e-05,8.5018879098e-03,1.3632940707e+01,9.8379454310e-08,1.2844284469e-04,-6.1122389492e-03,2.1455466426e+01
19016,2024-10-25 01:05:00,0.062365,6.149508,4.348582,0.041 1 + 1.542 omega + 0.008 theta omega + 1.874 omega^2 + -0.001 theta^2 omega + 0.065 theta omega^2 + 0.196 omega^3,0.083 1 + 0.001 theta + 1.101 omega + 0.016 theta omega + 3.841 omega^2 + -0.001 theta^2 omega + 0.130 theta omega^2 + 0.574 omega^3,8.3218836932e-02,9.0110022470e-04,1.1013019607e+00,-2.6339870259e-05,1.5879345263e-02,3.8414303947e+00,2.5191706362e-06,-9.9363249686e-04,1.3048577852e-01,5.7441906974e-01
19017,2024-10-25 01:10:00,0.088058,13.560409,9.588859,-0.005 1 + 0.001 theta + 0.806 omega + -0.002 theta omega + -0.850 omega^2 + -0.024 theta omega^2 + 0.125 omega^3,-0.009 1 + 0.002 theta + -0.356 omega + -0.004 theta omega + -1.557 omega^2 + -0.046 theta omega^2 + 0.465 omega^3,-8.5428545100e-03,1.5630334772e-03,-3.5588622727e-01,6.0567872150e-05,-3.6956120913e-03,-1.5566853115e+00,4.4910923328e-07,1.2790014321e-04,-4.6271216110e-02,4.6518543678e-01
19018,2024-10-25 01:15:00,0.057636,6.110700,4.321109,-0.007 1 + -0.001 theta + 0.949 omega + -0.008 theta omega + 0.233 omega^2 + -0.014 theta omega^2 + 1.682 omega^3,-0.014 1 + -0.002 theta + -0.101 omega + -0.016 theta omega + 0.474 omega^2 + -0.030 theta omega^2 + 3.371 omega^3,-1.4483443485e-02,-2.0544100599e-03,-1.0126102515e-01,-7.5664468113e-05,-1.5745879317e-02,4.7377136194e-01,-8.9499874781e-07,-2.5816285699e-04,-2.9683170470e-02,3.3707396954e+00
19019,2024-10-25 01:20:00,0.144676,4.183428,2.959899,0.001 1 + -0.001 theta + 1.005 omega + -0.003 theta omega + -0.075 omega^2 + 0.001 theta^2 omega + 0.038 theta omega^2 + -0.477 omega^3,0.002 1 + -0.002 theta + 0.014 omega + -0.007 theta omega + -0.141 omega^2 + 0.002 theta^2 omega + 0.075 theta omega^2 + -1.113 omega^3,2.3092206713e-03,-1.6918781956e-03,1.3974922877e-02,8.1078168359e-05,-6.6641914077e-03,-1.4053439724e-01,-1.0725136201e-05,2.1244476401e-03,7.4655800286e-02,-1.1134052533e+00
19020,2024-10-25 01:25:00,4.114139,17.923930,13.003719,0.036 1 + 0.003 theta + 1.325 omega + 0.026 theta omega + 0.560 omega^2 + 0.040 theta omega^2 + -0.145 omega^3,0.072 1 + 0.006 theta + 0.654 omega + 0.052 theta omega + 1.158 omega^2 + 0.001 theta^2 omega + 0.079 theta omega^2 + -0.183 omega^3,7.1834570188e-02,5.7747103448e-03,6.5414393481e-01,3.8922593968e-05,5.2389635497e-02,1.1583161269e+00,-9.8595854811e-07,5.3713758649e-04,7.8867579898e-02,-1.8345534066e-01
19021,2024-10-25 01:30:00,nan,nan,nan,0.007 1 + 0.002 theta + 0.995 omega + 0.016 theta omega + -0.668 omega^2 + 0.003 theta^2 omega + -0.159 theta omega^2 + 1.218 omega^3,0.014 1 + 0.004 theta + -0.009 omega + 0.031 theta omega + -1.301 omega^2 + 0.005 theta^2 omega + -0.312 theta omega^2 + 2.444 omega^3,1.3554272118e-02,3.9522587364e-03,-9.2944752896e-03,-3.7358670342e-04,3.0584007078e-02,-1.3008042473e+00,-1.1477419008e-04,5.3402853872e-03,-3.1231966661e-01,2.4436132777e+00
19022,2024-10-25 01:35:00,0.149855,24.089121,17.033910,0.005 1 + -0.007 theta + 0.963 omega + 0.001 theta^2 + 0.068 theta omega + 0.267 omega^2 + -0.013 theta^2 omega + 0.109 theta omega^2 + -5.024 omega^3,0.010 1 + -0.014 theta + -0.073 omega + 0.002 theta^2 + 0.138 theta omega + 0.537 omega^2 + -0.027 theta^2 omega + 0.222 theta omega^2 + -10.219 omega^3,9.5822833680e-03,-1.3842849863e-02,-7.2610724629e-02,2.2694544655e-03,1.3779080635e-01,5.3721752957e-01,7.2734182502e-05,-2.7304348263e-02,2.2199016746e-01,-1.0219124607e+01
19023,2024-10-25 01:40:00,0.372421,17.181196,12.151794,0.001 1 + 0.001 theta + 1.015 omega + -0.005 theta omega + 0.089 omega^2 + -0.019 theta omega^2 + -0.228 omega^3,0.001 1 + 0.002 theta + 0.030 omega + -0.010 theta omega + 0.178 omega^2 + 0.001 theta^2 omega + -0.038 theta omega^2 + -0.483 omega^3,1.2838290048e-03,1.6962713298e-03,3.0225734151e-02,-2.5571476023e-04,-9.9617875291e-03,1.7805585332e-01,7.4477286819e-06,9.0214748728e-04,-3.7660024910e-02,-4.8336955669e-01
19024,2024-10-25 01:45:00,nan,nan,nan,0.003 1 + 1.020 omega + -0.006 theta omega + -0.235 omega^2 + 0.001 theta^2 omega + 0.031 theta omega^2 + 0.158 omega^3,0.005 1 + 0.043 omega + -0.012 theta omega + -0.493 omega^2 + 0.001 theta^2 omega + 0.065 theta omega^2 + 0.393 omega^3,4.9763835866e-03,1.7205078477e-05,4.3066398034e-02,-2.4092744316e-04,-1.2243969233e-02,-4.9285087034e-01,1.1749373307e-05,1.0740761428e-03,6.4932239243e-02,3.9257562277e-01
19025,2024-10-25 01:50:00,0.103561,4.924748,3.483093,0.011 1 + -0.003 theta + 0.979 omega + 0.003 theta omega + -0.085 omega^2 + 0.011 theta omega^2 + -0.078 omega^3,0.020 1 + -0.005 theta + -0.032 omega + 0.004 theta omega + -0.195 omega^2 + 0.024 theta omega^2 + -0.108 omega^3,1.9658286252e-02,-5.3883150075e-03,-3.1931510690e-02,4.6470461455e-04,4.3914657453e-03,-1.9535406262e-01,-1.3268067560e-05,-1.4878982994e-04,2.4491880469e-02,-1.0839721582e-01
19026,2024-10-25 01:55:00,0.030634,2.245242,1.587774,0.008 1 + 0.002 theta + 1.081 omega + 0.022 theta omega + 0.406 omega^2 + 0.001 theta^2 omega + 0.012 theta omega^2 + 2.836 omega^3,0.016 1 + 0.005 theta + 0.164 omega + 0.044 theta omega + 0.795 omega^2 + 0.001 theta^2 omega + 0.024 theta omega^2 + 5.548 omega^3,1.5582024599e-02,4.8310089722e-03,1.6352013603e-01,1.2494737094e-04,4.3875820799e-02,7.9463189570e-01,-2.4679644392e-08,1.0426696734e-03,2.4035476855e-02,5.5483194400e+00
19027,2024-10-25 02:00:00,9.612698,63.016374,45.074757,0.004 1 + 1.028 omega + -0.004 theta omega + -0.202 omega^2 + 0.054 theta omega^2 + -0.378 omega^3,0.007 1 + 0.057 omega + -0.008 theta omega + -0.412 omega^2 + 0.108 theta omega^2 + -0.746 omega^3,7.2496946119e-03,-3.5711415066e-04,5.7313258992e-02,-3.4143420745e-04,-8.0948477135e-03,-4.1204506408e-01,1.9125280736e-05,-2.0663386933e-04,1.0775251826e-01,-7.4630874277e-01
19028,2024-10-25 02:05:00,0.045868,1.489912,1.054026,-0.001 1 + 0.995 omega + 0.004 theta omega + 0.072 omega^2 + 0.003 theta omega^2 + 0.744 omega^3,-0.001 1 + -0.009 omega + 0.008 theta omega + 0.120 omega^2 + 0.001 theta^2 omega + 0.005 theta omega^2 + 1.351 omega^3,-1.2168842939e-03,-3.7233774040e-04,-9.3798107720e-03,-1.7365345621e-04,7.8012313718e-03,1.2043438338e-01,-1.1002725830e-05,5.0846233376e-04,4.8245737749e-03,1.3514311435e+00
19029,2024-10-25 02:10:00,nan,nan,nan,-0.017 1 + 0.004 theta + 1.097 omega + -0.017 theta omega + -0.087 omega^2 + 0.001 theta^2 omega + 0.001 theta omega^2 + 0.353 omega^3,-0.035 1 + 0.009 theta + 0.195 omega + -0.001 theta^2 + -0.035 theta omega + -0.163 omega^2 + 0.001 theta^2 omega + 0.001 theta omega^2 + 0.680 omega^3,-3.4972223903e-02,9.0505274671e-03,1.9526164140e-01,-5.5390412413e-04,-3.4611413334e-02,-1.6315196797e-01,9.4505203112e-06,1.1963062379e-03,1.4605465527e-03,6.8023613565e-01
19030,2024-10-25 02:15:00,0.035857,3.391914,2.398580,-0.001 1 + 1.012 omega + 0.006 theta omega + 0.018 omega^2 + -0.023 theta omega^2 + -0.333 omega^3,-0.001 1 + -0.001 theta + 0.028 omega + 0.012 theta omega + 0.046 omega^2 + -0.045 theta omega^2 + -0.741 omega^3,-1.2918625318e-03,-9.1632637675e-04,2.7896056751e-02,5.0840912388e-06,1.1553456696e-02,4.5712798152e-02,1.4961292919e-07,-7.4703273741e-06,-4.5157085641e-02,-7.4088866720e-01
19031,2024-10-25 02:20:00,0.061350,2.088143,1.477177,-0.004 1 + 1.062 omega + -0.004 theta omega + -0.465 omega^2 + 0.012 theta omega^2 + 1.214 omega^3,-0.009 1 + 0.001 theta + 0.141 omega + -0.010 theta omega + -0.998 omega^2 + 0.026 theta omega^2 + 2.546 omega^3,-8.5242046133e-03,8.3387208660e-04,1.4054533438e-01,-1.0586227275e-05,-9.6352980670e-03,-9.9750440168e-01,-4.2801068377e-07,1.6746481263e-04,2.6328094887e-02,2.5463646963e+00
19032,2024-10-25 02:25:00,0.172315,5.811674,4.111280,0.001 1 + 0.968 omega + -0.003 theta omega + 0.556 omega^2 + -0.013 theta omega^2 + -1.419 omega^3,0.001 1 + -0.001 theta + -0.054 omega + -0.005 theta omega + 1.078 omega^2 + -0.026 theta omega^2 + -2.805 omega^3,1.2886813976e-03,-5.4149088942e-04,-5.4474748110e-02,6.5906472452e-05,-5.2439319634e-03,1.0776804740e+00,-2.0606143516e-06,3.5326013705e-04,-2.6411830946e-02,-2.8052667198e+00
19033,2024-10-25 02:30:00,0.021464,1.059770,0.749524,0.003 1 + 0.972 omega + -0.136 omega^2 + -0.006 theta omega^2 + 1.337 omega^3,0.005 1 + -0.042 omega + 0.001 theta omega + -0.338 omega^2 + -0.010 theta omega^2 + 2.712 omega^3,5.0516970443e-03,-1.7744602556e-05,-4.2440618490e-02,1.3744252764e-05,1.0835468736e-03,-3.3838753298e-01,-5.5274494575e-07,1.0614187505e-05,-1.0339510832e-02,2.7122150541e+00
