Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
82500,2025-06-07 12:20:00,0.088918,4.400268,3.112094,0.002 1 + -0.001 theta + 0.937 omega + 0.020 theta omega + 0.892 omega^2 + -0.001 theta^2 omega + 0.049 theta omega^2 + -8.472 omega^3,0.003 1 + -0.001 theta + -0.116 omega + 0.039 theta omega + 1.655 omega^2 + -0.002 theta^2 omega + 0.086 theta omega^2 + -15.777 omega^3,2.8757562867e-03,-1.0215944588e-03,-1.1637547949e-01,-1.8594507418e-04,3.8674231758e-02,1.6545957661e+00,1.3599248366e-05,-2.3650306573e-03,8.6288598417e-02,-1.5776849668e+01
82501,2025-06-07 12:25:00,nan,nan,nan,-0.228 1 + 0.028 theta + 2.660 omega + -0.001 theta^2 + -0.153 theta omega + -2.524 omega^2 + 0.004 theta^2 omega + 0.115 theta omega^2 + 0.017 omega^3,-0.462 1 + 0.056 theta + 3.355 omega + -0.002 theta^2 + -0.309 theta omega + -5.065 omega^2 + 0.007 theta^2 omega + 0.232 theta omega^2 + -0.127 omega^3,-4.6186401832e-01,5.6052241290e-02,3.3545791552e+00,-2.0792641252e-03,-3.0936945849e-01,-5.0651806228e+00,2.2031808843e-05,7.1246633367e-03,2.3201107651e-01,-1.2711221102e-01
82502,2025-06-07 12:30:00,nan,nan,nan,0.001 1 + -0.001 theta + 1.087 omega + 0.007 theta omega + -0.803 omega^2 + 0.004 theta omega^2 + 1.199 omega^3,0.001 1 + -0.003 theta + 0.174 omega + 0.014 theta omega + -1.563 omega^2 + -0.001 theta^2 omega + 0.006 theta omega^2 + 2.225 omega^3,1.4465681991e-03,-2.7513050076e-03,1.7435480503e-01,1.3381160353e-04,1.4112577035e-02,-1.5633437207e+00,-1.3447959497e-06,-5.4424145280e-04,5.9580886406e-03,2.2247077590e+00
82503,2025-06-07 12:35:00,0.061688,8.416817,5.951749,-0.007 1 + -0.002 theta + 1.071 omega + -0.001 theta omega + 0.517 omega^2 + 0.012 theta omega^2 + -2.310 omega^3,-0.016 1 + -0.003 theta + 0.159 omega + -0.002 theta omega + 0.927 omega^2 + 0.025 theta omega^2 + -4.386 omega^3,-1.5701176580e-02,-3.4565280720e-03,1.5911629373e-01,2.0223517584e-04,-2.2616522429e-03,9.2711335435e-01,-2.2665868522e-06,-2.7791087300e-04,2.5263184314e-02,-4.3861710676e+00
82504,2025-06-07 12:40:00,0.040547,2.900960,2.051489,0.001 1 + -0.001 theta + 0.854 omega + 0.006 theta omega + 1.815 omega^2 + -0.037 theta omega^2 + -4.810 omega^3,-0.002 theta + -0.263 omega + 0.010 theta omega + 3.492 omega^2 + -0.071 theta omega^2 + -9.423 omega^3,-4.1833663146e-04,-1.6672927187e-03,-2.6254977143e-01,1.5746380467e-04,9.9391872656e-03,3.4915419030e+00,-3.4283792047e-06,-1.5745666059e-04,-7.0552904298e-02,-9.4225015764e+00
82505,2025-06-07 12:45:00,nan,nan,nan,-0.014 1 + -0.002 theta + 1.552 omega + 0.011 theta omega + -5.045 omega^2 + -0.014 theta omega^2 + 13.493 omega^3,-0.032 1 + -0.003 theta + 1.144 omega + 0.019 theta omega + -10.204 omega^2 + -0.024 theta omega^2 + 27.028 omega^3,-3.2008312520e-02,-3.0468961051e-03,1.1440214903e+00,1.0721210508e-04,1.9348401103e-02,-1.0203833360e+01,-1.0893551613e-06,-3.6190956183e-04,-2.4414601204e-02,2.7028143182e+01
82506,2025-06-07 12:50:00,0.028485,1.019566,0.721223,0.006 1 + -0.001 theta + 0.889 omega + 0.012 theta omega + 0.371 omega^2 + -0.041 theta omega^2 + 0.939 omega^3,0.012 1 + -0.001 theta + -0.207 omega + 0.022 theta omega + 0.714 omega^2 + -0.086 theta omega^2 + 2.233 omega^3,1.1663383356e-02,-1.3029880032e-03,-2.0721770711e-01,-5.2431363433e-06,2.2090830710e-02,7.1370919994e-01,2.6523826851e-06,-3.6309344356e-04,-8.5690840317e-02,2.2332943566e+00
82507,2025-06-07 12:55:00,0.041828,2.728559,1.929609,0.021 1 + -0.001 theta + 0.515 omega + 0.021 theta omega + 2.963 omega^2 + -0.086 theta omega^2 + -4.510 omega^3,0.043 1 + -0.002 theta + -0.994 omega + 0.043 theta omega + 6.113 omega^2 + -0.176 theta omega^2 + -9.366 omega^3,4.3428495690e-02,-1.7908600678e-03,-9.9436556666e-01,-7.5984751327e-06,4.2552919880e-02,6.1131721417e+00,3.1636783934e-07,-2.3871664989e-04,-1.7585458462e-01,-9.3663833911e+00
82508,2025-06-07 13:00:00,0.092415,4.268621,3.019078,0.003 1 + -0.001 theta + 0.993 omega + 0.003 theta omega + 0.061 omega^2 + 0.041 theta omega^2 + -1.899 omega^3,0.006 1 + -0.001 theta + -0.010 omega + 0.005 theta omega + 0.103 omega^2 + 0.084 theta omega^2 + -3.780 omega^3,5.7505342986e-03,-1.1106317289e-03,-9.5066071912e-03,-1.5424652598e-04,5.2275277030e-03,1.0328421286e-01,9.0338559881e-06,-7.5555644776e-05,8.4113566599e-02,-3.7796440215e+00
82509,2025-06-07 13:05:00,0.034237,1.428672,1.010514,0.020 1 + 0.002 theta + 0.624 omega + -0.008 theta omega + 1.300 omega^2 + 0.001 theta^2 omega + -0.057 theta omega^2 + 3.433 omega^3,0.042 1 + 0.004 theta + -0.787 omega + -0.014 theta omega + 2.776 omega^2 + 0.002 theta^2 omega + -0.121 theta omega^2 + 6.849 omega^3,4.1925992894e-02,3.8670493500e-03,-7.8713459164e-01,-2.7927892339e-04,-1.3845965614e-02,2.7756089391e+00,2.2331265968e-06,1.7531545380e-03,-1.2107993472e-01,6.8493731807e+00
