const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.034262,0.118844,0.003277,0.005267,0.475457,1.522359,0.000398,0.000798,0.029278,0.046682,2.592003,7.487256,0.000041,0.000211,0.001905,0.004696,0.118211,0.187180,6.301274,14.463704
