Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
68000,2025-04-18 01:00:00,nan,nan,nan,0.117 1 + 0.011 theta + 1.740 omega + 0.048 theta omega + 1.701 omega^2 + 0.001 theta^2 omega + 0.040 theta omega^2 + 2.234 omega^3,0.238 1 + 0.022 theta + 1.510 omega + 0.001 theta^2 + 0.096 theta omega + 3.476 omega^2 + 0.001 theta^2 omega + 0.081 theta omega^2 + 4.536 omega^3,2.3784785461e-01,2.2306543396e-02,1.5096152078e+00,6.1437178172e-04,9.6353172677e-02,3.4761789994e+00,5.1587145240e-06,1.4425262037e-03,8.0897575942e-02,4.5362021245e+00
68001,2025-04-18 01:05:00,0.158756,6.917023,4.892362,-0.005 1 + 0.980 omega + -0.002 theta omega + 0.225 omega^2 + 0.044 theta omega^2 + 0.129 omega^3,-0.009 1 + -0.001 theta + -0.038 omega + -0.005 theta omega + 0.436 omega^2 + 0.001 theta^2 omega + 0.086 theta omega^2 + 0.227 omega^3,-8.9291351052e-03,-8.2831795045e-04,-3.7902960619e-02,2.1175088126e-04,-4.5348031242e-03,4.3557733502e-01,1.3484513290e-06,5.3272056168e-04,8.6170270499e-02,2.2696935234e-01
68002,2025-04-18 01:10:00,0.101922,7.351846,5.199040,-0.001 1 + -0.001 theta + 0.982 omega + -0.010 theta omega + -0.401 omega^2 + -0.025 theta omega^2 + -1.665 omega^3,-0.002 1 + -0.001 theta + -0.036 omega + -0.019 theta omega + -0.817 omega^2 + -0.001 theta^2 omega + -0.055 theta omega^2 + -3.302 omega^3,-1.8642460579e-03,-1.1278556127e-03,-3.6012457726e-02,8.9394283152e-05,-1.9179202442e-02,-8.1687119788e-01,1.0251887890e-05,-8.7947268650e-04,-5.5114166900e-02,-3.3024505673e+00
68003,2025-04-18 01:15:00,0.052401,6.506262,4.600771,0.099 1 + 0.002 theta + 1.892 omega + 0.023 theta omega + 1.776 omega^2 + 0.051 theta omega^2 + -0.531 omega^3,0.197 1 + 0.004 theta + 1.765 omega + 0.046 theta omega + 3.465 omega^2 + 0.103 theta omega^2 + -1.174 omega^3,1.9748865911e-01,3.9242141792e-03,1.7648755300e+00,-4.7152518302e-05,4.5581210063e-02,3.4650424270e+00,-4.1771512232e-07,-4.0728069677e-05,1.0336107804e-01,-1.1740652674e+00
68004,2025-04-18 01:20:00,nan,nan,nan,0.017 1 + -0.001 theta + 1.048 omega + 0.008 theta omega + -0.531 omega^2 + -0.034 theta omega^2 + 0.142 omega^3,0.035 1 + -0.002 theta + 0.099 omega + -0.001 theta^2 + 0.015 theta omega + -1.073 omega^2 + -0.069 theta omega^2 + 0.247 omega^3,3.4772693100e-02,-2.0482999277e-03,9.8683895918e-02,-5.0766298342e-04,1.4842121991e-02,-1.0734767498e+00,-1.5590916740e-05,4.8817099484e-04,-6.8766721185e-02,2.4663869286e-01
68005,2025-04-18 01:25:00,nan,nan,nan,-0.019 1 + 0.008 theta + 1.147 omega + -0.001 theta^2 + -0.042 theta omega + -0.556 omega^2 + 0.002 theta^2 omega + 0.026 theta omega^2 + 2.194 omega^3,-0.043 1 + 0.017 theta + 0.318 omega + -0.002 theta^2 + -0.091 theta omega + -1.144 omega^2 + 0.005 theta^2 omega + 0.052 theta omega^2 + 4.621 omega^3,-4.2532409386e-02,1.7055910502e-02,3.1801557371e-01,-1.6009178902e-03,-9.1167024079e-02,-1.1436957880e+00,3.9854921551e-05,5.2373455258e-03,5.1559675312e-02,4.6213021168e+00
68006,2025-04-18 01:30:00,0.030055,0.547561,0.387767,0.016 1 + -0.008 theta + 0.862 omega + 0.001 theta^2 + 0.052 theta omega + 0.590 omega^2 + -0.005 theta^2 omega + -0.111 theta omega^2 + -1.175 omega^3,0.033 1 + -0.016 theta + -0.273 omega + 0.002 theta^2 + 0.104 theta omega + 1.180 omega^2 + -0.009 theta^2 omega + -0.222 theta omega^2 + -2.393 omega^3,3.2898290104e-02,-1.5856358019e-02,-2.7267926165e-01,2.1256289592e-03,1.0432274163e-01,1.1797799028e+00,-8.0751809469e-05,-9.2231631757e-03,-2.2218761604e-01,-2.3929702372e+00
68007,2025-04-18 01:35:00,0.042823,0.696046,0.493109,-0.001 1 + 0.977 omega + 0.004 theta omega + 0.005 omega^2 + 0.003 theta^2 omega + 0.047 theta omega^2 + 1.811 omega^3,-0.002 1 + 0.001 theta + -0.045 omega + 0.008 theta omega + -0.020 omega^2 + 0.006 theta^2 omega + 0.081 theta omega^2 + 3.497 omega^3,-1.7347331729e-03,7.6855349335e-04,-4.4503026351e-02,1.5412938873e-04,8.2839523733e-03,-1.9811679309e-02,-1.7894724221e-04,6.1359293970e-03,8.1050211111e-02,3.4966275269e+00
68008,2025-04-18 01:40:00,0.042499,1.883346,1.332066,-0.001 1 + 0.997 omega + -0.003 theta omega + 0.073 omega^2 + -0.018 theta omega^2 + 0.814 omega^3,-0.001 1 + 0.001 omega + -0.004 theta omega + 0.141 omega^2 + -0.033 theta omega^2 + 1.537 omega^3,-8.6357163375e-04,-2.1122690809e-04,1.3679794977e-03,2.4902617184e-06,-4.3879509519e-03,1.4056497666e-01,-8.3956141153e-08,7.0177233699e-05,-3.3090972563e-02,1.5366651384e+00
68009,2025-04-18 01:45:00,0.022729,0.747275,0.528647,-0.002 1 + -0.001 theta + 1.045 omega + 0.001 theta omega + 0.833 omega^2 + 0.033 theta omega^2 + 3.449 omega^3,-0.003 1 + -0.002 theta + 0.090 omega + 0.001 theta omega + 1.596 omega^2 + -0.001 theta^2 omega + 0.061 theta omega^2 + 6.736 omega^3,-3.2120260220e-03,-2.2001569934e-03,8.9947653030e-02,-3.4178428653e-04,1.1481426211e-03,1.5961543195e+00,-1.5198189735e-05,-7.2550676654e-04,6.1322740343e-02,6.7357190165e+00
