Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
29000,2024-11-28 21:55:00,0.085453,7.403700,5.235555,0.004 1 + -0.002 theta + 1.020 omega + -0.001 theta omega + -0.469 omega^2 + 0.018 theta omega^2 + -2.427 omega^3,0.007 1 + -0.003 theta + 0.040 omega + -0.002 theta omega + -0.932 omega^2 + -0.001 theta^2 omega + 0.037 theta omega^2 + -4.798 omega^3,7.1646826802e-03,-3.1276995885e-03,4.0292551448e-02,-3.3935412308e-04,-2.4818011120e-03,-9.3176532220e-01,-6.7082349814e-06,-7.5003617981e-04,3.6835890243e-02,-4.7982890047e+00
29001,2024-11-28 22:00:00,nan,nan,nan,-0.001 1 + 0.986 omega + -0.006 theta omega + 0.068 omega^2 + -0.019 theta omega^2 + 0.841 omega^3,-0.003 1 + -0.001 theta + -0.028 omega + -0.012 theta omega + 0.110 omega^2 + -0.035 theta omega^2 + 1.421 omega^3,-2.5228779314e-03,-7.9802108032e-04,-2.8225724888e-02,-4.8510795082e-06,-1.2125355565e-02,1.1037657614e-01,3.3692559942e-07,-1.4842668453e-04,-3.5342659993e-02,1.4206322605e+00
29002,2024-11-28 22:05:00,0.014087,1.161110,0.821089,-0.174 1 + -0.003 theta + -1.249 omega + -0.023 theta omega + -9.641 omega^2 + -0.052 theta omega^2 + -13.672 omega^3,-0.324 1 + -0.005 theta + -4.244 omega + -0.042 theta omega + -18.377 omega^2 + -0.095 theta omega^2 + -26.287 omega^3,-3.2392637145e-01,-4.5421300660e-03,-4.2438155242e+00,-1.3524977017e-05,-4.1577445976e-02,-1.8377099739e+01,-1.8749508432e-08,-6.0513844770e-05,-9.5061425795e-02,-2.6286872550e+01
29003,2024-11-28 22:10:00,nan,nan,nan,-0.001 theta + 1.021 omega + 0.014 theta omega + -0.398 omega^2 + 0.001 theta^2 omega + -0.098 theta omega^2 + 2.113 omega^3,0.001 1 + -0.001 theta + 0.042 omega + 0.027 theta omega + -0.792 omega^2 + 0.001 theta^2 omega + -0.187 theta omega^2 + 4.249 omega^3,5.3999192637e-04,-1.4385533548e-03,4.1689600566e-02,-3.8793348747e-05,2.7053188564e-02,-7.9230425487e-01,-3.8191784727e-06,1.2803997530e-03,-1.8737248340e-01,4.2488628524e+00
29004,2024-11-28 22:15:00,0.091472,4.392934,3.106947,-0.028 1 + 0.002 theta + 1.072 omega + -0.004 theta omega + 0.222 omega^2 + -0.006 theta omega^2 + -0.317 omega^3,-0.055 1 + 0.003 theta + 0.145 omega + -0.009 theta omega + 0.431 omega^2 + -0.012 theta omega^2 + -0.588 omega^3,-5.5177883197e-02,3.1298244239e-03,1.4517483792e-01,-3.4517131036e-05,-8.9064321920e-03,4.3051929588e-01,-3.5776164788e-07,1.3794727586e-04,-1.1725739178e-02,-5.8836244760e-01
29005,2024-11-28 22:20:00,nan,nan,nan,0.021 1 + 0.004 theta + 1.146 omega + 0.030 theta omega + -0.285 omega^2 + 0.001 theta^2 omega + -0.042 theta omega^2 + 1.547 omega^3,0.042 1 + 0.009 theta + 0.296 omega + 0.061 theta omega + -0.503 omega^2 + 0.003 theta^2 omega + -0.078 theta omega^2 + 3.088 omega^3,4.1871381917e-02,8.7449716172e-03,2.9635512246e-01,4.4811020903e-04,6.0885251279e-02,-5.0274277446e-01,2.7519141659e-06,2.7534694560e-03,-7.8186104282e-02,3.0875593788e+00
29006,2024-11-28 22:25:00,nan,nan,nan,-0.023 1 + -0.005 theta + 0.765 omega + -0.047 theta omega + -0.252 omega^2 + -0.001 theta^2 omega + -0.086 theta omega^2 + 1.617 omega^3,-0.046 1 + -0.010 theta + -0.465 omega + -0.001 theta^2 + -0.093 theta omega + -0.494 omega^2 + -0.003 theta^2 omega + -0.170 theta omega^2 + 3.194 omega^3,-4.5517328610e-02,-1.0093876803e-02,-4.6451959686e-01,-5.0165353819e-04,-9.2601934031e-02,-4.9410517487e-01,-6.7259759910e-06,-2.6709219637e-03,-1.7037900662e-01,3.1937262682e+00
29007,2024-11-28 22:30:00,0.072151,2.206671,1.561186,-0.001 1 + -0.001 theta + 0.939 omega + -0.023 theta omega + -0.463 omega^2 + -0.002 theta^2 omega + -0.081 theta omega^2 + -1.137 omega^3,-0.001 1 + -0.002 theta + -0.116 omega + -0.001 theta^2 + -0.044 theta omega + -0.925 omega^2 + -0.004 theta^2 omega + -0.161 theta omega^2 + -2.300 omega^3,-1.1930372752e-03,-2.1581266972e-03,-1.1622488836e-01,-7.5408134360e-04,-4.4304258985e-02,-9.2454152285e-01,-6.0718837704e-05,-3.5676178151e-03,-1.6087255671e-01,-2.3002230776e+00
29008,2024-11-28 22:35:00,nan,nan,nan,-0.004 1 + -0.003 theta + 0.994 omega + -0.001 theta^2 + 0.002 theta omega + 0.253 omega^2 + 0.001 theta^2 omega + 0.102 theta omega^2 + 0.517 omega^3,-0.007 1 + -0.006 theta + -0.011 omega + -0.002 theta^2 + 0.004 theta omega + 0.497 omega^2 + 0.002 theta^2 omega + 0.204 theta omega^2 + 0.858 omega^3,-7.2136110505e-03,-6.3111086612e-03,-1.0736863951e-02,-2.0533173082e-03,3.6126791126e-03,4.9744694492e-01,-2.8395327286e-04,1.8981576601e-03,2.0444550821e-01,8.5840947478e-01
29009,2024-11-28 22:40:00,nan,nan,nan,0.002 1 + 0.002 theta + 1.092 omega + 0.053 theta omega + 0.613 omega^2 + 0.005 theta^2 omega + 0.051 theta omega^2 + 4.595 omega^3,0.005 1 + 0.005 theta + 0.190 omega + 0.001 theta^2 + 0.109 theta omega + 1.263 omega^2 + 0.011 theta^2 omega + 0.110 theta omega^2 + 9.374 omega^3,4.9127757571e-03,4.7821002994e-03,1.9045948177e-01,6.6114163946e-04,1.0872327537e-01,1.2627504968e+00,1.5447159276e-05,1.0576578915e-02,1.0967243194e-01,9.3741452528e+00
29010,2024-11-28 22:45:00,0.048847,1.228677,0.869492,-0.001 1 + 0.998 omega + 0.003 theta omega + -0.048 omega^2 + 0.003 theta omega^2 + -0.331 omega^3,-0.002 1 + -0.003 omega + 0.008 theta omega + -0.126 omega^2 + 0.001 theta^2 omega + 0.002 theta omega^2 + -0.646 omega^3,-1.9289789787e-03,-2.0550792011e-04,-3.0006810770e-03,-1.5204798224e-04,7.6301241816e-03,-1.2556697437e-01,-1.9142830897e-05,9.4060422023e-04,2.0381921880e-03,-6.4602797371e-01
29011,2024-11-28 22:50:00,nan,nan,nan,0.001 1 + -0.002 theta + 1.007 omega + 0.002 theta omega + -0.220 omega^2 + -0.004 theta^2 omega + 0.568 theta omega^2 + -1.603 omega^3,0.001 1 + -0.005 theta + 0.017 omega + 0.001 theta^2 + 0.003 theta omega + -0.425 omega^2 + -0.006 theta^2 omega + 1.088 theta omega^2 + -3.312 omega^3,1.3306115921e-03,-4.8233798593e-03,1.7117853892e-02,6.9239795418e-04,2.5423403974e-03,-4.2516431162e-01,2.9667285713e-04,-6.4444483647e-03,1.0884211319e+00,-3.3123548845e+00
29012,2024-11-28 22:55:00,nan,nan,nan,-0.001 1 + -0.001 theta + 1.034 omega + 0.004 theta omega + 0.462 omega^2 + -0.013 theta omega^2 + 2.234 omega^3,-0.003 1 + -0.002 theta + 0.069 omega + 0.007 theta omega + 0.885 omega^2 + 0.001 theta^2 omega + -0.028 theta omega^2 + 4.287 omega^3,-2.7608025492e-03,-2.2748128479e-03,6.8726023171e-02,-3.5562422144e-04,7.1335099817e-03,8.8463861664e-01,-1.5385801884e-05,6.7653807645e-04,-2.7524045693e-02,4.2874530629e+00
29013,2024-11-28 23:00:00,0.022392,0.494785,0.350224,-0.001 1 + 1.010 omega + 0.001 theta omega + 0.272 omega^2 + 0.003 theta omega^2 + 1.768 omega^3,-0.002 1 + -0.001 theta + 0.020 omega + 0.002 theta omega + 0.517 omega^2 + 0.003 theta omega^2 + 3.533 omega^3,-1.5310546165e-03,-7.3932043571e-04,2.0257205520e-02,-1.4795751325e-04,1.6748288553e-03,5.1655116087e-01,-6.5984605470e-06,-1.0752936221e-04,3.3709585900e-03,3.5326161224e+00
