Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
70500,2025-04-26 19:20:00,0.139990,10.525076,7.443011,-0.002 1 + 1.001 omega + 0.016 omega^2,-0.003 1 + 0.004 omega + 0.036 omega^2,-2.9699061226e-03,-4.3831430332e-04,3.7716469838e-03,-1.4958666221e-05,1.7475333741e-04,3.5623819879e-02
70501,2025-04-26 19:25:00,0.103136,4.353864,3.079510,0.001 1 + 1.002 omega + -0.001 theta omega + 0.011 omega^2,0.001 1 + -0.001 theta + 0.005 omega + -0.002 theta omega + 0.028 omega^2,1.1555097053e-03,-6.4973627478e-04,4.9388137045e-03,-1.1650778378e-04,-1.9175856511e-03,2.7843713794e-02
70502,2025-04-26 19:30:00,0.240651,8.555069,6.051740,0.990 omega + -0.001 theta omega + -0.005 omega^2,-0.015 omega + -0.001 theta omega + -0.004 omega^2,2.4711220824e-04,1.7477746726e-04,-1.5023136836e-02,1.1096375684e-05,-1.2522383344e-03,-3.7075800879e-03
70503,2025-04-26 19:35:00,0.021685,0.579912,0.410346,0.005 1 + 1.039 omega + 0.001 theta omega + 0.063 omega^2,0.010 1 + 0.084 omega + 0.002 theta omega + 0.134 omega^2,9.9127032693e-03,4.7034423875e-04,8.4003229438e-02,5.5159645333e-06,2.4549921655e-03,1.3383207994e-01
70504,2025-04-26 19:40:00,0.035551,0.992216,0.702053,0.003 1 + 0.986 omega + 0.001 theta omega + 0.009 omega^2,0.005 1 + -0.027 omega + 0.001 theta omega + 0.023 omega^2,4.9254272775e-03,-2.6493055964e-04,-2.6538290737e-02,1.4322735005e-07,1.0755073709e-03,2.2590279951e-02
70505,2025-04-26 19:45:00,0.083035,8.263248,5.843294,0.002 1 + 0.995 omega + 0.001 theta omega + -0.112 omega^2,0.003 1 + 0.001 theta + -0.006 omega + 0.003 theta omega + -0.209 omega^2,3.3369695882e-03,6.6787112027e-04,-6.0167978748e-03,1.7372538464e-05,2.7226616084e-03,-2.0855757232e-01
70506,2025-04-26 19:50:00,0.129063,3.861561,2.732061,1.011 omega + 0.001 theta omega + 0.073 omega^2,-0.001 1 + -0.001 theta + 0.024 omega + 0.001 theta omega + 0.157 omega^2,-6.7942600705e-04,-7.1565147899e-04,2.3777008170e-02,-5.7567022651e-05,1.0554658911e-03,1.5735197518e-01
70507,2025-04-26 19:55:00,0.091670,7.294417,5.158339,-0.001 1 + 0.985 omega + -0.001 theta omega + -0.031 omega^2,-0.023 omega + -0.001 theta omega + -0.045 omega^2,-3.9261523159e-04,1.5969459196e-05,-2.2683024559e-02,3.6108555799e-06,-1.0988197696e-03,-4.5174041453e-02
70508,2025-04-26 20:00:00,nan,nan,nan,0.001 1 + 0.001 theta + 1.019 omega + 0.002 theta omega + 0.039 omega^2,0.003 1 + 0.002 theta + 0.040 omega + 0.005 theta omega + 0.085 omega^2,2.6653747962e-03,2.2183240238e-03,3.9940638211e-02,1.9010111707e-04,4.6823678547e-03,8.4735838711e-02
70509,2025-04-26 20:05:00,nan,nan,nan,0.003 1 + 0.001 theta + 1.030 omega + 0.003 theta omega + 0.075 omega^2,0.007 1 + 0.002 theta + 0.067 omega + 0.006 theta omega + 0.173 omega^2,7.3490925278e-03,2.0986394469e-03,6.6805225204e-02,1.1473935513e-04,6.4928154466e-03,1.7291188802e-01
70510,2025-04-26 20:10:00,nan,nan,nan,0.014 1 + 0.001 theta + 1.046 omega + 0.002 theta omega + -0.010 omega^2,0.030 1 + 0.002 theta + 0.098 omega + 0.004 theta omega + -0.015 omega^2,2.9782306175e-02,2.4934836732e-03,9.7902947600e-02,5.1355414848e-05,4.4574312719e-03,-1.5293487370e-02
