Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
2500,2024-08-23 18:35:00,0.081404,12.106280,8.560626,-0.005 1 + 1.043 omega + -0.002 theta omega + -0.044 omega^2,-0.012 1 + 0.001 theta + 0.094 omega + -0.005 theta omega + -0.094 omega^2,-1.1660281783e-02,7.8403286810e-04,9.3918479646e-02,-1.2017141617e-06,-5.3352613588e-03,-9.3910842891e-02
2501,2024-08-23 18:40:00,0.056313,4.007577,2.834065,0.001 1 + 1.003 omega + -0.013 omega^2,0.001 1 + 0.006 omega + -0.022 omega^2,9.2741669796e-04,-1.0992496653e-04,6.2600486898e-03,2.1702510388e-06,-2.3382900578e-04,-2.1980705859e-02
2502,2024-08-23 18:45:00,0.014991,0.311294,0.220373,0.003 1 + 0.985 omega + 0.001 theta omega + 0.011 omega^2,0.005 1 + -0.001 theta + -0.030 omega + 0.003 theta omega + 0.023 omega^2,5.2317768534e-03,-5.2086220107e-04,-3.0346182787e-02,-1.2712873972e-05,2.6926619190e-03,2.2978703797e-02
2503,2024-08-23 18:50:00,0.033691,1.528045,1.080754,0.001 1 + 1.004 omega + -0.105 omega^2,0.002 1 + -0.001 theta + 0.009 omega + 0.001 theta omega + -0.208 omega^2,2.3923297337e-03,-6.8644557681e-04,8.7286412665e-03,3.6334857704e-05,9.1373429819e-04,-2.0773218602e-01
2504,2024-08-23 18:55:00,0.017003,0.429872,0.304203,0.001 1 + 0.994 omega + 0.001 theta omega + -0.018 omega^2,0.002 1 + -0.001 theta + -0.011 omega + 0.003 theta omega + -0.040 omega^2,1.6059840532e-03,-5.9888108404e-04,-1.1102332900e-02,1.4741763818e-05,2.5633639181e-03,-4.0366969254e-02
2505,2024-08-23 19:00:00,0.032720,2.837928,2.006851,0.002 1 + 0.972 omega + 0.001 theta omega + 0.079 omega^2,0.003 1 + -0.055 omega + 0.002 theta omega + 0.171 omega^2,3.2922341437e-03,-9.5215691961e-05,-5.5312018868e-02,-6.9176452981e-06,2.2925027070e-03,1.7103053989e-01
2506,2024-08-23 19:05:00,0.082344,2.221368,1.571823,-0.001 1 + 0.001 theta + 0.978 omega + -0.002 theta omega + 0.029 omega^2,-0.001 1 + 0.001 theta + -0.045 omega + -0.005 theta omega + 0.053 omega^2,-1.4686500085e-03,1.1479934662e-03,-4.4973710427e-02,1.4429405416e-04,-4.8255928666e-03,5.3250838427e-02
2507,2024-08-23 19:10:00,0.022580,1.076571,0.761418,1.011 omega + -0.036 omega^2,0.022 omega + -0.001 theta omega + -0.070 omega^2,-7.0752563761e-05,2.9862115390e-05,2.2344909504e-02,-2.4032499480e-06,-7.4921088346e-04,-6.9570831598e-02
2508,2024-08-23 19:15:00,0.022919,0.592044,0.418952,0.001 1 + 0.984 omega + 0.001 theta omega + 0.042 omega^2,0.002 1 + -0.034 omega + 0.001 theta omega + 0.090 omega^2,1.7985921557e-03,3.2975892113e-06,-3.4130199484e-02,-6.5273003272e-06,1.3944846174e-03,8.9973237499e-02
2509,2024-08-23 19:20:00,0.046791,2.526247,1.786633,0.001 1 + 0.995 omega + 0.001 omega^2,0.001 1 + -0.007 omega + -0.003 omega^2,1.0826846846e-03,-1.9486184496e-05,-7.4135955300e-03,-3.1339120445e-06,4.2144397877e-04,-2.9097136520e-03
2510,2024-08-23 19:25:00,0.071931,2.512761,1.777518,0.001 1 + 1.002 omega + -0.001 theta omega + -0.101 omega^2,0.002 1 + 0.006 omega + -0.003 theta omega + -0.210 omega^2,2.3287396300e-03,-2.4641918287e-05,5.5452768841e-03,-2.0871901716e-04,-2.6121514737e-03,-2.0952881876e-01
2511,2024-08-23 19:30:00,nan,nan,nan,-0.008 1 + 0.001 theta + 1.055 omega + -0.005 theta omega + 0.096 omega^2,-0.016 1 + 0.001 theta + 0.110 omega + -0.011 theta omega + 0.188 omega^2,-1.5982520101e-02,1.1285145239e-03,1.0953751995e-01,9.1314242573e-06,-1.0762220402e-02,1.8798714824e-01
2512,2024-08-23 19:35:00,0.029844,0.650154,0.460212,-0.001 1 + 1.009 omega + 0.006 theta omega + 0.009 omega^2,-0.002 1 + 0.001 theta + 0.019 omega + 0.001 theta^2 + 0.012 theta omega + 0.016 omega^2,-2.0251016410e-03,6.6607334683e-04,1.8804388242e-02,6.3934603660e-04,1.1734002582e-02,1.5715443514e-02
2513,2024-08-23 19:40:00,0.062279,4.710233,3.330929,1.003 omega + -0.001 theta omega + 0.050 omega^2,0.007 omega + -0.002 theta omega + 0.103 omega^2,4.9964000409e-04,-1.8208921317e-04,7.3875562328e-03,5.9644280795e-06,-1.6116962708e-03,1.0291186987e-01
