Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
68000,2025-04-18 01:00:00,nan,nan,nan,0.023 1 + 0.001 theta + 1.117 omega + 0.003 theta omega + 0.122 omega^2,0.048 1 + 0.002 theta + 0.244 omega + 0.006 theta omega + 0.254 omega^2,4.7578380669e-02,2.2109973833e-03,2.4433742031e-01,2.5364861687e-05,6.1201898968e-03,2.5380243956e-01
68001,2025-04-18 01:05:00,nan,nan,nan,-0.002 1 + 1.002 omega + 0.013 omega^2,-0.003 1 + 0.004 omega + -0.001 theta omega + 0.019 omega^2,-3.1846466031e-03,-4.5314383831e-04,3.6592205333e-03,9.4273415363e-05,-5.4922908064e-04,1.9061022996e-02
68002,2025-04-18 01:10:00,nan,nan,nan,-0.001 1 + -0.001 theta + 1.008 omega + 0.003 theta omega + -0.094 omega^2,-0.002 1 + -0.001 theta + 0.018 omega + 0.005 theta omega + -0.189 omega^2,-1.7166407611e-03,-1.1358893023e-03,1.7750685375e-02,-8.8651854318e-05,5.3565686023e-03,-1.8856485998e-01
68003,2025-04-18 01:15:00,0.029715,1.856807,1.313129,-0.011 1 + 0.897 omega + -0.249 omega^2,-0.023 1 + -0.219 omega + 0.001 theta omega + -0.530 omega^2,-2.2582801911e-02,1.4506351596e-04,-2.1890411203e-01,1.2222376827e-06,5.1141487793e-04,-5.3031210570e-01
68004,2025-04-18 01:20:00,0.062251,2.917969,2.063785,-0.004 1 + 0.988 omega + -0.001 theta omega + 0.015 omega^2,-0.007 1 + -0.001 theta + -0.022 omega + -0.002 theta omega + 0.029 omega^2,-7.0398692520e-03,-7.0059604938e-04,-2.1850715377e-02,-1.3010193994e-05,-1.6055584059e-03,2.8542203433e-02
68005,2025-04-18 01:25:00,nan,nan,nan,0.001 1 + 0.001 theta + 0.997 omega + -0.074 omega^2,0.001 1 + 0.001 theta + -0.006 omega + 0.001 theta omega + -0.142 omega^2,1.1466799099e-03,1.2601728805e-03,-6.1714300421e-03,-1.2135945081e-04,1.0612680614e-03,-1.4179965400e-01
68006,2025-04-18 01:30:00,nan,nan,nan,0.013 1 + -0.005 theta + 0.949 omega + 0.008 theta omega + 0.024 omega^2,0.025 1 + -0.010 theta + -0.100 omega + 0.001 theta^2 + 0.017 theta omega + 0.044 omega^2,2.5231174162e-02,-1.0281186532e-02,-9.9800531912e-02,9.1161950246e-04,1.6665466249e-02,4.4111774810e-02
68007,2025-04-18 01:35:00,0.104387,4.217971,2.983469,-0.001 1 + 0.998 omega + -0.002 theta omega + -0.048 omega^2,-0.001 1 + -0.003 omega + -0.004 theta omega + -0.102 omega^2,-1.4380715371e-03,-2.8984947683e-04,-3.1269289583e-03,2.0704079891e-04,-4.2747046830e-03,-1.0185255472e-01
68008,2025-04-18 01:40:00,0.046843,3.122949,2.208507,1.011 omega + 0.001 theta omega + 0.011 omega^2,0.001 1 + 0.025 omega + 0.001 theta omega + 0.028 omega^2,9.7980449063e-04,7.1563221429e-05,2.4891393624e-02,-4.7176082620e-07,1.2775150930e-03,2.8484084873e-02
68009,2025-04-18 01:45:00,0.023423,1.326629,0.938215,-0.001 1 + 1.014 omega + 0.001 theta omega + 0.130 omega^2,-0.003 1 + -0.001 theta + 0.029 omega + 0.003 theta omega + 0.254 omega^2,-2.5196245071e-03,-6.6093124328e-04,2.8651565669e-02,-3.9191080349e-05,2.6499222381e-03,2.5427678517e-01
68010,2025-04-18 01:50:00,0.052031,2.540691,1.796917,-0.001 theta + 1.006 omega + 0.002 theta omega,-0.001 theta + 0.015 omega + 0.003 theta omega + 0.005 omega^2,-3.5007360892e-04,-1.2838507284e-03,1.4749436559e-02,-1.8770468601e-04,3.1057571894e-03,4.8488072837e-03
68011,2025-04-18 01:55:00,0.022919,0.661568,0.468080,-0.001 theta + 1.003 omega + -0.018 omega^2,-0.001 1 + -0.001 theta + 0.006 omega + -0.001 theta omega + -0.034 omega^2,-8.1493293358e-04,-1.2347394653e-03,6.2268771223e-03,-1.1108962627e-04,-5.6417578444e-04,-3.3915705621e-02
68012,2025-04-18 02:00:00,0.049832,3.958981,2.799644,-0.001 1 + 1.002 omega + -0.002 theta omega + 0.020 omega^2,-0.001 1 + 0.005 omega + -0.004 theta omega + 0.023 omega^2,-1.0926579272e-03,-2.1763874190e-04,5.1198639371e-03,5.5094723911e-05,-4.0708701854e-03,2.3016309442e-02
