Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
78500,2025-05-24 14:40:00,0.038952,0.944271,0.668268,-0.003 1 + 0.984 omega + 0.017 omega^2,-0.005 1 + -0.031 omega + 0.032 omega^2,-5.4258375031e-03,3.8736521338e-04,-3.0520767181e-02,1.9774741122e-05,-3.8208155087e-04,3.2041080639e-02
78501,2025-05-24 14:45:00,0.022790,0.596496,0.422094,0.001 1 + 0.997 omega + -0.001 theta omega + 0.008 omega^2,0.001 1 + -0.001 omega + -0.001 theta omega + 0.009 omega^2,9.3371304847e-04,1.3518903486e-04,-1.1214589693e-03,-1.2514054593e-05,-1.1083779022e-03,9.4301287726e-03
78502,2025-05-24 14:50:00,0.031571,1.290673,0.912917,0.001 1 + 1.010 omega + 0.002 theta omega + 0.043 omega^2,0.003 1 + 0.001 theta + 0.023 omega + 0.004 theta omega + 0.074 omega^2,2.5456622116e-03,7.5196394293e-04,2.2979412097e-02,5.5448611796e-05,3.9936061338e-03,7.3736062143e-02
78503,2025-05-24 14:55:00,0.112702,3.445955,2.437961,-0.002 1 + 0.998 omega + -0.001 theta omega + 0.067 omega^2,-0.004 1 + -0.001 theta + -0.004 omega + -0.002 theta omega + 0.130 omega^2,-3.7699208811e-03,-6.3189827153e-04,-3.6242285619e-03,7.9063807870e-05,-1.5973434795e-03,1.2956022921e-01
78504,2025-05-24 15:00:00,0.038653,2.485181,1.757501,1.005 omega + -0.001 theta omega + 0.039 omega^2,0.013 omega + -0.001 theta omega + 0.072 omega^2,3.9598062746e-04,-2.3286411754e-04,1.2660175650e-02,8.7582199112e-06,-1.3181078439e-03,7.1548877769e-02
78505,2025-05-24 15:05:00,0.018480,0.531892,0.376331,-0.002 1 + 0.999 omega + 0.028 omega^2,-0.004 1 + 0.001 theta + -0.001 omega + 0.057 omega^2,-3.8189187969e-03,7.4918603439e-04,-5.0058712040e-04,-3.2857251032e-05,7.1967484729e-06,5.6941997990e-02
78506,2025-05-24 15:10:00,0.131801,3.637961,2.574114,1.003 omega + 0.003 theta omega + -0.020 omega^2,-0.001 theta + 0.007 omega + 0.006 theta omega + -0.030 omega^2,-2.6036375055e-04,-5.9149659225e-04,6.5780343756e-03,-4.8588470556e-06,6.4084575716e-03,-3.0403513977e-02
78507,2025-05-24 15:15:00,0.015299,0.358918,0.254024,0.997 omega + 0.020 omega^2,0.001 omega + 0.026 omega^2,4.8435667245e-04,-2.3620084919e-05,1.4680846094e-03,-6.6768393892e-07,-2.0161984543e-04,2.5696083774e-02
78508,2025-05-24 15:20:00,0.071693,5.597404,3.958287,0.001 1 + 1.003 omega + 0.001 theta omega + -0.035 omega^2,0.001 1 + 0.007 omega + 0.002 theta omega + -0.068 omega^2,1.0933806230e-03,-4.6406365530e-04,6.6953363325e-03,1.2666841528e-05,1.5152669046e-03,-6.7581723056e-02
78509,2025-05-24 15:25:00,0.008319,0.552266,0.390555,-0.002 1 + 1.032 omega + -0.146 omega^2,-0.004 1 + 0.057 omega + -0.260 omega^2,-3.5554776098e-03,1.0385873838e-04,5.7491717044e-02,-2.8379262280e-06,2.5253024818e-04,-2.6047632684e-01
78510,2025-05-24 15:30:00,0.012346,0.615485,0.435302,0.010 1 + 0.918 omega + 0.001 theta omega + 0.164 omega^2,0.020 1 + -0.167 omega + 0.001 theta omega + 0.335 omega^2,1.9931004922e-02,-3.5590445015e-04,-1.6694757171e-01,1.6568716166e-06,1.4845406986e-03,3.3474219123e-01
