Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
84000,2025-06-12 17:35:00,0.030404,1.551269,1.097123,1.008 omega + 0.001 theta omega + 0.007 omega^2,-0.001 1 + 0.017 omega + 0.001 theta omega + 0.011 omega^2,-7.2878714642e-04,-2.1969863136e-04,1.7218504821e-02,-9.8907775943e-06,1.1893435843e-03,1.1202490621e-02
84001,2025-06-12 17:40:00,0.043472,2.312817,1.635697,0.001 1 + 1.029 omega + -0.157 omega^2,0.002 1 + -0.001 theta + 0.057 omega + -0.308 omega^2,1.8182407906e-03,-6.8418924582e-04,5.7228938419e-02,2.3380032577e-05,-6.0216881687e-05,-3.0825211863e-01
84002,2025-06-12 17:45:00,0.034955,4.655746,3.292202,-0.001 1 + 0.999 omega + -0.001 theta omega + 0.018 omega^2,-0.001 1 + -0.001 omega + -0.001 theta omega + 0.017 omega^2,-1.3015650701e-03,3.1135174432e-04,-5.3001549156e-04,-1.9451241341e-06,-1.3823841740e-03,1.6952942514e-02
84003,2025-06-12 17:50:00,nan,nan,nan,0.998 omega + 0.002 theta omega + -0.070 omega^2,-0.003 omega + 0.004 theta omega + -0.137 omega^2,-2.4050572244e-04,-4.8061584272e-04,-3.4505466784e-03,-5.1699291213e-05,3.5227315318e-03,-1.3721682847e-01
84004,2025-06-12 17:55:00,nan,nan,nan,-0.001 1 + 1.007 omega + -0.001 theta omega + 0.064 omega^2,-0.002 1 + 0.018 omega + -0.003 theta omega + 0.123 omega^2,-1.5977979945e-03,4.5292995112e-04,1.8236136063e-02,-2.3877188399e-05,-2.7525319543e-03,1.2304820368e-01
84005,2025-06-12 18:00:00,0.033679,1.084586,0.767288,0.981 omega + -0.005 theta omega + 0.113 omega^2,-0.001 1 + 0.001 theta + -0.036 omega + -0.009 theta omega + 0.198 omega^2,-7.7198888309e-04,7.4649868806e-04,-3.6436956891e-02,2.0418883111e-04,-9.0140069153e-03,1.9827331132e-01
84006,2025-06-12 18:05:00,0.019134,1.799880,1.272779,1.011 omega + -0.002 theta omega + 0.083 omega^2,-0.001 1 + -0.001 theta + 0.022 omega + -0.003 theta omega + 0.164 omega^2,-9.5773259019e-04,-5.2275746872e-04,2.1731509564e-02,3.4669285479e-06,-3.4846624651e-03,1.6384054589e-01
84007,2025-06-12 18:10:00,0.161423,25.378571,17.945722,0.003 1 + 0.994 omega + -0.001 theta omega + -0.109 omega^2,0.007 1 + -0.012 omega + -0.001 theta omega + -0.224 omega^2,6.9321125865e-03,5.4782762972e-05,-1.1991847098e-02,-3.7256560970e-06,-1.1736976587e-03,-2.2368324089e-01
84008,2025-06-12 18:15:00,0.028332,1.901926,1.345014,-0.003 1 + 1.023 omega + -0.001 theta omega + -0.040 omega^2,-0.007 1 + 0.001 theta + 0.051 omega + -0.003 theta omega + -0.089 omega^2,-7.2746932973e-03,8.5589372427e-04,5.0650193902e-02,-2.4065271547e-05,-2.7496807107e-03,-8.9250953518e-02
84009,2025-06-12 18:20:00,0.023506,1.696861,1.199977,-0.001 1 + 1.009 omega + -0.031 omega^2,-0.002 1 + 0.017 omega + -0.051 omega^2,-1.8010719214e-03,1.3967935455e-04,1.6533230559e-02,-3.4910489193e-06,-1.9230436532e-04,-5.0757250448e-02
