Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
80000,2025-05-29 19:45:00,0.008865,0.516301,0.365134,-0.004 1 + 1.068 omega + -0.228 omega^2,-0.009 1 + 0.141 omega + 0.001 theta omega + -0.470 omega^2,-9.0711251219e-03,-1.6537043616e-04,1.4082792785e-01,7.5017062686e-07,5.6775674322e-04,-4.7022702079e-01
80001,2025-05-29 19:50:00,nan,nan,nan,0.004 1 + 0.949 omega + 0.004 theta omega + 0.043 omega^2,0.008 1 + -0.001 theta + -0.098 omega + 0.009 theta omega + 0.083 omega^2,8.3692585237e-03,-6.5479592524e-04,-9.7695825026e-02,-1.3173025946e-05,8.5820345922e-03,8.2746045462e-02
80002,2025-05-29 19:55:00,0.035339,0.844948,0.597991,0.014 1 + -0.001 theta + 0.927 omega + 0.004 theta omega + 0.014 omega^2,0.027 1 + -0.002 theta + -0.146 omega + 0.008 theta omega + 0.025 omega^2,2.7060992909e-02,-1.9684077036e-03,-1.4596083291e-01,1.8151821739e-05,7.8458653394e-03,2.5242941756e-02
80003,2025-05-29 20:00:00,0.050409,5.543570,3.920058,0.001 1 + 1.014 omega + 0.001 theta omega + 0.026 omega^2,0.003 1 + 0.031 omega + 0.001 theta omega + 0.066 omega^2,2.6488575913e-03,2.5203783324e-04,3.0845442350e-02,3.5728761768e-06,1.4363752594e-03,6.5552117765e-02
80004,2025-05-29 20:05:00,0.101166,2.932060,2.074513,-0.024 1 + -0.001 theta + 0.848 omega + -0.006 theta omega + 0.033 omega^2,-0.049 1 + -0.002 theta + -0.301 omega + -0.012 theta omega + 0.080 omega^2,-4.8513506691e-02,-1.6558271846e-03,-3.0095291931e-01,9.6153834877e-06,-1.2001268033e-02,8.0493313027e-02
80005,2025-05-29 20:10:00,0.006924,0.188283,0.133227,0.002 1 + 1.009 omega + -0.067 omega^2,0.003 1 + 0.020 omega + -0.132 omega^2,3.0092725588e-03,1.7391825566e-04,2.0174269024e-02,-5.5032808680e-06,-4.1280007525e-04,-1.3197693782e-01
80006,2025-05-29 20:15:00,0.057611,5.690990,4.024344,0.001 1 + 1.013 omega + -0.046 omega^2,0.002 1 + 0.026 omega + -0.088 omega^2,1.9332066449e-03,-2.8655412015e-04,2.6073883709e-02,2.7315735678e-06,2.8803117272e-04,-8.8464677980e-02
80007,2025-05-29 20:20:00,0.015551,0.323721,0.229169,1.000 omega + 0.043 omega^2,-0.001 omega + 0.080 omega^2,-4.1750020113e-04,-2.2414622352e-04,-7.9823949283e-04,-7.2401310374e-06,-4.5004453960e-04,7.9571394786e-02
80008,2025-05-29 20:25:00,0.041535,2.065322,1.460698,0.001 1 + 1.000 omega + -0.037 omega^2,0.002 1 + 0.001 omega + 0.001 theta omega + -0.072 omega^2,1.8867063711e-03,-4.7388232337e-04,8.5183112103e-04,2.1972120540e-05,9.4647166228e-04,-7.2493818430e-02
80009,2025-05-29 20:30:00,0.057416,2.787768,1.971668,-0.003 1 + 0.970 omega + -0.001 theta omega + -0.119 omega^2,-0.005 1 + -0.055 omega + -0.001 theta omega + -0.228 omega^2,-5.0495194282e-03,-3.2759584317e-04,-5.4805454756e-02,-3.5234208986e-06,-8.9721643711e-04,-2.2847598605e-01
80010,2025-05-29 20:35:00,0.021717,0.711537,0.503367,-0.001 1 + 1.035 omega + -0.003 theta omega + -0.124 omega^2,-0.001 1 + 0.070 omega + -0.005 theta omega + -0.244 omega^2,-1.2805839859e-03,2.8788065017e-04,7.0090652280e-02,-1.3399818557e-05,-5.2846341774e-03,-2.4379317755e-01
80011,2025-05-29 20:40:00,0.077129,3.363092,2.378691,0.001 1 + -0.001 theta + 0.998 omega + 0.001 theta omega + 0.023 omega^2,0.003 1 + -0.001 theta + -0.003 omega + 0.002 theta omega + 0.048 omega^2,2.7156211144e-03,-1.1638879764e-03,-3.2042769035e-03,6.0960200355e-05,1.9105014299e-03,4.7972713624e-02
80012,2025-05-29 20:45:00,0.018553,0.471591,0.333723,0.003 1 + 0.978 omega + 0.001 theta omega + 0.010 omega^2,0.007 1 + -0.044 omega + 0.002 theta omega + 0.019 omega^2,7.0682057119e-03,-3.9543673414e-04,-4.3705622386e-02,-5.0459736976e-06,2.3278492820e-03,1.9246724839e-02
80013,2025-05-29 20:50:00,0.025685,1.730790,1.223988,0.001 1 + 0.974 omega + 0.002 theta omega + 0.097 omega^2,0.002 1 + -0.050 omega + 0.003 theta omega + 0.193 omega^2,2.3987446506e-03,-8.4750961872e-05,-4.9676706403e-02,-1.1683474939e-05,3.0412017276e-03,1.9270605141e-01
80014,2025-05-29 20:55:00,nan,nan,nan,-0.001 1 + 1.018 omega + 0.001 theta omega + 0.056 omega^2,-0.001 1 + -0.001 theta + 0.038 omega + 0.002 theta omega + 0.114 omega^2,-1.1450155159e-03,-5.9290961115e-04,3.7733074499e-02,-2.5973503095e-05,1.5580315507e-03,1.1417981457e-01
80015,2025-05-29 21:00:00,nan,nan,nan,0.010 1 + 1.079 omega + 0.002 theta omega + 0.049 omega^2,0.021 1 + 0.001 theta + 0.155 omega + 0.004 theta omega + 0.084 omega^2,2.0611937333e-02,5.1274738608e-04,1.5487061576e-01,-1.5681840813e-06,3.8979238948e-03,8.3813826272e-02
80016,2025-05-29 21:05:00,0.072221,6.192192,4.378839,0.001 1 + 1.029 omega + -0.001 theta omega + 0.171 omega^2,0.001 1 + 0.061 omega + -0.002 theta omega + 0.347 omega^2,1.3522854416e-03,-3.4262383222e-04,6.1167162189e-02,-3.8457913854e-06,-1.9693056147e-03,3.4659866227e-01
80017,2025-05-29 21:10:00,0.028137,0.863071,0.610608,0.001 1 + 1.000 omega + 0.001 theta omega + -0.058 omega^2,0.002 1 + 0.002 theta omega + -0.109 omega^2,2.0337086507e-03,-3.2829590731e-04,1.9109885444e-04,5.6128344787e-06,1.7047174278e-03,-1.0926946278e-01
80018,2025-05-29 21:15:00,0.015627,1.881155,1.330223,-0.001 1 + 1.004 omega + -0.001 theta omega + 0.095 omega^2,-0.002 1 + 0.008 omega + -0.003 theta omega + 0.183 omega^2,-1.6702904887e-03,-2.8649684045e-04,8.2638059587e-03,2.6862153298e-06,-2.5716527530e-03,1.8320729130e-01
80019,2025-05-29 21:20:00,0.038918,0.996054,0.704854,-0.001 1 + 0.996 omega + 0.023 omega^2,-0.002 1 + -0.007 omega + -0.001 theta omega + 0.052 omega^2,-2.3824188754e-03,1.0270558361e-05,-7.2526777478e-03,5.0944725541e-05,-7.2239448970e-04,5.2300066209e-02
80020,2025-05-29 21:25:00,0.033061,1.651961,1.168347,1.016 omega + 0.003 theta omega + -0.069 omega^2,-0.001 1 + -0.001 theta + 0.033 omega + 0.006 theta omega + -0.138 omega^2,-8.1509540824e-04,-8.1727376410e-04,3.2563436585e-02,-2.6465394265e-05,5.5795488168e-03,-1.3786533076e-01
80021,2025-05-29 21:30:00,0.010428,0.493211,0.348831,0.989 omega + 0.039 omega^2,-0.001 1 + -0.020 omega + 0.001 theta omega + 0.078 omega^2,-8.3568448430e-04,1.3187206263e-04,-2.0396482689e-02,-5.1487628108e-06,5.0574781520e-04,7.7739738739e-02
80022,2025-05-29 21:35:00,0.272944,8.454175,5.981119,1.007 omega + 0.002 theta omega + -0.047 omega^2,0.015 omega + 0.003 theta omega + -0.090 omega^2,3.3049852841e-04,3.6093686828e-05,1.4550625458e-02,4.2109652027e-05,3.4798878187e-03,-9.0081756343e-02
80023,2025-05-29 21:40:00,0.077110,4.116960,2.911641,-0.001 1 + 1.004 omega + -0.001 theta omega + -0.013 omega^2,-0.001 1 + 0.001 theta + 0.010 omega + -0.002 theta omega + -0.022 omega^2,-1.1259663566e-03,6.0062531099e-04,9.9538902638e-03,-5.3506793295e-05,-1.6213938854e-03,-2.1658472129e-02
80024,2025-05-29 21:45:00,nan,nan,nan,-0.001 1 + 1.027 omega + -0.007 theta omega + 0.413 omega^2,-0.001 1 + -0.001 theta + 0.055 omega + -0.014 theta omega + 0.807 omega^2,-1.0453317277e-03,-8.7256227407e-04,5.5099964301e-02,3.9588981334e-05,-1.4143905460e-02,8.0733565533e-01
80025,2025-05-29 21:50:00,nan,nan,nan,-0.001 1 + 0.999 omega + 0.050 omega^2,-0.002 1 + 0.001 theta + -0.001 omega + 0.109 omega^2,-2.2155394590e-03,6.4160155627e-04,-9.8153031417e-04,7.4425933041e-05,-2.1457317843e-04,1.0869002141e-01
80026,2025-05-29 21:55:00,0.009771,0.260084,0.184037,1.030 omega + -0.001 theta omega + 0.193 omega^2,0.062 omega + -0.002 theta omega + 0.382 omega^2,4.6369157776e-04,-3.3546084375e-04,6.1600659907e-02,-7.2428728591e-07,-2.0659233673e-03,3.8185631515e-01
80027,2025-05-29 22:00:00,4.804213,216.229648,152.935184,0.007 1 + 0.001 theta + 1.002 omega + 0.003 theta omega + -0.139 omega^2,0.013 1 + 0.001 theta + 0.007 omega + 0.006 theta omega + -0.260 omega^2,1.2910285188e-02,1.3193124666e-03,7.1825148074e-03,5.8771841143e-06,5.8119921780e-03,-2.5984128466e-01
80028,2025-05-29 22:05:00,0.009795,0.374557,0.264942,-0.008 1 + 0.914 omega + -0.213 omega^2,-0.016 1 + -0.170 omega + 0.001 theta omega + -0.422 omega^2,-1.5872487911e-02,2.3922676021e-04,-1.7009071226e-01,4.4246494177e-07,8.2856324836e-04,-4.2171817407e-01
80029,2025-05-29 22:10:00,0.026140,2.828842,2.000379,0.016 1 + 1.115 omega + 0.001 theta omega + 0.202 omega^2,0.032 1 + 0.225 omega + 0.002 theta omega + 0.390 omega^2,3.1780674496e-02,4.7914437921e-04,2.2474893638e-01,1.8894459099e-06,1.7470838925e-03,3.9006729690e-01
80030,2025-05-29 22:15:00,nan,nan,nan,0.002 1 + 0.003 theta + 1.028 omega + 0.006 theta omega + 0.240 omega^2,0.003 1 + 0.005 theta + 0.060 omega + 0.001 theta^2 + 0.012 theta omega + 0.496 omega^2,3.4762429754e-03,5.2175899299e-03,6.0065874059e-02,9.0455073110e-04,1.2029060891e-02,4.9623720901e-01
80031,2025-05-29 22:20:00,0.374983,16.027207,11.336048,0.998 omega + 0.001 theta omega + 0.058 omega^2,-0.004 omega + 0.002 theta omega + 0.120 omega^2,-9.1476627986e-05,1.0972551261e-04,-3.7474287797e-03,-1.3635706868e-04,1.8497262801e-03,1.1961567536e-01
80032,2025-05-29 22:25:00,0.064189,4.008986,2.835144,1.030 omega + 0.001 theta omega + -0.170 omega^2,0.065 omega + 0.003 theta omega + -0.355 omega^2,-8.5167063706e-05,-4.5783971439e-04,6.4978031922e-02,-1.4137093312e-06,2.7204507334e-03,-3.5533102029e-01
80033,2025-05-29 22:30:00,0.025946,0.634707,0.449181,0.990 omega + 0.035 omega^2,-0.018 omega + 0.001 theta omega + 0.059 omega^2,8.5431041246e-05,3.7533851192e-04,-1.7959456269e-02,-3.4381090406e-05,8.5723163332e-04,5.8761470190e-02
80034,2025-05-29 22:35:00,0.029188,1.169612,0.827298,0.995 omega + 0.016 omega^2,-0.005 omega + 0.020 omega^2,8.1019077237e-06,-2.6518360657e-05,-5.3176324495e-03,1.2251363120e-06,4.8690570904e-05,2.0101309584e-02
80035,2025-05-29 22:40:00,0.076296,3.387429,2.395881,0.001 1 + 0.963 omega + 0.003 theta omega + 0.177 omega^2,0.001 1 + -0.074 omega + 0.007 theta omega + 0.346 omega^2,1.1131433628e-03,1.0268582154e-04,-7.4033119943e-02,-3.8252512409e-05,6.9198618109e-03,3.4626955935e-01
80036,2025-05-29 22:45:00,0.148060,6.686382,4.729145,-0.001 theta + 1.015 omega + 0.007 theta omega + -0.058 omega^2,-0.001 1 + -0.002 theta + 0.031 omega + 0.014 theta omega + -0.122 omega^2,-6.2082538242e-04,-2.2196237676e-03,3.1349391287e-02,-3.0036131115e-05,1.4204089916e-02,-1.2197071330e-01
80037,2025-05-29 22:50:00,0.043771,3.750026,2.651850,-0.001 1 + 1.009 omega + -0.060 omega^2,-0.001 1 + 0.020 omega + -0.001 theta omega + -0.120 omega^2,-1.0977062682e-03,4.2739894993e-04,1.9670444207e-02,-1.3804373052e-05,-8.5115335785e-04,-1.1979977341e-01
80038,2025-05-29 22:55:00,nan,nan,nan,-0.003 1 + 1.017 omega + -0.001 theta omega + 0.098 omega^2,-0.006 1 + -0.001 theta + 0.034 omega + -0.002 theta omega + 0.195 omega^2,-5.8388205640e-03,-6.6402369215e-04,3.4060057929e-02,-4.1837165914e-06,-1.7646612749e-03,1.9457927163e-01
80039,2025-05-29 23:00:00,nan,nan,nan,-0.007 1 + -0.001 theta + 0.984 omega + -0.003 theta omega + 0.086 omega^2,-0.014 1 + -0.003 theta + -0.031 omega + -0.007 theta omega + 0.181 omega^2,-1.3922877870e-02,-2.9059402713e-03,-3.1353208417e-02,-1.1023780956e-04,-7.2129520563e-03,1.8054507289e-01
80040,2025-05-29 23:05:00,0.055860,1.319577,0.933917,0.002 1 + 0.987 omega + -0.070 omega^2,0.004 1 + 0.001 theta + -0.023 omega + -0.001 theta omega + -0.134 omega^2,3.8620620567e-03,6.3758595278e-04,-2.3166782858e-02,2.4665171923e-05,-8.3444923764e-04,-1.3376401111e-01
80041,2025-05-29 23:10:00,nan,nan,nan,-0.001 1 + 1.004 omega + 0.001 theta omega + 0.034 omega^2,-0.001 1 + 0.001 theta + 0.013 omega + 0.004 theta omega + 0.061 omega^2,-9.3016130337e-04,5.7455990075e-04,1.3375033527e-02,3.1071312540e-04,3.8664678490e-03,6.1221065064e-02
80042,2025-05-29 23:15:00,0.011196,0.738142,0.522005,-0.001 1 + 0.999 omega + 0.002 theta omega + -0.054 omega^2,-0.001 1 + -0.002 omega + 0.003 theta omega + -0.109 omega^2,-1.0053079781e-03,2.0867350757e-04,-2.1253093342e-03,-9.6542904083e-06,3.3213052941e-03,-1.0891025613e-01
80043,2025-05-29 23:20:00,0.017189,0.519673,0.367665,0.006 1 + 1.066 omega + 0.001 theta omega + 0.155 omega^2,0.014 1 + 0.142 omega + 0.002 theta omega + 0.325 omega^2,1.4029865488e-02,2.5945595512e-04,1.4205280726e-01,-8.1914167251e-07,1.9956880730e-03,3.2530826529e-01
80044,2025-05-29 23:25:00,0.040765,4.729733,3.344550,0.007 1 + 1.089 omega + 0.004 theta omega + 0.253 omega^2,0.013 1 + 0.001 theta + 0.179 omega + 0.008 theta omega + 0.512 omega^2,1.3220274508e-02,5.6217563687e-04,1.7920511293e-01,-1.8025230675e-05,7.7643313898e-03,5.1223402351e-01
80045,2025-05-29 23:30:00,nan,nan,nan,-0.008 1 + 0.880 omega + 0.001 theta omega + -0.443 omega^2,-0.018 1 + -0.260 omega + 0.003 theta omega + -0.951 omega^2,-1.7699818670e-02,3.0213123619e-04,-2.5953236528e-01,-2.4739286450e-06,2.5777526235e-03,-9.5125155695e-01
80046,2025-05-29 23:35:00,0.041661,1.781060,1.259744,0.006 1 + 1.058 omega + 0.001 theta omega + 0.123 omega^2,0.013 1 + 0.125 omega + 0.002 theta omega + 0.261 omega^2,1.3345787655e-02,1.7518908988e-04,1.2458029556e-01,-6.3379335450e-06,2.2212768893e-03,2.6087653530e-01
