Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
33500,2024-12-18 20:50:00,0.021418,0.780329,0.551984,0.002 1 + 1.008 omega + -0.093 omega^2,0.004 1 + -0.001 theta + 0.018 omega + -0.193 omega^2,4.3804397789e-03,-6.0382247924e-04,1.8023901213e-02,1.7136054378e-05,5.0696150804e-05,-1.9329154792e-01
33501,2024-12-18 20:55:00,nan,nan,nan,-0.001 theta + 1.006 omega + 0.002 theta omega + 0.075 omega^2,-0.001 1 + -0.002 theta + 0.014 omega + 0.004 theta omega + 0.139 omega^2,-6.0942703989e-04,-1.7525569896e-03,1.3965545080e-02,1.4537169366e-04,3.6578653364e-03,1.3944909470e-01
33502,2024-12-18 21:00:00,nan,nan,nan,0.001 1 + 1.023 omega + 0.002 theta omega + 0.012 omega^2,0.003 1 + 0.049 omega + 0.004 theta omega + 0.038 omega^2,2.9298923007e-03,3.5085085178e-04,4.8950001730e-02,-7.8197516454e-07,3.8906525151e-03,3.8347713839e-02
33503,2024-12-18 21:05:00,0.017733,0.396845,0.280892,-0.006 1 + 0.961 omega + -0.002 theta omega + 0.061 omega^2,-0.011 1 + -0.077 omega + -0.003 theta omega + 0.125 omega^2,-1.1393436250e-02,4.3942344669e-05,-7.6501882837e-02,3.5463194019e-05,-3.3417843492e-03,1.2475447865e-01
33504,2024-12-18 21:10:00,0.008904,0.251168,0.177714,-0.001 1 + 0.984 omega + -0.059 omega^2,-0.002 1 + -0.028 omega + -0.117 omega^2,-2.0330671665e-03,2.1597776966e-05,-2.7533019727e-02,5.6376983205e-06,-3.7992316634e-04,-1.1703573170e-01
33505,2024-12-18 21:15:00,0.011463,0.290688,0.205707,-0.001 1 + 1.008 omega + 0.071 omega^2,-0.002 1 + 0.016 omega + 0.001 theta omega + 0.129 omega^2,-2.3334069467e-03,-2.6875385588e-04,1.5512075301e-02,-4.2785929601e-06,7.8404762166e-04,1.2947900421e-01
33506,2024-12-18 21:20:00,0.025827,0.821495,0.581172,-0.001 1 + 1.027 omega + -0.001 theta omega + -0.038 omega^2,-0.003 1 + 0.058 omega + -0.002 theta omega + -0.088 omega^2,-3.1944177691e-03,-1.1552482747e-04,5.7627209925e-02,1.2628279192e-05,-2.2796645696e-03,-8.8317203016e-02
33507,2024-12-18 21:25:00,0.030174,3.105908,2.196312,-0.002 1 + 1.019 omega + -0.081 omega^2,-0.003 1 + 0.044 omega + -0.176 omega^2,-3.4799852356e-03,1.1113245255e-04,4.3535747792e-02,-3.1625394597e-06,1.9457506881e-04,-1.7567392922e-01
33508,2024-12-18 21:30:00,nan,nan,nan,-0.004 1 + 0.001 theta + 1.037 omega + -0.003 theta omega + 0.007 omega^2,-0.008 1 + 0.001 theta + 0.074 omega + -0.006 theta omega + 0.018 omega^2,-8.1171661392e-03,1.0256678564e-03,7.4096668234e-02,-3.1415031190e-05,-5.5908323257e-03,1.8473281909e-02
33509,2024-12-18 21:35:00,nan,nan,nan,1.002 omega + -0.002 theta omega + 0.151 omega^2,0.001 1 + -0.001 theta + 0.005 omega + -0.004 theta omega + 0.292 omega^2,6.1431636309e-04,-5.4101019453e-04,5.4423564096e-03,3.8448879823e-05,-4.1798579416e-03,2.9198394285e-01
33510,2024-12-18 21:40:00,0.006920,0.592616,0.419071,-0.004 1 + 1.047 omega + -0.001 theta omega + -0.140 omega^2,-0.007 1 + 0.087 omega + -0.002 theta omega + -0.250 omega^2,-7.2014952987e-03,3.0992120168e-04,8.6837054162e-02,-3.5662441632e-06,-1.7537955669e-03,-2.4963053617e-01
33511,2024-12-18 21:45:00,0.027338,1.188492,0.840613,1.010 omega + -0.031 omega^2,0.021 omega + -0.001 theta omega + -0.063 omega^2,-4.3990576453e-04,-7.3107484965e-05,2.1222414599e-02,4.4497683058e-06,-5.4474172494e-04,-6.2828769300e-02
33512,2024-12-18 21:50:00,0.016588,0.565855,0.400292,0.001 1 + 0.958 omega + -0.001 theta omega + 0.223 omega^2,0.001 1 + 0.001 theta + -0.081 omega + -0.001 theta omega + 0.437 omega^2,8.5271204567e-04,5.0873226712e-04,-8.1404849265e-02,-1.2881832827e-05,-1.0785359444e-03,4.3660930106e-01
33513,2024-12-18 21:55:00,0.022557,2.412203,1.705760,1.012 omega + -0.001 theta omega + 0.099 omega^2,0.024 omega + -0.002 theta omega + 0.200 omega^2,-1.7098069566e-04,-4.1262876109e-04,2.3882675845e-02,1.4003831176e-06,-1.9876990682e-03,1.9986895358e-01
33514,2024-12-18 22:00:00,0.033691,0.752931,0.532935,0.002 1 + 1.001 omega + -0.118 omega^2,0.003 1 + -0.001 theta + 0.003 omega + -0.236 omega^2,3.0974706576e-03,-5.6899913652e-04,3.2715759907e-03,-1.3354103087e-05,-4.2048791249e-04,-2.3595145986e-01
33515,2024-12-18 22:05:00,0.052643,1.929677,1.364995,1.001 omega + 0.031 omega^2,0.001 1 + 0.001 theta + 0.001 omega + 0.054 omega^2,5.3284524732e-04,5.6179203562e-04,9.8764193817e-04,3.3714858557e-05,3.0040941728e-04,5.3950493688e-02
33516,2024-12-18 22:10:00,0.046659,1.516192,1.072617,0.002 1 + 1.002 omega + -0.051 omega^2,0.003 1 + 0.004 omega + -0.096 omega^2,2.8678390239e-03,-3.2860330689e-04,4.0974509768e-03,-1.5720666938e-05,-4.7225127237e-04,-9.5516812527e-02
33517,2024-12-18 22:15:00,0.044937,1.364304,0.965232,0.002 1 + 0.995 omega + 0.001 theta omega + -0.024 omega^2,0.003 1 + -0.008 omega + 0.001 theta omega + -0.049 omega^2,3.4435852653e-03,-3.9274536277e-04,-7.9073714191e-03,5.3552978043e-06,1.4398743000e-03,-4.9242628510e-02
33518,2024-12-18 22:20:00,0.044493,2.145954,1.517745,1.015 omega + 0.003 theta omega + -0.105 omega^2,-0.001 theta + 0.031 omega + 0.006 theta omega + -0.213 omega^2,-8.0820372765e-05,-6.8928396282e-04,3.0923389121e-02,-2.6641032261e-05,6.4562746373e-03,-2.1287613303e-01
33519,2024-12-18 22:25:00,0.018130,0.985039,0.696646,0.993 omega + 0.053 omega^2,-0.009 omega + -0.001 theta omega + 0.099 omega^2,-1.1890837781e-04,1.3818856969e-04,-8.5921503024e-03,-6.0156501114e-06,-8.1462699830e-04,9.9192291479e-02
33520,2024-12-18 22:30:00,0.074806,3.610695,2.553695,-0.001 theta + 1.007 omega + 0.001 theta omega + -0.082 omega^2,-0.002 theta + 0.015 omega + 0.002 theta omega + -0.164 omega^2,2.5952097979e-04,-2.0407306852e-03,1.5057915761e-02,-1.5563979099e-04,2.0179415232e-03,-1.6411152060e-01
33521,2024-12-18 22:35:00,0.023138,1.171678,0.828663,0.001 1 + 1.020 omega + 0.057 omega^2,0.002 1 + 0.036 omega + 0.001 theta omega + 0.102 omega^2,1.5695763336e-03,-3.6472085596e-05,3.6083217107e-02,-2.3148476988e-06,6.8791952454e-04,1.0169254437e-01
33522,2024-12-18 22:40:00,nan,nan,nan,0.034 1 + 1.397 omega + 1.145 omega^2,0.070 1 + 0.803 omega + -0.001 theta omega + 2.304 omega^2,6.9591552329e-02,-1.5539357590e-04,8.0283337259e-01,-1.4878462186e-06,-5.8995657048e-04,2.3044673547e+00
33523,2024-12-18 22:45:00,0.024913,3.604378,2.548741,-0.004 1 + 0.878 omega + 0.001 theta omega + -0.503 omega^2,-0.008 1 + 0.001 theta + -0.241 omega + 0.002 theta omega + -0.995 omega^2,-7.7040125496e-03,8.7857041035e-04,-2.4051534966e-01,1.2938037914e-05,2.1076684010e-03,-9.9543928824e-01
33524,2024-12-18 22:50:00,nan,nan,nan,-0.010 1 + -0.002 theta + 0.892 omega + -0.009 theta omega + -0.251 omega^2,-0.019 1 + -0.003 theta + -0.202 omega + -0.016 theta omega + -0.459 omega^2,-1.8745707242e-02,-2.9710667157e-03,-2.0201748935e-01,-1.1078194388e-04,-1.6409617173e-02,-4.5941782149e-01
33525,2024-12-18 22:55:00,0.021726,1.193344,0.843961,0.984 omega + 0.001 theta omega + 0.066 omega^2,-0.032 omega + 0.002 theta omega + 0.131 omega^2,1.9593269263e-04,1.8266296484e-04,-3.1880613322e-02,-1.8402214818e-05,2.0926111305e-03,1.3102554754e-01
33526,2024-12-18 23:00:00,0.025526,1.268133,0.896887,-0.001 1 + 0.957 omega + -0.230 omega^2,-0.001 1 + -0.085 omega + -0.470 omega^2,-1.2412842641e-03,3.5465426900e-04,-8.5346873514e-02,1.0694840215e-05,-2.7279758620e-05,-4.6969131410e-01
33527,2024-12-18 23:05:00,0.021008,0.505080,0.357454,-0.003 1 + 0.965 omega + -0.090 omega^2,-0.006 1 + -0.072 omega + -0.001 theta omega + -0.189 omega^2,-6.2102612093e-03,-6.1870619619e-05,-7.2063377504e-02,2.5489595134e-06,-8.7263208986e-04,-1.8905669286e-01
33528,2024-12-18 23:10:00,0.028798,1.206077,0.853068,-0.002 1 + 0.976 omega + -0.001 theta omega + -0.102 omega^2,-0.003 1 + -0.040 omega + -0.001 theta omega + -0.179 omega^2,-2.7199649263e-03,-3.4486656958e-04,-3.9908593336e-02,-1.1392732745e-05,-1.0918692864e-03,-1.7909855666e-01
