Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
68500,2025-04-19 18:45:00,nan,nan,nan,-0.001 1 + 1.002 omega + 0.001 theta omega + 0.109 omega^2,-0.002 1 + -0.001 theta + 0.005 omega + 0.002 theta omega + 0.234 omega^2,-1.6332874952e-03,-8.0044868755e-04,4.6428356273e-03,3.1821998162e-05,1.7785863091e-03,2.3417450392e-01
68501,2025-04-19 18:50:00,0.049272,3.863362,2.732031,0.001 1 + 1.000 omega + -0.015 omega^2,0.001 1 + 0.002 omega + 0.001 theta omega + -0.024 omega^2,1.3266320206e-03,1.4895577815e-04,1.5096520268e-03,3.6844533441e-06,5.5488650205e-04,-2.4085574397e-02
68502,2025-04-19 18:55:00,nan,nan,nan,-0.001 1 + 1.006 omega + -0.002 theta omega + 0.055 omega^2,-0.002 1 + -0.001 theta + 0.014 omega + -0.005 theta omega + 0.110 omega^2,-2.0413952411e-03,-9.7545134803e-04,1.3521284919e-02,-4.6095405916e-06,-4.6659949283e-03,1.1037255353e-01
68503,2025-04-19 19:00:00,0.092478,2.931881,2.074184,0.001 1 + -0.001 theta + 1.003 omega + -0.003 theta omega + 0.001 omega^2,0.001 1 + -0.002 theta + 0.008 omega + -0.006 theta omega + -0.004 omega^2,1.1874332993e-03,-1.6144665079e-03,7.9991077485e-03,2.2207147378e-04,-6.3565518618e-03,-4.0123051928e-03
68504,2025-04-19 19:05:00,0.056297,1.217308,0.861686,-0.002 1 + 0.995 omega + -0.001 theta omega + 0.115 omega^2,-0.004 1 + -0.008 omega + -0.002 theta omega + 0.224 omega^2,-4.2529951027e-03,-4.0855147884e-04,-8.3193035247e-03,1.7248897832e-05,-1.9776603000e-03,2.2434779128e-01
68505,2025-04-19 19:10:00,0.071378,4.944069,3.496349,-0.001 1 + 1.002 omega + 0.001 theta omega + -0.018 omega^2,-0.002 1 + -0.001 theta + 0.006 omega + 0.001 theta omega + -0.031 omega^2,-2.3679057677e-03,-5.2615591413e-04,5.8773712921e-03,-2.3763467712e-05,1.1745696653e-03,-3.1204597316e-02
68506,2025-04-19 19:15:00,0.204332,4.282350,3.031524,-0.001 theta + 1.004 omega + -0.001 theta omega + 0.029 omega^2,-0.001 theta + 0.009 omega + -0.002 theta omega + 0.057 omega^2,-4.4887133631e-04,-1.2436209000e-03,8.7463590504e-03,-1.1801558421e-04,-2.0104282196e-03,5.7131352234e-02
68507,2025-04-19 19:20:00,0.032875,1.199994,0.848842,-0.002 1 + 0.979 omega + -0.058 omega^2,-0.004 1 + -0.039 omega + -0.113 omega^2,-4.1733484946e-03,2.6471218812e-05,-3.9405811031e-02,7.7521925033e-06,-3.7213240615e-04,-1.1317464794e-01
68508,2025-04-19 19:25:00,0.084945,3.642614,2.576417,0.001 1 + 1.007 omega + -0.001 theta omega + -0.039 omega^2,0.001 1 + 0.015 omega + -0.002 theta omega + -0.075 omega^2,1.4914728541e-03,-2.0271278116e-04,1.4533275152e-02,-6.9671568982e-06,-1.8054631424e-03,-7.5385870014e-02
68509,2025-04-19 19:30:00,0.021685,1.687824,1.193570,0.001 1 + 0.991 omega + 0.001 theta omega + -0.127 omega^2,0.003 1 + 0.001 theta + -0.013 omega + 0.002 theta omega + -0.235 omega^2,2.8630302871e-03,5.1076497948e-04,-1.3271347216e-02,9.5126065860e-06,1.9792422116e-03,-2.3525238711e-01
