Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
38500,2025-01-05 06:30:00,nan,nan,nan,0.002 1 + 1.005 omega + 0.003 theta omega + -0.114 omega^2,0.003 1 + -0.001 theta + 0.010 omega + 0.005 theta omega + -0.224 omega^2,3.3271586945e-03,-7.6609337253e-04,1.0035259101e-02,2.5053181503e-06,4.9685407117e-03,-2.2362865990e-01
38501,2025-01-05 06:35:00,0.041370,1.794376,1.269153,0.001 1 + 0.991 omega + 0.007 omega^2,0.002 1 + -0.012 omega + 0.005 omega^2,2.3453063557e-03,-9.7994437860e-06,-1.2440178031e-02,-2.0954961260e-06,9.8040934914e-05,5.0939897596e-03
38502,2025-01-05 06:40:00,0.107493,5.602600,3.962365,1.003 omega + 0.019 omega^2,-0.001 theta + 0.008 omega + 0.025 omega^2,4.7380121684e-04,-5.1239652037e-04,8.0095430106e-03,4.0885632519e-05,5.8833397185e-05,2.4912063755e-02
38503,2025-01-05 06:45:00,0.043338,4.103660,2.901887,1.037 omega + -0.002 theta omega + -0.121 omega^2,0.076 omega + -0.004 theta omega + -0.248 omega^2,1.6224359898e-04,-2.1874057616e-04,7.6266041794e-02,1.4992420023e-05,-4.3665206022e-03,-2.4753458643e-01
38504,2025-01-05 06:50:00,0.028944,0.822958,0.582279,0.002 1 + 0.001 theta + 1.005 omega + 0.001 theta omega + 0.052 omega^2,0.004 1 + 0.003 theta + 0.010 omega + 0.002 theta omega + 0.102 omega^2,3.5352995789e-03,2.7051093552e-03,1.0483237832e-02,2.7377747369e-04,2.1805630661e-03,1.0218882695e-01
38505,2025-01-05 06:55:00,nan,nan,nan,-0.001 1 + 0.996 omega + -0.001 theta omega + -0.058 omega^2,-0.002 1 + -0.009 omega + -0.002 theta omega + -0.121 omega^2,-1.5758797194e-03,1.2993809623e-04,-8.6033544172e-03,8.1276516025e-05,-2.0731572564e-03,-1.2106343640e-01
38506,2025-01-05 07:00:00,nan,nan,nan,0.002 1 + 0.976 omega + 0.001 theta omega + 0.074 omega^2,0.005 1 + -0.047 omega + 0.003 theta omega + 0.148 omega^2,4.6293565694e-03,-3.4446874035e-04,-4.6568371831e-02,-2.7173301589e-06,2.5993604084e-03,1.4815052655e-01
38507,2025-01-05 07:05:00,0.056482,1.786143,1.263625,0.001 1 + 1.003 omega + 0.001 theta omega + -0.034 omega^2,0.002 1 + 0.006 omega + 0.001 theta omega + -0.062 omega^2,1.6715277232e-03,-4.6823234818e-04,5.9114440757e-03,1.0741694873e-05,1.0566036613e-03,-6.2452253806e-02
38508,2025-01-05 07:10:00,0.173998,9.194601,6.502729,0.991 omega + 0.003 theta omega + -0.048 omega^2,0.001 1 + -0.018 omega + 0.006 theta omega + -0.081 omega^2,8.0700078390e-04,3.2361423647e-04,-1.8347167053e-02,-1.0586817818e-04,5.5231127000e-03,-8.1189868555e-02
38509,2025-01-05 07:15:00,0.046006,2.445236,1.729349,-0.004 1 + -0.001 theta + 0.968 omega + -0.002 theta omega + -0.048 omega^2,-0.009 1 + -0.001 theta + -0.063 omega + -0.004 theta omega + -0.094 omega^2,-8.9037067830e-03,-1.0860987647e-03,-6.3491194525e-02,-2.4605622673e-05,-4.1740529415e-03,-9.4405495674e-02
