Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
72500,2025-05-03 18:20:00,0.131010,7.327943,5.182466,1.004 omega + 0.030 omega^2,0.008 omega + 0.061 omega^2,-2.6320703431e-04,-3.2280258387e-05,7.7480458222e-03,-2.2045599359e-05,3.6709344107e-05,6.0651941938e-02
72501,2025-05-03 18:25:00,nan,nan,nan,0.007 1 + 1.036 omega + 0.001 theta omega + 0.031 omega^2,0.015 1 + 0.001 theta + 0.079 omega + 0.001 theta omega + 0.071 omega^2,1.4589732712e-02,5.2831448683e-04,7.8604271151e-02,5.8552884567e-06,1.4325807048e-03,7.1341922327e-02
72502,2025-05-03 18:30:00,0.377200,51.456081,36.385921,-0.006 1 + 0.997 omega + 0.050 omega^2,-0.012 1 + -0.006 omega + 0.097 omega^2,-1.1598638043e-02,4.0951043937e-04,-5.9323354293e-03,-7.9667668936e-06,1.6225964652e-04,9.7325057647e-02
72503,2025-05-03 18:35:00,0.146815,4.363653,3.087315,-0.019 1 + -0.001 theta + 0.870 omega + -0.008 theta omega + -0.013 omega^2,-0.039 1 + -0.002 theta + -0.259 omega + -0.016 theta omega + -0.023 omega^2,-3.8656287282e-02,-2.2257883871e-03,-2.5870163512e-01,1.4150975222e-05,-1.6149042173e-02,-2.2798416785e-02
72504,2025-05-03 18:40:00,nan,nan,nan,-0.001 1 + 1.010 omega + 0.002 theta omega + -0.007 omega^2,-0.002 1 + 0.019 omega + 0.003 theta omega + -0.013 omega^2,-2.2319230425e-03,-3.5945828053e-04,1.9349579920e-02,6.2011800415e-05,3.1941256536e-03,-1.2828948701e-02
72505,2025-05-03 18:45:00,nan,nan,nan,-0.005 1 + 0.001 theta + 1.009 omega + 0.035 omega^2,-0.010 1 + 0.001 theta + 0.018 omega + -0.001 theta omega + 0.074 omega^2,-9.6135077747e-03,1.0821600390e-03,1.7685138226e-02,-3.6184538031e-05,-8.0277772947e-04,7.3667056997e-02
72506,2025-05-03 18:50:00,0.029253,0.737622,0.521988,-0.008 1 + 0.944 omega + -0.002 theta omega + -0.029 omega^2,-0.016 1 + -0.113 omega + -0.004 theta omega + -0.059 omega^2,-1.5826962823e-02,-4.0936658975e-04,-1.1289363685e-01,1.1816623130e-05,-4.1354830137e-03,-5.9059914022e-02
72507,2025-05-03 18:55:00,0.142220,6.026146,4.262315,0.003 1 + 0.999 omega + -0.051 omega^2,0.005 1 + 0.001 theta + -0.001 omega + -0.098 omega^2,5.2855310347e-03,8.7759625587e-04,-1.2119613098e-03,3.7534390993e-05,4.1182951160e-04,-9.7865647773e-02
72508,2025-05-03 19:00:00,0.040467,1.533299,1.084583,1.017 omega + 0.001 theta omega + 0.046 omega^2,0.037 omega + 0.002 theta omega + 0.099 omega^2,-3.4157000680e-04,3.7191080583e-05,3.6662419528e-02,3.1591089167e-06,1.9109509335e-03,9.9189554861e-02
72509,2025-05-03 19:05:00,0.176760,7.263045,5.137269,0.001 1 + 1.002 omega + 0.016 omega^2,0.002 1 + 0.006 omega + 0.036 omega^2,1.7232153863e-03,-3.7360749394e-04,5.7299612493e-03,-3.0358791213e-05,-4.4367516778e-05,3.5903580852e-02
