Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
80500,2025-05-31 13:30:00,nan,nan,nan,-0.003 1 + 1.025 omega + -0.001 theta omega + -0.024 omega^2,-0.007 1 + 0.062 omega + -0.002 theta omega + -0.082 omega^2,-6.5820654118e-03,3.8658618475e-04,6.1892406217e-02,-3.2220940515e-06,-2.3629653683e-03,-8.1940464972e-02
80501,2025-05-31 13:35:00,0.021943,1.004247,0.710279,0.001 1 + 0.998 omega + -0.001 omega^2,0.001 1 + 0.003 omega + -0.035 omega^2,1.1652044202e-03,-1.7773772067e-04,2.7812275939e-03,4.1421734762e-06,3.2458017490e-04,-3.5215755559e-02
80502,2025-05-31 13:40:00,0.013663,1.582673,1.119161,-0.001 1 + 0.998 omega + -0.001 theta omega + 0.051 omega^2,-0.002 1 + -0.006 omega + -0.002 theta omega + 0.112 omega^2,-1.9601950288e-03,3.9248286936e-04,-6.2649947492e-03,6.0435152854e-07,-2.3265968407e-03,1.1186499509e-01
80503,2025-05-31 13:45:00,0.020893,1.499668,1.060528,0.004 1 + 0.955 omega + 0.001 theta omega + 0.100 omega^2,0.009 1 + -0.092 omega + 0.001 theta omega + 0.212 omega^2,8.8305529192e-03,-1.8108357249e-04,-9.2140523661e-02,7.3639948865e-07,1.0986324326e-03,2.1183462761e-01
80504,2025-05-31 13:50:00,0.008519,0.176846,0.125194,0.003 1 + 0.972 omega + 0.063 omega^2,0.004 1 + -0.045 omega + 0.107 omega^2,3.7628085870e-03,-1.1415288077e-05,-4.5287876241e-02,-3.0233209752e-07,3.1199378159e-04,1.0681956722e-01
80505,2025-05-31 13:55:00,0.040403,3.021153,2.136469,0.013 1 + -0.001 theta + 0.928 omega + 0.002 theta omega + 0.069 omega^2,0.025 1 + -0.001 theta + -0.137 omega + 0.004 theta omega + 0.131 omega^2,2.5190704091e-02,-1.1764215232e-03,-1.3664747111e-01,1.1304957986e-05,3.7465790394e-03,1.3139438199e-01
80506,2025-05-31 14:00:00,0.019489,0.595508,0.421313,1.000 omega + 0.004 omega^2,0.001 1 + 0.001 omega + 0.007 omega^2,1.3891539921e-03,1.4667835374e-04,1.1947498604e-03,2.2586342725e-06,1.3785125543e-04,7.4762642067e-03
80507,2025-05-31 14:05:00,0.094856,5.777703,4.086004,0.997 omega + -0.003 theta omega + 0.107 omega^2,-0.001 1 + -0.005 omega + -0.005 theta omega + 0.203 omega^2,-9.2813342614e-04,-4.1328667231e-04,-4.6339762320e-03,1.7393843338e-05,-5.0905434490e-03,2.0302606560e-01
80508,2025-05-31 14:10:00,nan,nan,nan,0.001 1 + 0.996 omega + -0.001 theta omega + 0.115 omega^2,0.001 1 + -0.005 omega + -0.001 theta omega + 0.224 omega^2,1.2928750063e-03,-4.0487400874e-04,-4.9566575232e-03,1.2844625070e-05,-1.1440828636e-03,2.2388679357e-01
80509,2025-05-31 14:15:00,nan,nan,nan,0.003 1 + 0.948 omega + -0.001 theta omega + 0.215 omega^2,0.006 1 + -0.102 omega + -0.002 theta omega + 0.432 omega^2,5.6556306318e-03,2.8031947755e-04,-1.0239445070e-01,1.4539665698e-06,-2.1429527339e-03,4.3193207500e-01
80510,2025-05-31 14:20:00,0.011527,0.839707,0.593818,0.019 1 + 0.763 omega + -0.002 theta omega + 0.733 omega^2,0.038 1 + 0.001 theta + -0.488 omega + -0.003 theta omega + 1.511 omega^2,3.8160884321e-02,6.6287897835e-04,-4.8752325741e-01,-1.3471695267e-06,-3.2397573582e-03,1.5112945688e+00
80511,2025-05-31 14:25:00,0.009707,1.244655,0.880131,0.015 1 + 0.817 omega + -0.001 theta omega + 0.557 omega^2,0.031 1 + -0.388 omega + -0.001 theta omega + 1.183 omega^2,3.0908809054e-02,3.2986802018e-04,-3.8836813622e-01,-1.5002816092e-06,-1.4231628286e-03,1.1826018942e+00
80512,2025-05-31 14:30:00,nan,nan,nan,-0.012 1 + 1.132 omega + -0.002 theta omega + -0.316 omega^2,-0.026 1 + 0.001 theta + 0.279 omega + -0.004 theta omega + -0.685 omega^2,-2.6095807189e-02,5.4149075334e-04,2.7913863530e-01,4.0695659876e-06,-4.2075162301e-03,-6.8463108198e-01
80513,2025-05-31 14:35:00,nan,nan,nan,0.023 1 + 0.739 omega + 0.707 omega^2,0.046 1 + -0.515 omega + 1.405 omega^2,4.5675875187e-02,2.3611340442e-04,-5.1549970305e-01,-3.8254099447e-06,-3.9509077036e-04,1.4047920164e+00
80514,2025-05-31 14:40:00,nan,nan,nan,-0.011 1 + 1.088 omega + -0.002 theta omega + -0.146 omega^2,-0.022 1 + 0.001 theta + 0.177 omega + -0.004 theta omega + -0.285 omega^2,-2.2026984835e-02,7.5788642083e-04,1.7731015508e-01,-6.2698379582e-06,-3.5765056565e-03,-2.8463826960e-01
80515,2025-05-31 14:45:00,0.020641,1.682677,1.189922,-0.002 1 + 1.024 omega + -0.001 theta omega + -0.081 omega^2,-0.003 1 + 0.044 omega + -0.002 theta omega + -0.129 omega^2,-3.3912432371e-03,1.5047612523e-04,4.4177383648e-02,3.0830741305e-06,-1.6759222700e-03,-1.2930450202e-01
