Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
64000,2025-04-04 03:00:00,0.100510,3.507712,2.481345,0.991 omega + 0.001 theta omega + 0.009 omega^2,0.001 1 + -0.019 omega + 0.002 theta omega + 0.023 omega^2,5.8751968650e-04,4.3948184862e-04,-1.8562820470e-02,-4.1933539939e-05,1.7975255539e-03,2.3225402505e-02
64001,2025-04-04 03:05:00,0.077923,2.352063,1.664072,0.002 1 + 0.001 theta + 1.061 omega + 0.008 theta omega + 0.156 omega^2,0.005 1 + 0.003 theta + 0.124 omega + 0.017 theta omega + 0.310 omega^2,4.7975089103e-03,2.7133786589e-03,1.2356776697e-01,2.5561026577e-04,1.6912877090e-02,3.1038870994e-01
64002,2025-04-04 03:10:00,nan,nan,nan,0.005 1 + -0.002 theta + 0.978 omega + 0.009 theta omega + -0.144 omega^2,0.009 1 + -0.004 theta + -0.041 omega + 0.018 theta omega + -0.295 omega^2,9.2246689404e-03,-3.6884136444e-03,-4.1461809564e-02,1.9784596603e-04,1.8253746720e-02,-2.9468999600e-01
64003,2025-04-04 03:15:00,0.022221,1.031809,0.729769,0.001 1 + 1.002 omega + -0.027 omega^2,0.002 1 + 0.007 omega + 0.001 theta omega + -0.064 omega^2,1.9619144421e-03,-1.6541240177e-04,7.1065443344e-03,-4.3505827454e-07,7.7576953552e-04,-6.4028089467e-02
64004,2025-04-04 03:20:00,0.070457,3.481786,2.462498,1.003 omega + -0.067 omega^2,-0.001 theta + 0.007 omega + 0.001 theta omega + -0.140 omega^2,-2.4473166043e-04,-6.4192219945e-04,7.2145579067e-03,1.3361834350e-04,1.1153369195e-03,-1.4015689295e-01
64005,2025-04-04 03:25:00,nan,nan,nan,-0.003 1 + -0.001 theta + 1.004 omega + 0.002 theta omega + 0.120 omega^2,-0.007 1 + -0.002 theta + 0.010 omega + 0.004 theta omega + 0.239 omega^2,-6.8450401133e-03,-1.5671825223e-03,9.7193073263e-03,3.7461375667e-04,3.7603068732e-03,2.3874485416e-01
64006,2025-04-04 03:30:00,0.011763,0.228154,0.161544,-0.001 1 + 0.001 theta + 0.958 omega + -0.001 theta omega + 0.229 omega^2,-0.002 1 + 0.001 theta + -0.079 omega + -0.003 theta omega + 0.440 omega^2,-1.6124779512e-03,1.0148189538e-03,-7.9092437932e-02,-2.2563673709e-05,-2.6547544016e-03,4.4045452335e-01
64007,2025-04-04 03:35:00,0.061006,2.468183,1.745802,0.002 1 + 0.954 omega + 0.003 theta omega + 0.155 omega^2,0.004 1 + -0.092 omega + 0.007 theta omega + 0.315 omega^2,4.3999862248e-03,-3.8585145854e-04,-9.1537438089e-02,-1.4707087866e-05,7.0722180073e-03,3.1521881631e-01
64008,2025-04-04 03:40:00,0.082785,9.592761,6.783359,1.011 omega + -0.001 theta omega + -0.022 omega^2,0.023 omega + -0.002 theta omega + -0.046 omega^2,3.0829526167e-04,-1.8731310795e-04,2.2976792464e-02,1.5156532129e-05,-1.6539109503e-03,-4.6320521278e-02
64009,2025-04-04 03:45:00,nan,nan,nan,-0.005 1 + 0.001 theta + 1.013 omega + -0.001 theta omega + 0.021 omega^2,-0.011 1 + 0.001 theta + 0.035 omega + -0.002 theta omega + 0.037 omega^2,-1.0725490336e-02,1.1817836148e-03,3.4702740276e-02,-3.1840599325e-05,-2.4647943288e-03,3.6900939000e-02
