Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
101500,2025-08-12 16:15:00,nan,nan,nan,-0.009 1 + 0.926 omega + -0.001 theta omega + -0.119 omega^2,-0.018 1 + -0.145 omega + -0.003 theta omega + -0.237 omega^2,-1.8258693911e-02,-4.3900362294e-04,-1.4455858561e-01,1.0868103732e-06,-2.6155661318e-03,-2.3723383188e-01
101501,2025-08-12 16:20:00,0.009874,0.191326,0.135468,-0.001 1 + 1.012 omega + -0.014 omega^2,-0.003 1 + 0.029 omega + -0.001 theta omega + -0.033 omega^2,-3.2789736309e-03,9.3181738199e-05,2.8887723409e-02,-7.6773578993e-07,-5.7174851906e-04,-3.3407728851e-02
101502,2025-08-12 16:25:00,0.052115,2.243108,1.586545,0.994 omega + 0.001 theta omega + 0.009 omega^2,-0.014 omega + 0.002 theta omega + 0.035 omega^2,-2.3327458836e-04,1.6384276731e-04,-1.4421025908e-02,-2.8121760418e-05,2.2170352821e-03,3.4906193523e-02
101503,2025-08-12 16:30:00,0.009075,0.465058,0.328908,0.001 1 + 1.004 omega + 0.001 theta omega + -0.062 omega^2,0.001 1 + 0.009 omega + 0.002 theta omega + -0.122 omega^2,1.3620449844e-03,-2.3644267824e-04,8.7875663104e-03,-3.4790482902e-06,2.2072777444e-03,-1.2218861893e-01
101504,2025-08-12 16:35:00,0.042898,0.937007,0.663258,0.012 1 + -0.001 theta + 0.932 omega + 0.005 theta omega + -0.105 omega^2,0.024 1 + -0.001 theta + -0.136 omega + 0.010 theta omega + -0.219 omega^2,2.3748073619e-02,-1.1259307776e-03,-1.3613504905e-01,-5.8524396157e-05,1.0003225061e-02,-2.1850619409e-01
101505,2025-08-12 16:40:00,0.022386,0.535911,0.379277,-0.001 1 + 0.999 omega + 0.001 theta omega + -0.171 omega^2,-0.001 1 + -0.001 theta + 0.003 theta omega + -0.324 omega^2,-1.2932757145e-03,-5.0064767832e-04,3.9120102610e-04,1.9373955661e-04,3.2740127296e-03,-3.2436786712e-01
101506,2025-08-12 16:45:00,0.044034,2.080365,1.471370,1.002 omega + -0.080 omega^2,0.005 omega + -0.156 omega^2,-2.6369289540e-04,-4.5458610383e-04,4.7556238160e-03,5.6092743379e-05,-3.4688568357e-05,-1.5634441805e-01
101507,2025-08-12 16:50:00,nan,nan,nan,-0.001 1 + 0.996 omega + -0.001 theta omega + 0.121 omega^2,-0.003 1 + -0.007 omega + -0.002 theta omega + 0.254 omega^2,-2.7697905627e-03,-1.4710933048e-04,-6.9730718765e-03,4.7946328975e-05,-1.9630218389e-03,2.5362824753e-01
101508,2025-08-12 16:55:00,0.021091,0.952084,0.673390,1.003 omega + 0.007 omega^2,0.001 theta + 0.007 omega + 0.001 theta omega + 0.017 omega^2,3.5426323083e-05,5.7783448660e-04,6.5091020901e-03,5.6535153901e-05,8.6553639027e-04,1.7483213060e-02
101509,2025-08-12 17:00:00,0.019613,0.663129,0.469108,1.007 omega + -0.001 theta omega + -0.047 omega^2,0.001 1 + 0.015 omega + -0.002 theta omega + -0.101 omega^2,7.4953531450e-04,-2.5590099080e-05,1.4984253830e-02,-1.2574270978e-05,-2.2846201807e-03,-1.0115168459e-01
