Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
65000,2025-04-07 14:20:00,0.018344,1.197657,0.846971,-0.004 1 + 1.033 omega + -0.074 omega^2,-0.008 1 + 0.071 omega + -0.154 omega^2,-7.7675959452e-03,6.3417128226e-05,7.0504954291e-02,1.5963928145e-08,-4.2727964299e-04,-1.5437046623e-01
65001,2025-04-07 14:25:00,0.019835,1.816811,1.284756,0.001 1 + 0.979 omega + -0.001 theta omega + 0.140 omega^2,0.001 1 + -0.037 omega + -0.003 theta omega + 0.269 omega^2,6.1612912284e-04,2.8070560335e-04,-3.7106195300e-02,3.3582872474e-06,-2.6639356376e-03,2.6884760572e-01
65002,2025-04-07 14:30:00,0.009339,0.320278,0.226567,-0.003 1 + 1.024 omega + -0.042 omega^2,-0.007 1 + 0.054 omega + -0.001 theta omega + -0.091 omega^2,-6.8663199662e-03,1.5188216273e-04,5.3941210451e-02,-8.4218610777e-07,-7.0382779351e-04,-9.0635943980e-02
65003,2025-04-07 14:35:00,0.346807,39.886472,28.205061,-0.002 1 + 0.989 omega + -0.002 theta omega + 0.215 omega^2,-0.004 1 + -0.022 omega + -0.004 theta omega + 0.426 omega^2,-3.9782003081e-03,4.6996233296e-04,-2.1594059254e-02,4.5932112982e-06,-4.3762888034e-03,4.2604640644e-01
65004,2025-04-07 14:40:00,nan,nan,nan,0.009 1 + -0.001 theta + 0.944 omega + 0.003 theta omega + 0.031 omega^2,0.017 1 + -0.001 theta + -0.109 omega + 0.006 theta omega + 0.056 omega^2,1.7314528755e-02,-1.4575757528e-03,-1.0863618573e-01,2.3445997638e-05,6.3667135444e-03,5.6402779146e-02
65005,2025-04-07 14:45:00,2.294453,96.498124,68.253763,-0.002 1 + 1.010 omega + -0.002 theta omega + 0.071 omega^2,-0.005 1 + 0.001 theta + 0.020 omega + -0.003 theta omega + 0.154 omega^2,-4.9093742539e-03,7.0758000136e-04,2.0216529375e-02,-1.3111063809e-05,-3.2289586425e-03,1.5402429711e-01
65006,2025-04-07 14:50:00,0.027468,2.446713,1.730197,0.003 1 + 0.938 omega + 0.239 omega^2,0.007 1 + -0.130 omega + 0.504 omega^2,6.8708793270e-03,1.5720139283e-04,-1.2962901008e-01,-4.6372387582e-06,4.1542066322e-05,5.0368321971e-01
65007,2025-04-07 14:55:00,0.015931,0.990495,0.700477,-0.002 1 + 1.056 omega + -0.288 omega^2,-0.004 1 + 0.115 omega + 0.001 theta omega + -0.575 omega^2,-4.0860460506e-03,-2.4861211521e-04,1.1463703182e-01,4.5922289056e-06,7.4489098780e-04,-5.7511960288e-01
65008,2025-04-07 15:00:00,0.044838,2.224434,1.573232,0.001 1 + 0.993 omega + 0.018 omega^2,0.002 1 + -0.011 omega + 0.036 omega^2,2.0093303483e-03,-3.0679079523e-04,-1.1465753006e-02,1.0130937083e-05,3.5089058736e-04,3.5984622803e-02
65009,2025-04-07 15:05:00,0.027639,0.837842,0.592766,-0.001 1 + 1.008 omega + -0.031 omega^2,-0.001 1 + 0.014 omega + -0.001 theta omega + -0.052 omega^2,-1.1190905808e-03,2.8583530311e-04,1.4013628665e-02,-1.3814721920e-05,-8.2401098715e-04,-5.1502461450e-02
