Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2
22500,2024-11-06 04:55:00,0.030991,1.170112,0.827684,0.001 1 + 1.004 omega + 0.005 omega^2,0.002 1 + -0.001 theta + 0.009 omega + -0.001 theta omega + 0.014 omega^2,1.7502796875e-03,-5.1784101114e-04,8.8921472781e-03,1.5844757529e-05,-5.2526537165e-04,1.3814964788e-02
22501,2024-11-06 05:00:00,0.033935,1.214117,0.858845,0.001 1 + 1.004 omega + 0.001 theta omega + -0.058 omega^2,0.003 1 + 0.009 omega + 0.002 theta omega + -0.113 omega^2,2.7530742655e-03,-3.9631679813e-04,8.6966692661e-03,4.1091121785e-06,1.5065077541e-03,-1.1280483802e-01
22502,2024-11-06 05:05:00,0.105276,12.621906,8.925346,-0.005 1 + 0.001 theta + 1.029 omega + -0.003 theta omega + 0.018 omega^2,-0.010 1 + 0.001 theta + 0.060 omega + -0.006 theta omega + 0.033 omega^2,-1.0482375120e-02,1.1736790503e-03,6.0144312500e-02,3.8768953101e-07,-6.2543580697e-03,3.3352574505e-02
22503,2024-11-06 05:10:00,0.014105,0.651445,0.460749,-0.002 1 + 1.003 omega + 0.009 omega^2,-0.006 1 + 0.011 omega + 0.013 omega^2,-5.5748648758e-03,3.5045644162e-04,1.0587826145e-02,-6.8961825759e-06,-1.8977719605e-04,1.2775961104e-02
22504,2024-11-06 05:15:00,0.168035,13.286616,9.395808,1.010 omega + 0.002 theta omega + -0.068 omega^2,-0.001 1 + -0.001 theta + 0.020 omega + 0.004 theta omega + -0.142 omega^2,-5.5344628987e-04,-5.2253427959e-04,2.0396223241e-02,-9.3099406399e-07,3.9915310847e-03,-1.4231361190e-01
22505,2024-11-06 05:20:00,nan,nan,nan,0.002 1 + 1.007 omega + -0.001 theta omega + -0.089 omega^2,0.003 1 + 0.001 theta + 0.015 omega + -0.001 theta omega + -0.190 omega^2,3.3215171768e-03,6.0335242919e-04,1.4627905829e-02,-7.5073123036e-05,-1.1134283254e-03,-1.8976784022e-01
22506,2024-11-06 05:25:00,0.121415,3.761006,2.660819,-0.004 1 + 0.971 omega + -0.001 theta omega + 0.006 omega^2,-0.009 1 + -0.062 omega + -0.003 theta omega + 0.006 omega^2,-8.8574624486e-03,-1.7811545406e-04,-6.2007805428e-02,1.5134139117e-05,-3.0747844676e-03,6.3106028217e-03
22507,2024-11-06 05:30:00,0.018051,0.400135,0.283226,-0.001 1 + 1.003 omega + 0.006 omega^2,-0.001 1 + 0.001 theta + 0.006 omega + 0.008 omega^2,-1.0440701818e-03,5.2793665387e-04,5.9674120336e-03,-3.5946499092e-05,-4.6684984027e-04,7.7738816607e-03
22508,2024-11-06 05:35:00,0.065899,2.431767,1.720150,0.002 1 + 0.999 omega + -0.045 omega^2,0.004 1 + -0.099 omega^2,4.4067926533e-03,2.2507290776e-04,1.4669647064e-04,-3.6636762786e-05,-1.8552280619e-04,-9.8845591119e-02
22509,2024-11-06 05:40:00,0.108560,2.730410,1.932217,-0.001 1 + -0.001 theta + 0.991 omega + -0.003 theta omega + 0.049 omega^2,-0.003 1 + -0.002 theta + -0.017 omega + -0.007 theta omega + 0.093 omega^2,-2.5980627006e-03,-1.5244845775e-03,-1.6569478910e-02,4.3165772869e-05,-7.0115939426e-03,9.3256120075e-02
22510,2024-11-06 05:45:00,0.268312,7.727611,5.467539,0.001 1 + 0.001 theta + 1.003 omega + 0.001 theta omega + -0.008 omega^2,0.003 1 + 0.002 theta + 0.009 omega + 0.001 theta omega + -0.018 omega^2,2.8992147955e-03,1.5230929939e-03,8.6642981695e-03,1.3956448005e-04,1.3651531169e-03,-1.7918465540e-02
22511,2024-11-06 05:50:00,0.525719,22.873565,16.178324,0.002 1 + -0.001 theta + 1.003 omega + 0.002 theta omega + -0.024 omega^2,0.004 1 + -0.001 theta + 0.008 omega + 0.003 theta omega + -0.046 omega^2,3.5319155615e-03,-1.2600765107e-03,8.4176903370e-03,2.8640063772e-05,3.2255668948e-03,-4.6379166948e-02
22512,2024-11-06 05:55:00,0.034399,2.184114,1.544593,-0.005 1 + 1.067 omega + -0.001 theta omega + -0.202 omega^2,-0.010 1 + 0.137 omega + -0.001 theta omega + -0.409 omega^2,-1.0362961119e-02,8.1690014714e-05,1.3744722683e-01,2.4829797856e-06,-1.0876555058e-03,-4.0918545246e-01
22513,2024-11-06 06:00:00,0.035595,4.035680,2.853768,-0.032 1 + 0.001 theta + 1.246 omega + -0.004 theta omega + -0.455 omega^2,-0.065 1 + 0.002 theta + 0.500 omega + -0.007 theta omega + -0.923 omega^2,-6.4943920628e-02,1.5759763491e-03,5.0001223352e-01,-4.8143439590e-06,-7.1688897669e-03,-9.2341809518e-01
22514,2024-11-06 06:05:00,0.029385,2.707746,1.914778,-0.005 1 + 1.034 omega + -0.001 theta omega + -0.035 omega^2,-0.011 1 + 0.075 omega + -0.002 theta omega + -0.084 omega^2,-1.1061863769e-02,3.6497981045e-04,7.5102433537e-02,-1.5705855257e-06,-1.6101752732e-03,-8.4177599532e-02
22515,2024-11-06 06:10:00,0.032994,1.415656,1.001292,0.002 1 + 0.999 omega + -0.077 omega^2,0.005 1 + 0.001 theta + -0.001 omega + -0.158 omega^2,4.6361973335e-03,7.0717604337e-04,-6.1564596015e-04,-5.4037177896e-05,-1.8264952635e-05,-1.5808152507e-01
22516,2024-11-06 06:15:00,nan,nan,nan,-0.002 1 + 0.969 omega + -0.001 theta omega + -0.134 omega^2,-0.003 1 + -0.059 omega + -0.002 theta omega + -0.276 omega^2,-2.9066276590e-03,-1.4768748202e-05,-5.9003749553e-02,1.4714108573e-05,-2.4090432984e-03,-2.7622241244e-01
22517,2024-11-06 06:20:00,0.062776,5.083187,3.594630,-0.005 1 + 1.035 omega + -0.001 theta omega + -0.052 omega^2,-0.014 1 + 0.085 omega + -0.002 theta omega + -0.119 omega^2,-1.3807623878e-02,3.7261036308e-04,8.4548283667e-02,-2.0500243532e-07,-1.8761051372e-03,-1.1909224588e-01
22518,2024-11-06 06:25:00,nan,nan,nan,1.005 omega + -0.003 theta omega + 0.205 omega^2,-0.001 1 + 0.011 omega + -0.006 theta omega + 0.411 omega^2,-6.3520759854e-04,-3.8307969974e-04,1.1226961079e-02,2.7685997813e-05,-5.6244542341e-03,4.1067318628e-01
22519,2024-11-06 06:30:00,0.029587,0.773258,0.547176,0.004 1 + 0.969 omega + 0.001 theta omega + 0.063 omega^2,0.008 1 + -0.059 omega + 0.001 theta omega + 0.122 omega^2,7.9997546144e-03,-3.2623729132e-04,-5.9059611742e-02,2.6779899017e-06,9.8428315390e-04,1.2173196002e-01
