chunk_id,t_start,n_points,equation,loss,complexity,sim_ok,rmse_omega,rmse_omega_std,rmse_theta,rmse_theta_std,const,omega_coef,theta_coef,omega_theta_coef,omega2_coef,theta2_coef,omega3_coef,theta2_omega_coef,theta_omega2_coef,theta3_coef,is_boundary,c_omega,c_theta,intercept,intercept_abs,c_omega_rel_error,c_theta_rel_error,intercept_rel_error
372,372,3600,(0.0038012157097653187 - ((x0 * 1.049320813553822e-5) - (x1 * -0.006199571402340008))) * 1.4663056622632862,6.887697042342e-13,11,True,0.0002086567107027,0.0002086561454196,0.1327676855794766,0.1327663460850634,0.005573744118713,-0.0090904666508566,-1.5386250504446872e-05,,,,,,,,True,-0.0090904666508566,-1.5386250504446872e-05,0.005573744118713,0.005573744118713,0.0036233666435313786,0.0044801325352262335,0.004476428687897414
378,378,3600,(x0 * -1.5386250698646716e-5) + ((x1 * -0.00909046680835565) - 0.005573744195594719),6.887697048540046e-13,9,True,0.000208657692751,0.0002086571277228,0.1327680267060977,0.1327666863067304,-0.0055737441955947,-0.0090904668083556,-1.5386250698646716e-05,,,,,,,,True,-0.0090904668083556,-1.5386250698646716e-05,-0.0055737441955947,0.0055737441955947,0.003623384032042073,0.004480145213421256,0.004476442543190098
384,384,3600,((x0 * -1.5386250548094053e-5) - ((x1 - 0.5758362604755629) * 0.00909046666504773)) + 0.0003391237966680034,6.88769704304007e-13,11,True,0.0002086565505885,0.0002086559849929,0.1327678316522818,0.1327664910113458,0.0055737441270468,-0.0090904666650477,-1.5386250548094053e-05,,,,,,,,True,-0.0090904666650477,-1.5386250548094053e-05,0.0055737441270468,0.0055737441270468,0.0036233682102847467,0.004480135384700575,0.0044764301897794795
390,390,3600,(x0 * -1.538625045631962e-5) + (-0.0055737440997465 - (x1 * 0.009090466622381478)),6.887697042233773e-13,9,True,0.0002086567537111,0.0002086561883659,0.1327676300293049,0.1327662901636356,-0.0055737440997465,-0.0090904666223814,-1.538625045631962e-05,,,,,,,,True,-0.0090904666223814,-1.538625045631962e-05,-0.0055737440997465,0.0055737440997465,0.003623363499757047,0.004480129393273633,0.004476425269835667
396,396,3600,(0.005573743906162295 - ((x0 + -1.2711031650280117e-5) * 1.5386250461444287e-5)) - (x1 * 0.009090466620697547),6.887697042187542e-13,11,True,0.0002086566209743,0.0002086560556357,0.132767622848976,0.1327662832913064,0.0055737441017374,-0.0090904666206975,-1.5386250461444287e-05,,,,,,,,True,-0.0090904666206975,-1.5386250461444287e-05,0.0055737441017374,0.0055737441017374,0.0036233633138478966,0.004480129727833837,0.00447642562862712
402,402,3600,((x0 * -4.219792709288362e-6) - (0.0015286404431335693 - (x1 * -0.002493127540274546))) * 3.646210021150702,6.887697042186636e-13,11,True,0.0002086566028006,0.000208656037458,0.1327676259470626,0.1327662864083818,-0.0055737441024898,-0.0090904666213558,-1.5386250463785896e-05,,,,,,,,True,-0.0090904666213558,-1.5386250463785896e-05,-0.0055737441024898,0.0055737441024898,0.003623363386526791,0.004480129880704072,0.004476425764221422
408,408,3600,((x1 * -0.009090466621494693) - (x0 * 1.5386250463867475e-5)) - -0.005573744102833468,6.887697042185642e-13,9,True,0.0002086565982962,0.0002086560329667,0.1327676217688788,0.1327662823014889,0.0055737441028334,-0.0090904666214946,-1.5386250463867475e-05,,,,,,,,True,-0.0090904666214946,-1.5386250463867475e-05,0.0055737441028334,0.0055737441028334,0.003623363401850906,0.004480129886029927,0.004476425826143578
414,414,3600,((x1 * -0.0052543170789584835) - ((x0 * 8.893299096038783e-6) - -0.0032216408740811287)) * 1.7300947941922706,6.887697042189106e-13,11,True,0.0002086566104483,0.0002086560451277,0.132767629157727,0.1327662897053166,-0.0055737441050047,-0.0090904666253416,-1.5386250469251525e-05,,,,,,,,True,-0.0090904666253416,-1.5386250469251525e-05,-0.0055737441050047,0.0055737441050047,0.003623363826574778,0.004480130237523684,0.004476426217445944
420,420,3600,((x1 * -0.009090466621353552) - (x0 * 1.538625046366933e-5)) + 0.0055737441027552,6.88769704218539e-13,9,True,0.0002086565978243,0.0002086560324946,0.1327676214743098,0.1327662820067436,0.0055737441027552,-0.0090904666213535,-1.538625046366933e-05,,,,,,,,True,-0.0090904666213535,-1.538625046366933e-05,0.0055737441027552,0.0055737441027552,0.003623363386272835,0.0044801298730941935,0.004476425812050623
426,426,3600,((x1 - x0) * 1.538625046367234e-5) - ((x1 * 0.009105852871817387) - -0.0055737441027552785),6.887697042185529e-13,11,True,0.0002086565978019,0.0002086560324721,0.1327676214892112,0.1327662820214926,-0.0055737441027552,-0.0090904666213537,-1.538625046367234e-05,,,,,,,,True,-0.0090904666213537,-1.538625046367234e-05,-0.0055737441027552,0.0055737441027552,0.00362336338629486,0.004480129873290611,0.004476425812050623
432,432,3600,(x0 * -1.5386250472598474e-5) + (((x1 - -0.01704926891516669) * -0.009090466626965697) - -0.00572872991794182),6.88769704222416e-13,11,True,0.0002086565637962,0.0002086559985442,0.1327676097296034,0.1327662706970182,0.0055737441078543,-0.0090904666269656,-1.5386250472598474e-05,,,,,,,,True,-0.0090904666269656,-1.5386250472598474e-05,0.0055737441078543,0.0055737441078543,0.0036233640058707323,0.004480130456026809,0.004476426730988859
438,438,3600,((x0 * -1.538625046708079e-5) - (x1 * 0.009090466625262928)) + -0.005573744103562366,6.887697042196384e-13,9,True,0.0002086566583282,0.0002086560929799,0.1327676386476265,0.1327662989649087,-0.0055737441035623,-0.0090904666252629,-1.538625046708079e-05,,,,,,,,True,-0.0090904666252629,-1.538625046708079e-05,-0.0055737441035623,0.0055737441035623,0.0036233638178860762,0.0044801300958088085,0.004476425957502756
444,444,3600,(x1 - ((x0 * 1.538625050412894e-5) + -0.005573744118741409)) - (x1 * 1.0090904666516773),6.887697042352863e-13,11,True,0.0002086567351291,0.0002086561698518,0.1327676858671034,0.132766346348794,0.0055737441187414,-0.0090904666516773,-1.538625050412894e-05,,,,,,,,True,-0.0090904666516773,-1.538625050412894e-05,0.0055737441187414,0.0055737441187414,0.0036233667341400216,0.004480132514470267,0.004476428693015545
450,450,3600,(((x1 * 0.009090606440150709) - x0) * -0.9999846137495971) + (-0.005573744081588054 - x0),6.887697041198904e-13,11,True,0.0002086561657906,0.0002086556005023,0.1327674662581211,0.1327661279101354,-0.005573744081588,-0.0090904665698037,-1.5386250402898982e-05,,,,,,,,True,-0.0090904665698037,-1.5386250402898982e-05,-0.005573744081588,0.005573744081588,0.0036233576949715298,0.004480125905746365,0.004476421997387993
456,456,3600,((x1 * -0.009075080370738472) + ((x1 + x0) * -1.5386250463455035e-5)) + 0.005573744102670574,6.887697042185467e-13,11,True,0.0002086565973414,0.0002086560320115,0.1327676211583255,0.1327662816905142,0.0055737441026705,-0.0090904666212019,-1.5386250463455035e-05,,,,,,,,True,-0.0090904666212019,-1.5386250463455035e-05,0.0055737441026705,0.0055737441026705,0.0036233633695356834,0.004480129859104039,0.00447642579678642
462,462,3600,-0.005573744105800481 - ((x1 * 0.009075080384067624) - ((x0 + x1) * -1.5386250475573396e-5)),6.88769704229138e-13,11,True,0.0002086567915373,0.0002086562261524,0.1327676767766832,0.1327663366404747,-0.0055737441058004,-0.0090904666345431,-1.5386250475573396e-05,,,,,,,,True,-0.0090904666345431,-1.5386250475573396e-05,-0.0055737441058004,0.0055737441058004,0.0036233648424567385,0.00448013065024242,0.004476426360843666
468,468,3600,((x0 * -1.538625047580128e-5) - -0.005573744116240815) + (x1 * -0.009090466655791751),6.887697042944227e-13,9,True,0.0002086571384582,0.0002086565735023,0.1327675869260859,0.1327662480826303,0.0055737441162408,-0.0090904666557917,-1.538625047580128e-05,,,,,,,,True,-0.0090904666557917,-1.538625047580128e-05,0.0055737441162408,0.0055737441162408,0.003623367188385984,0.004480130665119554,0.004476428242368143
474,474,3600,(((x1 * -0.009090466621117045) + 0.5645432386372636) - (x0 * 1.5386250463356863e-5)) - 0.5701169827398953,6.887697042206768e-13,11,True,0.0002086565966977,0.0002086560313676,0.1327676209707539,0.1327662815036976,-0.0055737441026317,-0.009090466621117,-1.5386250463356863e-05,,,,,,,,True,-0.009090466621117,-1.5386250463356863e-05,-0.0055737441026317,0.0055737441026317,0.0036233633601622964,0.004480129852695009,0.004476425789794104
480,480,3600,(((x0 - -0.0003533497549371817) * -1.5386250471425747e-5) + (x1 * -0.009090466647395155)) - -0.005573749546319707,6.88769704257387e-13,11,True,0.0002086570929449,0.0002086565277783,0.1327676368922347,0.1327662971533587,0.0055737441095918,-0.0090904666473951,-1.5386250471425747e-05,,,,,,,,True,-0.0090904666473951,-1.5386250471425747e-05,0.0055737441095918,0.0055737441095918,0.003623366261368108,0.004480130379466164,0.004476427044113692
486,486,3600,((x0 * -1.5386250508104066e-5) + (x1 * -0.009090466714796373)) + -0.005573744127907372,6.88769704628952e-13,9,True,0.0002086582226175,0.0002086576576486,0.1327677539930297,0.1327664128089882,-0.0055737441279073,-0.0090904667147963,-1.5386250508104066e-05,,,,,,,,True,-0.0090904667147963,-1.5386250508104066e-05,-0.0055737441279073,0.0055737441279073,0.0036233737027264895,0.004480132773983442,0.004476430344854975
492,492,3600,0.0018727549459958864 - ((x0 * 1.53862504652313e-5) + ((x1 * 0.00909046662252907) + -0.00370098915739037)),6.887697042185749e-13,11,True,0.0002086566029494,0.0002086560376223,0.1327676237718962,0.1327662843054774,0.0055737441033862,-0.009090466622529,-1.53862504652313e-05,,,,,,,,True,-0.009090466622529,-1.53862504652313e-05,0.0055737441033862,0.0055737441033862,0.0036233635160527445,0.004480129975066226,0.004476425925766838
498,498,3600,((x1 * -0.009090466621496306) + -0.005566174306384526) - ((x0 - -0.4919844937616) * 1.5386250463900753e-5),6.887697042185855e-13,11,True,0.0002086565937083,0.0002086560283866,0.1327676190880636,0.1327662796666897,-0.0055737441030298,-0.0090904666214963,-1.5386250463900753e-05,,,,,,,,True,-0.0090904666214963,-1.5386250463900753e-05,-0.0055737441030298,0.0055737441030298,0.0036233634020385957,0.004480129888202472,0.004476425861537983
504,504,3600,((x0 * -1.538625046346476e-5) + 0.005573744102763726) + (x1 * -0.009090466621370712),6.88769704218585e-13,9,True,0.0002086565998048,0.0002086560344785,0.1327676203369817,0.1327662808815056,0.0055737441027637,-0.0090904666213707,-1.538625046346476e-05,,,,,,,,True,-0.0090904666213707,-1.538625046346476e-05,0.0055737441027637,0.0055737441027637,0.003623363388171759,0.0044801298597388585,0.004476425813582483
510,510,3600,(x1 * -0.00909046662367872) - ((x0 * 1.5386250472118884e-5) - -0.005573744105748268),6.887697042199717e-13,9,True,0.0002086565247115,0.0002086559593793,0.1327676284661915,0.1327662891378378,-0.0055737441057482,-0.0090904666236787,-1.5386250472118884e-05,,,,,,,,True,-0.0090904666236787,-1.5386250472118884e-05,-0.0055737441057482,0.0055737441057482,0.003623363642983981,0.004480130424717122,0.004476426351436483
516,516,3600,((x0 * -1.538625046364493e-5) + 0.005573744102754029) - (x1 * 0.009090466621351812),6.887697042185657e-13,9,True,0.0002086565980056,0.0002086560326763,0.1327676213596362,0.1327662818931997,0.005573744102754,-0.0090904666213518,-1.538625046364493e-05,,,,,,,,True,-0.0090904666213518,-1.538625046364493e-05,0.005573744102754,0.005573744102754,0.0036233633860851453,0.00448012987150117,0.004476425811834443
522,522,3600,(x1 * -0.009090466621108202) - ((x0 * 1.538625046512669e-5) + 0.0055737441029459715),6.887697042186425e-13,9,True,0.0002086565747772,0.0002086560094336,0.1327676255640233,0.1327662860788515,-0.0055737441029459,-0.0090904666211082,-1.538625046512669e-05,,,,,,,,True,-0.0090904666211082,-1.538625046512669e-05,-0.0055737441029459,0.0055737441029459,0.0036233633591907137,0.004480129968236932,0.0044764258464179
528,528,3600,((x0 + 0.005573744183374291) - (x0 * 1.0000153862506675)) + (x1 * -0.009090466752756288),6.887697051480814e-13,11,True,0.0002086567034215,0.0002086561383645,0.1327678835955985,0.1327665451384896,0.0055737441833742,-0.0090904667527562,-1.5386250667499823e-05,,,,,,,,True,-0.0090904667527562,-1.5386250667499823e-05,0.0055737441833742,0.0055737441833742,0.003623377893649047,0.004480143180019132,0.004476440340863513
534,534,3600,(-0.005573744102754781 - (x1 * 0.009090466621352747)) - (x0 * 1.538625046366831e-5),6.887697042185541e-13,9,True,0.0002086565978202,0.0002086560324905,0.1327676214728202,0.1327662820052536,-0.0055737441027547,-0.0090904666213527,-1.538625046366831e-05,,,,,,,,True,-0.0090904666213527,-1.538625046366831e-05,-0.0055737441027547,0.0055737441027547,0.003623363386184544,0.004480129873027615,0.0044764258119605865
540,540,3600,(((x0 - -0.0427418664542194) * -1.5386250464083513e-5) + (x1 * -0.009090466621743313)) + 0.005574401740128831,6.887697042185889e-13,11,True,0.0002086565981282,0.0002086560328052,0.1327676202157634,0.1327662807789929,0.0055737441030662,-0.0090904666217433,-1.5386250464083513e-05,,,,,,,,True,-0.0090904666217433,-1.5386250464083513e-05,0.0055737441030662,0.0055737441030662,0.0036233634293082154,0.004480129900133774,0.004476425868097783
546,546,3600,((x1 * -0.009090466621365544) + -0.005573744102753015) - (x0 * 1.5386250463592877e-5),6.887697042185209e-13,9,True,0.0002086565988358,0.0002086560335072,0.1327676211433853,0.1327662816787018,-0.005573744102753,-0.0090904666213655,-1.5386250463592877e-05,,,,,,,,True,-0.0090904666213655,-1.5386250463592877e-05,-0.005573744102753,0.005573744102753,0.0036233633875975813,0.004480129868103002,0.004476425811654214
552,552,3600,0.005573744129626887 - ((x0 * 1.538625053031516e-5) + (x1 * 0.009090466669569279)),6.887697042612544e-13,9,True,0.0002086567646867,0.0002086561994664,0.1327677147326813,0.1327663754142293,0.0055737441296268,-0.0090904666695692,-1.538625053031516e-05,,,,,,,,True,-0.0090904666695692,-1.538625053031516e-05,0.0055737441296268,0.0055737441296268,0.003623368709476313,0.00448013422401853,0.004476430654736016
558,558,3600,((x1 * -0.009090466627063417) - (x0 * 1.5386250469602403e-5)) + -0.005573744104108523,6.887697042207496e-13,9,True,0.0002086566744245,0.0002086561090606,0.1327676489550992,0.13276630916465,-0.0055737441041085,-0.0090904666270634,-1.5386250469602403e-05,,,,,,,,True,-0.0090904666270634,-1.5386250469602403e-05,-0.0055737441041085,0.0055737441041085,0.0036233640166682644,0.004480130260430518,0.004476426055936637
564,564,3600,((x0 * -9.823657797216545e-6) - ((x1 * 0.005803989316687588) - 0.0035586678378805594)) * 1.566244547496645,6.887697042406804e-13,11,True,0.0002086567251082,0.0002086561595901,0.1327676859153149,0.1327663452947268,0.0055737440974321,-0.0090904666209907,-1.5386250461363317e-05,,,,,,,,True,-0.0090904666209907,-1.5386250461363317e-05,0.0055737440974321,0.0055737440974321,0.003623363346218277,0.004480129722547797,0.004476424852744282
570,570,3600,((x0 * -1.538625046398806e-5) - 0.005573744102792506) + (x1 * -0.0090904666214329),6.887697042185504e-13,9,True,0.0002086565965141,0.0002086560311811,0.1327676228140891,0.1327662833338273,-0.0055737441027925,-0.0090904666214329,-1.538625046398806e-05,,,,,,,,True,-0.0090904666214329,-1.538625046398806e-05,-0.0055737441027925,0.0055737441027925,0.0036233633950389114,0.00448012989390214,0.004476425818772674
576,576,3600,(x1 * 0.9909095333126035) - (-0.005573744146686266 - ((x0 * -1.5386250574844773e-5) - x1)),6.887697043296115e-13,11,True,0.0002086565030839,0.0002086559379028,0.132767748841161,0.1327664102442765,0.0055737441466862,-0.0090904666873965,-1.5386250574844773e-05,,,,,,,,True,-0.0090904666873965,-1.5386250574844773e-05,0.0055737441466862,0.0055737441466862,0.003623370677680388,0.0044801371311018095,0.004476433729108417
582,582,3600,(x1 * -0.009090466621354768) - (((x0 + 1.6035421669715684) * 1.538625046368778e-5) + 0.005549071601338797),6.887697042185771e-13,11,True,0.0002086565978436,0.0002086560325133,0.1327676216651455,0.1327662821949804,-0.0055737441027489,-0.0090904666213547,-1.538625046368778e-05,,,,,,,,True,-0.0090904666213547,-1.538625046368778e-05,-0.0055737441027489,0.0055737441027489,0.003623363386405367,0.004480129874298582,0.004476425810915327
588,588,3600,((x0 * -1.538625046403119e-5) - (x1 * 0.009090466624719533)) - -0.005573744103596291,6.887697042193665e-13,9,True,0.0002086566680916,0.0002086561027908,0.1327676207593182,0.1327662812807948,0.0055737441035962,-0.0090904666247195,-1.538625046403119e-05,,,,,,,,True,-0.0090904666247195,-1.538625046403119e-05,0.0055737441035962,0.0055737441035962,0.0036233637578925297,0.00448012989671791,0.004476425963612063
594,594,3600,(x0 * -1.5386250475312947e-5) + (((x1 + 1.6374157497488933) * -0.009090466629927066) + 0.009311129125316033),6.887697042199779e-13,11,True,0.0002086566389746,0.000208656073649,0.1327676433859354,0.1327663038487015,-0.0055737441070932,-0.009090466629927,-1.5386250475312947e-05,,,,,,,,True,-0.009090466629927,-1.5386250475312947e-05,-0.0055737441070932,0.0055737441070932,0.003623364332820995,0.0044801306332391926,0.004476426593826589
600,600,3600,((x0 * -1.5386250472495224e-5) - (x1 * 0.009090466651873227)) - -0.00557374411138444,6.887697042724549e-13,9,True,0.0002086571666042,0.0002086566014955,0.1327676291937846,0.1327662895729453,0.0055737441113844,-0.0090904666518732,-1.5386250472495224e-05,,,,,,,,True,-0.0090904666518732,-1.5386250472495224e-05,0.0055737441113844,0.0055737441113844,0.0036233667557680274,0.004480130449286212,0.004476427367168416
606,606,3600,((x0 * -1.5386250298670738e-5) - (x1 * 0.009090466556567551)) + -0.005573744047389927,6.887697045287333e-13,9,True,0.0002086574279114,0.0002086568627651,0.1327673845650376,0.132766044262303,-0.0055737440473899,-0.0090904665565675,-1.5386250298670738e-05,,,,,,,,True,-0.0090904665565675,-1.5386250298670738e-05,-0.0055737440473899,0.0055737440473899,0.0036233562336430076,0.004480119101281513,0.004476415834352189
612,612,3600,((x1 * -0.009090466655792455) + (x0 * -1.538625047580148e-5)) + 0.005573744116241017,6.887697042944525e-13,9,True,0.0002086571384713,0.0002086565735154,0.1327675869262096,0.1327662480827513,0.005573744116241,-0.0090904666557924,-1.538625047580148e-05,,,,,,,,True,-0.0090904666557924,-1.538625047580148e-05,0.005573744116241,0.005573744116241,0.0036233671884631667,0.004480130665132825,0.004476428242404095
618,618,3600,((x1 * -0.009090466627644594) - (x0 * 1.5386250470196444e-5)) - 0.005573744104254768,6.887697042211997e-13,9,True,0.0002086566821149,0.000208656116748,0.1327676515774303,0.1327663117567174,-0.0055737441042547,-0.0090904666276445,-1.5386250470196444e-05,,,,,,,,True,-0.0090904666276445,-1.5386250470196444e-05,-0.0055737441042547,0.0055737441042547,0.0036233640808241217,0.004480130299212061,0.004476426082284159
624,624,3600,(((x0 * -7.842814372504367e-6) + (x1 * -0.004633672280273158)) * 1.9618276976859668) + 0.0055737441028026425,6.887697042185235e-13,11,True,0.0002086565981296,0.0002086560328,0.1327676216501134,0.1327662821826692,0.0055737441028026,-0.0090904666214395,-1.5386250463788654e-05,,,,,,,,True,-0.0090904666214395,-1.5386250463788654e-05,0.0055737441028026,0.0055737441028026,0.003623363395767646,0.004480129880884123,0.0044764258205929304
630,630,3600,(x0 + (x0 * -1.0000153862503056)) + ((x1 * -0.009090466495422445) - 0.00557374404099753),6.887697044711929e-13,11,True,0.0002086558425499,0.0002086552770457,0.1327673384820328,0.1327659998171019,-0.0055737440409975,-0.0090904664954224,-1.5386250305600077e-05,,,,,,,,True,-0.0090904664954224,-1.5386250305600077e-05,-0.0055737440409975,0.0055737440409975,0.003623349482982716,0.0044801195536583755,0.004476414682340993
636,636,3600,((x1 * -0.009090466635796206) + 0.005573744110738106) + (x0 * -1.538625048363958e-5),6.887697042223595e-13,9,True,0.0002086566492184,0.0002086560839186,0.1327676504102562,0.1327663109708114,0.0055737441107381,-0.0090904666357962,-1.538625048363958e-05,,,,,,,,True,-0.0090904666357962,-1.538625048363958e-05,0.0055737441107381,0.0055737441107381,0.0036233649808039264,0.004480131176837286,0.004476427250695009
642,642,3600,((x1 * -0.009090466621353717) + (x0 * -1.538625046366831e-5)) - 0.0055737441027552724,6.8876970421854e-13,9,True,0.0002086565978357,0.000208656032506,0.1327676214684322,0.132766282000929,-0.0055737441027552,-0.0090904666213537,-1.538625046366831e-05,,,,,,,,True,-0.0090904666213537,-1.538625046366831e-05,-0.0055737441027552,0.0055737441027552,0.00362336338629486,0.004480129873027615,0.004476425812050623
648,648,3600,((x1 * -0.009090466742940116) + ((x0 + -1.3601250505312143e-5) * -1.5386250525954157e-5)) + 0.00557374392636245,6.887697048916772e-13,11,True,0.0002086586714783,0.000208658106557,0.1327678148962695,0.1327664729914018,0.0055737441356346,-0.0090904667429401,-1.5386250525954157e-05,,,,,,,,True,-0.0090904667429401,-1.5386250525954157e-05,0.0055737441356346,0.0055737441356346,0.0036233768099129715,0.00448013393931361,0.004476431737436177
654,654,3600,(((x1 + x0) * -0.009090466611476024) + (x0 * 0.009075080361026267)) + -0.005573744097124472,6.887697042211147e-13,11,True,0.0002086565685999,0.0002086560032464,0.1327676028584344,0.132766263343596,-0.0055737440971244,-0.009090466611476,-1.5386250449757116e-05,,,,,,,,True,-0.009090466611476,-1.5386250449757116e-05,-0.0055737440971244,0.0055737440971244,0.0036233622957578984,0.004480128964845418,0.004476424797291889
660,660,3600,((x1 * -0.009090466647370678) - (x0 * 1.5386250471416324e-5)) + 0.0055737441095851286,6.88769704257257e-13,9,True,0.0002086570925043,0.0002086565273376,0.1327676368713165,0.1327662971327325,0.0055737441095851,-0.0090904666473706,-1.5386250471416324e-05,,,,,,,,True,-0.0090904666473706,-1.5386250471416324e-05,0.0055737441095851,0.0055737441095851,0.0036233662586632664,0.00448013037885103,0.004476427042906179
666,666,3600,((x0 * -1.5386250466643165e-5) - (x1 * 0.009090466624695079)) + -0.005573744103442239,6.887697042193396e-13,9,True,0.0002086566491224,0.0002086560837758,0.1327676364958207,0.1327662968405347,-0.0055737441034422,-0.009090466624695,-1.5386250466643165e-05,,,,,,,,True,-0.009090466624695,-1.5386250466643165e-05,-0.0055737441034422,0.0055737441034422,0.003623363755187688,0.004480130067238803,0.0044764259358589815
672,672,3600,(((x1 * 0.9909095333588309) - (x0 * 1.5386250468935094e-5)) - -0.005573744108010267) - x1,6.88769704242156e-13,11,True,0.0002086569786878,0.000208656413494,0.1327676291319824,0.1327662895051333,0.0055737441080102,-0.009090466641169,-1.5386250468935094e-05,,,,,,,,True,-0.009090466641169,-1.5386250468935094e-05,0.0055737441080102,0.0055737441080102,0.0036233655739821707,0.004480130216865705,0.004476426759084421
678,678,3600,(((x1 * -0.009090466587884592) - x0) + -0.005573744085416835) - (x0 * -0.9999846137495803),6.88769702740725e-13,11,True,0.0002086564347941,0.0002086558694086,0.1327675499324127,0.1327662105598569,-0.0055737440854168,-0.0090904665878845,-1.5386250419704983e-05,,,,,,,,True,-0.0090904665878845,-1.5386250419704983e-05,-0.0055737440854168,0.0055737440854168,0.003623359691163234,0.004480127002913874,0.0044764226873980455
684,684,3600,((x1 * -1.0090904666213538) - ((x0 * 1.5386250463669747e-5) - 0.005573744102755366)) + x1,6.88769704218787e-13,11,True,0.0002086565978252,0.0002086560324955,0.1327676214748697,0.1327662820073054,0.0055737441027553,-0.0090904666213538,-1.5386250463669747e-05,,,,,,,,True,-0.0090904666213538,-1.5386250463669747e-05,0.0055737441027553,0.0055737441027553,0.0036233633863059682,0.0044801298731214,0.004476425812068755
690,690,3600,(x0 - ((x1 * 0.009090466709591682) - (x0 * -1.000015386250591))) + -0.0055737441530657695,6.887697030968345e-13,11,True,0.0002086568326081,0.0002086562674467,0.1327678029692802,0.1327664637655201,-0.0055737441530657,-0.0090904667095916,-1.5386250590998518e-05,,,,,,,,True,-0.0090904667095916,-1.5386250590998518e-05,-0.0055737441530657,0.0055737441530657,0.003623373128106946,0.0044801381856872605,0.0044764348787947805
696,696,3600,0.005573744142809233 - ((x1 * 0.009075080438907812) - ((x1 + x0) * -1.53862505592887e-5)),6.887697043118627e-13,11,True,0.0002086567749257,0.0002086562098162,0.1327677303997464,0.1327663915739965,0.0055737441428092,-0.0090904666894671,-1.53862505592887e-05,,,,,,,,True,-0.0090904666894671,-1.53862505592887e-05,0.0055737441428092,0.0055737441428092,0.0036233709062828633,0.004480136115535019,0.004476433030411937
702,702,3600,((x0 * -1.5386250228451625e-5) + -0.005573744009852122) - (x1 * 0.009090466437633461),6.887697048262385e-13,9,True,0.0002086555959487,0.0002086550303175,0.1327672253254262,0.1327658865951549,-0.0055737440098521,-0.0090904664376334,-1.5386250228451625e-05,,,,,,,,True,-0.0090904664376334,-1.5386250228451625e-05,-0.0055737440098521,0.0055737440098521,0.0036233431028493035,0.004480114517078002,0.004476409069449709
708,708,3600,((x0 * -1.538625047137165e-5) + 0.005573744105799853) - (x1 * 0.009090466627432845),6.887697042192562e-13,9,True,0.0002086566323046,0.0002086560669848,0.1327676345914686,0.1327662950966683,0.0055737441057998,-0.0090904666274328,-1.538625047137165e-05,,,,,,,,True,-0.0090904666274328,-1.538625047137165e-05,0.0055737441057998,0.0055737441057998,0.0036233640574515574,0.004480130375934396,0.004476426360735498
714,714,3600,(-0.00557374411122367 - (x1 * 0.00909046663421124)) - (x0 * 1.5386250484943498e-5),6.887697042226301e-13,9,True,0.0002086565843268,0.0002086560190281,0.1327676455752236,0.1327663062765572,-0.0055737441112236,-0.0090904666342112,-1.5386250484943498e-05,,,,,,,,True,-0.0090904666342112,-1.5386250484943498e-05,-0.0055737441112236,0.0055737441112236,0.00362336480581354,0.004480131261962695,0.00447642733818969
