Chunk_Index,Chunk_Start_Time,RMSE_Omega,Is_Unstable,P0_Effective,Omega_Std,Omega_Mean
148,2024-08-21 12:00:00,0.08116564,0,7.18564122e-04,7.16540674e-02,2.83977388e-02
149,2024-08-21 13:00:00,0.08189201,0,1.25341893e-03,7.83962886e-02,3.36888716e-02
150,2024-08-21 14:00:00,0.08550449,0,-1.23684044e-03,9.58654088e-02,-1.50784680e-02
151,2024-08-21 15:00:00,0.11935795,0,-1.99874275e-06,1.16006194e-01,-2.78247836e-02
152,2024-08-21 16:00:00,0.09245135,0,-2.22915595e-03,8.22482855e-02,-5.48173939e-02
153,2024-08-21 17:00:00,0.11342516,0,-5.23617326e-04,1.10747718e-01,-2.06573548e-02
154,2024-08-21 18:00:00,0.12765949,0,-1.28624632e-04,1.28434715e-01,-2.43662693e-02
155,2024-08-21 19:00:00,0.09556468,0,-1.68833980e-03,9.10534339e-02,-4.35153575e-02
156,2024-08-21 20:00:00,0.09265336,0,-1.08003892e-03,8.84297397e-02,-3.23471841e-02
157,2024-08-21 21:00:00,0.12980330,0,-5.89653288e-04,1.29747336e-01,-2.05993900e-02
158,2024-08-21 22:00:00,0.10554116,0,4.41949878e-04,1.10149934e-01,1.21570682e-02
159,2024-08-21 23:00:00,0.09009346,0,-2.91198633e-03,1.20104744e-01,-4.60040454e-02
160,2024-08-22 00:00:00,0.13292134,0,1.98102444e-03,9.32891548e-02,7.13540251e-02
161,2024-08-22 01:00:00,0.07926638,0,1.22898700e-03,7.44603832e-02,3.63655793e-02
162,2024-08-22 02:00:00,0.17637315,0,4.26517554e-03,7.77704424e-02,1.36568963e-01
163,2024-08-22 03:00:00,0.18155742,0,4.17060183e-03,9.28334434e-02,1.23956934e-01
164,2024-08-22 04:00:00,0.10528219,0,2.67330704e-03,7.87238785e-02,7.03146293e-02
165,2024-08-22 05:00:00,0.15086599,0,4.67876897e-03,5.62581350e-02,1.34040955e-01
166,2024-08-22 06:00:00,0.12492257,0,3.15736306e-03,7.23367517e-02,9.16792610e-02
167,2024-08-22 07:00:00,0.08198582,0,2.60109503e-03,7.51945670e-02,5.84713254e-02
168,2024-08-22 08:00:00,0.08293538,0,1.93632958e-03,6.30577799e-02,5.28381668e-02
169,2024-08-22 09:00:00,0.06744777,0,5.59150341e-04,7.10406660e-02,7.80676410e-03
170,2024-08-22 10:00:00,0.07512344,0,-1.20197037e-03,7.21446213e-02,-2.51743321e-02
171,2024-08-22 11:00:00,0.07872682,0,1.01806140e-03,7.34776413e-02,3.03080805e-02
172,2024-08-22 12:00:00,0.08757688,0,1.18953005e-03,7.47603940e-02,3.70381801e-02
173,2024-08-22 13:00:00,0.09606469,0,-1.54546898e-03,9.72855641e-02,-2.73869164e-02
174,2024-08-22 14:00:00,0.09317687,0,9.49148080e-04,8.56393764e-02,3.79555886e-02
175,2024-08-22 15:00:00,0.11671192,0,-5.38578285e-05,1.12511725e-01,-1.85913577e-02
176,2024-08-22 16:00:00,0.11477644,0,2.29330245e-03,9.07923908e-02,6.16545565e-02
177,2024-08-22 17:00:00,0.14020934,0,2.80960976e-03,8.82888939e-02,8.75857317e-02
178,2024-08-22 18:00:00,0.11407543,0,1.91209419e-03,1.00467590e-01,6.26826040e-02
179,2024-08-22 19:00:00,0.12799696,0,-1.63647982e-03,1.20348389e-01,-3.87174521e-02
180,2024-08-22 20:00:00,0.13513994,0,1.49312043e-03,1.14854398e-01,4.80096421e-02
181,2024-08-22 21:00:00,0.14682951,0,2.42869427e-03,1.08610397e-01,7.84973299e-02
182,2024-08-22 22:00:00,0.13350367,0,1.26959549e-03,1.29021467e-01,2.61740271e-02
183,2024-08-22 23:00:00,0.16023361,0,1.12846984e-03,1.35441216e-01,5.77006547e-02
184,2024-08-23 00:00:00,0.17645873,0,5.16727152e-03,5.58728350e-02,1.48163903e-01
185,2024-08-23 01:00:00,0.11923623,0,4.67306510e-03,9.15305670e-02,1.06212734e-01
186,2024-08-23 02:00:00,0.17121150,0,5.42244982e-03,8.80111211e-02,1.55799159e-01
187,2024-08-23 03:00:00,0.10652418,0,1.22112120e-03,1.21319222e-01,1.24211742e-02
188,2024-08-23 04:00:00,0.13274415,0,-1.94743515e-03,1.22885925e-01,-4.59742844e-02
189,2024-08-23 05:00:00,0.14709590,0,4.79146822e-03,4.93100785e-02,1.32386800e-01
190,2024-08-23 06:00:00,0.14527814,0,-2.35868258e-03,1.02767998e-01,-7.66139210e-02
191,2024-08-23 07:00:00,0.08940991,0,4.32053995e-04,9.18546674e-02,-6.76988050e-03
192,2024-08-23 08:00:00,0.06886053,0,3.07152988e-04,7.09542378e-02,1.39833656e-02
193,2024-08-23 09:00:00,0.07744766,0,1.24060519e-04,7.89232589e-02,-7.70477827e-03
194,2024-08-23 10:00:00,0.08504769,0,1.08919991e-04,8.28246586e-02,1.93212085e-02
195,2024-08-23 11:00:00,0.08823883,0,2.06819541e-03,6.51245543e-02,5.74942906e-02
196,2024-08-23 12:00:00,0.09704795,0,2.09326083e-03,8.18421180e-02,6.27040547e-02
197,2024-08-23 13:00:00,0.09830326,0,6.22163087e-04,8.91204323e-02,3.17547726e-02
198,2024-08-23 14:00:00,0.09448241,0,1.39994683e-03,9.83347822e-02,2.88240593e-02
199,2024-08-23 15:00:00,0.10116608,0,3.21410654e-04,1.04792481e-01,-6.19751636e-04
200,2024-08-23 16:00:00,0.10640751,0,-3.39325216e-04,1.07688543e-01,-1.21980564e-02
201,2024-08-23 17:00:00,0.10732275,0,-7.06576632e-04,1.04970985e-01,-2.04735524e-02
202,2024-08-23 18:00:00,0.10747685,0,1.17014889e-03,1.02839376e-01,3.21076484e-02
203,2024-08-23 19:00:00,0.10688922,0,1.88843381e-03,8.98575132e-02,5.38434797e-02
204,2024-08-23 20:00:00,0.11794017,0,2.51632183e-03,1.07401685e-01,6.05319384e-02
205,2024-08-23 21:00:00,0.11407279,0,-4.21474456e-05,1.10138294e-01,-8.62760403e-03
206,2024-08-23 22:00:00,0.15372568,0,7.38692521e-04,1.40982998e-01,3.63495971e-02
207,2024-08-23 23:00:00,0.09268825,0,8.12005235e-04,9.83080328e-02,1.44650470e-02
208,2024-08-24 00:00:00,0.10404056,0,-1.02130299e-05,1.03549393e-01,4.16219384e-03
209,2024-08-24 01:00:00,0.10662597,0,-1.23588522e-03,9.34979269e-02,-3.24726537e-02
210,2024-08-24 02:00:00,0.12109285,0,2.10076181e-03,1.16480716e-01,4.25932408e-02
211,2024-08-24 03:00:00,0.09404624,0,-1.48524573e-03,9.52411438e-02,-3.95256296e-02
212,2024-08-24 04:00:00,0.10125821,0,-6.87213648e-04,9.42879993e-02,-2.36727135e-02
213,2024-08-24 05:00:00,0.08568996,0,-6.60111472e-04,8.43534973e-02,-1.36536697e-02
214,2024-08-24 06:00:00,0.15663071,0,-2.57318862e-03,1.18572569e-01,-8.14777256e-02
215,2024-08-24 07:00:00,0.11492375,0,-2.74432204e-03,9.92201924e-02,-6.88026758e-02
216,2024-08-24 08:00:00,0.10397216,0,1.87183637e-03,8.76750658e-02,4.61910306e-02
217,2024-08-24 09:00:00,0.08014253,0,-8.69376946e-05,7.82596429e-02,1.08480885e-02
218,2024-08-24 10:00:00,0.08435931,0,1.14277922e-03,7.74314505e-02,3.75003546e-02
219,2024-08-24 11:00:00,0.09181899,0,1.80869196e-03,8.72274541e-02,3.99750085e-02
220,2024-08-24 12:00:00,0.09205054,0,2.99451955e-03,8.87655658e-02,7.07877745e-02
221,2024-08-24 13:00:00,0.11892436,0,1.68873471e-03,9.63970573e-02,6.10001946e-02
222,2024-08-24 14:00:00,0.08378206,0,1.67103232e-03,1.10639285e-01,1.91796868e-02
223,2024-08-24 15:00:00,0.10346697,0,4.66270877e-04,1.07273179e-01,-8.87169006e-03
224,2024-08-24 16:00:00,0.09742499,0,-9.78378859e-04,9.36902735e-02,-2.72471532e-02
225,2024-08-24 17:00:00,0.09454476,0,-7.89554928e-04,8.88657488e-02,-2.47766070e-02
226,2024-08-24 18:00:00,0.10610726,0,5.82658685e-04,1.06011323e-01,1.29226926e-02
227,2024-08-24 19:00:00,0.08220771,0,5.97665371e-04,8.26899791e-02,1.32585535e-02
228,2024-08-24 20:00:00,0.11370520,0,-2.24032182e-04,1.12353320e-01,-1.31433828e-02
229,2024-08-24 21:00:00,0.11878337,0,-2.92639640e-05,1.18472148e-01,2.40163349e-03
230,2024-08-24 22:00:00,0.12865503,0,-4.46712014e-04,1.33463853e-01,6.40748512e-03
231,2024-08-24 23:00:00,0.12363889,0,-1.61544548e-04,1.25811807e-01,-1.07408058e-03
232,2024-08-25 00:00:00,0.13055684,0,4.49318074e-05,1.29673025e-01,-2.24400642e-02
233,2024-08-25 01:00:00,0.10817161,0,-1.51795107e-03,9.21899466e-02,-4.51515439e-02
234,2024-08-25 02:00:00,0.15735064,0,-4.38011462e-03,9.71028347e-02,-1.09554857e-01
235,2024-08-25 03:00:00,0.13001868,0,-2.44963789e-03,1.22207804e-01,-4.46579631e-02
236,2024-08-25 04:00:00,0.13475984,0,2.88113611e-03,9.52867361e-02,8.87557166e-02
237,2024-08-25 06:00:00,0.10796395,0,3.72397322e-03,1.06317426e-01,7.71345458e-02
238,2024-08-25 07:00:00,0.15598898,0,3.65469174e-03,1.07674450e-01,9.89325007e-02
239,2024-08-25 08:00:00,0.12304579,0,4.27120831e-03,1.22589293e-01,7.78203461e-02
240,2024-08-25 09:00:00,0.17610144,0,4.84808858e-03,7.27274883e-02,1.45313710e-01
241,2024-08-25 10:00:00,0.12656336,0,3.02150737e-03,1.00509949e-01,9.57409639e-02
242,2024-08-25 11:00:00,0.12088333,0,3.61615998e-03,7.49073188e-02,9.61920564e-02
243,2024-08-25 12:00:00,0.15037165,0,-2.66169273e-03,1.11598236e-01,-7.54274585e-02
244,2024-08-25 13:00:00,0.12442904,0,-6.39322955e-04,1.17714464e-01,-1.10335976e-02
245,2024-08-25 14:00:00,0.10033935,0,-1.17957176e-03,9.32638143e-02,-2.89926872e-02
246,2024-08-25 15:00:00,0.12034913,0,1.95576670e-03,1.05558993e-01,5.88433265e-02
247,2024-08-25 16:00:00,0.13137875,0,3.14161130e-03,1.19601782e-01,8.64911892e-02
248,2024-08-25 17:00:00,0.12976061,0,3.82590317e-03,1.14316812e-01,8.20769376e-02
249,2024-08-25 18:00:00,0.13112174,0,1.31752841e-03,1.18350300e-01,4.24986200e-02
250,2024-08-25 19:00:00,0.10624508,0,2.47259280e-03,9.12248254e-02,6.68457308e-02
251,2024-08-25 20:00:00,0.11776153,0,1.43447568e-03,9.83227488e-02,5.43223076e-02
252,2024-08-25 21:00:00,0.11216062,0,-1.64899550e-03,1.38655670e-01,-1.72757493e-02
253,2024-08-25 22:00:00,0.09934175,0,-6.49169204e-04,1.03251598e-01,-1.27369907e-02
254,2024-08-25 23:00:00,0.12976242,0,-3.27261165e-03,9.14183940e-02,-9.02037637e-02
255,2024-08-26 00:00:00,0.14859091,0,1.39374691e-03,1.14351633e-01,6.99204065e-02
256,2024-08-26 01:00:00,0.10894427,0,1.88479775e-03,8.67537500e-02,6.16632272e-02
257,2024-08-26 02:00:00,0.18512405,0,5.64692206e-03,6.28651920e-02,1.62490351e-01
258,2024-08-26 03:00:00,0.09089309,0,-6.78944661e-04,9.50887601e-02,-1.10477019e-02
259,2024-08-26 04:00:00,0.09262908,0,-8.78483202e-04,9.53240791e-02,-1.97527515e-02
260,2024-08-26 05:00:00,0.09147146,0,5.88359479e-04,7.88582179e-02,3.01870636e-02
261,2024-08-26 06:00:00,0.11816269,0,-2.46605092e-04,1.19429800e-01,8.89613909e-03
262,2024-08-26 07:00:00,0.10779445,0,3.70352470e-03,7.60411489e-02,9.18681458e-02
263,2024-08-26 08:00:00,0.10794444,0,2.93482273e-03,6.10723577e-02,8.36292376e-02
264,2024-08-26 09:00:00,0.06855703,0,1.63888819e-03,6.32280719e-02,4.02708380e-02
265,2024-08-26 10:00:00,0.10246102,0,2.39389743e-03,6.73299608e-02,7.24975683e-02
266,2024-08-26 11:00:00,0.08492314,0,1.69128408e-03,5.99177534e-02,4.96448734e-02
267,2024-08-26 12:00:00,0.09355715,0,1.61210033e-03,7.75015816e-02,5.12080540e-02
268,2024-08-26 13:00:00,0.08351458,0,2.27282995e-04,8.30494748e-02,7.70818094e-03
269,2024-08-26 14:00:00,0.08472147,0,5.41890910e-04,8.34877279e-02,2.10958207e-02
270,2024-08-26 15:00:00,0.10147513,0,-1.22751037e-03,9.16345066e-02,-3.15663118e-02
271,2024-08-26 16:00:00,0.09254960,0,9.94462459e-04,8.69292428e-02,2.85619656e-02
272,2024-08-26 17:00:00,0.12662170,0,2.99301993e-03,9.09791789e-02,8.47740014e-02
