Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
5000,2024-09-01 11:25:00,nan,nan,nan,0.002 1 + 1.142 omega + -0.003 theta omega + 1.457 omega^2 + 0.012 theta omega^2 + 3.904 omega^3,0.005 1 + -0.001 theta + 0.301 omega + -0.007 theta omega + 3.105 omega^2 + 0.017 theta omega^2 + 8.626 omega^3,5.0469936619e-03,-1.1087409373e-03,3.0134124365e-01,-4.5509547856e-05,-6.5988515313e-03,3.1051944698e+00,0.0000000000e+00,-4.0602529296e-04,1.7471917361e-02,8.6256060083e+00
5001,2024-09-01 11:30:00,nan,nan,nan,0.007 1 + 0.002 theta + 1.015 omega + 0.005 theta omega + -0.446 omega^2 + 0.001 theta^2 omega + -0.068 theta omega^2 + -0.408 omega^3,0.014 1 + 0.004 theta + 0.029 omega + 0.011 theta omega + -0.908 omega^2 + 0.001 theta^2 omega + -0.139 theta omega^2 + -0.652 omega^3,1.3923983577e-02,4.3242807486e-03,2.8947267414e-02,1.2011078416e-04,1.0630974139e-02,-9.0834482988e-01,-3.6593131375e-05,1.2937196463e-03,-1.3884794577e-01,-6.5235264765e-01
5002,2024-09-01 11:35:00,nan,nan,nan,1.052 omega + -0.005 theta omega + -0.258 omega^2 + 0.054 theta omega^2 + -0.864 omega^3,-0.009 1 + 0.271 omega + -0.011 theta omega + -1.633 omega^2 + -0.001 theta^2 omega + 0.110 theta omega^2 + 0.884 omega^3,-9.4164360046e-03,-4.5099942176e-04,2.7057329761e-01,6.6240639640e-05,-1.0864755558e-02,-1.6326441447e+00,0.0000000000e+00,-5.0404315136e-04,1.0969269011e-01,8.8409819334e-01
5003,2024-09-01 11:40:00,0.022254,1.475016,1.043113,0.010 1 + 0.002 theta + 0.602 omega + -0.033 theta omega + 4.631 omega^2 + 0.110 theta omega^2 + -15.543 omega^3,0.016 1 + 0.004 theta + -0.716 omega + -0.064 theta omega + 8.557 omega^2 + 0.217 theta omega^2 + -29.120 omega^3,1.6101315702e-02,4.3289945337e-03,-7.1641027737e-01,-3.1623193467e-05,-6.4490509889e-02,8.5567653317e+00,0.0000000000e+00,3.1088740771e-04,2.1691933251e-01,-2.9119547357e+01
5004,2024-09-01 11:45:00,0.023793,2.941535,2.080048,0.074 1 + -0.002 theta + -0.415 omega + 0.025 theta omega + 8.640 omega^2 + -0.096 theta omega^2 + -16.123 omega^3,0.087 1 + -0.002 theta + -1.728 omega + 0.025 theta omega + 11.021 omega^2 + -0.094 theta omega^2 + -22.238 omega^3,8.6890290994e-02,-1.5624810119e-03,-1.7276416809e+00,-1.7494603525e-06,2.4580653675e-02,1.1021118072e+01,0.0000000000e+00,0.0000000000e+00,-9.3664365142e-02,-2.2238421426e+01
5005,2024-09-01 11:50:00,0.012422,0.507532,0.358987,0.006 1 + -0.001 theta + 1.264 omega + -0.008 theta omega + 2.802 omega^2 + -0.042 theta omega^2 + 10.470 omega^3,0.004 1 + 0.165 omega + 0.012 theta omega + 0.971 omega^2 + 0.077 theta omega^2 + 0.514 omega^3,3.9789118515e-03,6.6922034749e-05,1.6480470584e-01,-4.0744156789e-05,1.2412007064e-02,9.7125534813e-01,0.0000000000e+00,-2.6540100186e-04,7.7273505614e-02,5.1424633521e-01
5006,2024-09-01 11:55:00,nan,nan,nan,0.149 1 + 0.003 theta + 3.015 omega + 0.020 theta omega + 9.338 omega^2 + 0.038 theta omega^2 + 14.626 omega^3,0.015 1 + -0.004 theta + 0.400 omega + -0.039 theta omega + 3.251 omega^2 + -0.091 theta omega^2 + 7.499 omega^3,1.4719942189e-02,-3.6468948118e-03,4.0009584517e-01,-3.8219617181e-05,-3.8842864721e-02,3.2514285086e+00,0.0000000000e+00,-2.6691187008e-04,-9.0710272751e-02,7.4985528152e+00
5007,2024-09-01 12:00:00,0.097008,8.984432,6.353323,0.026 1 + 0.007 theta + 1.129 omega + 0.036 theta omega + 0.240 omega^2 + 0.001 theta^2 omega + 0.003 theta omega^2 + 3.476 omega^3,-0.001 1 + 0.002 theta + -0.286 omega + -0.009 theta omega + -1.816 omega^2 + -0.101 theta omega^2 + 0.170 omega^3,-1.2396851640e-03,1.7769640647e-03,-2.8642695786e-01,7.9021458988e-05,-9.1375448976e-03,-1.8162011881e+00,0.0000000000e+00,1.2920820915e-04,-1.0065164477e-01,1.6974262398e-01
5008,2024-09-01 12:05:00,0.053925,3.746802,2.649663,-0.002 1 + 1.074 omega + -0.006 theta omega + -0.289 omega^2 + 0.027 theta omega^2 + -0.354 omega^3,-0.005 1 + -0.001 theta + 0.168 omega + -0.012 theta omega + -0.778 omega^2 + 0.057 theta omega^2 + -0.025 omega^3,-5.3239528783e-03,-5.2955365494e-04,1.6805213569e-01,1.0376499789e-04,-1.1888967463e-02,-7.7797351823e-01,-2.7616596034e-06,-5.3824187293e-06,5.6656640414e-02,-2.5198563828e-02
5009,2024-09-01 12:10:00,nan,nan,nan,-0.004 1 + 0.001 theta + 1.040 omega + -0.015 theta omega + 0.581 omega^2 + -0.001 theta^2 omega + 0.113 theta omega^2 + -5.700 omega^3,-0.009 1 + 0.001 theta + 0.160 omega + -0.009 theta omega + -0.965 omega^2 + -0.003 theta omega^2 + 4.171 omega^3,-8.7445410122e-03,6.8519343239e-04,1.6001785182e-01,2.4902518977e-06,-8.6937399577e-03,-9.6504704453e-01,0.0000000000e+00,9.1575870878e-05,-3.2687643637e-03,4.1711470753e+00
