Chunk_Index,Chunk_Start_Time,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Eq_Theta,Eq_Omega,Coeff_Const,Coeff_Theta,Coeff_Omega,Coeff_Theta2,Coeff_ThetaOmega,Coeff_Omega2,Coeff_Theta3,Coeff_Theta2Omega,Coeff_ThetaOmega2,Coeff_Omega3
68500,2025-04-19 18:45:00,nan,nan,nan,-0.002 1 + 0.001 theta + 0.991 omega + -0.001 theta omega + 0.188 omega^2 + -0.084 theta omega^2 + 1.086 omega^3,-0.004 1 + 0.002 theta + -0.016 omega + 0.001 theta^2 + -0.003 theta omega + 0.389 omega^2 + 0.001 theta^2 omega + -0.167 theta omega^2 + 2.094 omega^3,-4.3443493320e-03,2.3026445190e-03,-1.5818143753e-02,6.7030392823e-04,-2.8021522622e-03,3.8856716656e-01,-1.9004117034e-04,6.8750294867e-04,-1.6730702558e-01,2.0938324766e+00
68501,2025-04-19 18:50:00,0.071508,8.552400,6.047671,-0.034 1 + -0.005 theta + 0.661 omega + -0.043 theta omega + -0.440 omega^2 + -0.001 theta^2 omega + -0.055 theta omega^2 + 1.953 omega^3,-0.142 omega + -0.016 theta omega + -0.473 omega^2 + -0.065 theta omega^2 + 2.739 omega^3,-3.8908694947e-04,-2.4511497704e-05,-1.4220596448e-01,0.0000000000e+00,-1.5681125778e-02,-4.7259466903e-01,0.0000000000e+00,-3.2952407160e-04,-6.5146133285e-02,2.7393451456e+00
68502,2025-04-19 18:55:00,nan,nan,nan,-0.001 1 + -0.001 theta + 1.006 omega + -0.001 theta omega + 0.040 omega^2 + -0.001 theta^2 omega + 0.048 theta omega^2 + -0.174 omega^3,-0.001 1 + -0.003 theta + -0.003 omega + 0.001 theta omega + 0.047 omega^2 + -0.001 theta^2 omega + 0.015 theta omega^2 + 1.117 omega^3,-9.7418179060e-04,-2.7378156242e-03,-2.7368910208e-03,-4.0709650051e-04,7.1025703419e-04,4.7111140717e-02,-6.1050112329e-06,-9.5893837437e-04,1.4702182652e-02,1.1173740080e+00
68503,2025-04-19 19:00:00,0.051973,1.502148,1.062814,0.984 omega + 0.001 theta^2 + -0.015 theta omega + -0.078 omega^2 + 0.004 theta^2 omega + -0.099 theta omega^2 + 2.904 omega^3,-0.001 theta + -0.029 omega + 0.002 theta^2 + -0.030 theta omega + -0.159 omega^2 + 0.007 theta^2 omega + -0.190 theta omega^2 + 5.673 omega^3,2.8353995231e-04,-7.5707954804e-04,-2.8534292716e-02,1.5650124100e-03,-2.9520389662e-02,-1.5937863996e-01,-3.3795836262e-04,7.3018198496e-03,-1.8988519280e-01,5.6725670896e+00
68504,2025-04-19 19:05:00,0.050051,1.224715,0.866727,-0.003 1 + 0.984 omega + 0.101 omega^2 + 0.008 theta omega^2 + 0.429 omega^3,-0.003 1 + -0.012 omega + -0.001 theta omega + 0.131 omega^2 + 0.008 theta omega^2 + 0.152 omega^3,-2.6450608291e-03,-3.0783602694e-04,-1.2001386905e-02,-3.7736262401e-05,-6.1079360195e-04,1.3094344337e-01,-5.0682267585e-06,4.4254136488e-05,7.9210774810e-03,1.5222582488e-01
68505,2025-04-19 19:10:00,0.065678,4.194307,2.966187,-0.002 1 + 1.010 omega + -0.003 theta omega + 0.297 omega^2 + -0.004 theta omega^2 + 1.424 omega^3,-0.003 1 + -0.001 theta + 0.022 omega + -0.006 theta omega + 0.593 omega^2 + -0.008 theta omega^2 + 2.825 omega^3,-3.3116937035e-03,-9.6869530459e-04,2.2025556760e-02,-5.1960727290e-05,-6.3240629752e-03,5.9296149681e-01,0.0000000000e+00,-4.2993128004e-04,-8.4353767763e-03,2.8250621812e+00
68506,2025-04-19 19:15:00,0.061051,1.901520,1.345270,0.001 1 + 1.000 omega + 0.002 theta omega + -0.097 omega^2 + -0.026 theta omega^2 + 0.007 omega^3,0.003 1 + -0.001 theta + -0.001 omega + -0.001 theta^2 + 0.005 theta omega + -0.190 omega^2 + 0.001 theta^2 omega + -0.051 theta omega^2 + 0.101 omega^3,2.6845466386e-03,-6.5478769698e-04,-8.5538633548e-04,-7.4259671985e-04,4.7763243445e-03,-1.8970018449e-01,-8.5519163582e-05,5.3614092778e-04,-5.1086369548e-02,1.0073636795e-01
68507,2025-04-19 19:20:00,0.005668,0.080042,0.056740,-0.001 1 + -0.001 theta + 1.032 omega + 0.007 theta omega + 0.095 omega^2 + -0.003 theta omega^2 + 0.179 omega^3,-0.002 1 + -0.002 theta + 0.065 omega + 0.013 theta omega + 0.177 omega^2 + -0.006 theta omega^2 + 0.320 omega^3,-2.4937744478e-03,-1.5732965456e-03,6.5171832211e-02,-2.8790276509e-04,1.3325964895e-02,1.7683263664e-01,-8.5809598489e-06,3.7672909552e-04,-6.4444567016e-03,3.1970335915e-01
68508,2025-04-19 19:25:00,nan,nan,nan,-0.001 1 + 1.001 omega + -0.002 theta omega + -0.032 omega^2 + -0.032 theta omega^2 + 0.891 omega^3,-0.002 1 + -0.001 theta + 0.002 omega + 0.001 theta^2 + -0.004 theta omega + -0.044 omega^2 + -0.065 theta omega^2 + 1.757 omega^3,-2.4163686189e-03,-9.4928292109e-04,1.9652712807e-03,7.6596959453e-04,-4.1813068909e-03,-4.4298537050e-02,-6.4515694657e-05,4.2186126160e-04,-6.5228365936e-02,1.7568823774e+00
68509,2025-04-19 19:30:00,nan,nan,nan,0.005 1 + 1.107 omega + 0.005 theta omega + 0.596 omega^2 + 0.027 theta omega^2 + 0.247 omega^3,0.006 1 + 0.001 theta + 0.087 omega + 0.005 theta omega + 0.448 omega^2 + 0.029 theta omega^2 + 0.581 omega^3,6.2071666474e-03,5.1471998534e-04,8.6815338165e-02,0.0000000000e+00,5.2703301652e-03,4.4753540884e-01,0.0000000000e+00,-8.6846423119e-05,2.8559752244e-02,5.8118139908e-01
