const_mean,const_std,theta_mean,theta_std,omega_mean,omega_std,theta^2_mean,theta^2_std,theta_omega_mean,theta_omega_std,omega^2_mean,omega^2_std,theta^3_mean,theta^3_std,theta^2_omega_mean,theta^2_omega_std,theta_omega^2_mean,theta_omega^2_std,omega^3_mean,omega^3_std
0.029695,0.097853,0.002891,0.004485,0.426487,1.348791,0.000373,0.000792,0.026507,0.041416,2.384362,6.820175,0.000040,0.000209,0.001797,0.004574,0.110119,0.177727,5.881682,13.073993
