Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
41580,2025-01-15 23:25:00,0.004642,0.022071,0.015948,nan,nan,nan,17.5067,8804,0,1.00000omega,-0.037831 + -0.08597theta + 0.02737omega + -0.02527theta^2 + 0.00827theta omega + -0.04258omega^2 + -0.00065theta^3 + 0.00139theta^2 omega + -0.00385theta omega^2 + 0.01476omega^3,0.091573*omega**3 - 0.000796*omega**2*theta - 0.023978*omega**2 + 1.0e-5*omega*theta**2 + 0.000236*omega*theta + 0.001961*omega - 1.5e-5*theta**2 - 0.000259*theta - 0.001104
41581,2025-01-15 23:30:00,0.003537,0.024361,0.017407,0.074315,6.723069,4.754218,16.5581,9999,0,1.00000omega,-0.105311 + -0.00331theta + 0.04160omega + 0.00269theta^2 + -0.00257theta omega + 0.00524omega^2 + 0.00001theta^3 + -0.00274theta^2 omega + -0.00035theta omega^2 + -0.00221omega^3,-0.020767*omega**3 - 0.00011*omega**2*theta + 0.001398*omega**2 - 2.9e-5*omega*theta**2 - 0.000849*omega*theta - 0.004892*omega + 2.0e-6*theta**2 + 4.5e-5*theta + 7.7e-5
41582,2025-01-15 23:35:00,0.003299,0.029798,0.021199,0.069466,2.438082,1.724684,5.3727,9464,0,1.00000omega,0.021341 + -0.01414theta + -0.26096omega + 0.00050theta^2 + 0.04541theta omega + 0.02058omega^2 + -0.00384theta^3 + 0.00412theta^2 omega + -0.00133theta omega^2 + -0.03518omega^3,-0.186079*omega**3 - 0.000234*omega**2*theta + 0.00501*omega**2 + 2.4e-5*omega*theta**2 + 0.001386*omega*theta + 0.00695*omega - 0.e-6*theta**3 - 3.5e-5*theta**2 - 0.00055*theta - 0.002925
41583,2025-01-15 23:40:00,0.003647,0.019966,0.014352,nan,nan,nan,17.4820,6331,1,1.00000omega,0.121801 + -0.18239theta + -0.10140omega + 0.41542theta^2 + 0.23831theta omega + -0.00189omega^2 + -0.32026theta^3 + 0.08726theta^2 omega + 0.26977theta omega^2 + -0.02357omega^3,-0.234291*omega**3 + 0.089386*omega**2*theta - 0.146165*omega**2 + 0.000964*omega*theta**2 + 0.001444*omega*theta - 0.008263*omega - 0.000118*theta**3 + 0.00084*theta**2 - 0.001997*theta + 0.001768
41584,2025-01-15 23:45:00,0.002270,0.015399,0.011007,0.075016,4.168917,2.948347,8.1750,9852,0,1.00000omega,-0.204541 + -0.01369theta + 0.00346omega + -0.00607theta^2 + 0.08422theta omega + -0.01053omega^2 + -0.00134theta^3 + -0.01444theta^2 omega + 0.02293theta omega^2 + 0.03462omega^3,0.407508*omega**3 + 0.008997*omega**2*theta - 0.052254*omega**2 - 0.000189*omega*theta**2 + 0.003675*omega*theta - 0.013673*omega - 0.e-6*theta**3 + 5.0e-6*theta**2 - 1.7e-5*theta - 0.000318
41585,2025-01-15 23:50:00,0.003517,0.028330,0.020186,0.065132,6.221514,4.399516,12.0481,9495,0,1.00000omega,-0.014231 + -0.04094theta + 0.00432omega + -0.00205theta^2 + -0.00446theta omega + -0.02034omega^2 + -0.00021theta^3 + 0.00014theta^2 omega + -0.00366theta omega^2 + 0.00211omega^3,0.015611*omega**3 - 0.000903*omega**2*theta + 0.0022*omega**2 + 1.0e-6*omega*theta**2 - 0.000105*omega*theta + 0.001364*omega + 1.0e-6*theta**2 - 4.7e-5*theta + 0.000524
41586,2025-01-15 23:55:00,0.005000,0.026726,0.019226,0.115773,5.584483,3.949674,46.1048,9999,0,1.00000omega,-0.042581 + -0.00343theta + 0.03431omega + 0.00377theta^2 + 0.00256theta omega + 0.00420omega^2 + -0.00245theta^3 + -0.00091theta^2 omega + -0.00045theta omega^2 + -0.00410omega^3,-0.050723*omega**3 - 0.000186*omega**2*theta + 0.000325*omega**2 - 1.3e-5*omega*theta**2 - 0.000265*omega*theta - 0.0002*omega - 1.0e-6*theta**3 - 4.0e-5*theta**2 - 0.000485*theta - 0.002028
41587,2025-01-16 00:00:00,0.004164,0.034389,0.024494,0.152941,4.481331,3.170624,2.6237,8501,0,1.00000omega,0.041821 + -0.56757theta + -0.04481omega + 0.02250theta^2 + 0.75535theta omega + -0.08468omega^2 + -0.14939theta^3 + 0.00371theta^2 omega + 0.00013theta omega^2 + -0.04547omega^3,-0.105288*omega**3 + 1.0e-5*omega**2*theta - 0.023654*omega**2 + 1.0e-5*omega*theta**2 + 0.006751*omega*theta - 0.089514*omega - 1.3e-5*theta**3 + 0.000499*theta**2 - 0.007113*theta + 0.036295
41588,2025-01-16 00:05:00,0.002912,0.017235,0.012360,0.085528,8.973058,6.345199,10.1240,9999,0,1.00000omega,-0.083801 + -0.00304theta + 0.00940omega + 0.00010theta^2 + -0.00612theta omega + 0.00040omega^2 + -0.00132theta^3 + 0.00198theta^2 omega + 0.00278theta omega^2 + -0.00476omega^3,-0.044984*omega**3 + 0.000876*omega**2*theta + 0.009921*omega**2 + 2.1e-5*omega*theta**2 + 0.000346*omega*theta + 0.001594*omega - 1.5e-5*theta**2 - 0.000172*theta - 0.000823
41589,2025-01-16 00:10:00,nan,nan,nan,nan,nan,nan,27967.6504,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
