Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
24200,2024-11-12 03:00:00,0.009097,0.039305,0.028528,0.041719,2.442723,1.727518,331.2635,9999,0,1.00000omega,0.066421 + 0.00114theta + 0.00154omega + -0.00035theta^2 + 0.00025theta omega + -0.00130omega^2 + 0.00006theta^3 + -0.00018theta^2 omega + 0.00014theta omega^2 + -0.00043omega^3,-0.011297*omega**3 + 0.000123*omega**2*theta - 0.003724*omega**2 - 5.0e-6*omega*theta**2 + 0.000223*omega*theta - 0.002305*omega - 4.0e-6*theta**2 + 8.9e-5*theta - 0.000598
24201,2024-11-12 03:05:00,0.009610,0.036319,0.026565,0.034028,2.395017,1.693704,288.4276,9999,0,1.00000omega,0.035421 + -0.00014theta + 0.01075omega + -0.00012theta^2 + -0.00026theta omega + 0.00283omega^2 + -0.00000theta^3 + -0.00005theta^2 omega + 0.00003theta omega^2 + 0.00006omega^3,0.001243*omega**3 + 2.1e-5*omega**2*theta + 0.001768*omega**2 - 1.0e-6*omega*theta**2 + 5.8e-5*omega*theta - 0.000353*omega + 6.0e-6*theta - 3.6e-5
24202,2024-11-12 03:10:00,nan,nan,nan,nan,nan,nan,59492.8047,806,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
24203,2024-11-12 03:15:00,0.010479,0.041623,0.030350,0.031077,0.947360,0.670245,37.3703,9999,0,1.00000omega,0.035171 + -0.03940theta + -0.00554omega + -0.02519theta^2 + -0.03178theta omega + 0.02672omega^2 + -0.00081theta^3 + -0.00139theta^2 omega + 0.00128theta omega^2 + 0.00604omega^3,0.015293*omega**3 + 0.000108*omega**2*theta + 0.004885*omega**2 - 4.0e-6*omega*theta**2 - 9.9e-5*omega*theta + 0.005238*omega - 2.0e-6*theta**2 + 0.000228*theta - 0.003032
24204,2024-11-12 03:20:00,0.004823,0.031913,0.022822,0.158920,5.086148,3.598205,4.8334,7328,0,1.00000omega,-0.012381 + -0.78914theta + -0.00959omega + -0.34084theta^2 + 0.34144theta omega + 0.01534omega^2 + -0.37107theta^3 + 0.06329theta^2 omega + 0.32665theta omega^2 + -0.00832omega^3,-0.020582*omega**3 + 0.026936*omega**2*theta - 0.18548*omega**2 + 0.000174*omega*theta**2 + 0.000816*omega*theta - 0.014714*omega - 3.4e-5*theta**3 + 0.00061*theta**2 - 0.004412*theta + 0.01264
24205,2024-11-12 03:25:00,0.004228,0.035927,0.025579,0.124456,2.689065,1.903491,4.0587,6052,0,1.00000omega,0.015551 + -1.40098theta + -0.03941omega + 0.04576theta^2 + -0.12606theta omega + -0.04512omega^2 + -0.33061theta^3 + -0.07213theta^2 omega + 0.01637theta omega^2 + -0.02096omega^3,-0.05366*omega**3 + 0.001397*omega**2*theta - 0.00528*omega**2 - 0.000205*omega*theta**2 - 0.003548*omega*theta - 0.01482*omega - 3.1e-5*theta**3 - 0.000517*theta**2 - 0.004397*theta - 0.013942
24206,2024-11-12 03:30:00,0.003213,0.023451,0.016737,0.123074,3.047039,2.156339,1.5263,7427,0,1.00000omega,0.142961 + -1.24000theta + 0.07001omega + -0.05255theta^2 + 0.38318theta omega + 0.12146omega^2 + -0.00817theta^3 + 0.01336theta^2 omega + 0.05021theta omega^2 + -0.18918omega^3,-0.568468*omega**3 + 0.005029*omega**2*theta - 0.015641*omega**2 + 4.5e-5*omega*theta**2 + 0.003083*omega*theta - 0.035978*omega - 0.e-6*theta**3 + 1.1e-5*theta**2 - 0.001296*theta + 0.014312
24207,2024-11-12 03:35:00,0.004440,0.035568,0.025346,0.068837,2.994517,2.118003,8.0667,8991,0,1.00000omega,-0.017311 + -0.04037theta + -0.11136omega + 0.03339theta^2 + 0.01440theta omega + -0.00734omega^2 + -0.00475theta^3 + -0.00054theta^2 omega + 0.00210theta omega^2 + -0.02593omega^3,-0.092736*omega**3 + 0.00025*omega**2*theta - 0.004383*omega**2 - 2.0e-6*omega*theta**2 + 0.000197*omega*theta - 0.005052*omega - 0.e-6*theta**3 + 2.7e-5*theta**2 - 0.000337*theta + 0.001227
24208,2024-11-12 03:40:00,0.004745,0.039738,0.028299,0.076858,2.642417,1.869261,19.2773,8144,0,1.00000omega,-0.005381 + 0.00310theta + -0.00284omega + 0.00129theta^2 + 0.00013theta omega + -0.03368omega^2 + 0.00016theta^3 + 0.00132theta^2 omega + -0.00005theta omega^2 + -0.00531omega^3,-0.032292*omega**3 - 1.0e-5*omega**2*theta - 0.015013*omega**2 + 9.0e-6*omega*theta**2 - 0.000264*omega*theta + 0.001862*omega - 0.e-6*theta**2 + 8.0e-6*theta - 4.1e-5
24209,2024-11-12 03:45:00,0.004038,0.030409,0.021691,0.155208,4.878951,3.451685,1.4909,8508,0,1.00000omega,-0.010531 + -0.71531theta + -0.09326omega + -0.19842theta^2 + 0.03052theta omega + -0.05183omega^2 + -0.02161theta^3 + -0.05508theta^2 omega + 0.00500theta omega^2 + -0.04861omega^3,-0.09737*omega**3 + 0.000334*omega**2*theta - 0.016848*omega**2 - 0.000123*omega*theta**2 + 0.0028*omega*theta - 0.018961*omega - 2.0e-6*theta**3 - 7.0e-6*theta**2 - 0.000131*theta + 0.003856
