Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
57420,2025-03-12 02:05:00,0.016471,0.087738,0.063124,0.054583,1.892167,1.338521,587.9934,9999,0,1.00000omega,0.001341 + -0.00104theta + 0.00963omega + -0.00022theta^2 + 0.00174theta omega + -0.00127omega^2 + 0.00012theta^3 + -0.00001theta^2 omega + 0.00021theta omega^2 + 0.00054omega^3,0.007606*omega**3 + 9.9e-5*omega**2*theta - 0.002965*omega**2 + 4.6e-5*omega*theta - 0.000594*omega - 4.0e-6*theta**2 + 9.1e-5*theta - 0.000649
57421,2025-03-12 02:10:00,0.008619,0.042980,0.030997,0.063288,5.559210,3.931210,377.2919,9999,0,1.00000omega,-0.007391 + 0.00100theta + 0.00530omega + -0.00079theta^2 + 0.00101theta omega + 0.00097omega^2 + -0.00011theta^3 + -0.00005theta^2 omega + 0.00028theta omega^2 + 0.00027omega^3,0.008905*omega**3 + 0.000308*omega**2*theta - 0.006883*omega**2 - 2.0e-6*omega*theta**2 + 0.000129*omega*theta - 0.001936*omega + 9.0e-6*theta**2 - 0.000217*theta + 0.001629
57422,2025-03-12 02:15:00,0.007430,0.041641,0.029910,0.055133,1.251440,0.885760,51.0749,9999,0,1.00000omega,-0.000051 + -0.00410theta + -0.01522omega + 0.00019theta^2 + -0.00375theta omega + -0.00921omega^2 + -0.00001theta^3 + 0.00070theta^2 omega + -0.01253theta omega^2 + -0.00149omega^3,-0.00942*omega**3 - 0.002641*omega**2*theta + 0.054498*omega**2 + 5.0e-6*omega*theta**2 - 0.000276*omega*theta + 0.003201*omega - 1.2e-5*theta + 0.000175
57423,2025-03-12 02:20:00,nan,nan,nan,nan,nan,nan,29483.7812,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
57424,2025-03-12 02:25:00,0.003881,0.035677,0.025376,0.076347,2.928675,2.071589,3.4434,7397,0,1.00000omega,0.122001 + -0.06061theta + 0.01551omega + 0.01087theta^2 + -0.01745theta omega + 0.04876omega^2 + -0.04137theta^3 + -0.02344theta^2 omega + 0.01110theta omega^2 + 0.01618omega^3,0.049929*omega**3 + 0.001142*omega**2*theta + 0.017443*omega**2 - 8.0e-5*omega*theta**2 - 0.000441*omega*theta + 2.1e-5*omega - 5.0e-6*theta**3 - 1.9e-5*theta**2 - 9.1e-5*theta + 0.000307
57425,2025-03-12 02:30:00,0.004794,0.036651,0.026137,0.068764,5.548698,3.923823,17.5134,9999,0,1.00000omega,0.034431 + -0.01638theta + -0.03199omega + 0.01114theta^2 + 0.00048theta omega + -0.00639omega^2 + -0.00030theta^3 + -0.00008theta^2 omega + 0.00055theta omega^2 + -0.00180omega^3,-0.009973*omega**3 + 0.000102*omega**2*theta - 0.004016*omega**2 + 1.9e-5*omega*theta - 0.001229*omega + 8.0e-6*theta**2 - 0.00018*theta + 0.001268
57426,2025-03-12 02:35:00,0.010358,0.060185,0.043183,0.029496,2.057704,1.455166,610.8239,9999,0,1.00000omega,-0.011041 + 0.00189theta + -0.00578omega + -0.00014theta^2 + 0.00014theta omega + -0.00052omega^2 + -0.00000theta^3 + -0.00000theta^2 omega + 0.00001theta omega^2 + -0.00012omega^3,-0.004394*omega**3 + 1.2e-5*omega**2*theta - 0.000919*omega**2 + 5.0e-6*omega*theta - 0.000338*omega + 1.2e-5*theta - 0.000207
57427,2025-03-12 02:40:00,0.012958,0.049318,0.036057,0.044541,4.972976,3.516566,388.9550,9999,0,1.00000omega,0.003121 + -0.00259theta + -0.00510omega + 0.00026theta^2 + -0.00094theta omega + -0.00112omega^2 + -0.00000theta^3 + 0.00004theta^2 omega + -0.00057theta omega^2 + -0.00002omega^3,-0.000306*omega**3 - 0.000291*omega**2*theta + 0.009087*omega**2 + 1.0e-6*omega*theta**2 - 6.9e-5*omega*theta + 0.001378*omega - 1.7e-5*theta + 0.000342
57428,2025-03-12 02:45:00,0.011178,0.053250,0.038474,0.070697,4.761477,3.367244,444.8681,9999,0,1.00000omega,-0.019651 + 0.00853theta + -0.01076omega + 0.00015theta^2 + 0.00462theta omega + -0.00035omega^2 + -0.00024theta^3 + 0.00004theta^2 omega + 0.00112theta omega^2 + -0.00011omega^3,-0.002564*omega**3 + 0.00087*omega**2*theta - 0.030122*omega**2 + 1.0e-6*omega*theta**2 + 6.5e-5*omega*theta - 0.003794*omega + 2.1e-5*theta**2 - 0.00073*theta + 0.008157
57429,2025-03-12 02:50:00,0.007885,0.039714,0.028630,0.046824,3.724611,2.633906,159.3571,9999,0,1.00000omega,0.010701 + 0.00297theta + 0.00713omega + -0.00022theta^2 + -0.00013theta omega + -0.00127omega^2 + -0.00000theta^3 + -0.00008theta^2 omega + -0.00005theta omega^2 + -0.00105omega^3,-0.017713*omega**3 - 2.8e-5*omega**2*theta - 0.000369*omega**2 - 1.0e-6*omega*theta**2 + 5.9e-5*omega*theta - 0.000339*omega + 1.1e-5*theta - 0.000131
