Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical
25960,2024-11-18 07:25:00,0.003750,0.022847,0.016371,0.069144,2.144108,1.516901,6.0997,5876,0,1.00000omega,-0.013461 + -0.03411theta + -0.02807omega + 0.02570theta^2 + -0.01077theta omega + 0.05541omega^2 + -0.18897theta^3 + -0.12660theta^2 omega + 0.04113theta omega^2 + 0.02179omega^3,0.091389*omega**3 + 0.00575*omega**2*theta + 0.005692*omega**2 - 0.00059*omega*theta**2 + 0.002949*omega*theta - 0.004614*omega - 2.9e-5*theta**3 + 0.000241*theta**2 - 0.000695*theta + 0.000656
25961,2024-11-18 07:30:00,0.003729,0.018185,0.013127,0.131932,6.331923,4.478318,11.2312,6803,0,1.00000omega,-0.053281 + -0.28298theta + 0.05714omega + 0.05325theta^2 + -0.05384theta omega + -0.02019omega^2 + -0.02445theta^3 + -0.01970theta^2 omega + 0.00712theta omega^2 + 0.01509omega^3,0.093105*omega**3 + 0.001464*omega**2*theta - 0.000466*omega**2 - 0.000135*omega*theta**2 - 0.002417*omega*theta - 0.007681*omega - 6.0e-6*theta**3 - 7.3e-5*theta**2 - 0.000586*theta - 0.002219
25962,2024-11-18 07:35:00,0.004237,0.037308,0.026551,0.067359,3.814722,2.697836,14.4988,9662,1,1.00000omega,-0.098591 + -0.03759theta + -0.01618omega + -0.00029theta^2 + -0.00161theta omega + -0.00755omega^2 + -0.00315theta^3 + 0.00031theta^2 omega + -0.00039theta omega^2 + -0.00396omega^3,-0.023041*omega**3 - 7.6e-5*omega**2*theta - 0.002013*omega**2 + 2.0e-6*omega*theta**2 - 9.3e-5*omega*theta + 0.000473*omega - 0.e-6*theta**3 + 3.5e-5*theta**2 - 0.000649*theta + 0.003972
25963,2024-11-18 07:40:00,0.004083,0.041590,0.029550,0.102162,4.313557,3.051001,9.2908,6579,0,1.00000omega,0.044941 + -0.04648theta + -0.02156omega + 0.01267theta^2 + 0.01129theta omega + -0.01485omega^2 + -0.00594theta^3 + -0.00021theta^2 omega + -0.00785theta omega^2 + -0.01165omega^3,-0.049234*omega**3 - 0.001106*omega**2*theta - 0.020877*omega**2 - 0.e-6*omega*theta**2 + 0.000114*omega*theta + 0.001047*omega - 0.e-6*theta**3 - 3.3e-5*theta**2 - 0.00044*theta - 0.002034
25964,2024-11-18 07:45:00,0.003453,0.040556,0.028781,0.071480,1.932038,1.367092,16.1664,8674,0,1.00000omega,0.083661 + -0.01021theta + -0.02835omega + -0.00167theta^2 + 0.00286theta omega + -0.02832omega^2 + -0.00228theta^3 + -0.00005theta^2 omega + -0.00057theta omega^2 + -0.02199omega^3,-0.187714*omega**3 - 0.000162*omega**2*theta - 0.012602*omega**2 + 6.6e-5*omega*theta - 0.001843*omega - 0.e-6*theta**3 + 3.2e-5*theta**2 - 0.000497*theta + 0.002769
25965,2024-11-18 07:50:00,0.004048,0.023094,0.016579,0.102979,9.790967,6.923642,11.9341,9999,0,1.00000omega,0.129041 + -0.00450theta + 0.09945omega + 0.01437theta^2 + -0.03286theta omega + -0.00648omega^2 + -0.00082theta^3 + -0.00091theta^2 omega + -0.00772theta omega^2 + -0.00850omega^3,-0.047993*omega**3 - 0.001453*omega**2*theta + 0.014583*omega**2 - 6.0e-6*omega*theta**2 - 0.000338*omega*theta + 0.008185*omega + 1.3e-5*theta**2 - 0.000245*theta + 0.001677
25966,2024-11-18 07:55:00,0.004809,0.037083,0.026441,0.077378,5.179601,3.662940,20.5292,9999,0,1.00000omega,0.042331 + 0.00238theta + -0.02989omega + 0.00015theta^2 + 0.00412theta omega + -0.00282omega^2 + -0.00004theta^3 + -0.00017theta^2 omega + -0.00084theta omega^2 + -0.00123omega^3,-0.007495*omega**3 - 0.000171*omega**2*theta + 0.001377*omega**2 - 1.0e-6*omega*theta**2 + 9.8e-5*omega*theta - 0.002234*omega - 6.0e-6*theta + 0.000115
25967,2024-11-18 08:00:00,nan,nan,nan,nan,nan,nan,92001.1875,5,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A
25968,2024-11-18 08:05:00,0.004392,0.028320,0.020264,0.253345,12.701302,8.982963,13.4776,8815,0,1.00000omega,0.030351 + -0.00450theta + 0.06630omega + -0.01838theta^2 + 0.02519theta omega + 0.00358omega^2 + -0.01180theta^3 + 0.00071theta^2 omega + 0.02064theta omega^2 + 0.00179omega^3,0.009543*omega**3 + 0.003668*omega**2*theta - 0.045154*omega**2 + 4.0e-6*omega*theta**2 + 0.000247*omega*theta - 0.001612*omega - 2.0e-6*theta**3 + 8.0e-5*theta**2 - 0.000917*theta + 0.003547
25969,2024-11-18 08:10:00,0.004687,0.044432,0.031593,0.070185,3.456350,2.444512,7.6249,6843,0,1.00000omega,0.306181 + -0.04030theta + -0.04538omega + 0.00369theta^2 + 0.00154theta omega + -0.01038omega^2 + -0.00124theta^3 + -0.00247theta^2 omega + -0.01400theta omega^2 + -0.01160omega^3,-0.036669*omega**3 - 0.001475*omega**2*theta + 0.005849*omega**2 - 9.0e-6*omega*theta**2 + 0.000125*omega*theta - 0.001956*omega + 4.0e-6*theta**2 - 7.8e-5*theta + 0.001415
25970,2024-11-18 08:15:00,0.004754,0.038655,0.027539,0.066797,5.014807,3.546319,32.0146,9999,1,1.00000omega,-0.033931 + -0.00294theta + -0.00444omega + 0.00022theta^2 + 0.00044theta omega + 0.00118omega^2 + -0.00003theta^3 + 0.00004theta^2 omega + 0.00011theta omega^2 + -0.00035omega^3,-0.003148*omega**3 + 3.3e-5*omega**2*theta - 6.7e-5*omega**2 - 9.0e-6*omega*theta - 0.000135*omega + 1.0e-6*theta**2 - 2.3e-5*theta + 0.000165
25971,2024-11-18 08:20:00,0.006503,0.037796,0.027119,0.070540,2.056500,1.455020,39.9981,9999,1,1.00000omega,0.001321 + -0.00368theta + -0.00416omega + -0.00070theta^2 + 0.00234theta omega + 0.01264omega^2 + 0.00000theta^3 + -0.00062theta^2 omega + -0.00153theta omega^2 + 0.00017omega^3,0.001129*omega**3 - 0.000339*omega**2*theta + 0.010583*omega**2 - 5.0e-6*omega*theta**2 + 0.000162*omega*theta - 0.001497*omega + 6.0e-6*theta - 9.0e-6
25972,2024-11-18 08:25:00,0.003493,0.027622,0.019687,0.112895,7.753201,5.482922,7.9878,8140,0,1.00000omega,-0.012751 + -0.00508theta + -0.00933omega + 0.00612theta^2 + 0.00224theta omega + 0.00194omega^2 + -0.00231theta^3 + -0.00025theta^2 omega + -0.00011theta omega^2 + 0.00232omega^3,0.012294*omega**3 - 1.9e-5*omega**2*theta + 0.001079*omega**2 - 1.0e-6*omega*theta**2 + 7.1e-5*omega*theta - 0.001006*omega + 2.1e-5*theta**2 - 0.000333*theta + 0.001695
25973,2024-11-18 08:30:00,0.004277,0.036036,0.025660,0.114999,16.837739,11.906357,23.0250,9999,0,1.00000omega,-0.009031 + -0.00130theta + 0.01396omega + -0.00113theta^2 + -0.00272theta omega + 0.00252omega^2 + 0.00001theta^3 + -0.00044theta^2 omega + -0.00045theta omega^2 + 0.00608omega^3,0.053661*omega**3 - 0.000132*omega**2*theta + 0.003675*omega**2 - 4.0e-6*omega*theta**2 + 0.000101*omega*theta + 1.1e-5*omega - 0.e-6*theta**2 + 2.5e-5*theta - 0.000218
25974,2024-11-18 08:35:00,0.004543,0.031514,0.022514,0.100345,7.719750,5.459149,35.1300,9999,0,1.00000omega,0.001851 + -0.00597theta + 0.01201omega + 0.00236theta^2 + 0.00412theta omega + -0.00082omega^2 + -0.00030theta^3 + 0.00131theta^2 omega + 0.00028theta omega^2 + -0.00086omega^3,-0.009571*omega**3 + 0.000104*omega**2*theta - 0.002187*omega**2 + 1.6e-5*omega*theta**2 - 0.000443*omega*theta + 0.003316*omega + 8.0e-6*theta**2 - 0.000156*theta + 0.001063
25975,2024-11-18 08:40:00,0.005593,0.042954,0.030630,0.074639,6.883274,4.867496,39.6694,9999,2,1.00000omega,0.018511 + 0.00139theta + -0.01251omega + -0.00082theta^2 + 0.00199theta omega + 0.00578omega^2 + -0.00010theta^3 + -0.00027theta^2 omega + 0.00040theta omega^2 + -0.00147omega^3,-0.012168*omega**3 + 0.00011*omega**2*theta + 0.001078*omega**2 - 2.0e-6*omega*theta**2 + 0.000123*omega*theta - 0.001817*omega + 1.0e-6*theta**2 - 1.0e-5*theta + 3.2e-5
