Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
80520,2025-05-31 15:10:00,0.004715,0.006664,0.005772,0.095970,2.217906,1.569764,165.5978,6779,1,1.00000omega,-0.109791 + -0.65835theta + 0.08368omega + -0.06805theta^2 + 0.89585theta omega + -0.12792omega^2 + -0.31072theta^3 + 0.41888theta^2 omega + -0.09134theta omega^2 + 0.02472omega^3,0.123496*omega**3 - 0.015211*omega**2*theta - 0.020354*omega**2 + 0.002325*omega*theta**2 + 0.002449*omega*theta - 0.012532*omega - 5.7e-5*theta**3 + 0.00033*theta**2 - 0.001358*theta + 0.001625,1.494799e-04,1.496309e-05
80521,2025-05-31 15:15:00,0.003620,0.004644,0.004164,0.168221,3.617937,2.561032,75.5910,9545,0,1.00000omega,2.118421 + -2.57943theta + 0.44182omega + -1.87986theta^2 + 0.00696theta omega + -0.04162omega^2 + -0.20232theta^3 + -0.02134theta^2 omega + -0.03241theta omega^2 + -0.01121omega^3,-0.04431*omega**3 - 0.00427*omega**2*theta - 0.019663*omega**2 - 9.4e-5*omega*theta**2 - 0.000116*omega*theta + 0.01471*omega - 3.0e-5*theta**3 - 0.000853*theta**2 - 0.004585*theta + 0.002528,1.334196e-04,1.155341e-05
80522,2025-05-31 15:20:00,0.004191,0.011190,0.008449,0.136879,5.778445,4.087124,110.1789,4010,5,1.00000omega,-0.031321 + -0.08129theta + 0.06119omega + 0.13521theta^2 + -0.02528theta omega + -0.00245omega^2 + -0.00363theta^3 + -0.00557theta^2 omega + -0.00383theta omega^2 + 0.00016omega^3,0.000651*omega**3 - 0.000519*omega**2*theta - 0.005874*omega**2 - 2.5e-5*omega*theta**2 - 0.000792*omega*theta - 0.003241*omega - 0.e-6*theta**3 + 4.0e-5*theta**2 + 0.000819*theta + 0.003634,nan,nan
80523,2025-05-31 15:25:00,nan,nan,nan,nan,nan,nan,1094.6837,2150,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
80524,2025-05-31 15:30:00,nan,nan,nan,nan,nan,nan,307633.3438,95,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
80525,2025-05-31 15:35:00,0.003696,0.004458,0.004095,0.131479,2.938880,2.080181,135.7751,4356,0,1.00000omega,-0.016211 + -0.66837theta + -0.01303omega + 0.44440theta^2 + 0.10433theta omega + -0.25713omega^2 + -0.88935theta^3 + 0.21449theta^2 omega + -0.02380theta omega^2 + -0.01474omega^3,-0.096622*omega**3 - 0.0052*omega**2*theta - 0.10967*omega**2 + 0.001562*omega*theta**2 - 0.004697*omega*theta + 0.002673*omega - 0.000216*theta**3 + 0.001542*theta**2 - 0.004329*theta + 0.004198,1.594156e-04,1.277450e-05
80526,2025-05-31 15:40:00,0.004286,0.004984,0.004648,0.100782,3.545964,2.508388,119.4186,5677,0,1.00000omega,-0.021541 + 0.03665theta + -0.02773omega + -0.23676theta^2 + 0.05902theta omega + -0.00065omega^2 + -0.74695theta^3 + 0.02581theta^2 omega + 0.10086theta omega^2 + -0.02977omega^3,-0.130696*omega**3 + 0.01476*omega**2*theta - 0.046698*omega**2 + 0.000126*omega*theta**2 - 4.0e-5*omega*theta - 0.002046*omega - 0.000121*theta**3 + 0.001046*theta**2 - 0.002934*theta + 0.002598,9.395656e-05,1.505016e-05
80527,2025-05-31 15:45:00,0.004213,0.004720,0.004474,nan,nan,nan,160.9582,7602,0,1.00000omega,-0.039181 + -0.02601theta + 0.00725omega + -0.00822theta^2 + -0.01752theta omega + -0.00839omega^2 + -0.01830theta^3 + 0.00878theta^2 omega + 0.03630theta omega^2 + 0.04093omega^3,0.246951*omega**3 + 0.007301*omega**2*theta + 0.046152*omega**2 + 5.9e-5*omega*theta**2 + 0.000543*omega*theta + 0.001202*omega - 4.0e-6*theta**3 - 8.8e-5*theta**2 - 0.000658*theta - 0.001793,1.010922e-04,1.278085e-05
80528,2025-05-31 15:50:00,nan,nan,nan,nan,nan,nan,496.3415,1721,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
80529,2025-05-31 15:55:00,0.003479,0.004021,0.003760,0.073965,3.398169,2.403438,126.5679,6990,0,1.00000omega,0.116031 + 0.01086theta + -0.32803omega + -0.19501theta^2 + 0.00231theta omega + 0.80872omega^2 + -0.22986theta^3 + 0.05698theta^2 omega + 0.07180theta omega^2 + -0.37892omega^3,-2.621177*omega**3 + 0.016556*omega**2*theta + 0.491421*omega**2 + 0.000438*omega*theta**2 + 0.005491*omega*theta + 0.006274*omega - 5.9e-5*theta**3 - 0.001204*theta**2 - 0.008132*theta - 0.017904,1.316205e-04,1.181190e-05
