Chunk_Index,Chunk_Start_Time,Orig_RMSE_Omega,Orig_RMSE_Theta,Orig_RMSE_Total,Sim_RMSE_Omega,Sim_RMSE_Theta,Sim_RMSE_Total,Final_Loss,Stopped_Epoch,NaN_Recoveries,Eq_Theta,Eq_Omega,Eq_Omega_Physical,Diffusion_Theta,Diffusion_Omega
38500,2025-01-05 06:30:00,0.004873,0.017387,0.012768,0.142816,10.358125,7.324997,114.6978,9999,1,1.00000omega,-0.284051 + 0.01001theta + 0.03843omega + 0.04404theta^2 + 0.00686theta omega + 0.00023omega^2 + -0.01121theta^3 + -0.00596theta^2 omega + 0.01649theta omega^2 + 0.10813omega^3,0.352908*omega**3 + 0.001794*omega**2*theta - 0.015603*omega**2 - 2.2e-5*omega*theta**2 + 0.000453*omega*theta - 0.001029*omega - 1.0e-6*theta**3 + 5.2e-5*theta**2 - 0.000582*theta + 0.001083,3.289306e-04,1.289930e-05
38501,2025-01-05 06:35:00,0.004658,0.019170,0.013949,0.073751,2.651712,1.875769,145.4415,8123,0,1.00000omega,-0.071241 + -0.00133theta + -0.01777omega + -0.00047theta^2 + -0.00169theta omega + -0.01289omega^2 + -0.00017theta^3 + 0.00088theta^2 omega + -0.00175theta omega^2 + -0.00041omega^3,-0.001823*omega**3 - 0.000259*omega**2*theta + 0.000458*omega**2 + 4.0e-6*omega*theta**2 - 0.000203*omega*theta + 0.00176*omega + 2.0e-6*theta**2 - 3.0e-5*theta - 7.0e-6,3.441866e-04,1.154186e-05
38502,2025-01-05 06:40:00,0.004248,0.006906,0.005733,nan,nan,nan,133.0028,6416,0,1.00000omega,0.004001 + -0.17780theta + 0.05033omega + 0.00516theta^2 + 0.01629theta omega + 0.13333omega^2 + -0.03408theta^3 + -0.01798theta^2 omega + -0.02505theta omega^2 + 0.05410omega^3,0.264193*omega**3 - 0.004078*omega**2*theta + 0.063361*omega**2 - 9.8e-5*omega*theta**2 + 0.000677*omega*theta + 0.000626*omega - 6.0e-6*theta**3 + 4.6e-5*theta**2 - 0.00031*theta + 0.000567,1.397079e-04,1.533508e-05
38503,2025-01-05 06:45:00,0.004719,0.009640,0.007589,0.097910,3.058633,2.163888,154.8354,9401,0,1.00000omega,-0.036881 + -0.00990theta + -0.22652omega + -0.02106theta^2 + -0.01501theta omega + 0.00125omega^2 + -0.01119theta^3 + 0.03918theta^2 omega + 0.00104theta omega^2 + -0.01950omega^3,-0.090633*omega**3 + 0.000161*omega**2*theta - 0.001319*omega**2 + 0.000202*omega*theta**2 - 0.004744*omega*theta + 0.020211*omega - 2.0e-6*theta**3 + 5.6e-5*theta**2 - 0.000534*theta + 0.00159,1.321446e-04,1.455436e-05
38504,2025-01-05 06:50:00,0.005019,0.011560,0.008911,0.178570,5.582618,3.949526,144.2613,9999,1,1.00000omega,-0.100751 + -0.10146theta + 0.02060omega + 0.41675theta^2 + 0.08491theta omega + -0.09359omega^2 + -0.34475theta^3 + -0.02070theta^2 omega + 0.00582theta omega^2 + 0.00969omega^3,0.037026*omega**3 + 0.000741*omega**2*theta - 0.029071*omega**2 - 8.8e-5*omega*theta**2 - 1.7e-5*omega*theta + 0.003588*omega - 4.9e-5*theta**3 - 0.00069*theta**2 - 0.003177*theta - 0.00506,1.817368e-04,1.576348e-05
38505,2025-01-05 06:55:00,nan,nan,nan,nan,nan,nan,92.7800,3658,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
38506,2025-01-05 07:00:00,0.004508,0.011163,0.008513,0.132339,5.331304,3.770963,98.9406,9999,0,1.00000omega,0.227181 + 0.00258theta + 0.22157omega + -0.00866theta^2 + 0.11085theta omega + 0.08515omega^2 + -0.05562theta^3 + 0.00585theta^2 omega + 0.06256theta omega^2 + -0.26698omega^3,-0.859212*omega**3 + 0.006711*omega**2*theta - 0.058592*omega**2 + 2.1e-5*omega*theta**2 + 0.000671*omega*theta - 0.004736*omega - 7.0e-6*theta**3 + 0.000253*theta**2 - 0.003219*theta + 0.014396,2.906825e-04,1.642567e-05
38507,2025-01-05 07:05:00,0.004464,0.017061,0.012470,0.065215,1.485527,1.051438,61.4487,9999,0,1.00000omega,0.032741 + 0.00389theta + 0.01248omega + 0.04826theta^2 + -0.00903theta omega + -0.10213omega^2 + -0.02207theta^3 + -0.00788theta^2 omega + 0.00945theta omega^2 + -0.00271omega^3,-0.005822*omega**3 + 0.000677*omega**2*theta - 0.031541*omega**2 - 1.9e-5*omega*theta**2 + 0.000154*omega*theta + 0.000189*omega - 2.0e-6*theta**3 + 4.7e-5*theta**2 - 0.000378*theta + 0.001088,3.004583e-04,1.284517e-05
38508,2025-01-05 07:10:00,0.003676,0.005114,0.004453,nan,nan,nan,72.8682,7088,0,1.00000omega,0.051691 + -0.81889theta + 0.01848omega + -0.20948theta^2 + -0.11167theta omega + -0.01067omega^2 + 0.00643theta^3 + 0.22085theta^2 omega + -0.03828theta omega^2 + -0.01339omega^3,-0.049539*omega**3 - 0.004721*omega**2*theta + 0.013377*omega**2 + 0.000908*omega*theta**2 - 0.007894*omega*theta + 0.017303*omega + 1.0e-6*theta**3 - 9.1e-5*theta**2 - 0.000282*theta + 0.002346,1.079943e-04,1.343371e-05
38509,2025-01-05 07:15:00,0.005153,0.024742,0.017870,1.937562,96.740865,68.419840,79.8076,9999,0,1.00000omega,-0.143621 + -0.47061theta + -0.05344omega + 0.00602theta^2 + -0.46326theta omega + -0.09538omega^2 + -0.00219theta^3 + 0.00259theta^2 omega + -0.00083theta omega^2 + -0.03174omega^3,-0.064509*omega**3 - 5.6e-5*omega**2*theta - 0.025645*omega**2 + 6.0e-6*omega*theta**2 - 0.003849*omega*theta - 0.059108*omega - 5.0e-6*theta**2 - 0.000577*theta - 0.008373,5.086493e-04,1.288965e-05
38510,2025-01-05 07:20:00,0.003963,0.004482,0.004231,0.107929,2.964249,2.097429,68.7914,7061,0,1.00000omega,0.050831 + -0.03422theta + -0.01419omega + -0.20066theta^2 + 0.00369theta omega + -0.09654omega^2 + -0.22974theta^3 + 0.00499theta^2 omega + 0.01099theta omega^2 + -0.06661omega^3,-0.196948*omega**3 + 0.001083*omega**2*theta - 0.034985*omega**2 + 1.6e-5*omega*theta**2 - 0.000103*omega*theta - 0.000334*omega - 2.5e-5*theta**3 + 0.000256*theta**2 - 0.000841*theta + 0.001065,1.426491e-04,1.668960e-05
38511,2025-01-05 07:25:00,0.004366,0.006618,0.005606,0.106118,2.369303,1.677030,49.8271,9999,0,1.00000omega,0.125881 + 0.01878theta + 0.03098omega + -0.21696theta^2 + 0.04024theta omega + 0.30331omega^2 + -0.27291theta^3 + -0.26369theta^2 omega + -0.01737theta omega^2 + 0.13662omega^3,0.249989*omega**3 - 0.001059*omega**2*theta + 0.065313*omega**2 - 0.000536*omega*theta**2 - 0.00938*omega*theta - 0.039945*omega - 1.8e-5*theta**3 - 0.000562*theta**2 - 0.005609*theta - 0.01787,2.939040e-04,1.591378e-05
38512,2025-01-05 07:30:00,0.004289,0.004409,0.004349,0.089956,5.680897,4.017505,202.1492,8035,0,1.00000omega,0.114371 + -0.00202theta + -0.00514omega + 0.00484theta^2 + 0.00167theta omega + 0.02290omega^2 + -0.00046theta^3 + -0.00109theta^2 omega + 0.00261theta omega^2 + 0.00496omega^3,0.035884*omega**3 + 0.000629*omega**2*theta + 0.006466*omega**2 - 9.0e-6*omega*theta**2 + 0.00016*omega*theta - 0.000884*omega + 5.0e-6*theta**2 - 6.4e-5*theta + 0.000482,9.847001e-05,1.328966e-05
38513,2025-01-05 07:35:00,0.006840,0.046541,0.033263,0.095279,10.331406,7.305718,602.0391,9999,0,1.00000omega,-0.026191 + -0.04310theta + -0.06404omega + -0.02508theta^2 + -0.01407theta omega + -0.00782omega^2 + -0.00162theta^3 + -0.00215theta^2 omega + -0.00020theta omega^2 + 0.00324omega^3,0.0264*omega**3 - 5.4e-5*omega**2*theta - 0.004846*omega**2 - 1.9e-5*omega*theta**2 - 0.000797*omega*theta - 0.009518*omega - 3.5e-5*theta**2 - 0.000755*theta - 0.005053,5.141060e-04,6.953901e-06
38514,2025-01-05 07:40:00,nan,nan,nan,nan,nan,nan,8535.2627,1220,5,1.00000omega,nan1 + nantheta + nanomega + nantheta^2 + nantheta omega + nanomega^2 + nantheta^3 + nantheta^2 omega + nantheta omega^2 + nanomega^3,N/A,nan,nan
38515,2025-01-05 07:45:00,0.003874,0.011859,0.008822,0.080860,1.528707,1.082470,99.8862,9999,0,1.00000omega,0.290681 + 0.01905theta + -0.06022omega + 0.00389theta^2 + 0.06714theta omega + -0.02382omega^2 + -0.01338theta^3 + -0.01965theta^2 omega + 0.02809theta omega^2 + -0.00272omega^3,-0.012028*omega**3 + 0.00414*omega**2*theta - 0.057317*omega**2 - 9.7e-5*omega*theta**2 + 0.003106*omega*theta - 0.025073*omega - 2.0e-6*theta**3 + 7.8e-5*theta**2 - 0.000907*theta + 0.004271,3.291895e-04,1.307132e-05
38516,2025-01-05 07:50:00,0.004172,0.005860,0.005087,0.082564,1.585800,1.122849,89.6261,5682,0,1.00000omega,-0.048491 + -0.07884theta + -0.00115omega + 0.02227theta^2 + 0.21426theta omega + -0.38617omega^2 + -0.62882theta^3 + -0.50637theta^2 omega + 0.32933theta omega^2 + -0.04848omega^3,-0.17087*omega**3 + 0.038691*omega**2*theta - 0.138737*omega**2 - 0.001983*omega*theta**2 + 0.003101*omega*theta - 0.000495*omega - 8.2e-5*theta**3 + 4.9e-5*theta**2 - 9.7e-5*theta - 0.000142,2.231374e-04,1.456534e-05
